PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,ACCSEQ1,OBJCONT1,DOF1,GAD1,SHL1,SVL1,TDD1,EXTENT1,ACCSEQ2,OBJCONT2,DOF2,GAD2,SHL2,SVL2,TDD2,EXTENT2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,TOWRES,WHEELBAS,NATWGT,PSUWGT
6,51C,51,C,2,2,1,1,90,L,Y,E,W,4,3,71,U,9,9,9,9,U,105,0,10,22,9,1,0,35,,,,,,,,,0,1,990,33.46,7
6,52E,52,E,2,1,1,71,12,F,R,E,E,1,2,71,12,F,L,E,E,1,,,,,,,,,,,,,,,,,0,1,942,378.576,79.2
6,54A,54,A,2,1,1,51,12,F,Z,E,W,3,,,,,,,,,56,1,11,23,35,35,29,13,,,,,,,,,0,1,1012,15.057,3.15
6,56D,56,D,2,1,1,2,12,F,D,E,W,1,3,U,U,9,9,9,9,U,65,3,5,7,6,7,6,0,,,,,,,,,0,1,1050,69.31,14.5
6,56D,56,D,2,2,1,1,6,B,D,E,W,4,2,3,1,F,Z,E,W,2,64,28,24,21,19,17,15,0,62,2,6,16,14,8,4,120,0,1,1110,69.31,14.5
6,58B,58,B,2,1,1,42,12,F,Y,E,W,2,,,,,,,,,72,9,19,23,23,9,3,-3,,,,,,,,,0,1,1160,15.1526,3.17
6,59F,59,F,2,2,1,1,10,L,Y,E,W,3,2,1,9,L,B,E,W,3,54,0,9,6,5,10,3,47,40,9,7,11,4,1,1,-13,0,1,945,471.786,98.7
6,60C,60,C,2,1,1,2,11,F,D,E,W,2,6,59,U,9,9,9,9,U,58,8,13,15,17,18,20,0,,,,,,,,,1,1,1043,33.46,7
6,60C,60,C,2,2,1,1,2,R,D,A,W,3,2,1,U,9,9,9,9,U,151,1,0,2,0,15,0,-9,,,,,,,,,1,1,972,33.46,7
6,61E,61,E,2,1,1,2,2,F,R,E,W,1,2,2,3,R,B,E,N,1,73,3,1,1,2,2,3,0,,,,,,,,,1,0,1160,378.576,79.2
6,61E,61,E,2,2,1,1,10,L,F,E,W,2,2,1,9,L,B,E,W,1,,,,,,,,,,,,,,,,,0,1,1024,378.576,79.2
6,62B,62,B,2,2,2,3,2,F,R,E,W,1,1,1,10,L,D,E,W,2,60,0,0,1,5,8,11,19,156,0,6,2,6,0,1,4,1,1,1091,15.1526,3.17
6,62B,62,B,2,3,2,2,10,L,D,E,W,3,5,62,U,9,9,9,9,U,180,5,0,0,0,8,12,13,,,,,,,,,1,1,1380,15.1526,3.17
6,63B,63,B,2,1,1,2,12,F,L,A,A,7,,,,,,,,,57,26,22,18,10,3,0,-20,,,,,,,,,0,1,906,15.1526,3.17
6,64C,64,C,2,2,1,1,2,R,D,A,W,4,3,42,12,F,L,E,E,1,148,0,3,11,25,20,0,-15,,,,,,,,,0,1,1081,33.46,7
6,65E,65,E,2,1,1,2,11,F,Z,E,W,2,3,51,U,9,9,9,9,U,60,0,9,9,11,4,1,-10,,,,,,,,,1,1,942,378.576,79.2
6,66B,66,B,2,1,1,71,12,F,D,A,A,9,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1055,15.1526,3.17
6,68E,68,E,2,1,1,2,12,F,Y,E,W,1,,,,,,,,,58,7,6,9,7,1,0,-4,,,,,,,,,0,1,910,378.576,79.2
6,69A,69,A,2,1,1,2,71,F,D,E,W,2,,,,,,,,,68,1,6,9,12,17,24,0,,,,,,,,,0,1,1160,15.057,3.15
6,69A,69,A,2,2,1,1,2,R,Y,A,W,6,2,63,9,L,B,W,N,1,102,7,18,27,21,13,0,-8,,,,,,,,,1,1,957,15.057,3.15
6,70B,70,B,2,1,1,51,12,F,L,A,E,7,,,,,,,,,70,39,41,22,12,3,0,-28,,,,,,,,,0,1,1250,22.7289,4.755
6,71F,71,F,2,2,1,1,10,L,Y,H,W,1,,,,,,,,,52,2,3,4,5,1,2,15,,,,,,,,,0,0,1049,471.786,98.7
6,73C,73,C,2,1,4,4,9,L,Y,E,W,3,2,3,12,F,Z,E,W,1,,,,,,,,,,,,,,,,,1,1,1035,33.46,7
6,73C,73,C,2,2,1,1,6,L,F,M,S,1,,,,,,,,,11,0,0,1,1,,,64,,,,,,,,,0,0,942,33.46,7
6,73C,73,C,2,4,4,1,12,F,L,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1215,33.46,7
6,74E,74,E,2,1,1,2,12,F,R,E,E,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,999,378.576,79.2
6,75D,75,D,2,1,1,2,1,F,D,E,W,2,4,58,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,1190,69.31,14.5
6,75D,75,D,2,2,1,1,10,L,Y,E,W,2,2,1,9,L,B,E,W,1,75,0,2,11,7,6,0,39,30,2,3,4,3,2,1,-74,0,1,984,69.31,14.5
6,77B,77,B,2,1,1,51,12,F,L,E,N,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1140,22.7289,4.755
6,79F,79,F,2,1,1,71,12,F,Z,E,W,1,,,,,,,,,66,1,1,2,2,2,3,16,,,,,,,,,0,0,1080,471.786,98.7
6,80C,80,C,2,1,1,2,2,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1595,33.46,7
6,80C,80,C,2,2,1,1,10,L,F,E,W,3,,,,,,,,,52,4,8,12,14,9,7,56,,,,,,,,,0,1,970,33.46,7
6,81E,81,E,2,2,1,1,6,B,R,E,E,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1127,378.576,79.2
6,82E,82,E,2,1,2,51,12,F,Z,E,W,3,1,63,12,F,R,W,N,3,59,3,11,21,35,33,31,13,,,,,,,,,0,1,1012,567.864,118.8
6,83G,83,G,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1173,1785.33,373.5
6,83G,83,G,2,3,2,1,U,9,9,9,9,U,3,4,12,F,Z,E,W,1,,,,,,,,,,,,,,,,,0,0,1060,1785.33,373.5
6,84D,84,D,2,1,1,2,11,F,L,E,E,2,2,2,9,L,Z,E,W,1,62,11,0,0,0,0,1,-23,,,,,,,,,0,1,940,69.31,14.5
6,85C,85,C,2,1,1,42,12,F,R,E,W,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1034,33.46,7
6,86E,86,E,2,1,1,2,11,F,D,E,W,1,2,2,9,L,Y,E,W,1,78,5,9,4,1,1,1,-12,111,0,2,0,0,2,0,22,0,1,1380,378.576,79.2
6,86E,86,E,2,2,1,1,2,R,Y,E,W,3,2,1,3,R,B,L,W,1,66,0,6,8,13,14,3,27,20,2,2,2,3,2,3,-84,0,1,1100,378.576,79.2
6,88C,88,C,2,1,1,2,11,F,Y,E,W,2,2,2,9,L,B,L,E,1,76,6,1,1,1,1,1,-13,,,,,,,,,0,1,1240,33.46,7
6,90D,90,D,2,1,1,52,63,R,P,A,W,4,,,,,,,,,57,0,16,13,4,2,0,-26,,,,,,,,,0,1,943,69.31,14.5
6,91B,91,B,2,1,1,51,11,L,Y,A,W,3,2,51,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1081,22.7289,4.755
6,93E,93,E,2,1,1,2,11,F,Y,E,W,1,,,,,,,,,74,4,1,2,4,0,0,14,,,,,,,,,0,1,1380,378.576,79.2
6,93E,93,E,2,2,1,1,2,R,Y,E,W,2,,,,,,,,,52,0,5,8,6,2,0,52,,,,,,,,,0,1,978,378.576,79.2
6,94F,94,F,2,1,1,2,2,F,D,E,W,2,4,51,U,9,9,9,9,U,62,11,12,13,13,10,9,0,,,,,,,,,1,1,1080,471.786,98.7
6,94F,94,F,2,2,1,1,10,F,L,E,E,2,3,1,9,L,B,E,W,1,67,19,9,3,4,2,1,-27,29,1,2,3,1,1,1,-89,1,1,1081,471.786,98.7
7,1A,1,A,2,1,1,2,12,F,D,E,W,1,,,,,,,,,60,0,0,6,8,0,0,0,,,,,,,,,0,1,937,43.8507,2.7
7,2D,2,D,2,1,1,2,6,B,D,E,W,1,,,,,,,,,66,3,4,3,2,2,0,0,,,,,,,,,0,1,1080,170.5305,10.5
7,3G,3,G,2,1,1,42,12,F,R,E,E,1,,,,,,,,,64,0,0,0,0,0,3,0,,,,,,,,,0,1,1139,2306.222,142
7,5B,5,B,2,1,1,2,70,F,D,E,W,2,2,2,9,L,Z,E,W,1,,,,,,,,,72,0,3,1,3,2,0,-1,0,1,1159,40.6025,2.5
7,5B,5,B,2,2,1,1,2,R,Y,E,W,3,2,1,4,R,Z,E,W,1,55,0,13,11,7,1,0,73,86,0,0,4,3,0,0,-69,1,1,1160,40.6025,2.5
7,6A,6,A,2,1,1,2,11,F,D,E,W,3,,,,,,,,,76,8,4,5,6,8,12,0,,,,,,,,,0,1,1100,29.2338,1.8
7,6A,6,A,2,2,1,1,2,R,D,A,W,5,,,,,,,,,147,3,16,29,15,1,0,6,,,,,,,,,0,1,942,29.2338,1.8
7,7E,7,E,2,1,1,42,12,F,D,E,W,3,,,,,,,,,60,15,23,20,17,7,0,0,,,,,,,,,0,1,1022,271.2247,16.7
7,8F,8,F,2,1,1,2,1,F,L,E,W,1,,,,,,,,,65,2,1,1,1,0,1,0,,,,,,,,,0,0,1049,345.9333,21.3
7,8F,8,F,2,2,1,1,11,L,P,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,970,345.9333,21.3
7,9G,9,G,2,1,2,3,12,F,D,E,W,1,1,2,9,L,Y,E,W,1,58,3,3,2,2,2,2,0,161,1,1,1,2,3,1,30,0,1,937,974.46,60
7,10C,10,C,2,1,1,2,10,F,L,E,W,2,2,2,10,L,Z,E,W,2,58,15,11,10,10,10,10,0,,,,,,,,,1,1,1102,37.3543,2.3
7,10C,10,C,2,2,1,1,4,R,Y,A,W,3,2,1,3,R,B,H,W,1,89,0,9,15,13,17,0,58,,,,,,,,,0,1,1056,37.3543,2.3
7,11F,11,F,2,1,1,2,12,F,Z,E,W,1,,,,,,,,,64,1,1,1,1,1,4,0,,,,,,,,,0,0,1000,345.9333,21.3
7,11F,11,F,2,2,1,1,6,B,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1215,345.9333,21.3
7,12A,12,A,2,1,2,2,0,T,D,D,W,6,1,31,0,L,D,A,O,1,,,,,,,,,,,,,,,,,1,1,942,16.241,1
7,12A,12,A,2,2,2,1,0,L,Y,A,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1081,16.241,1
7,13C,13,C,2,2,1,1,12,F,D,A,W,3,2,3,6,B,D,A,W,4,,,,,,,,,,,,,,,,,0,1,965,37.3543,2.3
7,14E,14,E,2,1,1,2,1,F,Z,E,W,1,,,,,,,,,64,0,0,1,1,2,2,0,,,,,,,,,0,0,1003,271.2247,16.7
7,14E,14,E,2,2,1,1,12,F,R,E,W,1,2,3,6,B,R,L,E,1,,,,,,,,,,,,,,,,,0,U,957,271.2247,16.7
7,16H,16,H,2,2,1,1,6,B,Y,E,W,1,2,3,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,0,962,1348.003,83
7,17E,17,E,2,2,1,1,11,F,Y,E,W,2,,,,,,,,,74,16,11,15,9,0,0,0,,,,,,,,,0,1,1370,271.2247,16.7
7,18B,18,B,2,1,1,2,12,F,D,E,W,4,2,44,U,9,9,9,9,U,73,41,28,16,9,0,0,0,,,,,,,,,0,1,1081,20.46366,1.26
7,18B,18,B,2,2,1,1,12,F,L,E,E,9,3,43,U,9,9,9,9,U,60,17,4,2,1,0,0,0,,,,,,,,,0,1,1014,20.46366,1.26
7,19C,19,C,2,1,1,2,1,F,D,E,W,2,,,,,,,,,42,12,14,15,16,18,18,0,,,,,,,,,0,1,1081,37.3543,2.3
7,20D,20,D,2,1,1,2,11,F,D,E,W,1,,,,,,,,,70,3,2,1,0,1,1,0,,,,,,,,,0,0,1081,56.68109,3.49
7,20D,20,D,2,2,2,56,3,R,P,E,W,6,1,1,2,R,Z,E,W,2,,,,,,,,,,,,,,,,,0,1,937,56.68109,3.49
7,21G,21,G,2,2,1,1,12,F,R,E,E,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1087,974.46,60
7,22C,22,C,2,1,1,56,12,F,D,E,W,1,2,31,0,R,D,A,O,3,60,3,4,5,5,4,6,0,178,13,4,0,1,3,6,11,0,1,1083,37.3543,2.3
7,23F,23,F,2,1,2,42,12,F,D,E,W,3,1,51,12,F,R,A,E,9,58,0,2,13,11,6,9,0,,,,,,,,,0,1,1100,345.9333,21.3
7,24E,24,E,2,1,1,2,7,L,Z,A,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1034,724.3486,44.6
7,25E,25,E,2,1,1,2,12,F,D,E,W,2,,,,,,,,,60,2,4,6,8,11,15,0,,,,,,,,,0,1,999,724.3486,44.6
7,26F,26,F,2,1,1,2,5,R,F,E,E,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,972,1057.2891,65.1
7,26F,26,F,2,3,2,2,11,F,Y,E,W,1,,,,,,,,,72,5,3,2,1,0,1,0,,,,,,,,,0,0,1159,1057.2891,65.1
7,29E,29,E,2,1,1,2,11,F,R,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1042,724.3486,44.6
7,29E,29,E,2,3,2,2,3,R,P,E,W,2,,,,,,,,,68,1,6,8,10,10,3,-2,,,,,,,,,0,1,1060,724.3486,44.6
7,30A,30,A,2,1,5,42,0,T,D,D,W,6,3,61,0,F,D,E,W,1,,,,,,,,,,,,,,,,,1,1,973,24.3615,1.5
7,31C,31,C,2,1,2,31,0,R,D,A,O,1,1,60,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,0,1060,82.99151,5.11
7,32F,32,F,2,1,2,88,12,F,D,E,W,2,1,2,11,L,D,E,W,1,67,14,14,8,5,4,4,0,174,2,5,0,1,3,1,-31,0,1,1080,1057.2891,65.1
7,32F,32,F,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1049,1057.2891,65.1
7,33E,33,E,2,1,1,68,12,F,R,E,E,1,,,,,,,,,61,0,0,0,0,1,2,0,,,,,,,,,0,1,937,724.3486,44.6
7,34C,34,C,2,1,1,68,12,F,D,E,W,4,2,51,3,R,P,A,N,3,68,40,35,29,24,7,1,0,,,,,,,,,0,1,1049,82.99151,5.11
7,35B,35,B,2,1,1,2,12,F,Y,E,W,2,,,,,,,,,60,14,9,10,9,3,0,0,,,,,,,,,0,1,957,61.06616,3.76
7,35B,35,B,2,2,1,1,26,B,Z,E,W,7,2,3,12,F,D,M,W,1,,,,,,,,,,,,,,,,,0,1,900,61.06616,3.76
7,35B,35,B,2,3,2,2,6,B,D,E,W,1,,,,,,,,,66,2,3,3,3,1,0,0,,,,,,,,,0,U,1081,61.06616,3.76
7,36C,36,C,2,1,1,2,1,F,D,E,W,4,,,,,,,,,74,38,30,28,27,22,19,0,,,,,,,,,0,1,1143,248.97453,15.33
7,36C,36,C,2,2,1,1,10,L,Y,A,W,3,,,,,,,,,103,3,7,15,8,,,24,,,,,,,,,0,1,1049,248.97453,15.33
7,37D,37,D,2,1,2,42,12,F,Y,E,N,1,1,43,12,L,D,E,S,1,58,0,7,4,1,0,0,0,,,,,,,,,0,1,969,255.95816,15.76
7,38E,38,E,2,2,1,1,10,L,F,E,W,2,,,,,,,,,59,3,10,4,2,3,1,57,,,,,,,,,0,1,1003,293.9621,18.1
7,39F,39,F,2,2,1,1,10,L,Z,A,W,2,2,68,11,F,L,E,E,1,,,,,,,,,,,,,,,,,0,1,933,363.7984,22.4
7,40G,40,G,2,1,1,71,1,F,D,E,W,1,,,,,,,,,76,0,0,0,0,0,0,0,,,,,,,,,0,0,1550,1055.665,65
7,42E,42,E,2,1,1,54,11,F,L,E,E,1,2,56,12,F,R,E,S,9,61,8,6,4,3,2,4,0,,,,,,,,,0,1,1003,293.9621,18.1
7,44C,44,C,2,1,1,2,12,F,D,E,W,5,,,,,,,,,70,52,46,42,36,29,12,0,,,,,,,,,0,1,1108,37.3543,2.3
7,44C,44,C,2,3,2,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1031,37.3543,2.3
7,45E,45,E,2,1,1,57,2,R,Z,E,W,2,2,31,0,T,D,D,O,2,59,0,6,2,0,0,0,-53,,,,,,,,,0,1,957,293.9621,18.1
7,46G,46,G,2,1,1,88,5,R,Z,E,W,3,2,88,7,L,B,E,W,2,92,15,8,0,0,,,-72,51,0,6,7,0,,,-51,0,1,1108,1055.665,65
7,48E,48,E,2,2,1,1,12,F,D,E,W,1,,,,,,,,,62,4,5,6,7,7,5,0,,,,,,,,,0,1,1060,293.9621,18.1
7,49H,49,H,2,2,1,1,3,R,D,E,W,2,,,,,,,,,198,1,3,0,1,2,1,7,,,,,,,,,0,1,1081,1526.654,94
7,50D,50,D,2,1,1,2,12,F,Y,E,W,2,2,31,0,R,D,A,O,2,57,27,10,12,8,5,4,0,,,,,,,,,0,1,900,56.8435,3.5
7,50D,50,D,2,2,1,1,12,F,Y,E,W,2,,,,,,,,,54,13,13,16,11,7,4,0,,,,,,,,,0,1,992,56.8435,3.5
7,52E,52,E,2,1,1,2,2,R,B,E,W,2,,,,,,,,,68,0,6,8,7,6,16,-70,,,,,,,,,0,1,1173,293.9621,18.1
7,52E,52,E,2,2,1,1,11,F,D,E,W,2,,,,,,,,,59,2,4,6,9,13,15,0,,,,,,,,,0,1,1049,293.9621,18.1
7,53A,53,A,2,2,1,1,12,F,D,E,W,4,2,1,3,R,B,A,W,3,76,0,5,22,23,17,24,0,92,1,8,6,4,2,0,-67,0,1,1380,16.241,1
7,54F,54,F,2,1,1,2,12,L,D,E,S,1,2,56,12,F,R,L,S,9,,,,,,,,,,,,,,,,,0,0,969,363.7984,22.4
7,55G,55,G,2,1,1,51,12,F,R,E,S,6,,,,,,,,,57,0,1,0,1,1,4,0,,,,,,,,,0,1,1034,1055.665,65
7,56E,56,E,2,1,2,2,0,R,D,A,W,3,1,31,0,L,D,A,O,2,158,13,11,2,2,6,16,3,,,,,,,,,1,1,937,293.9621,18.1
7,59E,59,E,2,1,1,2,2,R,Y,E,W,2,,,,,,,,,124,0,2,0,0,9,8,64,,,,,,,,,0,1,973,271.2247,16.7
7,59E,59,E,2,2,1,1,11,F,D,E,W,2,,,,,,,,,60,11,13,13,16,6,1,0,,,,,,,,,0,1,1003,271.2247,16.7
7,60H,60,H,2,2,1,1,12,F,L,E,E,1,,,,,,,,,58,4,2,2,2,2,1,0,,,,,,,,,0,1,999,1526.654,94
7,61F,61,F,2,1,2,52,12,F,Z,E,W,2,1,63,12,F,R,W,N,3,63,0,0,6,12,7,0,0,,,,,,,,,0,1,996,345.9333,21.3
7,62C,62,C,2,1,2,42,12,F,Y,E,W,3,1,57,12,R,B,E,S,1,60,20,24,16,10,6,0,0,26,0,3,2,0,,,-78,0,1,1003,37.3543,2.3
7,63E,63,E,2,1,1,2,1,F,D,E,W,1,,,,,,,,,56,0,0,2,3,4,7,0,,,,,,,,,0,1,957,271.2247,16.7
7,63E,63,E,2,2,1,1,10,L,Y,E,W,1,,,,,,,,,44,0,2,4,3,1,0,45,,,,,,,,,0,0,1160,271.2247,16.7
7,65F,65,F,2,1,1,51,11,F,L,E,W,1,,,,,,,,,70,11,3,1,0,0,0,0,,,,,,,,,0,1,1127,345.9333,21.3
7,67F,67,F,2,1,1,2,1,F,Y,E,W,1,,,,,,,,,60,0,1,2,2,1,1,0,,,,,,,,,0,1,1040,345.9333,21.3
7,67F,67,F,2,2,1,1,12,F,L,E,W,2,,,,,,,,,56,12,8,5,3,2,0,0,,,,,,,,,0,1,944,345.9333,21.3
7,68C,68,C,2,1,1,56,12,F,D,E,W,1,3,56,5,R,Z,E,W,2,65,5,8,4,4,3,4,0,132,0,3,3,1,3,3,-16,1,1,1049,37.3543,2.3
7,69G,69,G,2,1,2,51,12,F,L,E,E,1,1,50,12,F,R,E,S,9,74,10,0,0,0,0,0,0,,,,,,,,,0,1,1330,1055.665,65
7,71E,71,E,2,1,2,52,12,F,Y,E,W,3,1,2,1,R,B,E,E,1,,,,,,,,,,,,,,,,,0,1,1034,271.2247,16.7
7,71E,71,E,2,2,1,1,12,R,D,M,S,1,,,,,,,,,129,0,0,0,1,0,0,17,,,,,,,,,0,1,1081,271.2247,16.7
7,73C,73,C,2,1,2,31,0,T,Y,D,O,3,1,63,0,L,D,E,W,2,,,,,,,,,,,,,,,,,0,1,1049,37.3543,2.3
7,74G,74,G,2,1,1,56,12,R,D,E,S,1,,,,,,,,,198,2,1,0,0,0,2,-3,,,,,,,,,0,1,1040,1055.665,65
7,76E,76,E,2,1,1,2,12,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,957,271.2247,16.7
7,77B,77,B,2,1,3,42,11,L,Y,A,W,3,2,42,12,F,R,E,E,6,128,0,6,8,2,5,2,-5,56,7,7,7,6,6,8,0,1,1,944,20.46366,1.26
7,78E,78,E,2,2,4,71,12,F,L,E,E,1,3,50,12,R,Z,A,S,1,70,5,2,1,0,1,1,0,55,0,2,3,2,1,0,-52,1,1,1081,271.2247,16.7
7,80G,80,G,2,1,4,56,12,F,R,E,E,9,2,56,12,F,L,E,E,3,57,1,1,1,1,2,3,0,,,,,,,,,1,1,937,1055.665,65
7,81A,81,A,2,1,1,2,2,R,Z,E,W,5,,,,,,,,,94,5,24,33,31,24,0,-17,,,,,,,,,0,1,1120,16.241,1
7,81A,81,A,2,2,1,1,11,F,D,E,W,3,,,,,,,,,59,30,28,24,25,26,30,0,,,,,,,,,0,1,969,16.241,1
7,82E,82,E,2,2,1,1,10,L,D,A,W,2,2,63,1,R,D,L,W,1,,,,,,,,,,,,,,,,,0,1,1005,271.2247,16.7
7,84C,84,C,2,1,1,2,10,L,Y,E,W,3,2,2,9,L,B,E,W,3,118,1,0,2,11,6,3,25,29,0,2,5,1,1,0,-74,1,1,1010,37.3543,2.3
7,84C,84,C,2,2,1,1,1,F,D,E,W,3,2,1,3,R,Z,E,W,1,58,17,20,23,25,26,19,0,,,,,,,,,0,1,970,37.3543,2.3
7,85C,85,C,2,1,2,42,12,F,D,E,W,4,1,45,12,F,L,E,N,1,61,10,19,27,32,24,13,10,,,,,,,,,0,1,1024,37.3543,2.3
7,87G,87,G,2,1,1,2,3,R,P,E,W,2,,,,,,,,,78,3,5,7,8,5,8,-25,,,,,,,,,0,1,945,1055.665,65
7,89F,89,F,2,2,1,1,2,R,Y,E,W,2,3,42,12,F,L,E,N,1,,,,,,,,,,,,,,,,,1,1,1330,345.9333,21.3
7,90D,90,D,2,1,1,56,11,L,D,E,W,2,2,56,10,F,D,L,W,1,190,7,6,0,0,0,1,1,,,,,,,,,0,1,1099,56.68109,3.49
7,91E,91,E,2,2,1,1,2,F,D,E,W,2,2,56,U,9,9,9,9,U,65,0,0,1,5,6,12,-10,,,,,,,,,0,1,1040,271.2247,16.7
7,93C,93,C,2,2,1,1,3,R,D,E,W,3,,,,,,,,,177,1,4,9,0,1,1,-15,,,,,,,,,0,1,1081,37.3543,2.3
7,94D,94,D,2,1,1,54,12,F,C,E,N,4,,,,,,,,,67,13,39,20,2,,,-4,,,,,,,,,0,1,1110,56.68109,3.49
7,95E,95,E,2,1,1,56,12,F,R,E,E,9,,,,,,,,,59,0,0,0,0,1,4,0,,,,,,,,,0,1,942,271.2247,16.7
7,97E,97,E,2,1,1,2,81,F,D,E,W,3,,,,,,,,,57,30,28,25,22,17,11,0,,,,,,,,,0,1,1055,271.2247,16.7
7,97E,97,E,2,2,1,1,11,F,L,E,E,9,2,51,1,F,R,E,E,1,58,10,2,4,5,5,6,-23,,,,,,,,,0,1,1024,271.2247,16.7
7,99F,99,F,2,1,1,2,1,F,D,E,W,3,3,2,4,R,B,L,E,1,62,4,11,16,22,17,14,7,,,,,,,,,0,1,1049,345.9333,21.3
7,99F,99,F,2,2,1,1,10,L,F,E,E,4,2,3,1,R,B,E,W,2,44,3,9,12,17,18,16,47,33,0,2,3,3,1,0,-65,1,1,953,345.9333,21.3
7,100G,100,G,2,1,1,71,12,F,R,E,E,2,,,,,,,,,64,5,3,3,3,6,13,5,,,,,,,,,0,1,1024,1055.665,65
7,101E,101,E,2,1,1,2,12,F,D,E,W,2,2,2,2,R,D,E,S,1,57,3,5,10,6,3,0,0,132,0,0,0,0,5,9,12,0,1,945,271.2247,16.7
7,102C,102,C,2,1,2,52,12,F,C,E,N,2,1,88,U,9,9,9,9,U,57,0,8,17,0,,,0,,,,,,,,,0,1,973,37.3543,2.3
7,103G,103,G,2,2,1,1,11,F,D,E,W,1,2,1,12,R,F,L,S,1,60,0,2,8,5,3,4,0,,,,,,,,,0,1,999,1055.665,65
7,104H,104,H,2,1,1,2,12,F,D,E,W,1,,,,,,,,,66,1,1,0,0,0,0,0,,,,,,,,,0,0,1049,1526.654,94
7,105C,105,C,2,1,2,31,0,T,D,D,O,3,1,56,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,942,37.3543,2.3
7,107E,107,E,2,2,1,1,2,R,Z,E,W,2,,,,,,,,,60,0,4,5,3,1,0,-61,,,,,,,,,0,1,988,271.2247,16.7
7,108E,108,E,2,1,1,2,12,F,R,E,E,7,2,2,2,R,B,E,W,1,,,,,,,,,,,,,,,,,0,1,1060,271.2247,16.7
7,108E,108,E,2,2,1,1,10,F,D,E,W,2,2,1,8,L,P,M,W,1,62,6,8,11,7,6,7,2,,,,,,,,,0,1,1108,271.2247,16.7
7,110F,110,F,2,1,2,31,0,T,P,D,W,5,1,58,12,F,D,E,W,2,,,,,,,,,58,15,15,16,15,14,14,0,0,1,943,345.9333,21.3
7,111A,111,A,2,2,1,1,12,F,D,E,W,2,,,,,,,,,59,1,3,7,11,8,8,0,,,,,,,,,0,1,942,16.241,1
7,112D,112,D,2,1,1,2,10,L,Y,E,W,3,,,,,,,,,96,1,5,17,11,8,4,12,,,,,,,,,0,1,942,85.021635,5.235
7,113E,113,E,2,1,1,64,12,F,L,E,E,9,2,31,0,L,D,A,O,1,55,11,5,3,3,3,2,-22,,,,,,,,,0,1,945,406.83705,25.05
7,114F,114,F,2,2,1,1,12,F,L,E,E,3,2,44,1,F,R,E,E,3,62,5,2,1,1,1,2,-2,,,,,,,,,1,1,1048,518.89995,31.95
7,116F,116,F,2,1,1,2,12,F,D,E,W,1,,,,,,,,,66,3,3,4,5,6,8,2,,,,,,,,,0,1,1049,345.9333,21.3
7,116F,116,F,2,2,1,1,6,B,D,E,W,4,,,,,,,,,58,21,20,18,17,16,15,-1,,,,,,,,,0,1,1012,345.9333,21.3
7,118E,118,E,2,1,1,2,2,R,Z,E,W,3,2,56,9,L,B,L,E,3,,,,,,,,,78,24,15,4,1,0,2,-60,0,1,1084,271.2247,16.7
7,118E,118,E,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1010,271.2247,16.7
7,119G,119,G,2,1,2,2,8,L,Y,E,W,2,3,44,4,R,F,E,W,1,,,,,,,,,,,,,,,,,1,1,962,1055.665,65
7,119G,119,G,2,2,2,1,12,F,R,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1145,1055.665,65
7,121E,121,E,2,1,1,2,11,F,Y,E,W,1,,,,,,,,,61,3,3,1,1,1,2,-14,,,,,,,,,0,1,1034,271.2247,16.7
7,121E,121,E,2,2,2,3,12,F,L,E,W,2,1,1,2,R,F,E,W,1,78,23,11,5,3,1,0,-4,60,0,2,1,1,2,0,66,0,1,1240,271.2247,16.7
7,121E,121,E,2,3,2,2,11,L,Z,E,W,2,,,,,,,,,135,0,2,3,8,6,0,-39,,,,,,,,,0,1,1159,271.2247,16.7
