PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,ACCSEQ1,OBJCONT1,DOF1,GAD1,SHL1,SVL1,TDD1,EXTENT1,ACCSEQ2,OBJCONT2,DOF2,GAD2,SHL2,SVL2,TDD2,EXTENT2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,TOWRES,WHEELBAS,NATWGT,PSUWGT
78,153E,153,E,2,2,1,1,46,B,D,E,W,2,,,,,,,,,64,10,11,14,14,12,13,0,,,,,,,,,0,1,1003,239.1489,4.1
78,154C,154,C,2,2,1,1,6,B,D,L,W,2,2,3,12,F,D,L,W,1,69,9,13,18,20,18,16,0,,,,,,,,,0,1,1170,69.9948,1.2
78,156F,156,F,2,1,1,2,12,F,D,E,W,2,,,,,,,,,70,12,8,6,5,4,6,0,,,,,,,,,0,1,1270,303.3108,5.2
78,160C,160,C,2,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,880,69.9948,1.2
78,162D,162,D,2,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1149,75.8277,1.3
78,163E,163,E,2,2,2,31,0,T,D,D,O,3,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1067,239.1489,4.1
79,7H,7,H,2,1,1,71,U,9,9,9,9,U,2,71,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,1179,2101.74,1380
79,9E,9,E,2,1,1,2,12,F,Y,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,902,423.5463,278.1
79,10B,10,B,2,1,1,71,12,F,D,E,W,3,,,,,,,,,69,25,25,30,29,28,28,0,,,,,,,,,0,1,1180,32.7445,21.5
79,11D,11,D,2,1,1,2,82,R,F,E,W,5,2,2,3,R,B,E,E,1,27,0,7,13,17,26,26,50,,,,,,,,,0,1,1026,86.0495,56.5
79,11D,11,D,2,2,1,1,11,F,D,E,W,2,2,1,9,L,B,M,N,1,60,14,10,11,10,8,9,0,,,,,,,,,0,1,1108,86.0495,56.5
79,13C,13,C,2,1,1,2,12,F,D,E,W,2,,,,,,,,,71,0,0,3,2,0,6,0,,,,,,,,,0,1,1380,47.38053,31.11
79,13C,13,C,2,2,1,1,3,R,D,A,W,3,,,,,,,,,168,0,1,10,15,2,0,-18,,,,,,,,,0,1,1156,47.38053,31.11
79,14A,14,A,2,2,1,1,12,F,D,E,W,1,,,,,,,,,60,6,4,4,4,3,5,0,,,,,,,,,0,0,1040,14.3162,9.4
79,16E,16,E,2,1,1,2,9,L,Y,A,W,3,2,51,3,R,P,A,N,3,,,,,,,,,,,,,,,,,0,1,1058,423.5463,278.1
79,17H,17,H,2,1,2,2,7,L,B,E,W,4,3,54,12,F,R,E,W,1,51,16,18,14,7,4,1,-60,,,,,,,,,1,1,1012,2101.74,1380
79,18F,18,F,2,2,1,1,10,L,Z,E,W,2,,,,,,,,,90,1,5,4,3,2,0,-48,,,,,,,,,0,0,1049,607.677,399
79,19B,19,B,2,1,2,53,9,L,Z,A,W,3,3,63,9,L,B,W,N,1,,,,,,,,,,,,,,,,,1,1,907,32.7445,21.5
79,20D,20,D,2,1,3,71,9,L,Z,A,W,4,2,54,10,F,Y,E,W,1,90,0,8,13,7,3,2,-18,56,9,6,4,2,0,0,0,1,1,899,86.0495,56.5
79,24F,24,F,2,2,1,1,12,F,D,E,W,1,,,,,,,,,78,10,8,7,7,4,5,0,,,,,,,,,0,1,1295,242.0047,158.9
79,25B,25,B,2,1,1,2,12,F,D,E,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,945,10.24979,6.73
79,27A,27,A,2,1,1,2,12,F,D,E,W,3,2,3,9,L,B,E,W,2,,,,,,,,,,,,,,,,,0,1,1160,10.897065,7.155
79,27A,27,A,2,3,2,1,12,F,Y,H,W,9,3,69,12,F,L,L,N,1,,,,,,,,,,,,,,,,,0,1,1030,10.897065,7.155
79,29D,29,D,2,1,1,2,11,F,Y,E,W,3,4,3,U,9,9,9,9,U,58,24,15,10,6,2,0,0,,,,,,,,,0,1,886,101.20335,66.45
79,29D,29,D,2,2,1,1,7,B,Z,E,W,6,3,3,1,R,D,E,W,2,58,2,8,16,23,31,33,0,76,5,6,5,3,1,0,-14,1,1,1024,101.20335,66.45
79,29D,29,D,2,3,2,2,U,9,9,9,9,U,4,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1220,101.20335,66.45
79,31E,31,E,2,1,1,2,12,F,D,E,W,2,,,,,,,,,56,12,8,5,1,1,1,0,,,,,,,,,0,1,937,847.0926,556.2
79,32F,32,F,2,1,1,2,10,L,Y,E,W,2,,,,,,,,,85,0,2,1,4,7,0,36,,,,,,,,,0,1,1110,1215.354,798
79,32F,32,F,2,2,1,1,1,F,D,E,W,2,,,,,,,,,59,11,14,11,8,6,5,0,,,,,,,,,0,1,1049,1215.354,798
79,33C,33,C,2,1,1,2,81,F,Z,E,W,3,,,,,,,,,73,3,2,2,13,14,29,0,,,,,,,,,0,1,1315,78.98334351,51.86037
79,33C,33,C,2,2,1,1,11,F,D,E,W,2,,,,,,,,,60,3,15,11,10,6,3,0,,,,,,,,,0,1,1024,78.98334351,51.86037
79,34D,34,D,2,1,1,31,0,T,D,D,O,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,972,143.4445165,94.1855
79,35G,35,G,2,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1102,2361.12213,1550.31
79,35G,35,G,2,2,1,1,9,L,B,E,W,2,2,3,3,R,B,E,E,1,,,,,,,,,,,,,,,,,0,0,1120,2361.12213,1550.31
79,35G,35,G,2,3,2,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,988,2361.12213,1550.31
79,36C,36,C,2,1,1,2,1,R,F,E,W,4,2,2,3,R,B,E,W,1,54,0,0,4,15,23,21,61,30,0,2,4,3,2,0,-73,0,1,1080,47.38053,31.11
79,36C,36,C,2,2,1,1,10,F,D,E,W,2,2,1,9,L,B,E,W,2,60,7,3,0,0,0,0,0,22,0,2,2,1,1,0,-63,0,1,937,47.38053,31.11
79,37E,37,E,2,2,1,1,6,B,D,E,W,1,,,,,,,,,65,1,1,0,0,0,0,0,,,,,,,,,0,U,1091,423.5463,278.1
79,39D,39,D,2,1,3,42,U,9,9,9,9,U,2,56,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,984,86.0495,56.5
79,40F,40,F,2,1,1,2,U,9,9,9,9,U,2,31,0,T,Y,D,O,2,,,,,,,,,,,,,,,,,0,1,1081,607.677,399
79,40F,40,F,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,934,607.677,399
79,41E,41,E,2,1,1,2,1,R,P,E,W,2,,,,,,,,,50,0,3,9,8,5,0,-31,,,,,,,,,0,1,1081,135.8516,89.2
79,41E,41,E,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1060,135.8516,89.2
79,42C,42,C,2,2,1,1,9,L,Y,E,W,3,,,,,,,,,91,0,0,9,8,2,0,3,,,,,,,,,0,1,1014,18.70244,12.28
79,43D,43,D,2,1,1,2,11,L,D,A,W,3,2,57,12,F,D,H,W,6,176,0,7,16,12,6,0,-8,,,,,,,,,1,1,1204,28.3278,18.6
79,43D,43,D,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1094,28.3278,18.6
79,45F,45,F,2,1,1,2,12,F,Z,E,W,2,,,,,,,,,50,2,2,5,9,7,5,11,,,,,,,,,0,1,866,173.1651,113.7
79,45F,45,F,2,2,1,1,11,F,L,E,W,1,,,,,,,,,57,8,3,2,1,0,0,-19,,,,,,,,,0,1,1008,173.1651,113.7
79,46H,46,H,2,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,965,673.166,442
79,46H,46,H,2,2,1,1,12,F,Z,E,W,1,,,,,,,,,55,0,0,0,5,6,3,0,,,,,,,,,0,1,907,673.166,442
79,47E,47,E,2,2,1,1,11,F,D,E,W,2,,,,,,,,,57,3,4,7,10,7,10,0,,,,,,,,,0,1,1030,135.8516,89.2
79,48F,48,F,2,2,1,1,11,F,D,E,W,2,,,,,,,,,52,7,9,11,8,4,0,0,,,,,,,,,0,1,944,173.1651,113.7
79,49G,49,G,2,1,1,71,12,F,R,A,E,6,,,,,,,,,57,1,1,1,2,2,6,25,,,,,,,,,0,1,942,482.791,317
79,50C,50,C,2,2,1,1,6,B,D,E,W,6,2,3,12,F,Z,E,W,1,57,8,8,1,1,7,0,-4,57,0,1,2,3,3,4,12,1,1,937,18.70244,12.28
79,51C,51,C,2,1,1,2,12,F,D,E,W,1,,,,,,,,,60,5,5,6,6,6,6,0,,,,,,,,,0,1,1083,18.70244,12.28
79,52D,52,D,2,1,2,42,12,F,R,E,E,3,1,63,U,9,9,9,9,U,67,0,0,0,2,18,26,-28,,,,,,,,,0,1,1150,28.3278,18.6
79,54F,54,F,2,1,1,71,12,F,R,E,E,2,3,31,0,T,D,D,O,3,53,0,0,3,6,10,17,21,,,,,,,,,0,1,969,173.1651,113.7
79,55H,55,H,2,1,1,71,12,F,R,E,E,3,,,,,,,,,60,0,1,2,2,5,24,26,,,,,,,,,0,1,1030,673.166,442
79,58A,58,A,2,1,1,2,12,F,D,E,W,4,,,,,,,,,61,16,11,13,13,16,32,0,,,,,,,,,0,1,1091,7.1581,4.7
79,58A,58,A,2,2,1,1,6,B,D,E,W,3,,,,,,,,,74,1,2,9,11,5,2,0,,,,,,,,,0,1,1240,7.1581,4.7
79,60C,60,C,2,1,1,2,2,R,Y,E,W,2,,,,,,,,,82,0,6,6,1,10,4,54,,,,,,,,,0,1,1160,18.70244,12.28
79,62H,62,H,2,1,1,2,9,L,Z,E,S,1,,,,,,,,,28,0,1,1,2,2,0,-88,,,,,,,,,0,1,1120,673.166,442
79,63E,63,E,2,1,1,2,6,B,D,E,W,1,,,,,,,,,48,2,2,2,1,1,1,-5,,,,,,,,,0,1,945,135.8516,89.2
79,64F,64,F,2,1,1,2,2,R,D,A,W,3,,,,,,,,,107,0,10,8,8,2,0,5,,,,,,,,,0,1,1080,173.1651,113.7
79,65G,65,G,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1010,482.791,317
79,66C,66,C,2,1,1,2,8,L,D,E,W,2,,,,,,,,,109,0,4,11,15,1,0,-2,,,,,,,,,0,1,990,18.70244,12.28
79,67D,67,D,2,1,7,71,12,F,Z,E,W,2,5,52,12,F,R,E,E,6,72,0,0,5,12,11,17,22,,,,,,,,,1,1,1160,28.3278,18.6
79,68E,68,E,2,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,910,135.8516,89.2
79,69F,69,F,2,1,1,2,12,F,D,E,W,1,,,,,,,,,60,2,5,7,8,7,5,0,,,,,,,,,0,1,1179,173.1651,113.7
79,69F,69,F,2,2,1,1,6,B,D,E,W,2,,,,,,,,,60,4,5,5,5,5,2,0,,,,,,,,,0,1,1010,173.1651,113.7
79,70H,70,H,2,1,1,2,10,L,Y,E,W,2,,,,,,,,,87,1,5,8,3,8,3,35,,,,,,,,,0,1,866,673.166,442
79,71G,71,G,2,1,1,2,3,R,Y,E,W,1,,,,,,,,,71,0,1,2,4,1,0,-53,,,,,,,,,0,1,1061,482.791,317
79,72E,72,E,2,1,2,31,0,T,D,D,O,3,1,2,12,F,D,E,W,1,,,,,,,,,54,5,5,4,3,3,3,0,0,1,799,135.8516,89.2
79,73F,73,F,2,2,1,1,11,F,D,E,W,2,,,,,,,,,58,0,3,8,10,10,11,0,,,,,,,,,0,1,931,173.1651,113.7
79,74H,74,H,2,1,1,71,12,F,D,E,W,2,,,,,,,,,62,0,0,4,9,13,18,11,,,,,,,,,0,1,1081,673.166,442
79,75B,75,B,2,2,1,1,5,R,P,E,S,1,,,,,,,,,64,0,3,5,4,2,0,7,,,,,,,,,0,0,953,10.24979,6.73
79,76C,76,C,2,1,2,2,10,L,Y,E,W,3,1,2,6,L,Z,E,W,1,,,,,,,,,,,,,,,,,0,1,994,18.70244,12.28
79,77D,77,D,2,1,3,59,12,F,D,E,W,3,1,71,12,F,R,E,S,5,,,,,,,,,,,,,,,,,1,1,1139,28.3278,18.6
79,78E,78,E,2,1,1,42,U,9,9,9,9,U,3,42,U,9,9,9,9,U,60,U,U,U,U,U,U,0,,,,,,,,,0,1,1250,135.8516,89.2
79,79D,79,D,2,1,1,2,12,F,D,E,W,3,,,,,,,,,51,26,19,13,6,2,0,-12,,,,,,,,,0,1,972,28.3278,18.6
79,80F,80,F,2,1,1,71,12,F,R,E,E,1,2,71,U,9,9,9,9,U,70,0,3,3,2,2,12,29,,,,,,,,,0,1,1210,173.1651,113.7
79,81G,81,G,2,1,1,71,12,F,R,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1065,482.791,317
79,84E,84,E,2,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1143,135.8516,89.2
79,84E,84,E,2,2,2,3,6,B,D,E,W,2,1,1,12,F,D,E,W,1,56,3,9,14,14,14,15,2,59,2,1,2,3,4,12,-21,0,1,1084,135.8516,89.2
79,84E,84,E,2,3,2,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,967,135.8516,89.2
79,85F,85,F,2,2,1,1,69,L,F,E,E,4,,,,,,,,,39,0,2,6,9,15,16,57,,,,,,,,,0,1,866,173.1651,113.7
79,87B,87,B,2,1,1,2,12,F,Z,E,W,1,,,,,,,,,68,3,4,6,6,11,12,0,,,,,,,,,0,1,1204,10.24979,6.73
79,87B,87,B,2,2,1,1,7,L,D,E,W,4,2,71,1,F,Z,E,W,6,170,3,5,18,21,6,13,3,,,,,,,,,0,1,933,10.24979,6.73
79,88D,88,D,2,1,1,2,1,F,D,E,W,3,,,,,,,,,51,6,4,15,20,21,33,7,,,,,,,,,0,1,1080,28.3278,18.6
79,88D,88,D,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1315,28.3278,18.6
79,90F,90,F,2,1,1,45,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,945,173.1651,113.7
79,93E,93,E,2,1,1,2,1,F,Z,E,W,2,,,,,,,,,49,0,1,5,10,17,15,17,,,,,,,,,0,1,945,135.8516,89.2
79,94B,94,B,2,1,1,71,12,F,Y,E,W,2,,,,,,,,,66,13,14,12,9,3,2,-16,,,,,,,,,0,1,1081,10.24979,6.73
79,96G,96,G,2,3,2,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1012,482.791,317
79,97F,97,F,2,2,2,52,12,F,D,E,W,2,1,1,6,L,F,E,S,1,69,U,U,U,U,U,U,11,,,,,,,,,0,1,1065,173.1651,113.7
80,1G,1,G,2,1,1,68,12,F,L,E,N,2,2,68,9,L,B,E,W,1,62,10,4,3,3,2,2,0,,,,,,,,,0,1,1122,322.938,33
80,1G,1,G,2,3,4,52,12,F,L,E,E,1,3,2,2,R,B,L,N,1,56,7,6,4,1,0,0,0,,,,,,,,,0,1,885,322.938,33
80,2C,2,C,2,1,4,52,12,F,L,E,E,2,1,63,12,F,R,W,N,4,62,11,0,0,0,0,0,0,,,,,,,,,1,1,1251,12.33036,1.26
80,2C,2,C,2,2,2,1,3,R,D,E,W,2,,,,,,,,,123,0,2,5,1,0,0,-48,,,,,,,,,0,1,937,12.33036,1.26
80,3D,3,D,2,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1150,18.69126,1.91
80,3D,3,D,2,2,1,1,12,F,D,E,W,2,,,,,,,,,65,9,8,6,4,2,1,0,,,,,,,,,0,1,962,18.69126,1.91
80,4E,4,E,2,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,957,103.7316,10.6
80,4E,4,E,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1156,103.7316,10.6
80,5F,5,F,2,1,2,56,U,9,9,9,9,U,1,63,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,945,132.111,13.5
80,6C,6,C,2,1,1,52,12,F,L,E,W,4,2,31,0,R,D,A,O,1,72,39,16,10,6,2,0,0,,,,,,,,,0,1,1315,12.33036,1.26
80,7D,7,D,2,1,2,31,0,T,D,D,O,3,1,56,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,1069,18.69126,1.91
80,8H,8,H,2,1,1,2,2,R,F,E,W,3,2,2,3,R,Z,E,W,2,53,0,2,6,9,13,9,51,63,5,6,5,4,1,0,-56,0,1,933,440.37,45
80,9C,9,C,2,1,1,2,12,F,D,E,W,2,,,,,,,,,59,1,4,9,15,15,16,0,,,,,,,,,0,1,988,12.33036,1.26
80,9C,9,C,2,2,1,1,6,B,D,E,W,4,,,,,,,,,57,24,21,19,16,11,6,0,,,,,,,,,0,1,1098,12.33036,1.26
80,10C,10,C,2,1,1,68,12,F,D,E,W,3,2,62,U,9,9,9,9,U,67,32,29,28,23,17,10,0,,,,,,,,,0,1,1110,12.33036,1.26
80,11F,11,F,2,1,2,31,0,T,D,D,O,2,3,71,6,B,D,E,W,1,55,0,2,6,7,2,0,0,,,,,,,,,0,1,968,132.111,13.5
80,11F,11,F,2,2,1,1,11,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1055,132.111,13.5
80,13G,13,G,2,1,1,2,12,F,D,E,W,2,,,,,,,,,58,13,10,8,6,2,0,0,,,,,,,,,0,1,944,322.938,33
80,14C,14,C,2,2,1,1,2,R,Y,A,W,3,,,,,,,,,198,2,0,2,10,17,0,5,,,,,,,,,0,1,1173,12.33036,1.26
80,16F,16,F,2,1,1,52,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1160,132.111,13.5
80,17D,17,D,2,1,1,52,12,F,D,E,W,2,,,,,,,,,57,0,15,14,13,4,0,0,,,,,,,,,0,1,1089,18.69126,1.91
80,18H,18,H,2,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1047,440.37,45
80,18H,18,H,2,2,1,1,5,R,D,A,W,2,,,,,,,,,110,0,1,5,4,4,0,-18,,,,,,,,,0,0,799,440.37,45
80,19B,19,B,2,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,945,9.786,1
80,20G,20,G,2,1,2,68,0,U,D,L,W,9,1,2,5,R,B,E,W,1,,,,,,,,,,,,,,,,,0,1,1250,322.938,33
80,21D,21,D,2,1,2,52,12,F,D,E,E,2,1,63,12,F,R,W,N,4,48,0,2,4,6,10,21,0,,,,,,,,,1,1,983,18.69126,1.91
80,23E,23,E,2,1,1,2,9,L,Z,E,W,3,,,,,,,,,112,1,5,9,9,1,0,-30,,,,,,,,,0,1,956,103.7316,10.6
80,23E,23,E,2,2,1,1,12,F,D,E,W,2,,,,,,,,,71,20,13,9,5,3,1,0,,,,,,,,,0,1,1140,103.7316,10.6
80,24F,24,F,2,1,1,2,12,L,D,E,S,9,2,68,12,F,R,E,E,1,,,,,,,,,,,,,,,,,0,1,1210,132.111,13.5
80,24F,24,F,2,2,1,1,12,F,L,E,E,1,,,,,,,,,60,6,1,0,0,0,0,0,,,,,,,,,0,1,945,132.111,13.5
80,25B,25,B,2,1,3,42,U,9,9,9,9,U,1,56,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,913,9.786,1
80,26H,26,H,2,1,1,56,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1140,440.37,45
80,27E,27,E,2,1,2,42,12,F,D,E,W,2,1,52,U,9,9,9,9,U,63,10,13,15,14,10,7,0,,,,,,,,,0,1,U,103.7316,10.6
80,28B,28,B,2,1,1,54,12,L,D,E,S,9,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1250,9.786,1
80,29G,29,G,2,1,1,2,6,B,D,E,W,3,2,54,12,F,D,E,W,1,61,0,2,4,6,8,13,0,61,8,6,6,6,6,8,0,0,1,972,322.938,33
80,29G,29,G,2,2,1,1,12,F,R,E,E,2,,,,,,,,,61,0,0,0,0,0,0,0,,,,,,,,,0,1,940,322.938,33
80,30B,30,B,2,1,1,2,12,F,D,E,W,2,,,,,,,,,61,15,12,11,11,10,10,0,,,,,,,,,0,1,1010,9.786,1
80,31F,31,F,2,2,1,1,1,F,D,E,W,2,,,,,,,,,63,3,2,2,2,2,10,0,,,,,,,,,0,1,1110,132.111,13.5
80,32E,32,E,2,1,1,31,0,T,D,D,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1082,103.7316,10.6
80,35H,35,H,2,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,935,440.37,45
80,36A,36,A,2,1,1,42,12,F,Y,E,W,3,,,,,,,,,63,23,28,27,22,2,0,0,,,,,,,,,0,1,1003,9.786,1
80,37F,37,F,2,1,1,2,12,F,D,E,W,2,,,,,,,,,59,12,8,6,5,3,3,0,,,,,,,,,0,1,1011,132.111,13.5
80,37F,37,F,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1141,132.111,13.5
80,38F,38,F,2,1,1,2,12,F,Y,E,W,2,,,,,,,,,58,14,9,5,3,1,0,0,,,,,,,,,0,1,972,132.111,13.5
80,39C,39,C,2,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1169,12.33036,1.26
80,39C,39,C,2,2,1,1,U,9,9,9,9,U,2,57,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1014,12.33036,1.26
80,40E,40,E,2,1,2,31,0,L,D,A,O,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1140,103.7316,10.6
80,40E,40,E,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,969,103.7316,10.6
80,41F,41,F,2,1,1,31,0,L,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,964,132.111,13.5
80,42C,42,C,2,1,1,68,12,F,Z,A,A,7,,,,,,,,,57,0,0,2,6,11,14,0,,,,,,,,,0,1,1120,12.33036,1.26
80,43C,43,C,2,1,2,31,0,T,D,D,O,5,1,71,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1043,12.33036,1.26
80,44D,44,D,2,1,3,31,0,L,D,A,O,1,1,2,4,R,B,E,N,1,,,,,,,,,,,,,,,,,1,1,984,18.69126,1.91
80,45G,45,G,2,1,1,2,12,F,D,E,W,2,,,,,,,,,69,0,3,12,11,7,4,0,,,,,,,,,0,1,1122,322.938,33
80,45G,45,G,2,2,1,1,12,F,D,E,W,2,,,,,,,,,69,14,5,3,2,0,0,0,,,,,,,,,0,1,1070,322.938,33
80,46C,46,C,2,1,2,42,12,F,C,E,N,3,1,50,U,9,9,9,9,U,58,1,4,11,24,18,21,0,,,,,,,,,0,1,992,12.33036,1.26
80,47E,47,E,2,1,1,2,10,L,Y,E,W,3,2,2,9,L,B,E,W,2,84,1,0,8,10,9,8,45,96,0,8,3,3,1,0,-57,0,0,1181,103.7316,10.6
80,47E,47,E,2,2,1,1,1,F,D,E,W,2,3,31,0,T,D,D,O,3,64,2,1,3,6,7,10,0,,,,,,,,,1,1,1003,103.7316,10.6
80,48F,48,F,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1081,132.111,13.5
80,49H,49,H,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1034,440.37,45
80,50A,50,A,2,1,2,31,0,L,D,A,O,2,1,57,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1086,9.786,1
80,51A,51,A,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,967,9.786,1
80,52C,52,C,2,1,1,31,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1033,12.33036,1.26
80,54G,54,G,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1047,322.938,33
80,56E,56,E,2,1,1,2,10,L,Z,E,W,3,,,,,,,,,94,5,14,10,6,2,0,-47,,,,,,,,,0,1,999,103.7316,10.6
80,56E,56,E,2,2,1,1,12,F,Y,E,W,2,2,57,1,R,F,E,W,2,62,14,9,6,4,1,0,0,,,,,,,,,1,1,999,103.7316,10.6
80,58C,58,C,2,2,1,1,12,F,D,E,W,2,,,,,,,,,58,13,7,4,1,0,0,0,,,,,,,,,0,1,937,12.33036,1.26
80,59C,59,C,2,1,2,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1030,12.33036,1.26
80,60D,60,D,2,1,1,51,12,F,R,E,W,2,,,,,,,,,59,0,2,7,16,20,15,0,,,,,,,,,0,1,984,18.69126,1.91
80,61C,61,C,2,1,1,51,12,F,C,E,N,3,,,,,,,,,66,0,0,18,18,3,0,0,,,,,,,,,0,1,1087,12.33036,1.26
80,63F,63,F,2,1,1,31,0,T,D,D,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,921,132.111,13.5
80,65E,65,E,2,1,1,2,12,F,D,E,W,3,,,,,,,,,69,38,25,17,11,7,5,0,,,,,,,,,0,1,1195,82.2024,8.4
80,65E,65,E,2,2,1,1,12,F,L,E,E,2,,,,,,,,,60,12,1,2,2,1,3,0,,,,,,,,,0,1,937,82.2024,8.4
80,72F,72,F,2,1,2,54,3,R,Z,E,W,2,1,54,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,980,110.5818,11.3
80,73H,73,H,2,1,2,50,12,F,C,E,N,1,1,63,12,F,R,W,N,4,,,,,,,,,,,,,,,,,0,1,953,420.798,43
80,74C,74,C,2,1,1,2,1,F,R,E,E,2,2,2,3,R,B,E,W,1,61,0,2,3,6,8,11,0,,,,,,,,,1,1,999,9.786,1
80,74C,74,C,2,2,1,1,U,9,9,9,9,U,2,1,9,L,B,E,W,1,,,,,,,,,,,,,,,,,0,1,1033,9.786,1
80,77G,77,G,2,1,2,3,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1034,403.47678,41.23
80,77G,77,G,2,2,3,4,12,F,D,E,W,1,,,,,,,,,58,0,1,2,3,0,0,0,,,,,,,,,0,1,937,403.47678,41.23
80,77G,77,G,2,3,1,4,6,B,D,E,W,3,2,1,12,F,D,E,W,1,63,7,9,11,12,1,0,0,,,,,,,,,0,1,964,403.47678,41.23
80,77G,77,G,2,4,1,3,12,F,Z,E,W,1,3,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1080,403.47678,41.23
80,78C,78,C,2,1,1,2,12,F,D,A,W,7,,,,,,,,,62,18,25,41,48,57,68,0,,,,,,,,,0,1,964,9.786,1
80,78C,78,C,2,2,1,1,12,F,Z,A,W,6,,,,,,,,,67,0,0,9,20,30,42,0,,,,,,,,,0,1,1189,9.786,1
80,80D,80,D,2,1,1,2,12,F,D,E,W,4,,,,,,,,,61,31,25,21,16,9,4,0,,,,,,,,,0,1,984,9.786,1
80,80D,80,D,2,2,1,1,12,F,L,E,W,3,2,31,0,T,D,D,O,3,60,26,13,8,4,1,0,0,,,,,,,,,0,1,921,9.786,1
80,81C,81,C,2,1,2,31,0,T,D,D,O,3,1,61,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1031,9.786,1
