PSUWGT,NATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,CARGOWGT
13.4,937.397,44,,15E,15,E,2,2,86,20,473,31,1GCDC14H1G,0,0,0,C,45,1,21,1,1,0,34,0,0,0,0,0,4,0,0,1,11,11,0,242,2,2,17,N,N,8,N,32,2,N,0
13.4,937.397,44,,15E,15,E,2,3,88,12,4,2,1FABP61F0J,1,35,0,C,45,3,20,1,1,1,32,0,1,0,0,4,0,0,0,1,12,-12,0,63,3,1,17,0,1,1,4,34,31,1,0
1.62,113.3271,44,,16C,16,C,2,1,87,12,13,3,2FAPP2096H,1,25,0,C,25,1,87,1,1,1,22,0,1,0,0,0,0,0,260,1,19,-7,-18,278,1,1,17,0,1,2,4,24,2,2,0
1.62,113.3271,44,,16C,16,C,2,2,84,20,16,2,1G1AE27P4E,1,25,0,C,25,1,86,1,1,1,24,0,1,0,0,0,0,260,0,1,18,-18,0,266,1,1,17,0,1,2,4,22,3,1,0
1.42,99.3361,44,,17B,17,B,2,1,82,6,16,4,1C3BC56B2C,1,55,0,C,55,1,98,1,1,1,26,0,0,0,0,0,0,60,270,1,35,-31,-18,2396,1,1,17,0,1,2,4,25,2,2,0
1.42,99.3361,44,,17B,17,B,2,2,80,18,15,2,4B375AW100,1,55,0,0,55,1,98,1,1,1,25,0,0,0,0,0,0,270,60,1,37,-32,19,829,1,1,13,1,1,2,1,26,4,2,0
2.5,174.8875,44,,18D,18,D,2,1,82,35,34,3,JN1CZ64S1C,1,75,4,C,55,2,2,1,2,2,29,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,1,2,1,3,998,98,3,0
1.42,99.3361,44,0,19B,19,B,2,1,84,41,37,4,JM1GC2215E,1,55,1,25,55,1,50,1,1,1,24,0,0,0,0,0,0,260,180,1,45,-15,-42,2415,1,1,17,1,1,2,1,21,2,2,0
1.42,99.3361,44,0,19B,19,B,2,2,78,49,32,2,KE30263500,1,55,0,C,55,1,51,1,3,3,21,0,0,0,0,0,0,180,260,1,51,-50,9,1655,2,2,10,1,3,1,3,24,4,5,0
13.4,937.397,44,,20E,20,E,2,1,79,9,6,4,HL41D9F100,1,20,0,C,35,1,87,1,2,2,33,0,1,0,0,0,0,340,260,6,U,U,U,U,0,1,13,0,1,1,4,31,4,1,0
13.4,937.397,44,,20E,20,E,2,2,88,35,39,4,JN1HU11P1J,1,55,0,C,55,9,86,1,3,3,31,0,1,0,0,0,0,270,340,6,U,U,U,U,0,1,17,0,3,1,4,33,4,1,0
17.6,1231.208,44,0,21F,21,F,2,1,78,20,10,2,1Z37U8D500,1,45,0,C,55,1,6,1,1,1,31,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,13,0,1,1,4,998,98,1,0
40,2798.2,44,,22G,22,G,2,1,80,22,10,2,2H37W8A100,0,25,0,C,35,1,76,1,6,0,34,0,1,0,0,0,0,160,90,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
40,2798.2,44,,22G,22,G,2,2,88,12,477,30,1FTBR10C4J,1,50,0,C,35,7,77,1,1,1,27,0,0,0,0,0,0,90,160,6,U,U,U,U,0,1,17,0,0,8,0,34,2,0,0
60,4197.3,44,,23H,23,H,2,1,83,37,32,3,JHMSZ5321D,1,45,0,C,35,1,98,1,1,1,21,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,0,998,98,1,0
1.62,113.3271,44,,24C,24,C,2,1,88,7,473,31,1B7FD04Y9J,1,50,0,C,55,1,2,1,1,1,36,0,0,0,0,0,0,998,998,1,13,-11,7,247,1,1,17,0,1,8,4,998,98,1,1
1.62,113.3271,44,,25C,25,C,2,1,85,12,4,2,1FABP4635F,1,25,0,C,35,6,87,1,2,2,31,0,0,0,0,0,0,180,90,1,13,-11,-6,243,1,1,17,0,2,1,4,35,4,1,0
1.62,113.3271,44,,25C,25,C,2,2,85,20,2,4,1G1BN69H2F,1,10,0,C,45,1,86,1,2,2,35,0,0,0,0,0,0,90,180,1,11,-10,6,176,1,1,17,0,2,1,3,31,2,1,0
1.67,116.82485,44,,26A,26,A,2,1,88,20,9,3,1G1FP21S4J,1,97,U,23,35,1,1,1,1,1,31,0,1,0,5,0,0,997,997,5,U,U,U,U,0,1,17,1,1,1,1,998,98,2,0
2.5,174.8875,44,,27D,27,D,2,1,71,20,2,6,164351D100,0,25,0,C,35,1,80,1,2,0,46,0,0,0,0,U,0,209,24,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
2.5,174.8875,44,,27D,27,D,2,2,83,6,16,4,1C3BT56G8D,1,0,0,C,35,1,81,1,1,1,26,0,0,0,0,4,0,24,209,6,U,U,U,U,0,1,17,0,1,2,4,46,6,1,0
1.62,113.3271,44,,28C,28,C,2,1,84,18,7,4,1G4AL19R1E,1,35,0,C,35,2,69,1,1,1,28,0,1,0,0,0,0,120,230,1,15,-13,8,633,1,1,17,0,1,2,4,33,4,1,0
1.62,113.3271,44,,28C,28,C,2,2,87,49,35,4,JT2MX73E8H,1,35,0,C,35,1,68,1,2,2,33,0,0,0,0,0,0,230,120,1,12,-6,-11,61,3,1,17,0,2,1,3,28,4,2,1
2.5,174.8875,44,0,29D,29,D,2,1,80,20,478,30,CLN14A8200,1,35,0,C,35,3,86,1,1,1,25,0,1,0,0,0,0,0,100,1,19,-16,9,689,1,1,13,0,1,8,4,28,30,2,1
2.5,174.8875,44,0,29D,29,D,2,2,86,12,477,30,1FTCR11T2G,1,0,0,C,35,10,87,1,1,1,28,0,1,0,0,0,0,100,0,1,17,-9,-15,349,1,1,17,0,0,8,0,25,30,0,0
1.62,113.3271,44,0,30C,30,C,2,1,85,20,9,2,1G1FP87S8F,1,50,0,C,35,2,2,1,1,1,30,0,1,1,0,0,0,998,998,1,16,-12,10,275,1,1,17,1,1,1,3,998,98,3,0
17.6,1231.208,44,,31F,31,F,2,1,76,7,6,6,NL45C6B100,0,10,0,C,45,1,98,1,1,0,36,0,0,0,0,0,0,90,350,6,U,U,U,U,0,2,13,N,N,1,N,20,3,N,0
17.6,1231.208,44,,31F,31,F,2,2,82,12,13,3,2FABP0523C,1,45,0,C,45,8,98,1,3,3,20,0,0,0,0,0,0,350,90,6,U,U,U,U,0,1,17,0,3,2,4,36,6,2,1
1.62,113.3271,44,,32C,32,C,2,1,88,12,477,30,1FTCR15T4J,1,70,1,12,55,4,7,1,2,2,31,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,2,8,U,998,98,7,0
2.5,174.8875,44,,33D,33,D,2,1,73,20,473,31,CCY143B100,1,70,1,15,55,1,7,1,1,1,36,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,13,0,1,8,4,998,98,2,0
40,2798.2,44,,34G,34,G,2,1,89,35,477,30,1N6ND11S8K,1,55,1,C,55,1,1,1,1,1,27,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,8,0,998,98,1,0
13.4,937.397,44,0,35E,35,E,2,1,86,2,405,14,1JCHL7838G,1,60,0,C,65,U,62,1,3,3,30,0,1,0,0,0,0,190,100,1,20,-17,10,635,1,2,17,0,3,8,4,30,4,1,U
13.4,937.397,44,0,35E,35,E,2,2,87,35,39,4,JN1HU11P8H,1,70,0,C,65,1,62,1,1,1,30,0,1,0,0,0,0,100,190,1,22,4,22,902,1,1,17,0,1,1,3,30,14,1,0
60,4197.3,44,,36H,36,H,2,1,86,21,1,2,1G3GR47Y8G,0,35,4,C,35,1,68,1,2,0,32,0,0,0,0,0,0,350,180,1,7,-7,-2,109,1,2,17,N,N,1,N,20,3,N,0
60,4197.3,44,,36H,36,H,2,2,80,35,35,3,KHN1000600,1,40,0,C,35,8,69,1,1,1,20,0,1,0,0,0,0,180,350,1,12,-10,6,208,1,1,11,0,0,2,0,32,2,0,0
2.5,174.8875,44,,37D,37,D,2,1,89,20,477,30,1GCCS14Z1K,1,30,0,C,55,7,50,1,1,1,26,0,1,0,0,0,0,198,36,5,U,U,U,U,0,2,17,0,1,8,0,40,2,1,0
2.5,174.8875,44,,37D,37,D,2,2,76,20,10,2,1H57V6D400,1,40,0,C,55,3,51,1,1,1,40,0,0,0,0,0,0,36,198,5,U,U,U,U,0,1,13,0,1,1,4,26,30,1,0
1.42,99.3361,44,0,38B,38,B,2,1,79,9,8,5,ML44A9D300,1,8,0,C,25,1,87,1,2,2,22,0,0,0,0,0,0,200,90,1,20,-3,-19,266,1,1,13,1,2,2,1,43,4,4,0
1.42,99.3361,44,0,38B,38,B,2,2,79,19,3,4,6D69S80200,1,35,0,C,35,9,86,1,1,1,43,0,0,0,0,0,0,90,200,1,11,-5,9,616,2,1,13,0,1,1,4,22,5,1,0
17.6,1231.208,44,,39F,39,F,2,1,76,20,2,4,1L69V6J100,1,45,0,C,45,1,89,1,1,1,44,0,0,0,0,0,0,80,180,6,U,U,U,U,0,1,13,0,1,1,0,24,2,1,0
17.6,1231.208,44,,39F,39,F,2,2,83,20,16,2,1G1AC27P8D,1,45,0,C,45,4,88,1,2,2,24,0,1,0,0,0,0,180,80,6,U,U,U,U,0,2,17,0,2,2,4,44,4,2,0
13.4,937.397,44,,40E,40,E,2,1,81,37,31,6,JHMWD3521B,1,30,0,C,35,9,98,1,3,3,20,0,0,0,0,0,0,5,0,1,18,-18,2,160,1,1,17,0,2,2,5,23,3,1,1
13.4,937.397,44,,40E,40,E,2,2,86,7,2,3,1B3BZ44C7G,1,0,0,C,35,1,98,1,1,1,23,0,1,0,0,0,1,0,5,1,17,17,2,351,1,1,17,0,1,1,4,20,6,1,0
13.4,937.397,44,,40E,40,E,2,3,84,12,6,4,1FABP3930E,0,5,0,C,35,1,98,1,1,0,30,0,0,0,0,0,0,310,0,6,U,U,U,U,0,2,17,N,N,1,N,23,3,N,0
1.42,99.3361,44,,41B,41,B,2,1,80,20,4,2,1Z878AS400,1,75,1,16,55,1,6,1,1,1,33,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,13,1,1,1,1,998,98,2,0
1.62,113.3271,44,,42C,42,C,2,1,85,14,4,2,1MEBP9235F,1,70,1,11,55,3,7,1,1,1,31,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,1,4,998,98,1,0
2.5,174.8875,44,,43D,43,D,2,1,81,12,13,3,1FABP0527B,1,55,0,C,35,6,2,1,2,2,20,0,0,0,2,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1,0
2.5,174.8875,44,,44D,44,D,2,1,77,2,405,14,J7A16MP000,1,40,0,C,55,2,2,1,1,1,39,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,13,0,1,8,4,998,98,2,0
40,2798.2,44,,45G,45,G,2,1,88,20,473,31,1GCDC14K9J,1,55,0,C,55,4,73,1,2,2,40,0,1,0,0,0,0,170,160,6,U,U,U,U,0,0,17,0,0,8,0,N,N,0,U
40,2798.2,44,,45G,45,G,2,2,87,23,473,31,1GTCR14H9H,1,45,0,C,55,1,72,1,3,3,34,0,0,0,0,0,0,160,170,6,U,U,U,U,0,1,17,0,1,8,0,40,31,1,0
1.62,113.3271,44,0,46C,46,C,2,1,85,12,15,4,1FABP22X0F,1,U,0,C,35,1,1,1,1,1,24,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,2,3,998,98,3,0
13.4,937.397,44,0,47E,47,E,2,1,85,20,4,3,1G1YY0783F,1,40,0,C,55,1,1,1,1,1,32,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,4,998,98,1,0
17.6,1231.208,44,0,48F,48,F,2,1,80,37,33,2,SNF2020400,1,65,0,C,45,4,6,1,2,2,21,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,10,0,2,2,4,998,98,2,0
60,4197.3,44,,49H,49,H,2,1,70,12,473,31,F25BNH7200,1,50,0,C,55,1,1,1,2,2,39,0,1,7,0,0,0,998,998,5,U,U,U,U,0,1,11,0,1,8,0,998,98,1,0
1.62,113.3271,44,0,50C,50,C,2,1,86,12,477,30,1FTBR10C8G,1,45,0,C,55,1,82,1,1,1,26,0,0,0,0,0,0,40,180,4,U,U,U,U,0,1,17,0,1,8,4,38,31,1,0
1.62,113.3271,44,0,50C,50,C,2,2,62,20,473,31,2C145B1200,1,30,0,C,55,6,83,1,2,2,38,0,0,0,0,0,0,180,40,4,U,U,U,U,0,1,12,0,2,8,4,26,30,1,2
1.62,113.3271,44,0,51C,51,C,2,1,85,21,17,6,1G3AJ3538F,1,35,0,C,35,1,51,1,2,2,31,0,0,0,0,0,0,190,0,1,25,-24,4,1037,1,1,17,0,2,2,4,19,4,2,0
1.62,113.3271,44,0,51C,51,C,2,2,86,37,31,4,1HGAK7435G,1,50,0,C,35,7,50,1,1,1,19,0,0,0,0,0,0,0,190,1,40,-40,0,792,1,1,17,1,1,U,3,31,6,3,0
2.5,174.8875,44,0,52D,52,D,2,1,84,12,477,30,1FTBR10C9E,1,55,0,C,55,1,2,1,1,1,25,0,1,0,5,0,0,997,997,5,U,U,U,U,0,1,17,1,1,8,3,998,98,3,0
13.4,937.397,44,,53E,53,E,2,1,81,21,1,4,1G3AR69A1B,1,10,0,C,55,1,68,1,1,1,32,0,0,0,0,0,0,60,270,1,28,-14,-24,809,1,1,17,0,1,1,3,40,31,2,0
13.4,937.397,44,,53E,53,E,2,2,88,12,473,31,1FTFF25YXJ,1,55,0,C,55,1,69,1,1,1,40,0,0,0,0,0,0,270,60,1,21,-21,4,823,1,1,17,0,1,8,0,32,4,1,3
17.6,1231.208,44,,54F,54,F,2,1,74,20,473,31,CCY144B100,1,35,0,C,35,10,68,1,2,2,40,0,0,0,0,0,0,140,0,6,U,U,U,U,0,1,13,0,1,8,6,30,4,1,2
17.6,1231.208,44,,54F,54,F,2,2,73,7,1,4,LL41C3R300,1,35,0,C,35,1,69,1,2,2,30,0,0,0,0,0,0,0,140,6,U,U,U,U,0,1,13,0,2,1,4,40,31,1,0
1.42,99.3361,44,0,55B,55,B,2,1,82,41,35,4,JM1BD2212C,1,60,1,D,55,1,64,1,5,5,19,0,0,0,0,0,0,280,180,5,U,U,U,U,0,2,17,4,5,2,1,30,4,6,0
1.42,99.3361,44,0,55B,55,B,2,2,85,12,6,4,1FABP3938F,1,50,0,C,55,2,65,1,2,2,30,0,0,0,0,0,0,180,280,5,U,U,U,U,0,1,17,0,2,1,3,19,4,2,0
1.62,113.3271,44,,56C,56,C,2,1,88,12,3,2,1FABP40A4J,1,60,0,C,55,1,7,1,1,1,28,0,1,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,4,998,98,1,0
2.5,174.8875,44,,57D,57,D,2,1,80,49,33,2,RA42378600,1,40,0,C,55,1,1,1,1,1,25,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,10,1,1,1,3,998,98,3,0
40,2798.2,44,,58G,58,G,2,1,85,23,473,31,1GTDC14H7F,1,45,0,C,45,6,83,1,2,2,35,0,0,0,0,0,0,165,45,1,15,-8,-13,1374,2,1,17,0,2,8,6,25,4,1,0
40,2798.2,44,,58G,58,G,2,2,81,18,15,4,1G4AC6955B,1,10,0,C,45,1,82,1,1,1,25,0,0,0,0,0,0,45,165,1,21,-7,20,84,3,1,17,0,1,2,0,35,31,1,0
13.4,937.397,44,,59E,59,E,2,1,80,20,13,3,1B089AY300,0,5,0,C,35,1,86,1,1,0,21,0,0,0,0,0,0,270,0,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
13.4,937.397,44,,59E,59,E,2,2,88,49,40,4,JT2SV24E8J,1,35,0,C,35,1,87,1,1,1,28,0,0,0,0,0,0,0,270,6,U,U,U,U,0,1,17,0,0,2,0,21,3,0,0
60,4197.3,44,0,60H,60,H,2,1,85,20,9,2,1G1FP87F4F,0,60,0,C,55,1,44,1,1,0,30,0,0,0,0,0,0,100,90,5,U,U,U,U,0,2,17,N,N,1,N,34,6,N,0
60,4197.3,44,0,60H,60,H,2,2,83,22,2,6,1G2AN35H9D,1,55,0,C,55,1,45,1,8,8,34,0,0,0,0,0,0,90,100,5,U,U,U,U,0,0,17,0,1,1,0,N,N,1,0
12.1,846.4555,44,0,61E,61,E,2,1,87,41,477,30,JM2UF111XH,1,50,0,C,55,2,6,1,1,1,26,0,0,U,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,8,4,998,98,2,0
16.4,1147.262,44,0,62F,62,F,2,1,77,22,1,2,2D37U71500,1,55,0,C,55,9,20,1,2,2,37,0,1,0,0,0,0,9,0,1,17,-16,3,264,1,1,12,0,1,1,4,37,4,1,0
16.4,1147.262,44,0,62F,62,F,2,2,79,20,2,4,1N69G9S200,1,0,0,C,55,1,22,1,2,2,37,0,0,0,0,0,0,0,9,1,16,16,-3,463,1,1,13,0,2,1,4,37,2,1,0
16.4,1147.262,44,0,62F,62,F,2,3,88,85,U,68,1NKDLA0X0J,0,50,0,C,55,1,98,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
60,4197.3,44,,63H,63,H,2,1,79,12,478,30,5GTCWL0900,1,30,8,E,55,97,4,0,0,0,28,0,0,0,3,0,0,997,997,5,U,U,U,U,0,0,11,N,N,8,N,N,N,N,U
1.5,104.9325,44,0,64C,64,C,2,1,87,41,477,30,JM2UF3138H,1,50,U,C,35,1,6,1,1,1,27,0,0,1,1,0,0,998,998,5,U,U,U,U,0,1,17,1,1,8,4,998,98,3,0
2.5,174.8875,44,0,65D,65,D,2,1,78,23,881,65,T49LC9V600,0,45,0,C,45,3,86,,,,,,,,,,,,,,,,,,,,13,N,N,8,N,N,N,N,
2.5,174.8875,44,0,65D,65,D,2,2,80,20,13,5,1B689AY100,1,0,4,C,45,U,87,1,1,1,21,0,0,0,0,0,0,350,270,4,U,U,U,U,0,1,13,0,1,1,4,N,65,7,U
1.21,84.64555,44,0,66B,66,B,2,1,76,20,474,21,CGU356U100,1,40,0,0,55,1,66,1,1,1,43,0,0,0,0,0,0,0,113,4,U,U,U,U,0,1,13,1,1,8,1,N,65,6,10
1.21,84.64555,44,0,66B,66,B,2,2,81,23,881,65,9999999999,1,40,0,C,55,3,66,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,
12.1,846.4555,44,0,67E,67,E,2,1,87,37,31,3,JHMEC1314H,1,60,0,C,55,7,88,1,1,1,17,0,1,0,0,0,0,183,45,1,21,-18,-10,459,4,1,17,1,1,U,3,34,2,3,0
12.1,846.4555,44,0,67E,67,E,2,2,77,20,8,2,1Y27U7T100,1,45,0,C,55,1,89,1,1,1,34,0,1,0,0,0,0,45,183,1,11,-6,10,192,4,1,13,0,1,1,4,17,3,1,0
16.4,1147.262,44,0,68F,68,F,2,1,84,20,13,3,1G1AJ08C1E,1,35,0,C,35,6,20,1,2,2,21,0,0,0,0,4,0,260,270,6,U,U,U,U,0,1,17,0,1,1,4,44,4,1,0
16.4,1147.262,44,0,68F,68,F,2,2,76,20,2,4,1L39V6J100,0,5,0,C,35,1,23,1,1,0,44,0,0,0,0,0,U,270,260,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
40,2798.2,44,0,69G,69,G,2,1,85,22,18,2,1G2NV27U3F,1,5,0,C,35,1,86,1,1,1,25,0,0,0,0,0,0,265,350,1,12,-2,12,428,1,1,17,0,0,2,0,40,2,0,0
40,2798.2,44,0,69G,69,G,2,2,76,20,10,2,1H57V6D400,0,45,0,C,45,8,87,1,3,0,40,0,0,0,0,0,0,350,265,1,7,-1,-7,50,3,2,13,N,N,1,N,25,2,N,0
12.1,846.4555,44,0,70E,70,E,2,1,85,34,34,4,WBAAE5406F,1,50,0,C,55,4,2,1,2,2,27,0,1,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,1,1,4,998,98,1,0
60,4197.3,44,0,71H,71,H,2,1,78,35,31,3,KPLF101200,1,45,U,C,45,8,1,1,1,1,20,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,12,0,0,2,0,998,98,0,0
2.5,174.8875,44,0,72D,72,D,2,1,80,7,443,30,9JP4WA4300,1,65,1,23,55,U,7,1,1,1,25,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,13,0,1,8,U,998,98,7,0
16.4,1147.262,44,0,73F,73,F,2,1,86,22,9,2,1G2FW87H6G,1,20,0,C,45,1,68,1,1,1,29,0,0,0,0,0,0,250,60,1,15,-13,-8,366,1,2,17,0,1,1,0,25,2,1,0
16.4,1147.262,44,0,73F,73,F,2,2,80,7,33,2,2H29FA4300,1,40,0,C,45,2,69,1,2,2,25,0,0,0,0,0,0,60,250,1,16,-14,8,232,1,1,13,0,2,1,4,29,2,1,0
1.5,104.9325,44,0,74C,74,C,2,1,89,12,3,3,1FABP42E9K,1,65,1,C,55,3,8,1,1,1,28,0,1,1,0,0,0,998,998,1,14,-14,0,186,4,1,17,0,1,1,4,998,98,1,0
12.1,846.4555,44,0,75E,75,E,2,1,86,21,1,2,1G3GR47A2G,0,15,U,C,35,U,86,1,2,0,32,0,0,0,0,U,0,90,180,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,U
12.1,846.4555,44,0,75E,75,E,2,2,86,12,13,3,1FABP33J3G,1,30,0,C,35,1,87,1,1,1,22,0,0,0,0,0,0,180,90,6,U,U,U,U,0,1,17,0,1,2,4,32,2,1,0
1.21,84.64555,44,0,76B,76,B,2,1,77,23,473,31,TCL247B500,1,10,0,0,55,9,51,1,2,2,41,1,0,0,0,0,0,17,186,5,U,U,U,U,0,1,13,2,2,8,1,26,30,3,9
1.21,84.64555,44,0,76B,76,B,2,2,86,23,477,30,1GTBE1402G,1,50,1,1,55,2,50,1,1,1,26,0,0,0,0,0,0,186,17,5,U,U,U,U,0,1,17,1,1,8,3,41,31,3,1
2.5,174.8875,44,0,77D,77,D,2,1,81,18,10,2,1G4AM47A0B,1,45,0,C,55,2,2,1,2,2,33,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,2,1,4,998,98,1,0
40,2798.2,44,0,78G,78,G,2,1,88,12,17,4,1FABP50D8J,1,65,U,C,45,U,1,1,U,1,29,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,2,U,998,98,0,0
2.5,174.8875,44,0,79D,79,D,2,1,84,35,44,2,JN1MN24SXE,1,35,0,C,35,1,87,1,1,1,19,0,0,0,0,0,0,2,270,1,47,-23,-40,1352,2,1,17,1,1,2,3,32,2,5,0
2.5,174.8875,44,0,79D,79,D,2,2,80,18,10,2,4M47AAH200,1,35,0,C,35,1,86,1,1,1,32,0,0,0,0,0,0,270,2,1,28,-24,14,1441,2,1,13,0,1,1,0,19,2,1,0
1.21,84.64555,44,0,80B,80,B,2,1,83,37,31,3,JHMSR5330D,1,55,0,0,55,8,64,1,2,2,18,0,0,0,0,0,0,345,183,6,U,U,U,U,0,1,17,2,2,2,1,28,3,4,0
1.21,84.64555,44,0,80B,80,B,2,2,89,12,3,3,1FABP41E0K,1,55,0,C,55,9,65,1,1,1,28,0,0,0,0,0,0,183,345,5,U,U,U,U,0,1,17,1,1,1,3,18,3,3,0
1,69.955,44,0,81A,81,A,2,1,72,20,881,62,CCE632V100,1,50,0,C,55,9,86,,,,,,,,,,,,,,,,,,,,13,N,N,8,N,N,N,N,
1,69.955,44,0,81A,81,A,2,2,85,20,17,6,1G1AW35X1F,1,2,0,C,55,10,87,1,3,3,31,0,1,0,0,0,0,260,210,4,U,U,U,U,0,1,17,2,3,2,1,N,62,5,0
60,4197.3,44,0,82H,82,H,2,1,78,12,11,4,F8W82F2800,0,45,0,C,45,9,83,1,1,0,33,0,1,0,0,0,0,137,305,5,U,U,U,U,0,2,13,N,N,1,N,18,3,N,0
60,4197.3,44,0,82H,82,H,2,2,83,37,32,3,JHMSZ5320D,1,10,0,C,45,1,82,1,1,1,18,0,0,0,0,0,0,305,137,5,U,U,U,U,0,1,17,0,0,2,0,33,4,0,0
16.4,1147.262,44,0,83F,83,F,2,1,75,49,32,2,TE31052400,1,35,0,C,35,4,24,1,1,1,22,0,0,0,0,0,0,270,270,1,22,-22,4,350,1,1,10,0,1,1,3,41,4,2,0
16.4,1147.262,44,0,83F,83,F,2,2,78,22,2,4,2N69Y8P100,1,35,0,C,35,1,25,1,3,3,41,0,0,0,0,0,0,270,270,1,12,11,4,394,1,1,13,0,3,1,4,22,2,1,0
1.5,104.9325,44,0,84C,84,C,2,1,87,12,473,31,2FTEF14N0H,1,55,1,12,55,1,1,1,2,2,40,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,2,8,3,998,98,2,5
12.1,846.4555,44,0,85E,85,E,2,1,84,20,16,4,1G1AD69P2E,1,10,0,C,45,1,82,1,1,1,24,0,1,0,0,0,0,70,180,6,U,U,U,U,0,1,17,0,1,2,4,27,4,1,0
12.1,846.4555,44,0,85E,85,E,2,2,87,49,40,4,JT2SV21E0H,1,40,0,C,45,3,83,1,1,1,27,0,1,0,0,0,0,180,70,6,U,U,U,U,0,2,17,0,0,2,U,24,4,0,0
37,2588.335,44,0,86H,86,H,2,1,77,35,398,2,LB11073600,1,50,0,C,55,U,2,1,2,2,17,0,0,0,0,U,U,998,998,5,U,U,U,U,0,0,11,0,0,U,U,N,N,0,U
1.54,107.7307,44,0,87D,87,D,2,1,75,20,8,2,9999999999,1,70,0,C,35,4,7,1,1,1,34,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,U,1,1,1,3,998,98,3,0
26,1818.83,44,0,88G,88,G,2,1,87,20,31,4,J81RG5173H,1,25,0,C,35,1,51,1,2,2,19,0,0,0,0,0,0,180,310,6,U,U,U,U,0,1,17,0,1,2,0,27,2,1,0
26,1818.83,44,0,88G,88,G,2,2,78,12,3,2,8F02Y22300,0,15,0,C,35,1,50,1,2,0,27,0,0,0,0,0,0,310,180,6,U,U,U,U,0,0,11,N,N,1,N,N,N,N,U
1.02,71.3541,44,0,89C,89,C,2,1,89,37,31,3,JHMED8364K,1,60,1,B,55,1,7,1,1,1,19,0,0,2,0,0,0,998,998,6,U,U,U,U,0,1,17,1,1,U,3,998,98,3,0
1.54,107.7307,44,0,90D,90,D,2,1,80,20,13,3,1B080AY100,1,70,0,C,55,1,2,1,1,1,21,0,1,1,0,0,0,998,998,5,U,U,U,U,0,2,13,1,1,1,3,998,98,3,1
7.4,517.667,44,0,91E,91,E,2,1,88,12,3,3,1FABP42E3J,1,60,1,C,55,1,2,1,1,1,28,0,0,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,6,998,98,1,0
9.4,657.577,44,0,92F,92,F,2,1,79,7,474,21,B22JF9X200,1,40,0,C,45,3,24,1,1,1,33,0,0,0,0,0,0,3,46,1,8,-8,0,58,1,1,13,0,0,8,0,25,30,0,0
9.4,657.577,44,0,92F,92,F,2,2,82,20,477,30,1GCCS14B3C,1,35,0,C,45,1,27,1,2,2,25,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,2,8,4,998,98,2,0
1.02,71.3541,44,0,93C,93,C,2,1,73,12,6,2,3E68N26000,1,20,0,C,35,U,68,1,1,1,43,0,0,0,0,0,0,115,0,6,U,U,U,U,0,0,11,0,0,1,0,N,N,0,U
