PSUWGT,NATWGT,RATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,CARGOWGT
2.500,40.6025,57.932512345,7,0,23C,23,C,3,1,85,20,2,6,1G1BN35H0F,1,45,0,C,55,U,50,1,2,2,25,0,0,0,0,U,0,322,157,6,U,U,U,U,0,0,17,0,2,1,3,N,N,2,U
2.500,40.6025,57.932512345,7,0,23C,23,C,3,2,88,30,44,2,9BWCA0309J,1,35,0,C,55,U,51,1,1,1,21,0,0,0,0,U,0,157,322,6,U,U,U,U,0,0,17,0,1,2,3,N,N,2,U
17.000,276.09696902,314.88022707,7,0,24F,24,F,3,1,85,7,11,6,1B3BD59D4F,1,U,7,C,0,1,82,1,2,2,25,0,0,0,0,0,0,187,294,6,U,U,U,U,0,1,17,0,2,2,4,40,2,1,0
17.000,276.09696902,314.88022707,7,0,24F,24,F,3,2,77,20,10,2,1H57U7B400,0,U,7,C,35,4,83,1,1,0,40,0,0,0,0,0,0,294,187,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,0
10.800,175.40278761,226.57063733,7,0,25E,25,E,3,1,87,49,32,4,JT2AE82E2H,1,25,1,30,25,U,50,1,1,1,21,0,0,0,0,U,0,226,45,6,U,U,U,U,0,0,17,0,1,2,3,N,N,2,U
10.800,175.40278761,226.57063733,7,0,25E,25,E,3,2,88,12,470,14,1FMCU14T5J,1,25,0,C,25,8,51,1,1,1,33,0,0,0,0,U,0,45,226,6,U,U,U,U,0,0,17,0,1,8,6,N,N,1,0
13.600,220.87757522,251.90418166,7,0,26F,26,F,3,1,84,12,13,4,1FABP1340E,1,U,7,C,55,1,86,1,6,6,21,0,0,0,0,0,0,268,359,6,U,U,U,U,0,0,17,0,2,2,4,N,N,1,0
13.600,220.87757522,251.90418166,7,0,26F,26,F,3,2,85,21,16,4,1G3JC69P5F,1,U,7,C,55,4,87,1,1,1,24,0,1,0,0,0,0,359,268,6,U,U,U,U,0,1,17,0,1,2,U,21,4,7,0
10.200,165.65818141,188.92813624,7,0,27F,27,F,3,1,82,1,7,6,2CMCA0859C,1,U,7,C,25,8,7,1,5,5,30,0,0,1,0,0,0,998,998,6,U,U,U,U,0,2,17,0,5,1,4,998,98,2,0
43.500,706.4835,886.16438714,7,0,28H,28,H,3,1,77,20,2,4,1N69U71100,0,U,7,C,25,1,32,1,3,0,38,0,0,0,0,0,0,201,198,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,0
43.500,706.4835,886.16438714,7,0,28H,28,H,3,2,U,1,U,U,9999999999,1,0,8,E,25,97,32,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,
13.500,219.25348451,283.21329666,7,1,29E,29,E,3,1,89,20,19,5,1G1LT54W9K,1,U,7,C,25,U,82,1,3,3,26,0,0,0,0,U,0,329,100,6,U,U,U,U,0,0,17,0,2,2,4,N,N,1,U
13.500,219.25348451,283.21329666,7,0,29E,29,E,3,2,84,6,17,2,1C3BC55G1E,1,U,7,C,25,7,83,1,1,1,26,0,0,0,0,U,0,100,329,6,U,U,U,U,0,1,17,0,1,2,4,26,5,2,0
52.500,852.6525,1024.1784178,7,1,30G,30,G,3,1,90,7,18,4,1B3XC4630L,1,U,7,C,55,U,8,1,1,1,30,0,0,0,0,U,0,998,998,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,U
13.500,219.25348451,283.21329666,7,0,31E,31,E,3,1,84,49,40,4,JT2SV12E0E,1,U,0,C,35,1,50,1,1,1,23,0,0,0,0,U,0,183,27,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,U
13.500,219.25348451,283.21329666,7,1,31E,31,E,3,2,89,20,19,2,1G1LW14W5K,1,U,0,C,35,U,51,1,1,1,30,0,0,0,0,U,0,27,183,6,U,U,U,U,0,2,17,0,1,2,4,23,4,1,U
52.500,852.6525,1024.1784178,7,0,32G,32,G,3,1,88,41,37,4,JM1GD2228J,1,U,7,C,55,U,3,1,1,1,26,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,17,0,1,2,0,N,N,7,U
16.200,263.10418141,339.85595599,7,1,33E,33,E,3,1,90,12,18,3,1ZVPT20C2L,1,U,0,C,25,8,88,1,2,2,27,0,0,0,0,0,0,94,352,6,U,U,U,U,0,2,17,0,1,2,0,21,3,1,2
16.200,263.10418141,339.85595599,7,0,33E,33,E,3,2,86,55,32,3,KMHLD11J8G,1,U,0,C,25,1,89,1,2,2,21,0,0,0,0,0,0,352,94,6,U,U,U,U,0,0,17,0,2,2,4,N,N,1,U
63.000,1023.183,1229.0141014,7,0,34G,34,G,3,1,76,20,10,2,1H57V6B400,0,25,7,C,55,U,69,1,1,0,40,0,0,0,0,U,0,115,254,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
63.000,1023.183,1229.0141014,7,0,34G,34,G,3,2,87,37,32,4,1HGCA5637H,1,5,7,C,25,U,68,1,2,2,24,0,0,0,0,U,0,254,115,6,U,U,U,U,0,1,17,0,1,2,0,40,2,7,0
10.800,175.40278761,226.57063733,7,0,35E,35,E,3,1,81,49,477,30,JT4RN44D3B,0,25,7,C,55,U,20,1,1,0,25,0,0,0,0,U,0,293,293,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
10.800,175.40278761,226.57063733,7,1,35E,35,E,3,2,89,12,13,2,1FAPP9196K,1,0,7,C,55,1,21,1,1,1,23,0,0,0,0,0,U,293,293,6,U,U,U,U,0,0,17,0,1,2,U,N,N,7,U
42.000,682.122,819.34273424,7,0,36G,36,G,3,1,74,9,1,2,VL29C4B400,1,35,7,C,55,U,64,1,1,1,31,0,1,0,0,0,0,207,346,2,14,-9,11,724,1,1,13,0,1,1,0,40,21,7,0
42.000,682.122,819.34273424,7,0,36G,36,G,3,2,86,7,473,21,2B4HB21T3G,1,20,7,C,55,9,65,1,2,2,40,0,1,0,0,0,0,346,207,2,11,-11,2,247,1,2,17,0,0,8,0,31,2,0,0
1.500,24.3615,33.90332749,7,0,37A,37,A,3,1,89,12,472,20,1FTDA14UXK,1,60,7,0,55,1,20,1,1,1,31,0,0,0,0,7,0,253,258,4,U,U,U,U,0,1,17,1,1,8,1,N,65,6,0
1.500,24.3615,33.90332749,7,0,37A,37,A,3,2,83,87,883,65,1XP6D28X3D,1,0,7,C,55,1,21,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
10.200,165.65818141,188.92813624,7,0,38F,38,F,3,1,77,20,8,2,1X27D7T200,1,0,1,D,55,1,21,1,1,1,33,0,0,0,0,0,4,280,280,1,29,23,0,727,1,1,13,0,1,1,U,38,4,7,0
10.200,165.65818141,188.92813624,7,0,38F,38,F,3,2,83,19,3,4,1G6AD6980D,1,U,7,C,55,U,20,1,1,1,38,0,0,0,0,1,0,280,280,1,20,-20,0,435,1,1,17,0,1,1,4,33,2,1,0
10.800,175.40278761,226.57063733,7,0,39E,39,E,3,1,74,20,9,2,1587H4N100,1,U,1,U,35,1,68,1,1,1,36,0,0,0,0,U,0,180,29,3,6,-6,-2,78,4,0,13,0,0,1,4,N,N,0,U
10.800,175.40278761,226.57063733,7,1,39E,39,E,3,2,89,7,34,3,JB3CU54Z0K,1,U,0,C,35,2,69,1,3,3,22,0,0,0,0,1,0,29,180,3,8,-8,1,69,4,2,17,0,2,2,4,36,2,1,0
42.000,682.122,819.34273424,7,0,40G,40,G,3,1,81,41,35,3,JM1BD2314B,0,30,7,C,55,1,69,1,1,0,19,0,0,0,0,0,0,115,232,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,0
42.000,682.122,819.34273424,7,1,40G,40,G,3,2,90,12,13,4,1FAPP9591L,1,10,7,C,55,U,68,1,1,1,23,0,0,0,0,0,0,232,115,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,0
23.800,386.53575663,440.8323179,7,0,41F,41,F,3,1,77,1,8,3,A7C465C700,1,U,0,C,35,1,69,1,4,4,28,0,0,0,0,0,0,126,232,6,U,U,U,U,0,1,13,0,4,1,4,43,21,1,0
23.800,386.53575663,440.8323179,7,0,41F,41,F,3,2,84,20,474,21,1GCGG35M7E,1,U,0,C,35,1,68,1,1,1,43,0,0,0,0,0,0,232,126,6,U,U,U,U,0,2,17,0,0,8,0,28,3,0,U
73.500,1193.7135,1433.8497849,7,0,42G,42,G,3,1,87,14,4,2,1MEBM60F8H,1,U,1,22,55,3,6,1,1,1,31,0,1,0,0,0,0,998,998,6,U,U,U,U,0,0,17,0,0,1,0,N,N,0,0
24.300,394.65627212,509.78393399,7,1,43E,43,E,3,1,90,55,32,4,KMHVF12J6L,1,45,0,C,55,1,98,1,1,1,20,0,0,0,0,U,0,353,163,6,U,U,U,U,0,0,17,0,1,2,U,N,N,7,U
24.300,394.65627212,509.78393399,7,0,43E,43,E,3,2,88,20,477,30,1GCCS14R5J,1,45,0,C,55,1,98,1,1,1,36,0,0,0,0,U,0,163,353,6,U,U,U,U,0,0,17,0,0,8,0,N,N,0,U
30.600,496.97454424,566.78440872,7,0,44F,44,F,3,1,84,12,16,4,2FABP43F7E,0,U,7,C,35,9,86,1,1,0,37,0,0,0,0,0,0,263,353,6,U,U,U,U,0,2,17,N,N,1,N,21,5,N,0
30.600,496.97454424,566.78440872,7,0,44F,44,F,3,2,83,20,13,5,1G1AB68CXD,1,U,7,C,25,8,87,1,3,3,21,0,0,0,0,0,0,353,263,6,U,U,U,U,0,0,17,0,1,1,0,N,N,1,1
1.000,16.241,22.602218326,7,0,45A,45,A,3,1,88,7,17,3,1B3BS44D8J,1,U,U,D,55,1,20,1,1,1,25,0,0,0,0,U,0,310,301,6,U,U,U,U,0,0,17,1,1,2,1,N,N,6,U
1.000,16.241,22.602218326,7,0,45A,45,A,3,2,87,12,473,31,1FTEF25Y9H,1,0,0,0,55,1,21,1,2,2,40,0,0,0,0,0,U,301,310,6,U,U,U,U,0,2,17,0,1,8,4,25,3,1,0
1.000,16.241,22.602218326,7,0,45A,45,A,3,3,90,12,474,21,1FTFE24H8L,0,0,U,0,55,1,98,1,2,0,46,0,0,0,0,0,0,295,261,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
1.000,16.241,22.602218326,7,0,45A,45,A,3,4,89,22,18,2,1G1AW81W0K,0,0,U,0,35,98,98,1,1,0,25,0,0,0,0,U,0,21,228,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,0
6.800,110.43878761,125.95209083,7,0,46F,46,F,3,1,82,35,34,2,JN1HZ04S8C,1,50,0,C,35,3,7,1,2,2,28,0,1,1,0,U,0,998,998,6,U,U,U,U,0,0,17,0,1,1,4,N,N,1,0
8.100,131.55209071,169.927978,7,0,47E,47,E,3,1,81,18,10,2,1G4AJ47A8B,0,U,7,C,35,4,88,1,1,0,33,0,0,0,0,0,0,287,183,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,U
8.100,131.55209071,169.927978,7,0,47E,47,E,3,2,88,30,44,2,9BWBA0309J,1,U,7,C,55,U,89,1,1,1,21,0,0,0,0,0,0,183,287,6,U,U,U,U,0,1,17,0,1,2,4,33,2,2,0
31.500,511.5915,614.50705068,7,0,48G,48,G,3,1,89,49,32,4,JT2AE92E8K,1,20,0,C,55,U,80,1,3,3,24,0,0,0,0,U,0,342,195,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,U
31.500,511.5915,614.50705068,7,0,48G,48,G,3,2,84,22,13,2,1G2AL08C5E,0,U,0,C,55,U,81,1,1,0,21,0,0,0,0,U,0,195,342,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,U
5.400,87.701393805,113.28531866,7,0,49E,49,E,3,1,89,20,16,2,1G1JC1112K,1,35,7,C,55,4,20,1,1,1,24,0,0,0,0,U,0,192,192,6,U,U,U,U,0,2,17,0,1,2,4,44,14,1,0
5.400,87.701393805,113.28531866,7,0,49E,49,E,3,2,88,20,471,14,1GNEV18K5J,0,0,7,C,55,1,21,1,1,0,44,0,0,0,0,0,U,192,192,6,U,U,U,U,0,2,17,N,N,8,N,24,2,N,0
21.000,341.061,409.67136712,7,0,50G,50,G,3,1,86,12,13,6,1FABP3490G,0,40,0,C,45,1,86,1,2,0,23,0,0,0,0,0,0,86,150,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,U
21.000,341.061,409.67136712,7,0,50G,50,G,3,2,89,7,17,4,1B3BP48K5K,1,35,0,C,45,8,87,1,2,2,26,0,0,0,0,0,0,152,86,6,U,U,U,U,0,0,17,0,1,2,0,N,N,1,U
21.000,341.061,409.67136712,7,0,50G,50,G,3,3,85,23,470,14,1G5EK18C3F,1,40,0,C,45,U,98,1,2,2,39,0,0,0,0,0,0,358,136,6,U,U,U,U,0,0,17,0,0,8,0,N,N,0,U
18.900,306.95487832,396.49861532,7,1,51E,51,E,3,1,90,20,19,4,1G1LT54TXL,1,U,7,C,15,U,2,1,1,1,25,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,1,2,U,998,98,7,U
23.800,386.53575663,440.8323179,7,0,52F,52,F,3,1,85,46,39,2,1XMDC9639F,1,0,7,C,35,1,98,1,2,2,20,0,0,0,0,0,0,80,80,5,U,U,U,U,0,1,17,0,2,2,6,26,4,1,0
23.800,386.53575663,440.8323179,7,0,52F,52,F,3,2,85,47,31,4,YS3AM46J5F,1,U,7,C,35,2,21,1,1,1,26,0,0,0,0,0,0,80,80,1,20,20,0,417,1,1,17,0,1,2,4,86,31,1,0
23.800,386.53575663,440.8323179,7,0,52F,52,F,3,3,80,7,498,31,D14ANA5100,1,U,7,C,35,U,20,1,1,1,86,0,0,0,0,0,0,80,80,1,6,-6,0,153,1,1,13,0,0,8,0,26,4,0,0
2.235,36.298629424,54.130124183,7,0,53D,53,D,3,1,88,18,12,4,1G4JS51K1J,1,U,0,C,25,1,82,1,1,1,24,0,1,0,0,0,0,175,275,3,12,-6,11,114,4,0,17,0,1,2,U,N,N,1,U
2.235,36.298629424,54.130124183,7,0,53D,53,D,3,2,85,14,13,5,1MEBP6540F,1,U,0,C,35,8,83,1,3,3,21,0,1,0,0,0,0,275,175,3,12,-11,-4,200,1,1,17,0,3,2,U,24,4,7,0
8.100,131.55209071,169.927978,7,0,54E,54,E,3,1,86,21,2,2,1G3HY3739G,1,U,7,C,55,U,12,1,1,1,31,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,4,998,98,7,0
1.500,24.3615,33.90332749,7,0,55A,55,A,3,1,89,12,17,6,1FABP57U8K,1,U,0,0,55,U,64,1,1,1,29,0,0,0,0,0,0,191,320,6,U,U,U,U,0,0,17,1,1,2,1,N,N,6,U
1.500,24.3615,33.90332749,7,0,55A,55,A,3,2,81,19,3,2,1G6AD4790B,1,U,U,0,55,9,65,1,1,1,42,0,0,0,0,0,0,320,191,6,U,U,U,U,0,2,17,0,1,1,4,29,6,1,0
10.200,165.65818141,188.92813624,7,0,56F,56,F,3,1,78,12,3,2,8F04Z21900,1,20,7,C,35,U,69,1,2,2,27,0,0,0,0,0,0,10,132,6,U,U,U,U,0,1,11,0,1,1,4,33,2,1,0
10.200,165.65818141,188.92813624,7,0,56F,56,F,3,2,78,12,11,2,8E81F18300,1,10,7,C,35,U,68,1,1,1,33,0,0,0,0,0,0,132,10,6,U,U,U,U,0,2,11,0,1,1,4,27,2,7,0
94.500,1534.7745,1843.521152,7,0,57G,57,G,3,1,84,21,1,4,1G3AR69A2E,0,U,7,C,35,U,68,1,1,0,35,0,0,0,0,0,0,48,308,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,0
94.500,1534.7745,1843.521152,7,0,57G,57,G,3,2,85,84,882,65,1HTLDUXP1F,0,U,7,C,0,1,98,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
94.500,1534.7745,1843.521152,7,0,57G,57,G,3,3,89,37,31,4,1HGED3643K,1,U,7,C,35,U,69,1,2,2,20,0,0,0,0,U,0,298,170,4,U,U,U,U,0,1,17,0,2,U,4,N,65,1,0
130.500,2119.4505,2658.4931614,7,0,58H,58,H,3,1,81,49,477,30,JT4LN44D4B,1,45,7,U,25,U,2,1,1,1,25,0,1,8,0,0,0,998,998,5,U,U,U,U,0,0,17,0,0,8,0,N,N,0,U
10.800,175.40278761,226.57063733,7,0,59E,59,E,3,1,86,18,7,4,1G4AL19X4G,1,20,7,C,55,8,24,1,2,2,27,0,0,0,0,0,0,165,168,3,9,-9,-2,112,1,1,17,0,1,2,4,30,2,1,0
10.800,175.40278761,226.57063733,7,1,59E,59,E,3,2,89,20,19,2,1G1LV14W4K,0,5,7,C,55,U,25,1,1,1,30,0,0,0,0,0,U,168,165,3,9,9,1,110,4,0,17,0,0,2,0,N,N,0,U
13.600,220.87757522,251.90418166,7,0,60F,60,F,3,1,81,37,32,4,JHMSM5334B,1,50,0,C,45,3,20,1,2,2,22,0,1,0,0,U,0,274,274,6,U,U,U,U,0,0,17,1,2,2,3,N,N,3,U
13.600,220.87757522,251.90418166,7,0,60F,60,F,3,2,78,12,6,6,8B74111800,0,5,0,C,45,10,21,1,1,0,45,0,1,0,0,0,U,274,274,6,U,U,U,U,0,1,12,N,N,1,N,22,4,N,U
3.000,48.723,69.519014814,7,0,61C,61,C,3,1,86,20,471,14,1G8EK18H0G,1,55,U,D,55,1,2,1,4,4,44,0,0,0,4,0,0,997,997,5,U,U,U,U,0,2,17,0,2,8,3,998,98,2,0
20.400,331.31636282,377.85627248,7,0,62F,62,F,3,1,80,20,1,6,1T35JAB400,1,U,0,C,45,1,7,1,2,2,34,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,12,0,2,1,4,998,98,1,0
6.800,110.43878761,125.95209083,7,0,63F,63,F,3,1,81,84,881,65,1HTDF2278B,0,0,7,C,55,1,92,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
6.800,110.43878761,125.95209083,7,0,63F,63,F,3,2,80,37,32,4,SMJ2049500,1,31,7,0,55,3,93,1,1,1,22,0,0,0,0,0,0,167,72,4,U,U,U,U,0,1,10,0,1,2,3,N,65,2,0
29.000,470.989,590.7762581,7,0,64H,64,H,3,1,84,22,5,2,1G2AF37R8E,1,20,7,C,55,U,7,1,1,1,25,0,0,0,0,0,0,161,43,4,U,U,U,U,0,1,17,0,0,1,0,998,98,0,0
10.800,175.40278761,226.57063733,7,1,65E,65,E,3,1,87,35,39,4,JN1HU11P6H,1,U,7,C,45,10,68,1,1,1,30,0,0,0,0,0,0,328,180,3,15,-13,-8,241,1,2,17,0,1,1,U,24,2,7,0
10.800,175.40278761,226.57063733,7,0,65E,65,E,3,2,89,22,16,2,1G2JB11K6K,1,U,7,C,45,3,69,1,2,2,24,0,0,0,0,U,0,180,328,3,19,-19,1,339,1,0,17,0,2,2,3,N,N,1,0
13.600,220.87757522,251.90418166,7,0,66F,66,F,3,1,83,21,1,4,1G3AJ19E6D,1,U,1,27,40,U,14,1,1,1,28,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,1,1,U,998,98,7,0
20.400,331.31636282,377.85627248,7,0,67F,67,F,3,1,85,49,477,30,JT4RN55D7F,1,40,7,C,40,U,20,1,1,1,27,0,0,0,0,1,0,298,298,6,U,U,U,U,0,1,17,0,1,8,4,41,31,1,0
20.400,331.31636282,377.85627248,7,0,67F,67,F,3,2,88,7,473,31,1B7HW14Y4J,0,0,7,C,40,1,21,1,1,0,41,0,0,0,0,U,U,298,298,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,0
20.400,331.31636282,377.85627248,7,0,67F,67,F,3,3,88,22,18,2,1G2NE14UXJ,0,0,7,C,40,1,98,1,1,0,25,0,0,0,0,0,U,298,298,6,U,U,U,U,0,2,17,N,N,2,N,41,31,N,0
87.000,1412.967,1772.3287743,7,0,68H,68,H,3,1,82,20,9,2,1G1AP87H3C,1,U,7,C,35,1,88,1,1,1,30,0,0,0,0,0,0,273,183,6,U,U,U,U,0,2,17,0,1,1,6,23,2,1,0
87.000,1412.967,1772.3287743,7,0,68H,68,H,3,2,85,37,33,2,JHMAB5228F,0,U,7,C,25,3,89,1,1,0,23,0,0,0,0,0,0,183,273,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,U
13.500,219.25348451,283.21329666,7,0,69E,69,E,3,1,87,9,7,4,1P3BJ36D3H,1,U,2,B,15,U,11,1,1,1,36,0,0,0,0,0,0,46,46,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,U
72.500,1177.4725,1476.9406452,7,0,70H,70,H,3,1,77,18,2,2,4P37H7H500,1,U,7,U,35,U,7,1,1,1,36,0,1,2,0,0,0,998,998,5,U,U,U,U,0,1,13,0,1,1,U,998,98,7,0
5.400,87.701393805,113.28531866,7,0,71E,71,E,3,1,88,9,11,4,1P3BP46D7J,1,U,7,C,55,U,7,1,1,1,24,0,0,0,0,0,0,998,998,6,U,U,U,U,0,1,17,0,1,2,3,998,98,1,0
5.400,87.701393805,113.28531866,7,0,71E,71,E,3,2,82,12,13,3,9999999999,0,40,7,C,55,U,98,1,1,0,20,0,0,0,0,0,0,344,321,6,U,U,U,U,0,0,U,N,N,2,N,N,N,N,U
21.000,341.061,409.67136712,7,1,72G,72,G,3,1,90,7,19,4,1B3XA46K2L,1,U,0,C,35,1,68,1,2,2,29,0,0,0,0,0,0,316,200,6,U,U,U,U,0,0,17,0,1,2,0,N,N,2,0
21.000,341.061,409.67136712,7,0,72G,72,G,3,2,85,49,38,5,JT2AL32H8F,0,U,0,C,35,U,69,1,2,0,20,0,0,0,0,0,0,200,316,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,0
13.500,219.25348451,283.21329666,7,1,73E,73,E,3,1,90,37,31,4,1HGED3556L,1,U,0,C,55,4,32,1,2,2,23,0,0,0,0,0,0,118,164,6,U,U,U,U,0,0,17,0,1,U,3,N,N,2,U
13.500,219.25348451,283.21329666,7,1,73E,73,E,3,2,89,12,13,4,1FAPP9595K,1,0,0,C,55,1,32,1,1,1,23,0,0,0,0,0,0,164,118,6,U,U,U,U,0,0,17,0,1,2,0,N,N,7,U
72.500,1177.4725,1476.9406452,7,0,74H,74,H,3,1,73,50,31,1,FM6795U0,1,50,0,C,35,1,64,1,1,1,17,0,0,0,0,0,0,120,90,4,U,U,U,U,0,2,8,0,0,1,0,N,68,0,0
72.500,1177.4725,1476.9406452,7,0,74H,74,H,3,2,89,86,898,68,2M2P198C2K,0,10,0,C,35,U,65,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
3.000,48.723,67.80665498,7,0,75A,75,A,3,1,88,12,474,21,1FTFE24N2J,1,65,U,U,45,4,64,1,1,1,46,0,0,0,0,0,0,225,85,6,U,U,U,U,0,1,17,0,1,8,4,25,4,7,U
3.000,48.723,67.80665498,7,1,75A,75,A,3,2,89,20,19,4,1G1LT54W8K,1,20,U,0,45,U,65,1,1,1,25,0,0,0,0,0,0,85,225,6,U,U,U,U,0,0,17,1,1,2,1,N,N,4,U
20.400,331.31636282,377.85627248,7,0,76F,76,F,3,1,86,12,16,4,2FABP43FXG,1,U,7,C,35,8,83,1,2,2,40,0,0,0,0,0,0,95,354,1,14,-12,-7,172,1,1,17,0,1,1,4,40,6,1,0
20.400,331.31636282,377.85627248,7,0,76F,76,F,3,2,85,12,16,6,2FABP44F5F,1,U,7,C,35,2,82,1,1,1,40,0,0,0,0,0,0,354,95,1,14,-11,9,417,1,1,17,0,1,1,4,40,4,1,0
2.500,40.6025,57.932512345,7,0,77C,77,C,3,1,88,12,473,31,1FTEF14N3J,1,U,7,C,55,U,3,1,1,1,53,0,0,0,1,0,0,997,997,4,U,U,U,U,0,0,17,0,1,8,4,N,N,1,U
52.500,852.6525,1024.1784178,7,0,78G,78,G,3,1,88,18,7,4,1G4AH51R8J,1,U,7,C,35,7,3,1,1,1,28,0,0,1,0,0,0,998,998,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,0
18.900,306.95487832,396.49861532,7,0,79E,79,E,3,1,88,12,17,4,1FABP50D6J,1,U,0,C,35,4,88,1,2,2,29,0,0,0,0,0,0,19,289,6,U,U,U,U,0,0,17,0,2,2,3,N,N,2,U
18.900,306.95487832,396.49861532,7,0,79E,79,E,3,2,73,6,14,2,YM43T3C100,0,0,0,C,35,1,89,1,1,0,50,0,0,0,0,0,0,289,19,6,U,U,U,U,0,0,13,N,N,2,N,N,N,N,U
101.500,1648.4615,2067.7169033,7,0,80H,80,H,3,1,85,37,31,4,JHMAK3432F,1,U,0,C,35,4,20,1,1,1,19,0,0,0,0,U,0,175,171,6,U,U,U,U,0,0,17,0,0,U,0,N,N,0,0
101.500,1648.4615,2067.7169033,7,0,80H,80,H,3,2,83,7,474,21,2B5WB31W4D,0,0,0,C,35,1,21,1,1,0,42,0,0,0,0,U,U,171,175,6,U,U,U,U,0,1,17,N,N,8,N,19,4,N,0
101.500,1648.4615,2067.7169033,7,1,80H,80,H,3,3,90,49,33,4,9999999999,0,0,0,C,35,1,98,1,1,1,25,0,0,0,0,0,U,171,171,6,U,U,U,U,0,0,U,0,0,1,0,N,N,0,0
16.200,263.10418141,339.85595599,7,0,81E,81,E,3,1,77,20,9,2,1S87U7N500,1,U,7,C,35,8,88,1,1,1,36,0,0,0,0,0,0,81,3,1,6,-6,0,83,1,1,13,0,1,1,0,38,2,1,0
16.200,263.10418141,339.85595599,7,0,81E,81,E,3,2,87,14,6,2,2MEBM72F4H,1,U,7,C,25,1,89,1,2,2,38,0,0,0,0,0,0,3,81,1,5,0,5,76,1,1,17,0,2,1,3,36,2,1,0
63.000,1023.183,1229.0141014,7,0,82G,82,G,3,1,89,49,32,2,JT2AE98C9K,1,50,0,C,55,4,7,1,1,1,24,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,0,998,98,1,1
20.400,331.31636282,377.85627248,7,0,83F,83,F,3,1,78,1,7,4,A8A057G800,1,U,7,C,55,1,15,1,1,1,31,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,13,0,1,1,4,998,98,1,0
20.400,331.31636282,377.85627248,7,0,84F,84,F,3,1,88,2,405,14,1JCMT7794J,1,40,7,0,40,U,88,1,1,1,30,0,0,0,0,0,0,260,164,1,8,-7,-3,171,3,1,17,0,0,8,0,20,3,0,0
20.400,331.31636282,377.85627248,7,0,84F,84,F,3,2,80,35,33,3,KPLB310200,1,20,7,C,55,1,89,1,1,1,20,0,0,0,0,0,0,164,260,1,11,-4,10,204,1,1,13,0,1,1,4,30,14,1,0
1.490,24.199086283,36.086749456,7,0,85D,85,D,3,1,72,20,9,2,1Q87FZN100,1,U,1,23,55,U,6,1,4,4,33,0,0,1,0,0,0,998,998,5,U,U,U,U,0,1,13,2,4,1,3,998,98,4,0
13.600,220.87757522,251.90418166,7,0,86F,86,F,3,1,87,7,474,21,2B5WB31W2H,0,U,7,C,55,U,88,1,6,0,40,0,0,0,0,0,0,150,67,1,4,-4,1,44,1,2,17,N,N,8,N,22,4,N,0
13.600,220.87757522,251.90418166,7,0,86F,86,F,3,2,84,48,31,4,JF1AB43B3E,1,U,7,C,55,2,89,1,2,2,22,0,0,0,0,0,0,67,150,1,7,1,7,54,1,1,17,0,2,U,4,40,21,1,0
