PSUWGT,NATWGT,RATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,CARGOWGT
15.857,389.62585714,498.81173655,43,0,103E,103,E,3,1,86,55,32,5,KMHLA21J1G,1,30,0,C,35,3,2,1,1,1,21,0,0,1,0,0,0,998,998,1,19,-19,2,448,1,1,17,0,1,2,4,998,98,1,0
31.717,779.32191714,997.7133491,43,0,104E,104,E,3,1,83,35,39,4,JN1HU01S7D,1,10,0,C,45,2,68,1,1,1,29,0,0,0,0,4,0,218,89,1,19,-9,-16,514,1,2,17,0,1,1,4,48,31,1,0
31.717,779.32191714,997.7133491,43,0,104E,104,E,3,2,88,23,473,31,1GTDV14K2J,1,45,0,C,45,U,69,1,1,1,48,0,0,0,0,1,0,89,218,1,11,-9,5,419,1,1,17,0,1,8,4,29,4,1,3
222.020,5455.25342,6434.9674193,43,0,105H,105,H,3,1,82,51,34,6,YV1AX7751C,1,40,0,C,45,1,12,1,1,1,32,0,0,6,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,1,0,998,98,0,0
2.890,71.004729778,97.413203823,43,0,106C,106,C,3,1,84,20,474,21,1GCCG15H2E,1,45,U,C,45,1,83,1,1,1,44,0,0,0,0,0,0,242,145,1,7,-7,-1,214,1,1,17,0,0,8,0,21,4,0,0
2.890,71.004729778,97.413203823,43,0,106C,106,C,3,2,87,55,32,4,KMHLF21J2H,1,10,0,C,0,U,82,1,1,1,21,0,0,0,0,0,0,145,242,1,14,-5,13,148,1,1,17,0,1,2,4,44,21,1,0
65.020,1597.60642,2301.6646118,43,0,107G,107,G,3,1,87,9,472,20,2P4FH41G0H,1,45,0,C,45,U,1,1,4,4,31,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,8,0,998,98,0,U
3.344,82.176344444,112.73982756,43,1,108C,108,C,3,1,89,35,39,4,JN1HJ01P2K,1,70,1,D,35,4,1,1,1,1,31,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,1,1,1,3,998,98,3,0
5.000,122.855,177.22234244,43,0,110D,110,D,3,1,66,23,473,39,PDL9123H,1,45,0,C,45,U,1,1,5,5,U,0,1,1,0,0,0,998,998,5,U,U,U,U,0,0,8,0,2,8,4,N,N,1,U
75.000,1842.825,2654.9499521,43,0,111G,111,G,3,1,78,7,473,31,D14AB8S200,0,5,0,C,35,1,68,1,1,0,36,0,0,0,0,0,0,130,20,1,4,-1,-4,18,1,2,13,N,N,8,N,33,2,N,2
75.000,1842.825,2654.9499521,43,0,111G,111,G,3,2,88,14,4,2,1MEBM60FXJ,1,20,0,C,35,2,69,1,1,1,33,0,0,0,0,0,0,20,130,1,4,-4,2,59,1,2,17,0,0,1,0,36,31,0,0
4.978,122.314438,167.80630413,43,0,112C,112,C,3,1,89,20,9,3,1G1FP21S1K,1,55,0,C,55,7,98,1,1,1,30,0,0,0,0,0,0,243,167,6,U,U,U,U,0,2,17,0,1,1,U,35,2,7,0
4.978,122.314438,167.80630413,43,0,112C,112,C,3,2,77,22,9,2,2S87N24700,1,97,0,C,55,U,7,1,1,1,35,0,0,0,0,0,0,167,243,6,U,U,U,U,0,2,11,0,1,1,3,30,3,2,0
32.001,786.30710143,1006.65601,43,0,113E,113,E,3,1,89,37,31,4,1HGED3544K,1,20,0,C,45,1,86,1,1,1,20,0,0,0,0,0,0,283,12,1,9,-9,0,74,1,1,17,0,1,U,4,20,5,1,0
32.001,786.30710143,1006.65601,43,0,113E,113,E,3,2,83,49,38,5,JT2AL32H8D,1,35,0,C,45,6,87,1,2,2,20,0,0,0,0,0,0,12,283,1,9,0,-9,110,1,1,17,0,0,2,0,20,4,0,0
3.978,97.737977778,134.08923012,43,0,114C,114,C,3,1,89,35,43,2,JN1GB22S4K,1,60,1,17,55,U,7,1,1,1,22,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,3,998,98,2,0
44.750,1099.55225,1514.145877,43,0,115F,115,F,3,1,85,20,477,30,1GCCT14B0F,1,35,0,C,45,U,24,1,1,1,30,0,0,0,0,U,0,120,120,6,U,U,U,U,0,2,17,0,1,8,0,U,31,7,U
44.750,1099.55225,1514.145877,43,0,115F,115,F,3,2,84,12,473,31,1FTHF25GXE,0,10,0,C,45,U,25,1,1,0,U,0,0,0,0,0,U,120,120,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
2.900,71.261360222,97.76528169,43,0,116C,116,C,3,1,80,18,7,4,4H69AAE100,1,45,0,C,55,U,68,1,1,1,33,0,0,0,0,U,0,5,137,6,U,U,U,U,0,0,13,0,1,1,U,N,N,7,U
2.900,71.261360222,97.76528169,43,0,116C,116,C,3,2,86,20,33,5,JG1MR6854G,1,50,0,C,55,U,69,1,2,2,15,0,0,0,0,U,0,137,5,6,U,U,U,U,0,2,17,1,2,2,4,33,4,3,U
65.255,1603.380605,2309.983455,43,1,117G,117,G,3,1,88,37,32,2,1HGCA6263J,1,45,0,C,45,1,25,1,1,1,25,0,0,0,0,0,0,145,145,6,U,U,U,U,0,1,17,0,0,2,0,U,3,0,0
65.255,1603.380605,2309.983455,43,1,117G,117,G,3,2,91,10,U,3,4E3CS44R1M,0,45,0,C,45,1,24,1,1,1,U,0,0,0,0,U,0,145,145,6,U,U,U,U,0,0,17,0,0,U,0,N,N,0,U
7.222,177.45722222,243.45809937,43,0,118C,118,C,3,1,86,32,34,4,WAUFB081XG,1,80,1,C,45,1,7,1,1,1,44,0,0,0,4,0,0,997,997,5,U,U,U,U,0,2,17,1,1,U,1,998,98,5,0
1.000,69.955,95.394321079,44,0,1C,1,C,3,1,86,12,473,31,1FTDF15Y2G,1,65,1,25,55,U,1,1,1,1,35,0,1,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,8,U,998,98,7,3
6.000,419.73,588.23901778,44,0,2H,2,H,3,1,79,21,1,2,3R47F96400,1,45,0,C,55,1,7,1,1,1,33,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,13,0,1,1,0,998,98,1,0
1.000,69.955,117.6594856,44,0,3A,3,A,3,1,88,37,32,4,1HGCA5635J,1,55,U,D,55,U,1,1,1,1,25,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,1,1,2,1,998,98,6,0
1.000,69.955,93.147158384,44,0,4E,4,E,3,1,89,12,33,3,KNJBT07H4K,1,35,0,C,45,9,20,1,1,1,17,0,0,0,0,4,0,38,38,5,U,U,U,U,0,1,17,0,1,2,4,27,2,1,0
1.000,69.955,93.147158384,44,0,4E,4,E,3,2,87,49,33,2,JT2ST65C0H,0,45,0,C,45,1,21,1,2,0,27,0,0,0,0,0,1,38,38,5,U,U,U,U,0,2,17,N,N,1,N,17,3,N,0
2.000,139.91,186.29431677,44,0,5E,5,E,3,1,87,12,473,31,1FTDF15N9H,1,35,1,21,35,1,64,1,2,2,36,0,0,0,0,0,0,75,300,5,U,U,U,U,0,1,17,0,1,8,4,22,2,1,0
2.000,139.91,186.29431677,44,0,5E,5,E,3,2,89,12,3,2,1FABP40E1K,1,20,0,C,35,9,65,1,2,2,28,0,0,0,0,0,0,300,105,5,U,U,U,U,0,1,17,0,1,1,4,36,31,1,0
2.000,139.91,186.29431677,44,0,5E,5,E,3,3,87,35,43,2,JN1PB22S3H,1,20,0,C,35,1,98,1,2,2,22,0,0,0,0,0,0,295,100,5,U,U,U,U,0,1,17,0,1,2,4,36,31,1,0
2.000,139.91,186.29431677,44,0,6E,6,E,3,1,86,49,40,4,JT2SV16E7G,1,45,0,C,55,4,86,1,1,1,24,0,0,0,0,0,0,310,72,1,7,-2,7,145,1,1,17,0,1,2,4,32,2,1,0
2.000,139.91,186.29431677,44,0,6E,6,E,3,2,84,18,10,2,1G4AM47A5E,1,10,0,C,55,1,87,1,7,7,32,0,1,0,0,0,0,72,310,6,U,U,U,U,0,1,17,0,4,1,4,U,31,1,0
2.000,139.91,186.29431677,44,0,6E,6,E,3,3,79,7,473,31,W13JE9S100,0,0,0,C,55,1,98,1,1,0,U,0,0,0,0,0,0,244,72,6,U,U,U,U,0,0,13,N,N,8,N,N,N,N,U
8.000,559.64,767.84190592,44,0,7G,7,G,3,1,88,12,17,4,1FABP50U9J,1,50,0,C,55,1,25,1,1,1,29,0,0,0,0,0,U,0,10,6,U,U,U,U,0,1,17,0,1,2,6,26,2,1,0
8.000,559.64,767.84190592,44,0,7G,7,G,3,2,80,12,3,2,OF02410100,1,50,0,C,55,U,24,1,1,1,26,0,0,0,0,U,0,10,0,6,U,U,U,U,0,0,11,0,0,1,0,N,N,0,U
2.330,162.99515,217.03287904,44,0,8E,8,E,3,1,88,22,5,2,1G2PE1192J,1,45,0,C,45,4,69,1,1,1,26,0,1,0,0,0,0,245,350,1,20,-10,17,1009,2,1,17,0,1,1,4,27,30,1,0
2.330,162.99515,217.03287904,44,0,8E,8,E,3,2,88,7,443,30,JB7FL49E3J,1,10,0,C,45,1,68,1,1,1,27,0,0,0,0,0,0,350,245,1,19,-12,-15,413,1,1,17,0,1,8,4,26,2,1,0
3.029,211.89357064,256.69822549,44,0,9F,9,F,3,1,83,47,31,3,YS3AT34S4D,1,5,0,C,35,1,82,1,1,1,26,0,0,0,0,0,0,80,180,1,6,-1,6,36,1,1,17,0,1,2,4,29,4,1,0
3.029,211.89357064,256.69822549,44,0,9F,9,F,3,2,84,35,39,4,JN1HU01S5E,1,35,0,C,35,3,83,1,1,1,29,0,0,0,0,0,0,180,80,1,6,-5,-3,131,1,1,17,0,1,1,4,26,3,1,0
13.980,977.9709,1370.5969114,44,0,10H,10,H,3,1,81,12,11,4,1FABP27A4B,1,60,0,C,35,U,7,1,1,1,29,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,6,998,98,1,0
2.000,139.91,223.64802685,44,0,11D,11,D,3,1,80,37,32,3,SME2060300,1,35,0,C,35,1,1,1,2,2,22,0,1,1,0,0,0,998,998,1,28,-28,5,665,1,2,10,1,2,2,3,998,98,4,0
2.600,181.88289326,220.34182446,44,0,12F,12,F,3,1,70,12,473,31,F10YCJ5600,1,45,1,27,35,1,1,1,2,2,35,0,1,7,3,0,0,998,998,5,U,U,U,U,0,1,11,0,2,8,4,998,98,1,0
2.600,181.88289326,220.34182446,44,0,13F,13,F,3,1,66,12,3,2,GT07T10500,1,45,0,C,55,4,7,1,1,1,26,0,1,0,0,0,0,998,998,5,U,U,U,U,0,2,11,0,1,1,4,998,98,1,0
1.300,90.941446628,110.17091223,44,0,14F,14,F,3,1,80,35,33,2,PLB3105300,1,45,0,C,55,11,2,1,2,2,19,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,12,0,1,1,4,998,98,1,0
4.000,279.82,383.92095296,44,0,15G,15,G,3,1,80,20,13,5,1B689AY100,0,30,0,C,35,8,20,1,3,0,20,0,0,0,0,0,0,45,50,6,U,U,U,U,0,2,13,N,N,1,N,19,4,N,0
4.000,279.82,383.92095296,44,0,15G,15,G,3,2,85,35,43,4,JN1PB11S4F,1,0,0,C,35,U,22,1,6,6,19,0,0,0,0,0,0,50,45,6,U,U,U,U,0,2,17,0,6,2,U,20,5,7,U
1.330,93.04015,123.88572065,44,0,16E,16,E,3,1,84,20,9,2,1G1AP8711E,1,40,0,C,45,1,68,1,1,1,26,0,0,0,0,0,0,170,15,1,9,-8,-5,246,1,2,17,0,0,1,6,24,4,0,0
1.330,93.04015,123.88572065,44,0,16E,16,E,3,2,86,37,32,4,1HGBA5429G,1,40,0,C,45,9,69,1,3,3,24,0,1,0,0,0,0,15,170,1,10,-9,5,77,1,1,17,0,3,2,4,26,2,1,0
1.729,120.95212402,146.52731326,44,0,17F,17,F,3,1,82,20,477,30,1GCBS14A4C,1,50,0,C,55,1,25,1,1,1,27,0,0,0,0,0,1,260,270,5,U,U,U,U,0,1,17,0,1,8,4,24,4,1,0
1.729,120.95212402,146.52731326,44,0,17F,17,F,3,2,85,21,16,4,1G3JD6909F,1,55,0,C,55,4,24,1,2,2,24,0,0,0,0,4,0,270,260,5,U,U,U,U,0,1,17,0,2,2,4,27,30,1,0
7.980,558.2409,782.35789365,44,0,18H,18,H,3,1,85,20,17,4,1G1AW19RXF,1,20,0,C,45,9,65,1,1,1,28,0,0,0,0,0,0,251,45,5,U,U,U,U,0,1,17,0,0,2,0,29,14,0,1
7.980,558.2409,782.35789365,44,0,18H,18,H,3,2,83,20,470,14,1G8CS18B8D,0,3,0,C,45,1,64,1,1,0,29,0,0,0,0,0,0,45,251,5,U,U,U,U,0,2,17,N,N,8,N,28,4,N,0
2.171,151.87221587,183.98542342,44,0,19F,19,F,3,1,88,13,1,4,1LNBM81G6J,0,15,0,C,35,1,87,1,1,0,41,0,1,0,0,0,0,265,175,5,U,U,U,U,0,2,17,N,N,1,N,18,2,N,0
2.171,151.87221587,183.98542342,44,0,19F,19,F,3,2,85,35,44,2,JN1MN24S3F,1,35,0,C,35,2,86,1,2,2,18,0,0,0,0,0,0,175,265,5,U,U,U,U,0,1,17,0,1,2,4,41,4,1,0
6.680,467.2994,641.14799144,44,0,20G,20,G,3,1,89,60,31,3,JD1FG1805K,1,0,0,C,55,1,89,1,1,1,18,0,0,0,0,0,0,200,245,5,U,U,U,U,0,1,17,0,1,1,0,40,21,1,0
6.680,467.2994,641.14799144,44,0,20G,20,G,3,2,88,12,474,21,1FTDE14N5J,1,55,0,C,55,8,88,1,1,1,40,0,1,0,0,0,0,245,200,5,U,U,U,U,0,0,17,0,1,8,0,N,N,7,U
3.029,211.89357064,256.69822549,44,0,21F,21,F,3,1,82,20,16,4,1G1AD69GXC,1,30,0,C,35,7,89,1,1,1,24,0,0,0,0,0,0,240,330,1,14,-9,11,316,1,1,17,0,1,2,4,39,31,1,0
3.029,211.89357064,256.69822549,44,0,21F,21,F,3,2,90,12,473,31,1FTEF14N4L,0,40,0,C,55,U,88,1,1,0,39,0,0,0,0,0,0,330,240,1,8,-6,-5,305,1,2,17,N,N,8,N,24,4,N,5
3.029,211.89357064,256.69822549,44,0,22F,22,F,3,1,78,35,477,30,HL62035100,1,45,0,C,55,1,68,1,1,1,24,0,0,0,0,0,0,60,280,1,18,-17,-6,289,1,1,11,0,1,8,4,27,2,1,1
3.029,211.89357064,256.69822549,44,0,22F,22,F,3,2,83,9,33,2,JP3BD437XD,1,55,0,C,55,9,69,1,1,1,27,0,1,0,0,0,0,280,60,1,18,-15,9,419,1,1,17,0,1,1,6,24,30,1,0
9.320,651.9806,894.53582039,44,0,23G,23,G,3,1,88,12,477,30,1FTBR10CXJ,1,55,U,C,55,U,6,1,U,1,26,0,0,0,3,0,0,997,997,5,U,U,U,U,0,1,17,0,0,8,U,998,98,U,3
2.670,186.77985,248.70291289,44,0,24E,24,E,3,1,86,22,18,2,1G2NE27U1G,1,25,0,C,35,2,69,1,1,1,25,0,0,0,0,0,0,190,355,6,U,U,U,U,0,2,17,0,1,2,4,31,14,1,0
2.670,186.77985,248.70291289,44,0,24E,24,E,3,2,87,20,470,14,1GNCT18R0H,0,15,0,C,35,1,68,1,1,0,31,0,0,0,0,0,0,355,190,6,U,U,U,U,0,2,17,N,N,8,N,25,2,N,U
3.471,242.8136625,294.15633565,44,0,25F,25,F,3,1,86,21,1,4,2G3GR69Y1G,1,5,0,C,35,98,82,1,1,1,33,0,0,0,0,0,0,270,5,1,10,-5,9,113,1,1,17,0,1,1,0,45,4,1,0
3.471,242.8136625,294.15633565,44,0,25F,25,F,3,2,76,21,2,4,3L69R6X100,1,35,1,C,35,9,83,1,2,2,45,0,0,0,0,0,0,5,270,1,7,-6,4,223,2,2,13,0,1,1,4,33,4,1,0
16.020,1120.6791,1570.5981775,44,0,26H,26,H,3,1,79,7,473,31,D14AB7S100,1,35,0,C,35,6,24,1,1,1,37,0,0,0,0,0,0,90,100,6,U,U,U,U,0,1,13,0,0,8,0,36,31,0,0
16.020,1120.6791,1570.5981775,44,0,26H,26,H,3,2,79,23,473,31,TCL449B500,0,0,0,C,35,1,25,1,1,0,36,0,0,0,0,0,0,100,90,6,U,U,U,U,0,2,13,N,N,8,N,37,31,N,0
1.000,69.955,95.394321079,44,1,27C,27,C,3,1,89,12,13,5,1FAPP9599K,1,65,0,C,55,9,7,1,1,1,23,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,1,2,4,998,98,2,0
1.000,69.955,95.394321079,44,0,28C,28,C,3,1,89,20,470,14,1GNCT18Z1K,1,55,0,C,55,6,1,1,1,1,34,0,1,0,2,0,0,997,997,5,U,U,U,U,0,2,17,0,1,8,4,998,98,1,0
2.500,174.8875,232.86789596,44,0,29E,29,E,3,1,88,12,3,3,1FABP42E0J,1,65,1,3,35,3,2,1,2,2,28,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,2,1,4,998,98,1,0
3.250,227.35361657,275.42728057,44,0,30F,30,F,3,1,82,18,10,2,1G4AM4740C,1,45,0,C,45,1,68,1,2,2,32,0,0,0,0,0,0,315,180,1,14,-5,-13,565,1,1,17,0,2,1,4,19,2,1,0
3.250,227.35361657,275.42728057,44,0,30F,30,F,3,2,83,35,44,2,JN1PM24S7D,1,55,0,C,45,1,69,1,1,1,19,0,0,0,0,0,0,180,315,1,25,-19,16,566,1,1,17,0,1,2,4,32,2,1,0
3.250,227.35361657,275.42728057,44,0,30F,30,F,3,3,82,35,477,30,JN6RD0153C,0,0,0,C,45,1,98,1,1,0,25,0,0,0,0,0,0,90,15,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
10.000,699.55,959.8023824,44,0,31G,31,G,3,1,88,35,43,4,JN1PB21S0J,1,60,1,C,55,U,2,1,1,1,22,0,0,1,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,2,0,998,98,0,0
15.000,1049.325,1470.5975445,44,0,32H,32,H,3,1,84,22,9,2,1G2AW87H0E,1,40,0,C,35,9,20,1,3,3,29,0,0,0,0,4,0,150,150,1,19,-19,0,421,4,1,17,0,3,1,6,42,6,1,0
15.000,1049.325,1470.5975445,44,0,32H,32,H,3,2,78,20,2,6,1L35U8S100,0,0,0,C,35,U,21,1,5,0,42,0,0,0,0,0,1,150,150,1,13,13,0,333,4,2,13,N,N,1,N,29,2,N,0
1.000,69.955,95.394321079,44,0,33C,33,C,3,1,89,35,43,2,JN1GB22S7K,1,65,1,C,55,1,1,1,1,1,22,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1,0
2.400,167.892,223.55318012,44,0,34E,34,E,3,1,88,19,3,4,1G6CD5195J,1,55,0,C,55,1,98,1,2,2,34,1,0,0,0,0,0,166,338,5,U,U,U,U,0,1,17,0,2,2,4,31,2,1,0
2.400,167.892,223.55318012,44,0,34E,34,E,3,2,67,12,2,2,7H42C21400,1,55,1,24,55,1,1,1,1,1,31,0,1,0,0,0,0,338,166,5,U,U,U,U,0,1,11,0,1,1,0,34,4,1,0
3.120,218.25947191,264.41018935,44,0,35F,35,F,3,1,83,21,1,4,1G3AR69A7D,1,40,0,C,35,1,50,1,1,1,35,0,0,0,0,0,0,345,180,1,21,-21,0,1110,4,2,17,0,1,1,4,38,4,1,0
3.120,218.25947191,264.41018935,44,0,35F,35,F,3,2,78,20,2,4,1L69U8J100,1,35,0,C,35,1,51,1,2,2,38,0,0,0,0,0,0,180,345,1,19,-19,0,319,1,1,13,0,2,1,3,35,4,2,0
3.120,218.25947191,264.41018935,44,0,36F,36,F,3,1,76,20,8,2,1X2706W200,1,30,0,C,55,8,2,1,1,1,33,0,1,0,0,0,0,998,998,6,U,U,U,U,0,0,12,0,1,1,3,N,N,1,0
9.600,671.568,921.4102871,44,0,37G,37,G,3,1,89,35,43,4,1N4GB21S2K,1,15,0,C,35,1,76,1,2,2,22,0,0,0,0,0,0,60,40,1,5,2,-4,20,1,1,17,0,2,2,6,28,4,1,0
9.600,671.568,921.4102871,44,0,37G,37,G,3,2,86,22,17,4,1G2AG19R1G,1,30,0,C,35,9,77,1,1,1,28,0,1,0,0,0,0,40,60,1,4,3,3,77,1,1,17,0,1,2,6,22,4,1,0
14.400,1007.352,1411.7736427,44,0,38H,38,H,3,1,79,49,38,4,JT2AL21E3B,1,55,0,C,55,1,7,1,1,1,19,0,0,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,6,998,98,1,0
1.000,69.955,95.394321079,44,0,39C,39,C,3,1,88,20,474,21,1GCEG25Z8J,1,35,0,C,35,9,51,1,1,1,39,0,1,0,0,0,0,280,60,1,28,-28,0,1138,4,1,17,1,1,8,3,32,2,3,U
1.000,69.955,95.394321079,44,0,39C,39,C,3,2,83,21,1,2,1G3AR47A0D,1,60,0,C,35,1,50,1,1,1,32,0,0,0,0,0,0,60,280,1,37,-37,0,1865,4,1,17,1,1,1,3,39,21,5,0
1.000,69.955,95.394321079,44,1,40C,40,C,3,1,90,10,37,3,4E3CS44R4L,1,60,0,C,55,1,50,1,1,1,27,0,0,0,0,0,0,315,190,1,33,-25,-21,1501,1,1,17,1,1,U,1,27,30,4,0
1.000,69.955,95.394321079,44,0,40C,40,C,3,2,87,35,477,30,1N6ND11S9H,1,45,0,C,55,9,51,1,1,1,27,0,0,0,0,0,0,190,315,1,31,-31,-5,916,1,1,17,1,1,8,3,27,3,3,0
1.000,69.955,95.394321079,44,0,41C,41,C,3,1,86,35,477,30,1N6ND06S5G,1,55,1,D,35,U,7,1,1,1,27,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,8,4,998,98,3,3
5.670,396.64485,634.04215613,44,0,42D,42,D,3,1,84,7,15,3,1B3BA64E9E,1,55,0,C,55,9,86,1,1,1,26,0,0,0,0,0,0,290,30,1,24,-21,12,865,1,1,17,0,1,2,U,29,6,7,0
5.670,396.64485,634.04215613,44,0,42D,42,D,3,2,82,1,7,6,1AMCA0803C,1,0,0,C,55,1,87,1,2,2,29,0,0,0,0,0,0,30,290,1,20,-4,-20,397,1,1,17,0,2,1,3,26,3,7,0
7.371,515.63800238,624.66907234,44,0,43F,43,F,3,1,84,12,13,5,1FABP1045E,1,10,0,C,35,1,87,1,1,1,22,0,0,0,0,0,0,5,274,6,U,U,U,U,0,1,17,0,0,2,4,35,4,0,0
7.371,515.63800238,624.66907234,44,0,43F,43,F,3,2,80,20,2,4,1L619JAJ00,0,30,0,C,35,9,86,1,2,0,35,0,0,0,0,0,0,274,5,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
7.371,515.63800238,624.66907234,44,0,44F,44,F,3,1,83,22,13,3,1G2AL08C5D,1,40,0,C,40,U,88,1,2,2,24,0,0,0,0,0,0,90,0,6,U,U,U,U,0,1,17,0,1,1,4,23,4,1,0
7.371,515.63800238,624.66907234,44,0,44F,44,F,3,2,81,9,11,4,1P3BK26B2B,0,5,0,C,40,1,89,1,1,0,23,0,0,0,0,0,0,0,90,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,U
3.000,209.865,229.59633902,44,0,45B,45,B,3,1,83,12,474,21,1FTEE25G6D,1,30,U,0,55,1,68,1,1,1,43,0,0,0,0,0,0,175,0,1,26,-26,5,486,1,1,17,1,1,8,1,33,14,4,3
3.000,209.865,229.59633902,44,0,45B,45,B,3,2,85,20,470,14,1G8ES18J5F,1,45,0,C,55,1,69,1,1,1,33,0,0,0,0,0,0,0,175,1,36,-36,0,2241,2,1,17,1,1,8,3,43,21,4,0
1.000,69.955,95.394321079,44,0,46C,46,C,3,1,86,35,39,4,JN1HU11SXG,1,65,0,C,55,4,7,1,1,1,31,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,4,998,98,1,0
6.000,419.73,558.88295031,44,0,47E,47,E,3,1,79,6,10,4,TH42G9A100,1,50,0,C,55,1,90,1,1,1,36,0,0,0,0,0,0,90,180,1,8,1,8,137,1,1,13,0,0,1,0,28,4,0,0
6.000,419.73,558.88295031,44,0,47E,47,E,3,2,88,18,7,4,1G4AL5136J,1,50,0,C,55,1,90,1,2,2,28,0,0,0,0,0,0,180,90,1,9,-5,-8,165,1,1,17,0,2,2,4,36,4,2,0
24.000,1678.92,2303.5257178,44,0,48G,48,G,3,1,88,19,3,4,1G6CD5159J,1,U,U,U,35,1,88,1,2,2,34,0,0,0,0,0,0,337,224,1,8,0,-8,329,1,1,17,0,0,2,0,27,30,0,0
24.000,1678.92,2303.5257178,44,0,48G,48,G,3,2,88,12,477,30,1FTBR10C2J,1,U,U,U,35,1,89,1,1,1,27,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,8,4,998,98,1,0
2.000,139.91,186.29431677,44,0,49E,49,E,3,1,79,12,473,31,F10GUFA700,1,40,0,C,55,9,51,1,4,4,35,0,0,0,0,0,0,10,180,5,U,U,U,U,0,1,11,0,4,8,4,28,4,1,1
2.000,139.91,186.29431677,44,0,49E,49,E,3,2,88,20,19,4,1G1LT51W8J,1,55,0,C,55,1,50,1,1,1,28,0,0,0,0,0,0,180,10,5,U,U,U,U,0,1,17,0,1,2,4,35,31,2,0
2.000,139.91,186.29431677,44,0,50E,50,E,3,1,86,7,8,5,1B3BZ18C6G,1,45,0,C,55,1,88,1,1,1,22,0,0,0,0,0,0,90,350,1,13,-7,-11,344,2,1,17,0,1,2,4,30,4,1,0
2.000,139.91,186.29431677,44,0,50E,50,E,3,2,87,35,39,4,JN1HU11S5H,1,10,0,C,35,1,89,1,3,3,30,0,0,0,0,0,0,350,90,1,9,-2,9,99,3,1,17,0,3,1,4,22,5,2,0
2.000,139.91,186.29431677,44,0,50E,50,E,3,3,80,20,12,2,1M27VA7200,0,10,0,C,35,1,98,1,1,0,28,0,0,0,0,0,0,350,340,5,U,U,U,U,0,2,13,N,N,1,N,30,4,N,0
2.000,139.91,186.29431677,44,1,51E,51,E,3,1,89,21,3,4,1G3CW54C8K,1,25,0,C,55,1,82,1,1,1,33,0,0,0,0,0,0,82,220,1,19,-10,16,647,1,1,17,1,1,1,3,28,2,3,0
2.000,139.91,186.29431677,44,0,51E,51,E,3,2,79,7,33,2,2H29F98300,1,55,0,C,55,8,83,1,1,1,28,0,1,0,0,0,0,220,82,1,23,-20,-11,912,1,1,13,1,1,1,3,33,4,3,0
2.000,139.91,186.29431677,44,0,52E,52,E,3,1,87,9,8,5,1P3BM18C0H,1,15,0,C,45,1,21,1,1,1,22,0,0,0,0,0,0,180,180,1,20,19,-3,454,1,1,17,0,1,2,4,36,4,1,0
2.000,139.91,186.29431677,44,0,52E,52,E,3,2,78,18,2,4,4P69Y8X100,0,35,0,C,45,4,20,1,1,0,36,0,0,0,0,0,0,180,180,1,12,-12,-2,130,1,2,13,N,N,1,N,22,5,N,0
2.250,157.39875,251.60403021,44,0,53D,53,D,3,1,84,49,477,30,JT4RN50R3E,1,45,0,C,45,1,64,1,1,1,25,0,0,0,0,0,0,345,250,1,23,11,-20,244,4,1,17,0,1,8,4,28,4,2,0
2.250,157.39875,251.60403021,44,0,53D,53,D,3,2,82,35,39,4,JN1HU01S6C,1,40,0,C,45,2,65,1,1,1,28,0,0,0,0,0,0,250,345,1,22,-19,11,762,4,1,17,0,1,1,4,25,30,2,0
