PSU,CASEID,CASENO,STRATIF,VERSION,ACCSEQ,VEHNUM,CLASS1,GADEV1,OBJCONT,CLASS2,GADEV2,NATWGT,PSUWGT,RATWGT
46,111E,111,E,3,2,1,1,T,31,0,N,924.94699071,23.252,1231.5943655
46,112C,112,C,3,1,1,1,F,2,3,F,150.03754822,3.772,204.59910012
46,113E,113,E,3,1,1,3,B,2,15,F,964.52709571,24.247,1284.2964499
47,1D,1,D,3,1,1,1,F,41,0,0,155.87877683,3.850,249.17433255
47,1D,1,D,3,2,1,1,F,41,0,0,155.87877683,3.850,249.17433255
47,1D,1,D,3,3,1,1,F,41,0,0,155.87877683,3.850,249.17433255
47,1D,1,D,3,4,1,1,F,41,0,0,155.87877683,3.850,249.17433255
47,1D,1,D,3,5,1,1,F,42,0,0,155.87877683,3.850,249.17433255
47,1D,1,D,3,6,1,1,L,41,0,0,155.87877683,3.850,249.17433255
47,2B,2,B,3,1,1,2,B,41,0,0,249.40607382,6.160,272.85503289
47,2B,2,B,3,2,1,2,B,42,0,0,249.40607382,6.160,272.85503289
47,3D,3,D,3,1,1,1,F,52,0,0,311.75755366,7.700,498.3486651
47,3D,3,D,3,2,1,1,T,52,0,0,311.75755366,7.700,498.3486651
47,4D,4,D,3,1,1,1,U,56,0,0,155.87877683,3.850,249.17433255
47,4D,4,D,3,2,1,1,T,31,0,N,155.87877683,3.850,249.17433255
47,5B,5,B,3,1,1,2,F,50,0,0,436.46062919,10.780,477.49630756
47,5B,5,B,3,2,1,2,F,41,0,0,436.46062919,10.780,477.49630756
47,5B,5,B,3,3,1,2,T,41,0,0,436.46062919,10.780,477.49630756
47,5B,5,B,3,4,1,2,L,51,0,0,436.46062919,10.780,477.49630756
47,5B,5,B,3,5,1,2,F,44,0,0,436.46062919,10.780,477.49630756
47,5B,5,B,3,6,1,2,F,42,0,0,436.46062919,10.780,477.49630756
47,5B,5,B,3,7,1,2,N,32,0,N,436.46062919,10.780,477.49630756
47,6F,6,F,3,1,1,1,B,2,24,F,2508.2311675,61.950,3038.5937991
47,6F,6,F,3,2,1,1,F,61,0,0,2508.2311675,61.950,3038.5937991
47,6F,6,F,3,3,1,1,F,41,0,0,2508.2311675,61.950,3038.5937991
47,6F,6,F,3,4,1,1,F,42,0,0,2508.2311675,61.950,3038.5937991
47,7C,7,C,3,1,1,1,R,68,0,0,182.80327598,4.515,249.28017159
47,7C,7,C,3,2,1,1,L,60,0,0,182.80327598,4.515,249.28017159
47,9C,9,C,3,1,1,3,L,2,2,F,243.73770131,6.020,332.37356212
47,10D,10,D,3,1,1,1,R,61,0,0,311.75755366,7.700,498.3486651
47,10D,10,D,3,2,1,1,R,61,0,0,311.75755366,7.700,498.3486651
47,10D,10,D,3,3,1,1,T,31,0,N,311.75755366,7.700,498.3486651
47,10D,10,D,3,4,1,1,T,42,0,0,311.75755366,7.700,498.3486651
47,11C,11,C,3,1,1,1,F,2,5,F,182.80327598,4.515,249.28017159
47,12D,12,D,3,1,1,3,F,44,0,0,233.81816525,5.775,373.76149882
47,12D,12,D,3,2,1,3,F,43,0,0,233.81816525,5.775,373.76149882
47,13C,13,C,3,1,1,2,F,2,15,L,365.60655196,9.030,498.56034317
47,14G,14,G,3,1,1,13,B,2,15,F,6801.984,168.000,9332.5143996
47,15D,15,D,3,1,1,5,L,2,15,F,311.75755366,7.700,498.3486651
47,15D,15,D,3,2,1,5,R,88,0,0,311.75755366,7.700,498.3486651
47,15D,15,D,3,3,1,5,F,44,0,0,311.75755366,7.700,498.3486651
47,15D,15,D,3,4,1,5,R,42,0,0,311.75755366,7.700,498.3486651
47,15D,15,D,3,5,1,5,R,50,0,0,311.75755366,7.700,498.3486651
47,15D,15,D,3,6,1,5,R,41,0,0,311.75755366,7.700,498.3486651
47,15D,15,D,3,7,1,5,R,44,0,0,311.75755366,7.700,498.3486651
47,15D,15,D,3,8,1,5,T,31,0,N,311.75755366,7.700,498.3486651
47,16F,16,F,3,1,1,3,F,2,3,F,1433.2749529,35.400,1736.3393138
47,16F,16,F,3,2,1,3,F,44,0,0,1433.2749529,35.400,1736.3393138
47,17A,17,A,3,1,1,2,F,61,0,0,289.48916525,7.150,486.90081153
47,17A,17,A,3,2,1,2,L,43,0,0,289.48916525,7.150,486.90081153
47,17A,17,A,3,3,1,2,L,42,0,0,289.48916525,7.150,486.90081153
47,17A,17,A,3,4,1,2,R,43,0,0,289.48916525,7.150,486.90081153
47,17A,17,A,3,5,1,2,R,42,0,0,289.48916525,7.150,486.90081153
47,18B,18,B,3,1,1,4,F,41,0,0,311.75759228,7.700,341.06879112
47,18B,18,B,3,2,1,4,F,41,0,0,311.75759228,7.700,341.06879112
47,18B,18,B,3,3,1,4,F,42,0,0,311.75759228,7.700,341.06879112
47,19C,19,C,3,1,1,15,L,68,0,0,670.2786786,16.555,914.02729582
47,19C,19,C,3,2,1,15,L,68,0,0,670.2786786,16.555,914.02729582
47,19C,19,C,3,3,1,15,L,31,0,N,670.2786786,16.555,914.02729582
47,19C,19,C,3,4,1,15,T,88,0,0,670.2786786,16.555,914.02729582
47,19C,19,C,3,5,1,15,T,59,0,0,670.2786786,16.555,914.02729582
47,19C,19,C,3,6,1,15,T,88,0,0,670.2786786,16.555,914.02729582
47,20D,20,D,3,1,1,1,F,2,4,F,857.33327258,21.175,1370.458829
47,21C,21,C,3,1,1,1,F,56,0,0,243.73770131,6.020,332.37356212
47,21C,21,C,3,2,1,1,F,56,0,0,243.73770131,6.020,332.37356212
47,22D,22,D,3,1,1,4,F,50,0,0,311.75755366,7.700,498.3486651
47,22D,22,D,3,2,1,4,F,56,0,0,311.75755366,7.700,498.3486651
47,23C,23,C,3,1,1,1,F,88,0,0,121.86885065,3.010,166.18678106
47,24H,24,H,3,1,1,3,L,2,4,F,2955.624,73.000,4142.2184706
47,25A,25,A,3,1,1,15,T,31,0,N,40.488,1.000,68.098023773
47,25A,25,A,3,2,1,15,L,42,0,0,40.488,1.000,68.098023773
47,26B,26,B,3,1,1,1,F,2,4,F,153.8544,3.800,168.31966732
47,26B,26,B,3,2,1,1,R,50,0,0,153.8544,3.800,168.31966732
47,27C,27,C,3,1,1,15,F,2,22,B,153.8544,3.800,209.80396016
47,28D,28,D,3,1,1,15,F,56,0,0,196.93359092,4.864,314.801008
47,28D,28,D,3,2,1,15,T,31,0,N,196.93359092,4.864,314.801008
47,29D,29,D,3,1,1,1,F,2,15,R,196.93359092,4.864,314.801008
47,29D,29,D,3,2,1,1,L,2,15,R,196.93359092,4.864,314.801008
47,30F,30,F,3,1,1,1,F,43,0,0,892.35540261,22.040,1081.042939
47,31C,31,C,3,1,1,3,F,60,0,0,40.488,1.000,55.211568463
47,31C,31,C,3,2,1,3,U,61,0,0,40.488,1.000,55.211568463
47,31C,31,C,3,3,1,3,L,60,0,0,40.488,1.000,55.211568463
47,32C,32,C,3,1,1,15,F,2,2,F,40.488,1.000,55.211568463
47,32C,32,C,3,2,1,15,F,44,0,0,40.488,1.000,55.211568463
47,33D,33,D,3,1,1,5,B,2,1,F,103.64925838,2.560,165.68474105
47,33D,33,D,3,2,1,5,U,60,0,0,103.64925838,2.560,165.68474105
47,33D,33,D,3,3,1,5,F,71,0,0,103.64925838,2.560,165.68474105
47,33D,33,D,3,4,1,5,U,61,0,0,103.64925838,2.560,165.68474105
47,33D,33,D,3,5,1,5,F,71,0,0,103.64925838,2.560,165.68474105
47,34D,34,D,3,1,1,5,F,2,4,B,103.64925838,2.560,165.68474105
47,35E,35,E,3,1,1,20,F,2,3,R,372.48955366,9.200,495.98089417
47,35E,35,E,3,2,2,3,L,51,0,0,372.48955366,9.200,495.98089417
47,35E,35,E,3,3,2,3,L,50,0,0,372.48955366,9.200,495.98089417
47,36H,36,H,3,1,1,1,R,63,0,0,2024.4,50.000,2837.1359388
47,36H,36,H,3,2,1,1,R,61,0,0,2024.4,50.000,2837.1359388
47,36H,36,H,3,3,1,1,T,31,0,N,2024.4,50.000,2837.1359388
47,37C,37,C,3,1,1,2,F,44,0,0,40.488,1.000,55.211568463
47,38C,38,C,3,1,1,15,T,31,0,N,40.488,1.000,55.211568463
47,38C,38,C,3,2,1,15,L,42,0,0,40.488,1.000,55.211568463
47,38C,38,C,3,3,1,15,L,41,0,0,40.488,1.000,55.211568463
47,38C,38,C,3,4,1,15,L,42,0,0,40.488,1.000,55.211568463
47,38C,38,C,3,5,1,15,9,41,0,0,40.488,1.000,55.211568463
47,39C,39,C,3,1,1,2,F,60,0,0,40.488,1.000,55.211568463
47,40C,40,C,3,1,1,1,T,31,0,N,40.488,1.000,55.211568463
47,40C,40,C,3,2,1,1,T,57,0,0,40.488,1.000,55.211568463
47,40C,40,C,3,3,1,1,T,41,0,0,40.488,1.000,55.211568463
47,40C,40,C,3,4,1,1,T,42,0,0,40.488,1.000,55.211568463
47,41D,41,D,3,1,1,3,F,60,0,0,388.68471891,9.600,621.31777896
47,41D,41,D,3,2,1,3,U,60,0,0,388.68471891,9.600,621.31777896
47,41D,41,D,3,3,1,3,U,60,0,0,388.68471891,9.600,621.31777896
47,41D,41,D,3,4,1,3,L,42,0,0,388.68471891,9.600,621.31777896
47,42F,42,F,3,1,1,2,F,2,3,B,1761.2277683,43.500,2133.6373796
47,43A,43,A,3,1,1,24,F,2,2,L,40.488,1.000,68.098023773
47,43A,43,A,3,2,2,2,R,61,0,0,40.488,1.000,68.098023773
47,44C,44,C,3,1,1,15,F,41,0,0,161.952,4.000,220.84627385
47,44C,44,C,3,2,1,15,F,42,0,0,161.952,4.000,220.84627385
47,45C,45,C,3,1,1,12,F,56,0,0,161.952,4.000,220.84627385
47,45C,45,C,3,2,1,12,T,31,0,N,161.952,4.000,220.84627385
47,45C,45,C,3,3,1,12,R,56,0,0,161.952,4.000,220.84627385
47,46D,46,D,3,1,1,3,F,44,0,0,207.29851675,5.120,331.36948211
47,46D,46,D,3,2,1,3,B,44,0,0,207.29851675,5.120,331.36948211
47,46D,46,D,3,3,1,3,B,42,0,0,207.29851675,5.120,331.36948211
47,47D,47,D,3,1,1,1,U,60,0,0,207.29851675,5.120,331.36948211
47,47D,47,D,3,2,1,1,F,60,0,0,207.29851675,5.120,331.36948211
47,47D,47,D,3,3,1,1,T,31,0,N,207.29851675,5.120,331.36948211
47,48H,48,H,3,1,1,1,L,2,3,F,4048.8,100.000,5674.2718776
47,48H,48,H,3,2,1,1,L,2,3,R,4048.8,100.000,5674.2718776
47,49B,49,B,3,1,1,4,U,60,0,0,67.61496,1.670,73.972064322
47,49B,49,B,3,2,1,4,L,60,0,0,67.61496,1.670,73.972064322
47,49B,49,B,3,3,1,4,L,60,0,0,67.61496,1.670,73.972064322
47,49B,49,B,3,4,1,4,T,31,0,N,67.61496,1.670,73.972064322
47,49B,49,B,3,5,1,4,9,57,0,0,67.61496,1.670,73.972064322
47,50C,50,C,3,1,1,1,T,31,0,N,67.61496,1.670,92.203319334
47,50C,50,C,3,2,1,1,9,43,0,0,67.61496,1.670,92.203319334
47,50C,50,C,3,3,1,1,9,43,0,0,67.61496,1.670,92.203319334
47,51C,51,C,3,1,1,15,F,2,2,L,67.61496,1.670,92.203319334
47,51C,51,C,3,2,1,15,R,2,2,L,67.61496,1.670,92.203319334
47,52C,52,C,3,1,1,2,F,88,0,0,67.61496,1.670,92.203319334
47,52C,52,C,3,2,1,2,L,88,0,0,67.61496,1.670,92.203319334
47,52C,52,C,3,3,1,2,R,88,0,0,67.61496,1.670,92.203319334
47,52C,52,C,3,4,1,2,T,31,0,N,67.61496,1.670,92.203319334
47,53D,53,D,3,1,1,3,F,41,0,0,86.547130745,2.138,138.34675878
47,53D,53,D,3,2,1,3,F,44,0,0,86.547130745,2.138,138.34675878
47,53D,53,D,3,3,1,3,T,31,0,N,86.547130745,2.138,138.34675878
47,54D,54,D,3,1,1,15,F,2,3,F,86.547130745,2.138,138.34675878
47,54D,54,D,3,2,2,3,L,56,0,0,86.547130745,2.138,138.34675878
47,54D,54,D,3,3,1,15,L,31,0,N,86.547130745,2.138,138.34675878
47,55C,55,C,3,1,1,12,T,31,0,N,258.111,6.375,351.97374895
47,56C,56,C,3,1,1,1,F,41,0,0,258.111,6.375,351.97374895
47,56C,56,C,3,2,1,1,T,31,0,N,258.111,6.375,351.97374895
47,57D,57,D,3,1,1,1,F,63,0,0,332.10270841,8.202,530.87067007
47,57D,57,D,3,2,1,1,F,63,0,0,332.10270841,8.202,530.87067007
47,57D,57,D,3,3,1,1,U,61,0,0,332.10270841,8.202,530.87067007
47,57D,57,D,3,4,1,1,F,56,0,0,332.10270841,8.202,530.87067007
47,58G,58,G,3,1,1,1,F,50,0,0,4818.072,119.000,6610.531033
47,59C,59,C,3,1,1,15,F,2,3,L,167.013,4.125,227.74771991
47,60C,60,C,3,1,1,13,R,2,15,F,167.013,4.125,227.74771991
47,60C,60,C,3,2,2,15,B,78,0,0,167.013,4.125,227.74771991
47,60C,60,C,3,3,1,13,T,31,0,N,167.013,4.125,227.74771991
47,60C,60,C,3,4,1,13,T,42,0,0,167.013,4.125,227.74771991
47,60C,60,C,3,5,1,13,T,43,0,0,167.013,4.125,227.74771991
47,61D,61,D,3,1,1,15,F,42,0,0,214.88998779,5.307,343.50455122
47,62G,62,G,3,1,1,1,T,31,0,N,3117.576,77.000,4277.4024331
47,63B,63,B,3,1,1,2,U,44,0,0,179.7666644,4.440,196.66818204
47,63B,63,B,3,2,1,2,U,44,0,0,179.7666644,4.440,196.66818204
47,63B,63,B,3,3,1,2,F,51,0,0,179.7666644,4.440,196.66818204
47,63B,63,B,3,4,1,2,T,31,0,N,179.7666644,4.440,196.66818204
47,63B,63,B,3,5,1,2,9,43,0,0,179.7666644,4.440,196.66818204
47,64C,64,C,3,1,1,15,R,61,0,0,182.196,4.500,248.45205809
47,64C,64,C,3,2,1,15,T,31,0,N,182.196,4.500,248.45205809
47,65C,65,C,3,1,1,1,R,2,1,F,182.196,4.500,248.45205809
47,65C,65,C,3,2,1,1,R,2,1,L,182.196,4.500,248.45205809
47,66E,66,E,3,1,1,2,L,2,2,F,862.39433049,21.300,1148.3036422
47,66E,66,E,3,2,1,2,L,2,2,R,862.39433049,21.300,1148.3036422
47,67C,67,C,3,1,1,1,F,43,0,0,60.732,1.500,82.817352695
47,67C,67,C,3,2,1,1,U,61,0,0,60.732,1.500,82.817352695
47,67C,67,C,3,3,1,1,F,60,0,0,60.732,1.500,82.817352695
47,68C,68,C,3,1,1,2,U,60,0,0,60.732,1.500,82.817352695
47,68C,68,C,3,2,1,2,T,31,0,N,60.732,1.500,82.817352695
47,69D,69,D,3,1,1,23,L,2,14,F,156.28362749,3.860,249.8214918
47,70F,70,F,3,1,1,1,F,60,0,0,720.68636911,17.800,873.07468332
47,70F,70,F,3,2,1,1,R,60,0,0,720.68636911,17.800,873.07468332
47,71C,71,C,3,1,1,1,L,41,0,0,212.562,5.250,289.86073443
47,71C,71,C,3,2,1,1,L,42,0,0,212.562,5.250,289.86073443
47,71C,71,C,3,3,1,1,L,42,0,0,212.562,5.250,289.86073443
47,71C,71,C,3,4,1,1,F,50,0,0,212.562,5.250,289.86073443
47,71C,71,C,3,5,1,1,F,60,0,0,212.562,5.250,289.86073443
47,72D,72,D,3,1,1,4,F,50,0,0,273.4963481,6.755,437.18761064
47,72D,72,D,3,2,1,4,F,56,0,0,273.4963481,6.755,437.18761064
47,73D,73,D,3,1,1,1,R,43,0,0,273.4963481,6.755,437.18761064
47,73D,73,D,3,2,1,1,R,42,0,0,273.4963481,6.755,437.18761064
47,73D,73,D,3,3,1,1,L,42,0,0,273.4963481,6.755,437.18761064
47,73D,73,D,3,4,1,1,F,42,0,0,273.4963481,6.755,437.18761064
47,74G,74,G,3,1,1,24,R,2,1,F,3967.824,98.000,5443.9667331
47,74G,74,G,3,2,1,24,R,2,1,L,3967.824,98.000,5443.9667331
47,75B,75,B,3,1,1,4,T,31,0,N,179.7666644,4.440,196.66818204
47,75B,75,B,3,2,1,4,L,56,0,0,179.7666644,4.440,196.66818204
47,76C,76,C,3,1,1,15,L,31,0,N,182.196,4.500,248.45205809
47,78D,78,D,3,1,1,15,R,42,0,0,234.42544123,5.790,374.73223769
47,78D,78,D,3,2,1,15,F,42,0,0,234.42544123,5.790,374.73223769
47,78D,78,D,3,3,1,15,T,31,0,N,234.42544123,5.790,374.73223769
47,79C,79,C,3,1,1,15,L,44,0,0,167.013,4.125,227.74771991
47,79C,79,C,3,2,1,15,L,42,0,0,167.013,4.125,227.74771991
47,79C,79,C,3,3,1,15,T,31,0,N,167.013,4.125,227.74771991
47,80D,80,D,3,1,1,1,T,31,0,N,214.88998779,5.307,343.50455122
47,81D,81,D,3,1,1,5,L,57,0,0,214.88998779,5.307,343.50455122
47,81D,81,D,3,2,1,5,R,31,0,N,214.88998779,5.307,343.50455122
47,81D,81,D,3,3,1,5,T,60,0,0,214.88998779,5.307,343.50455122
47,82F,82,F,3,1,1,2,L,2,13,F,990.94375752,24.475,1200.4776896
47,82F,82,F,3,2,1,2,L,2,13,R,990.94375752,24.475,1200.4776896
47,83B,83,B,3,1,1,1,T,31,0,N,177.49571127,4.384,194.18371572
47,84C,84,C,3,1,1,15,F,2,2,B,216.93920267,5.358,295.82971844
47,84C,84,C,3,2,1,15,T,31,0,N,216.93920267,5.358,295.82971844
47,84C,84,C,3,3,2,2,T,31,0,N,216.93920267,5.358,295.82971844
47,84C,84,C,3,4,2,2,U,42,0,0,216.93920267,5.358,295.82971844
47,84C,84,C,3,5,2,2,U,41,0,0,216.93920267,5.358,295.82971844
47,84C,84,C,3,6,2,2,F,42,0,0,216.93920267,5.358,295.82971844
47,85D,85,D,3,1,1,5,F,60,0,0,325.408804,8.037,520.17037335
47,86D,86,D,3,1,1,3,U,61,0,0,325.408804,8.037,520.17037335
47,86D,86,D,3,2,1,3,F,43,0,0,325.408804,8.037,520.17037335
47,86D,86,D,3,3,1,3,F,88,0,0,325.408804,8.037,520.17037335
47,86D,86,D,3,4,1,3,T,31,0,N,325.408804,8.037,520.17037335
47,87C,87,C,3,1,1,2,F,43,0,0,241.37820933,5.962,329.15603463
47,87C,87,C,3,2,1,2,F,44,0,0,241.37820933,5.962,329.15603463
47,87C,87,C,3,3,1,2,F,61,0,0,241.37820933,5.962,329.15603463
47,87C,87,C,3,4,1,2,F,41,0,0,241.37820933,5.962,329.15603463
47,87C,87,C,3,5,1,2,F,41,0,0,241.37820933,5.962,329.15603463
47,87C,87,C,3,6,1,2,F,41,0,0,241.37820933,5.962,329.15603463
47,88C,88,C,3,1,1,2,T,31,0,N,241.37820933,5.962,329.15603463
47,88C,88,C,3,2,1,2,F,56,0,0,241.37820933,5.962,329.15603463
47,88C,88,C,3,3,1,2,L,41,0,0,241.37820933,5.962,329.15603463
47,88C,88,C,3,4,1,2,L,41,0,0,241.37820933,5.962,329.15603463
47,89D,89,D,3,1,1,5,F,2,2,F,362.067314,8.943,578.76949728
47,89D,89,D,3,2,1,5,R,2,2,R,362.067314,8.943,578.76949728
47,90G,90,G,3,1,1,11,T,31,0,N,5431.00971,134.139,7451.4989042
47,91C,91,C,3,1,1,15,F,2,2,L,110.25332267,2.723,150.34723554
47,91C,91,C,3,2,2,2,B,45,0,0,110.25332267,2.723,150.34723554
47,92C,92,C,3,1,1,1,R,2,1,F,110.25332267,2.723,150.34723554
47,92C,92,C,3,2,1,1,U,60,0,0,110.25332267,2.723,150.34723554
47,92C,92,C,3,3,1,1,B,60,0,0,110.25332267,2.723,150.34723554
47,93D,93,D,3,1,1,1,9,31,0,N,165.379984,4.085,264.36214068
47,94G,94,G,3,1,1,2,L,2,2,F,2480.69976,61.270,3403.5902218
47,94G,94,G,3,2,2,2,R,43,0,0,2480.69976,61.270,3403.5902218
47,94G,94,G,3,3,1,2,R,43,0,0,2480.69976,61.270,3403.5902218
47,95C,95,C,3,1,1,15,F,2,1,R,120.775704,2.983,164.69610873
47,95C,95,C,3,2,2,1,L,43,0,0,120.775704,2.983,164.69610873
47,96D,96,D,3,1,1,1,T,31,0,N,181.163556,4.474,289.59239395
47,97D,97,D,3,1,1,15,F,60,0,0,181.163556,4.474,289.59239395
47,97D,97,D,3,2,1,15,T,31,0,N,181.163556,4.474,289.59239395
47,98H,98,H,3,1,1,2,F,2,1,B,5434.90668,134.235,7616.8588549
47,99C,99,C,3,1,1,15,F,60,0,0,185.18761333,4.574,252.53157953
47,99C,99,C,3,2,1,15,R,60,0,0,185.18761333,4.574,252.53157953
47,100C,100,C,3,1,1,4,F,2,2,B,185.18761333,4.574,252.53157953
47,100C,100,C,3,2,1,4,R,63,0,0,185.18761333,4.574,252.53157953
47,100C,100,C,3,3,2,2,F,64,0,0,185.18761333,4.574,252.53157953
47,100C,100,C,3,4,2,2,B,3,13,F,185.18761333,4.574,252.53157953
47,101D,101,D,3,1,1,14,F,2,5,L,277.78142,6.861,444.03735601
47,102E,102,E,3,1,1,24,F,2,3,B,1190.4918,29.404,1585.175159
47,103D,103,D,3,1,1,2,T,31,0,N,280.73367,6.934,448.75656756
47,104D,104,D,3,1,1,15,T,31,0,N,280.73367,6.934,448.75656756
47,105D,105,D,3,1,1,3,R,2,3,F,280.73367,6.934,448.75656756
47,105D,105,D,3,2,1,3,L,3,15,F,280.73367,6.934,448.75656756
47,105D,105,D,3,3,2,3,F,4,12,F,280.73367,6.934,448.75656756
47,106E,106,E,3,1,1,3,F,2,15,B,1203.1443,29.716,1602.0223382
47,107C,107,C,3,1,1,1,F,2,3,F,183.63107467,4.535,250.40900146
47,108C,108,C,3,1,1,1,F,60,0,0,183.63107467,4.535,250.40900146
47,108C,108,C,3,2,1,1,F,57,0,0,183.63107467,4.535,250.40900146
47,108C,108,C,3,3,1,1,F,57,0,0,183.63107467,4.535,250.40900146
47,108C,108,C,3,4,1,1,F,41,0,0,183.63107467,4.535,250.40900146
47,109C,109,C,3,1,1,15,F,2,15,B,183.63107467,4.535,250.40900146
47,110F,110,F,3,1,1,15,B,2,1,F,2065.84959,51.024,2502.6711395
47,111B,111,B,3,1,1,1,L,31,0,N,112.97072182,2.790,123.5921385
47,112C,112,C,3,1,1,5,L,2,13,F,138.07532667,3.410,188.28678501
47,113C,113,C,3,1,1,1,F,2,3,F,138.07532667,3.410,188.28678501
47,114E,114,E,3,1,1,1,F,2,15,B,887.6271,21.923,1181.9018236
47,115A,115,A,3,1,1,24,F,2,15,F,158.21974255,3.908,266.11469544
47,115A,115,A,3,2,2,15,B,78,0,0,158.21974255,3.908,266.11469544
47,115A,115,A,3,3,2,15,R,61,0,0,158.21974255,3.908,266.11469544
47,115A,115,A,3,4,1,24,F,88,0,0,158.21974255,3.908,266.11469544
47,116C,116,C,3,1,1,1,F,68,0,0,193.37968533,4.776,263.70272022
47,116C,116,C,3,2,1,1,F,51,0,0,193.37968533,4.776,263.70272022
47,117C,117,C,3,1,1,1,F,60,0,0,193.37968533,4.776,263.70272022
47,118D,118,D,3,1,1,4,F,41,0,0,290.069528,7.164,463.68006281
47,118D,118,D,3,2,1,4,F,41,0,0,290.069528,7.164,463.68006281
47,118D,118,D,3,3,1,4,F,41,0,0,290.069528,7.164,463.68006281
47,118D,118,D,3,4,1,4,F,41,0,0,290.069528,7.164,463.68006281
47,118D,118,D,3,5,1,4,F,41,0,0,290.069528,7.164,463.68006281
47,118D,118,D,3,6,1,4,F,41,0,0,290.069528,7.164,463.68006281
47,119B,119,B,3,1,1,3,F,42,0,0,151.506096,3.742,165.75057766
47,120C,120,C,3,1,1,15,R,2,2,F,185.17411733,4.574,252.51317568
47,120C,120,C,3,2,1,15,T,31,0,N,185.17411733,4.574,252.51317568
47,121D,121,D,3,1,1,4,R,2,5,F,277.761176,6.860,444.0049957
47,122D,122,D,3,1,1,5,F,88,0,0,277.761176,6.860,444.0049957
47,122D,122,D,3,2,1,5,F,44,0,0,277.761176,6.860,444.0049957
47,123C,123,C,3,1,1,2,F,50,0,0,136.75271867,3.378,186.4832071
47,123C,123,C,3,2,1,2,F,60,0,0,136.75271867,3.378,186.4832071
47,123C,123,C,3,3,1,2,T,31,0,N,136.75271867,3.378,186.4832071
47,124C,124,C,3,1,1,1,B,42,0,0,136.75271867,3.378,186.4832071
47,125D,125,D,3,1,1,3,F,2,1,B,205.129078,5.066,327.90160492
47,125D,125,D,3,2,2,1,F,3,5,B,205.129078,5.066,327.90160492
47,126G,126,G,3,1,1,1,R,68,0,0,3076.93617,75.996,4221.6434371
47,127A,127,A,3,1,1,15,R,77,0,0,136.29365018,3.366,229.23652021
47,127A,127,A,3,2,1,15,R,51,0,0,136.29365018,3.366,229.23652021
47,127A,127,A,3,3,1,15,R,31,0,N,136.29365018,3.366,229.23652021
47,128C,128,C,3,1,1,1,F,43,0,0,166.581128,4.114,227.15879651
47,128C,128,C,3,2,1,1,F,60,0,0,166.581128,4.114,227.15879651
47,128C,128,C,3,3,1,1,F,68,0,0,166.581128,4.114,227.15879651
47,129C,129,C,3,1,1,15,F,44,0,0,166.581128,4.114,227.15879651
47,129C,129,C,3,2,1,15,T,31,0,N,166.581128,4.114,227.15879651
47,130D,130,D,3,1,1,1,F,2,2,B,249.871692,6.171,399.42327841
47,131B,131,B,3,1,1,4,F,2,15,L,87.730134545,2.167,95.978451448
47,131B,131,B,3,2,2,15,T,31,0,N,87.730134545,2.167,95.978451448
47,131B,131,B,3,3,1,4,F,60,0,0,87.730134545,2.167,95.978451448
47,132C,132,C,3,1,1,2,L,31,0,N,107.22572,2.648,146.21863715
47,133D,133,D,3,1,1,15,R,44,0,0,160.83858,3.972,257.10264498
47,133D,133,D,3,2,1,15,F,44,0,0,160.83858,3.972,257.10264498
47,133D,133,D,3,3,1,15,T,31,0,N,160.83858,3.972,257.10264498
47,134D,134,D,3,1,1,1,L,60,0,0,160.83858,3.972,257.10264498
47,134D,134,D,3,2,1,1,L,44,0,0,160.83858,3.972,257.10264498
47,134D,134,D,3,3,1,1,B,44,0,0,160.83858,3.972,257.10264498
47,134D,134,D,3,4,1,1,L,31,0,N,160.83858,3.972,257.10264498
47,135A,135,A,3,1,1,2,R,31,0,N,223.81582364,5.528,376.44278005
47,135A,135,A,3,2,1,2,T,42,0,0,223.81582364,5.528,376.44278005
47,135A,135,A,3,3,1,2,T,42,0,0,223.81582364,5.528,376.44278005
47,135A,135,A,3,4,1,2,T,42,0,0,223.81582364,5.528,376.44278005
47,136C,136,C,3,1,1,15,R,50,0,0,273.55267333,6.756,373.0308277
47,136C,136,C,3,2,1,15,T,31,0,N,273.55267333,6.756,373.0308277
47,137C,137,C,3,1,1,3,F,2,5,L,273.55267333,6.756,373.0308277
47,138D,138,D,3,1,1,15,R,2,12,F,410.32901,10.135,655.91647093
47,138D,138,D,3,2,1,15,L,3,3,L,410.32901,10.135,655.91647093
47,139C,139,C,3,1,1,15,F,71,0,0,157.653524,3.894,214.98464567
47,140C,140,C,3,1,1,15,F,68,0,0,157.653524,3.894,214.98464567
47,140C,140,C,3,2,1,15,F,68,0,0,157.653524,3.894,214.98464567
47,140C,140,C,3,3,1,15,F,52,0,0,157.653524,3.894,214.98464567
47,141C,141,C,3,1,1,1,F,64,0,0,157.653524,3.894,214.98464567
47,141C,141,C,3,2,1,1,R,56,0,0,157.653524,3.894,214.98464567
47,142D,142,D,3,1,1,3,T,31,0,N,236.480286,5.841,378.01693484
47,143C,143,C,3,1,1,12,T,31,0,N,197.61742933,4.881,269.48153105
47,144C,144,C,3,1,1,1,R,60,0,0,197.61742933,4.881,269.48153105
47,144C,144,C,3,2,1,1,T,31,0,N,197.61742933,4.881,269.48153105
47,145C,145,C,3,1,1,3,F,2,15,F,197.61742933,4.881,269.48153105
47,146D,146,D,3,1,1,2,F,2,20,F,296.426144,7.321,473.84119944
47,147C,147,C,3,1,1,1,F,56,0,0,92.607302667,2.287,126.28419362
