PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,ACCSEQ1,OBJCONT1,DOF1,GAD1,SHL1,SVL1,TDD1,EXTENT1,ACCSEQ2,OBJCONT2,DOF2,GAD2,SHL2,SVL2,TDD2,EXTENT2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,TOWRES,WHEELBAS,NATWGT,PSUWGT,RATWGT
6,55G,55,G,3,1,1,54,12,F,L,E,E,9,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1130,994.24,208.000,889.34449163
6,56C,56,C,3,2,1,1,3,R,Y,A,W,5,,,,,,,,,98,2,4,18,32,23,18,40,,,,,,,,,0,1,1033,11.567595806,2.420,9.367334936
6,57E,57,E,3,2,1,1,46,B,D,E,W,2,,,,,,,,,60,3,4,6,6,7,8,7,,,,,,,,,0,1,1040,62.617997265,13.100,47.464498665
6,58C,58,C,3,1,2,42,12,F,Y,A,E,7,1,45,12,F,R,E,E,1,83,38,20,11,3,0,2,0,,,,,,,,,0,1,1380,11.567595806,2.420,9.367334936
6,59F,59,F,3,1,1,2,10,L,Y,E,W,2,2,2,9,L,B,E,W,1,76,1,5,11,11,7,4,53,74,0,4,2,3,1,1,-83,0,1,1081,78.391970825,16.400,64.373658235
6,62D,62,D,3,1,1,63,3,R,B,W,N,1,2,63,3,R,F,W,N,1,,,,,,,,,,,,,,,,,1,1,1094,17.351395988,3.630,14.960340115
6,63F,63,F,3,1,2,59,U,9,9,9,9,U,1,72,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1081,78.391970825,16.400,64.373658235
6,64C,64,C,3,2,1,1,11,L,D,A,W,3,3,71,3,R,Y,E,W,2,158,3,15,12,6,6,3,20,,,,,,,,,1,1,1130,40.486585321,8.470,32.785672276
6,65F,65,F,3,1,1,54,2,F,R,E,W,1,2,54,3,R,B,E,W,2,,,,,,,,,21,4,3,7,6,3,2,-81,0,1,984,274.37189789,57.400,225.30780382
6,68C,68,C,3,2,1,1,6,B,Z,E,W,2,,,,,,,,,71,0,6,3,5,5,7,16,,,,,,,,,0,1,1250,17.351393709,3.630,14.051002404
6,69E,69,E,3,1,1,42,12,F,R,E,E,4,,,,,,,,,58,0,1,2,4,7,9,24,,,,,,,,,0,1,1043,93.926995897,19.650,71.196747998
6,70C,70,C,3,1,3,51,12,F,L,E,E,3,1,2,U,9,9,9,9,U,57,22,16,11,6,1,0,-22,,,,,,,,,1,1,957,18.114606667,3.790,14.669045385
6,70C,70,C,3,2,1,1,82,F,R,E,E,1,2,1,3,R,P,E,W,1,61,5,3,2,1,2,2,23,65,0,1,3,2,1,0,-19,0,1,1056,18.114606667,3.790,14.669045385
6,71D,71,D,3,1,1,54,11,F,D,E,W,2,2,31,0,R,D,E,O,1,58,15,10,7,5,2,0,0,,,,,,,,,0,1,1049,27.17191,5.684,23.427568333
6,72E,72,E,3,1,1,2,10,F,D,E,W,1,2,2,9,L,Z,E,W,1,,,,,,,,,70,1,2,2,1,1,1,-44,0,1,942,116.45104286,24.362,88.269996002
6,76D,76,D,3,1,1,64,12,F,D,E,W,3,,,,,,,,,66,8,18,20,13,5,0,0,,,,,,,,,0,1,1003,35.174825,7.359,30.327666192
6,78C,78,C,3,1,1,2,9,L,Y,E,W,2,3,51,3,R,Z,E,W,3,120,0,0,0,3,12,4,19,78,4,11,2,0,0,0,-49,1,1,957,25.648948889,5.366,20.770287882
6,79D,79,D,3,1,1,42,12,F,Y,E,W,3,,,,,,,,,61,15,21,33,34,33,10,-11,,,,,,,,,0,1,1049,38.473423333,8.049,33.171711305
6,82A,82,A,3,1,1,42,12,F,Z,E,W,3,2,31,0,L,D,A,O,1,63,3,11,27,29,23,18,14,,,,,,,,,0,1,1024,34.416,7.200,33.790490099
6,83E,83,E,3,2,1,1,2,F,D,E,W,1,2,1,3,R,P,M,W,1,,,,,,,,,,,,,,,,,1,0,U,142.18906667,29.747,107.77944137
6,87E,87,E,3,2,1,1,2,R,Y,E,W,5,2,1,9,L,Z,E,W,1,96,0,9,26,22,13,0,-4,,,,,,,,,0,1,973,175.84595714,36.788,133.29139485
6,88E,88,E,3,1,2,3,6,B,D,E,W,3,1,2,12,F,Z,L,W,1,60,8,10,10,10,10,8,0,,,,,,,,,0,1,1034,175.84595714,36.788,133.29139485
6,90B,90,B,3,2,1,1,2,R,Z,E,W,3,2,51,3,R,F,E,N,2,100,0,6,7,10,7,1,-24,47,0,4,6,6,0,0,41,0,1,945,12.986390909,2.717,14.396037987
6,91B,91,B,3,1,1,68,2,R,D,E,W,3,2,57,U,9,9,9,9,U,171,4,8,0,11,14,0,5,,,,,,,,,1,1,1081,12.986390909,2.717,14.396037987
6,92E,92,E,3,1,1,2,11,F,Z,E,W,2,,,,,,,,,57,0,3,7,12,14,9,16,,,,,,,,,0,1,945,102.03592857,21.346,77.343326312
6,93F,93,F,3,1,1,2,10,L,Z,E,W,3,,,,,,,,,74,2,6,4,3,3,0,-43,,,,,,,,,0,1,943,178.562875,37.356,146.63166862
6,94C,94,C,3,1,1,2,12,F,L,E,W,3,,,,,,,,,60,25,22,20,8,7,3,-7,,,,,,,,,0,1,1012,22.411826666,4.689,18.148895452
6,94C,94,C,3,2,1,1,12,F,L,E,W,4,,,,,,,,,60,34,28,24,16,11,3,-7,,,,,,,,,0,1,953,22.411826666,4.689,18.148895452
6,95E,95,E,3,1,1,2,1,F,R,E,W,2,,,,,,,,,61,2,2,3,5,9,14,24,,,,,,,,,0,1,1057,144.07602857,30.141,109.2097602
6,95E,95,E,3,2,1,1,7,L,P,E,W,2,,,,,,,,,64,0,3,6,9,4,1,2,,,,,,,,,0,0,1010,144.07602857,30.141,109.2097602
6,99E,99,E,3,1,1,2,11,F,Z,E,W,2,,,,,,,,,59,0,1,4,6,9,13,14,,,,,,,,,0,1,902,101.53573571,21.242,76.964179673
6,99E,99,E,3,2,1,1,2,R,Z,E,W,1,,,,,,,,,53,0,0,4,4,4,1,-38,,,,,,,,,0,0,939,101.53573571,21.242,76.964179673
6,101G,101,G,3,2,1,1,6,B,Z,E,W,1,,,,,,,,,58,0,0,0,1,2,2,18,,,,,,,,,0,1,1033,355.375075,74.346,317.88186496
6,102A,102,A,3,1,1,2,1,F,R,A,E,4,3,2,3,R,B,E,E,1,59,2,9,16,22,31,41,23,,,,,,,,,1,1,934,11.064613636,2.315,10.863514573
6,102A,102,A,3,2,1,1,10,F,Y,E,W,2,2,71,3,R,P,E,W,1,70,19,17,19,18,13,10,-15,28,0,1,1,2,1,0,-24,1,1,1160,11.064613636,2.315,10.863514573
6,103C,103,C,3,2,1,1,2,R,Y,A,W,2,2,1,3,R,Z,E,W,1,89,0,4,5,5,4,1,40,47,0,0,0,1,1,0,-65,0,1,972,13.523416667,2.829,10.95114106
6,104D,104,D,3,1,1,68,9,L,P,L,W,3,2,31,0,T,P,D,O,3,58,0,5,13,17,6,0,-1,,,,,,,,,0,1,957,20.285125,4.244,17.489795604
6,105F,105,F,3,2,1,1,10,L,D,E,W,3,,,,,,,,,144,0,0,0,4,10,0,-12,,,,,,,,,0,0,937,152.1384375,31.828,124.9325368
6,108E,108,E,3,1,2,51,12,F,Z,E,W,3,1,51,U,9,9,9,9,U,57,0,3,11,18,27,25,12,,,,,,,,,0,1,971,89.843514286,18.796,68.101465236
6,109F,109,F,3,1,1,2,1,F,R,E,E,2,,,,,,,,,63,1,7,12,17,19,21,26,,,,,,,,,0,1,1056,157.22615,32.892,129.11044765
6,110C,110,C,3,1,1,2,11,F,Z,E,W,2,,,,,,,,,76,27,17,11,6,2,0,-17,,,,,,,,,0,1,1160,21.988265555,4.600,17.805899477
6,111E,111,E,3,2,1,1,10,L,Z,E,W,2,2,71,12,F,D,E,W,1,87,0,7,4,3,2,0,-57,66,1,1,1,1,1,1,-7,0,1,1127,141.35313571,29.572,107.14580495
6,112E,112,E,3,1,1,2,11,F,D,E,W,2,,,,,,,,,60,0,7,8,9,10,13,0,,,,,,,,,0,1,1003,141.35313571,29.572,107.14580495
6,114A,114,A,3,1,1,2,71,F,D,E,W,1,4,3,6,B,D,E,W,2,56,6,7,6,5,4,5,0,56,0,1,4,6,9,6,0,0,1,970,16.110555454,3.370,15.81774653
6,114A,114,A,3,2,1,1,2,R,Z,E,W,2,3,56,10,L,B,E,W,2,84,0,3,4,5,5,0,-6,90,0,3,1,0,1,0,-73,1,1,1240,16.110555454,3.370,15.81774653
6,115D,115,D,3,1,3,51,12,F,C,E,N,3,2,51,U,9,9,9,9,U,76,8,32,24,20,2,3,-6,,,,,,,,,0,1,1180,29.536018333,6.179,25.465897972
6,118B,118,B,3,1,1,71,12,F,D,M,W,5,,,,,,,,,65,2,5,18,29,33,36,0,,,,,,,,,0,1,1081,15.303387273,3.202,16.964539728
6,119C,119,C,3,1,1,2,1,F,D,E,W,2,2,3,U,9,9,9,9,U,59,3,15,12,8,3,0,-10,,,,,,,,,0,1,942,18.70414,3.913,15.146444171
6,121F,121,F,3,2,1,1,12,F,Y,E,N,2,,,,,,,,,59,0,5,12,6,2,0,-8,,,,,,,,,0,1,937,210.421575,44.021,172.79329008
6,122E,122,E,3,2,1,1,62,R,Y,E,W,4,,,,,,,,,112,0,4,16,14,7,0,18,,,,,,,,,0,1,937,84.967914286,17.776,64.405756018
6,123E,123,E,3,1,1,2,1,F,D,E,W,1,3,2,3,R,P,E,W,1,68,0,0,1,2,3,5,0,103,0,1,1,5,4,0,-11,1,1,1143,84.967914286,17.776,64.405756018
6,128D,128,D,3,1,1,2,11,F,D,E,W,1,2,2,9,L,P,E,N,1,58,7,8,7,9,7,9,0,37,0,1,1,1,1,0,35,0,1,967,49.218066667,10.297,42.435722039
6,129E,129,E,3,2,1,1,90,L,P,A,W,4,,,,,,,,,99,0,5,16,13,5,0,1,,,,,,,,,0,1,1127,753.29385714,157.593,570.99742628
6,132E,132,E,3,1,1,51,12,F,Y,E,W,3,,,,,,,,,61,13,29,30,16,7,0,-9,,,,,,,,,0,1,1049,194.62452857,40.716,147.52556901
6,133F,133,F,3,1,1,51,12,F,R,E,N,2,,,,,,,,,62,0,4,11,15,19,11,13,,,,,,,,,0,1,1084,340.592925,71.254,279.68696692
6,135H,135,H,3,2,1,1,70,F,Z,E,W,2,,,,,,,,,60,0,7,14,12,7,1,15,,,,,,,,,0,1,965,1543.3903,322.885,1387.1234936
6,141G,141,G,3,2,1,1,1,R,F,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1127,1366.56615,285.892,1222.3890388
6,142C,142,C,3,2,1,1,2,R,Y,E,W,3,2,1,3,R,B,M,W,1,89,0,1,8,10,14,6,47,21,3,3,3,2,1,0,-63,0,1,886,24.656833333,5.158,19.966881638
6,146E,146,E,3,2,1,1,2,R,Z,E,W,2,3,59,12,F,L,E,E,1,71,0,10,10,4,1,0,21,70,11,6,2,1,1,2,-25,1,1,1143,157.96534286,33.047,119.73787302
6,148E,148,E,3,1,2,56,70,F,D,E,W,1,1,54,12,F,R,W,N,3,60,4,4,2,1,1,2,0,,,,,,,,,1,1,1250,530.21125714,110.923,401.90061334
6,150E,150,E,3,1,2,31,0,T,P,D,O,3,1,88,12,F,R,E,E,1,,,,,,,,,,,,,,,,,0,1,1024,103.19337143,21.589,78.220669047
7,2G,2,G,3,2,1,1,12,F,Z,E,W,1,,,,,,,,,66,0,0,0,1,2,3,20,,,,,,,,,0,0,1080,511.5915,31.500,614.50705068
7,3E,3,E,3,1,1,68,12,F,C,L,N,3,2,U,12,L,B,L,S,1,66,2,10,21,24,8,0,-5,30,0,0,0,0,,,-64,0,1,1075,263.10418141,16.200,339.85595599
7,5G,5,G,3,2,1,1,1,F,R,E,E,2,,,,,,,,,61,4,4,3,4,6,10,23,,,,,,,,,0,1,1012,341.061,21.000,409.67136712
7,6H,6,H,3,2,1,1,11,L,F,E,W,1,2,1,10,L,Z,E,W,1,16,0,1,1,0,,,88,71,0,0,3,2,1,0,-40,1,1,1081,470.989,29.000,590.7762581
7,7B,7,B,3,1,1,2,11,F,L,A,W,3,,,,,,,,,64,23,17,11,5,0,0,-22,,,,,,,,,0,1,1001,48.723,3.000,78.691203048
7,8F,8,F,3,2,1,1,11,F,L,E,W,1,,,,,,,,,60,8,4,0,0,0,0,-21,,,,,,,,,0,1,1076,331.31636282,20.400,377.85627248
7,11A,11,A,3,1,1,2,10,L,D,E,W,4,2,2,11,L,F,E,W,1,120,0,4,14,18,9,0,-11,,,,,,,,,0,1,1016,48.723,3.000,67.80665498
7,11A,11,A,3,2,1,1,U,9,9,9,9,U,2,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1032,48.723,3.000,67.80665498
7,11A,11,A,3,3,3,1,12,L,B,E,S,1,,,,,,,,,19,0,0,0,0,,,-106,,,,,,,,,0,0,1330,48.723,3.000,67.80665498
7,14F,14,F,3,1,1,2,2,R,Z,E,W,3,,,,,,,,,120,0,1,10,9,4,1,-30,,,,,,,,,0,1,1091,165.65818141,10.200,188.92813624
7,15F,15,F,3,1,1,2,12,F,L,E,E,5,,,,,,,,,63,13,1,1,2,0,0,-27,,,,,,,,,0,1,1140,276.09696902,17.000,314.88022707
7,15F,15,F,3,2,1,1,12,F,L,E,E,8,2,U,1,R,D,E,W,2,,,,,,,,,72,0,3,5,5,3,1,27,0,1,1110,276.09696902,17.000,314.88022707
7,17H,17,H,3,1,1,2,12,F,D,E,W,1,,,,,,,,,58,9,8,8,6,4,2,0,,,,,,,,,0,1,969,470.989,29.000,590.7762581
7,18E,18,E,3,2,1,1,2,R,Y,E,W,1,,,,,,,,,69,0,4,4,4,2,2,-7,,,,,,,,,0,1,1031,263.10418141,16.200,339.85595599
7,19H,19,H,3,2,1,1,11,F,L,E,E,1,,,,,,,,,56,5,0,0,0,0,0,-21,,,,,,,,,0,1,1012,1412.967,87.000,1772.3287743
7,20E,20,E,3,2,1,1,U,9,9,9,9,U,2,U,12,F,R,E,E,1,,,,,,,,,,,,,,,,,0,1,957,87.701393805,5.400,113.28531866
7,21E,21,E,3,1,1,61,0,U,D,L,W,1,2,44,1,F,D,E,W,1,,,,,,,,,,,,,,,,,0,1,970,219.25348451,13.500,283.21329666
7,24F,24,F,3,1,1,2,10,L,F,E,W,3,,,,,,,,,50,4,5,4,12,13,10,56,,,,,,,,,0,1,1003,276.09696902,17.000,314.88022707
7,26F,26,F,3,2,1,1,2,R,F,E,W,3,2,1,4,R,P,E,W,2,,,,,,,,,46,2,3,5,2,2,1,-7,0,1,1012,220.87757522,13.600,251.90418166
7,27F,27,F,3,1,1,51,5,R,Z,A,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1080,165.65818141,10.200,188.92813624
7,29E,29,E,3,2,1,1,11,F,Y,E,W,1,,,,,,,,,61,7,5,0,2,1,0,-1,,,,,,,,,0,1,1003,219.25348451,13.500,283.21329666
7,31E,31,E,3,2,1,1,11,F,L,E,E,2,,,,,,,,,58,11,13,13,12,7,2,-18,,,,,,,,,0,1,1034,219.25348451,13.500,283.21329666
7,33E,33,E,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,990,263.10418141,16.200,339.85595599
7,34G,34,G,3,2,1,1,2,F,D,E,W,1,,,,,,,,,60,3,2,4,6,7,0,0,,,,,,,,,0,1,1024,1023.183,63.000,1229.0141014
7,36G,36,G,3,1,1,2,10,L,B,E,W,3,,,,,,,,,101,10,17,15,5,3,4,-83,,,,,,,,,0,1,1080,682.122,42.000,819.34273424
7,36G,36,G,3,2,1,1,12,F,L,E,W,3,,,,,,,,,78,13,3,1,0,0,0,-25,,,,,,,,,0,1,1276,682.122,42.000,819.34273424
7,37A,37,A,3,1,1,2,12,F,D,A,A,9,,,,,,,,,68,0,19,25,21,19,19,9,,,,,,,,,0,1,1189,24.3615,1.500,33.90332749
7,38F,38,F,3,1,1,2,46,B,D,E,W,3,2,U,U,9,9,9,9,U,64,15,18,18,19,20,21,0,,,,,,,,,0,1,1110,165.65818141,10.200,188.92813624
7,38F,38,F,3,2,1,1,12,F,D,E,W,2,,,,,,,,,71,3,8,13,13,13,14,0,,,,,,,,,0,1,1215,165.65818141,10.200,188.92813624
7,39E,39,E,3,2,1,1,12,F,L,E,E,6,,,,,,,,,56,10,2,1,0,0,0,-21,,,,,,,,,0,1,939,175.40278761,10.800,226.57063733
7,41F,41,F,3,1,1,2,1,F,Z,E,W,2,,,,,,,,,64,0,0,3,5,8,19,11,,,,,,,,,0,1,960,386.53575663,23.800,440.8323179
7,41F,41,F,3,2,1,1,1,R,B,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1250,386.53575663,23.800,440.8323179
7,44F,44,F,3,1,1,2,10,F,L,E,E,1,2,43,12,F,C,L,W,1,,,,,,,,,,,,,,,,,1,0,1143,496.97454424,30.600,566.78440872
7,45A,45,A,3,2,1,1,6,B,Z,E,W,2,2,3,2,R,B,E,W,2,74,0,0,8,12,14,23,19,,,,,,,,,1,1,1330,16.241,1.000,22.602218326
7,47E,47,E,3,2,1,1,10,L,Y,E,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,928,131.55209071,8.100,169.927978
7,49E,49,E,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1012,87.701393805,5.400,113.28531866
7,49E,49,E,3,2,1,1,6,B,Z,L,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1065,87.701393805,5.400,113.28531866
7,51E,51,E,3,1,1,56,1,R,D,E,S,2,2,56,12,F,L,E,E,1,,,,,,,,,,,,,,,,,0,1,1034,306.95487832,18.900,396.49861532
7,52F,52,F,3,1,2,2,6,B,D,E,W,1,,,,,,,,,58,1,1,1,1,0,0,17,,,,,,,,,0,0,978,386.53575663,23.800,440.8323179
7,52F,52,F,3,2,1,3,6,B,Z,E,W,2,2,1,12,F,D,E,W,1,53,21,18,12,10,6,4,9,56,5,2,5,5,5,10,0,0,1,991,386.53575663,23.800,440.8323179
7,52F,52,F,3,3,1,2,12,F,Y,E,W,2,,,,,,,,,65,20,0,0,0,0,0,-25,,,,,,,,,0,1,1310,386.53575663,23.800,440.8323179
7,53D,53,D,3,2,1,1,1,F,Z,E,W,1,,,,,,,,,61,0,3,6,9,2,6,3,,,,,,,,,0,1,942,36.298629424,2.235,54.130124183
7,54E,54,E,3,1,1,50,11,F,L,E,E,2,3,58,10,L,B,E,E,1,56,22,19,11,5,0,0,-7,,,,,,,,,1,1,1108,131.55209071,8.100,169.927978
7,55A,55,A,3,2,1,1,12,F,D,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1214,24.3615,1.500,33.90332749
7,56F,56,F,3,1,1,2,12,F,D,E,W,1,,,,,,,,,62,2,1,1,0,1,1,0,,,,,,,,,0,1,962,165.65818141,10.200,188.92813624
7,56F,56,F,3,2,1,1,3,R,F,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1099,165.65818141,10.200,188.92813624
7,57G,57,G,3,3,2,2,12,F,D,E,W,1,1,1,10,L,B,L,S,1,61,0,1,5,2,1,1,-5,,,,,,,,,0,1,984,1534.7745,94.500,1843.521152
7,59E,59,E,3,1,1,2,12,F,R,E,E,1,,,,,,,,,64,1,0,0,0,0,3,26,,,,,,,,,0,1,1049,175.40278761,10.800,226.57063733
7,60F,60,F,3,2,1,1,6,B,D,E,W,2,,,,,,,,,77,4,9,9,10,10,4,-3,,,,,,,,,0,0,1210,220.87757522,13.600,251.90418166
7,61C,61,C,3,1,2,31,0,T,D,D,O,1,1,68,12,R,F,W,N,1,,,,,,,,,,,,,,,,,0,1,1065,48.723,3.000,69.519014814
7,62F,62,F,3,1,1,42,4,R,F,E,W,3,2,42,4,R,B,E,E,2,45,0,4,8,4,1,0,47,,,,,,,,,1,1,1081,331.31636282,20.400,377.85627248
7,63F,63,F,3,2,1,1,51,F,D,H,A,8,,,,,,,,,,,,,,,,,,,,,,,,,0,1,937,110.43878761,6.800,125.95209083
7,64H,64,H,3,1,2,71,9,L,Z,E,W,1,3,71,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,934,470.989,29.000,590.7762581
7,65E,65,E,3,1,1,2,1,F,D,E,W,1,,,,,,,,,64,3,3,4,6,7,10,7,,,,,,,,,0,1,1004,175.40278761,10.800,226.57063733
7,66F,66,F,3,1,2,57,12,F,D,E,W,1,1,44,0,U,F,D,W,1,63,2,1,0,0,0,1,0,,,,,,,,,0,1,1049,220.87757522,13.600,251.90418166
7,67F,67,F,3,1,1,2,12,F,D,E,W,1,,,,,,,,,58,4,2,2,2,1,4,0,,,,,,,,,0,1,1122,331.31636282,20.400,377.85627248
7,67F,67,F,3,3,2,2,6,B,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1034,331.31636282,20.400,377.85627248
7,68H,68,H,3,1,1,2,12,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1010,1412.967,87.000,1772.3287743
7,70H,70,H,3,1,2,51,83,R,P,A,W,3,3,63,3,R,B,W,N,1,50,0,0,3,9,16,0,29,,,,,,,,,1,1,1159,1177.4725,72.500,1476.9406452
7,71E,71,E,3,1,1,56,11,F,D,E,W,1,2,2,2,R,Z,E,W,2,,,,,,,,,49,1,0,0,2,7,0,-65,0,1,1003,87.701393805,5.400,113.28531866
7,74H,74,H,3,1,1,2,2,R,F,E,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,830,1177.4725,72.500,1476.9406452
7,75A,75,A,3,1,1,2,12,F,Y,E,W,2,5,71,1,F,R,E,W,1,75,10,1,0,0,0,0,-25,,,,,,,,,1,1,1380,48.723,3.000,67.80665498
7,76F,76,F,3,1,1,2,1,F,Z,E,W,1,,,,,,,,,73,1,1,1,1,2,3,29,,,,,,,,,0,0,1143,331.31636282,20.400,377.85627248
7,76F,76,F,3,2,1,1,11,F,L,E,E,2,,,,,,,,,74,15,5,4,4,3,4,-31,,,,,,,,,0,1,1143,331.31636282,20.400,377.85627248
7,80H,80,H,3,2,1,1,6,B,Z,L,W,1,2,3,12,F,D,L,W,1,71,0,1,2,4,1,0,-17,76,0,1,2,2,1,1,-1,0,0,1276,1648.4615,101.500,2067.7169033
7,81E,81,E,3,1,1,2,12,F,Z,E,W,1,2,2,2,R,Z,E,W,1,67,2,2,1,1,2,2,17,61,1,4,1,0,0,1,-67,0,1,1080,263.10418141,16.200,339.85595599
7,81E,81,E,3,2,1,1,9,L,F,E,W,2,2,1,10,L,Z,E,W,2,65,0,0,4,12,4,2,75,92,0,1,3,3,8,1,-61,0,1,1143,263.10418141,16.200,339.85595599
7,82G,82,G,3,1,1,56,4,R,F,E,E,3,2,56,2,R,B,E,W,2,18,0,3,6,13,,,54,28,8,9,6,4,2,0,-49,0,1,957,1023.183,63.000,1229.0141014
7,83F,83,F,3,1,2,77,U,9,9,9,9,U,4,77,6,B,D,E,W,2,66,99,99,99,99,99,99,0,51,7,9,9,10,9,11,0,1,1,1080,331.31636282,20.400,377.85627248
7,84F,84,F,3,1,1,2,1,F,D,E,W,2,,,,,,,,,62,11,5,2,1,3,1,-7,,,,,,,,,0,1,1014,331.31636282,20.400,377.85627248
7,84F,84,F,3,2,1,1,10,L,Z,E,W,3,,,,,,,,,69,7,12,17,12,8,4,-58,,,,,,,,,0,1,921,331.31636282,20.400,377.85627248
7,85D,85,D,3,1,1,42,70,L,Z,A,W,3,2,58,U,9,9,9,9,U,94,10,8,17,13,14,10,-50,,,,,,,,,0,1,1080,24.199086283,1.490,36.086749456
7,86F,86,F,3,1,1,2,12,F,D,E,W,1,,,,,,,,,77,0,0,0,0,0,2,0,,,,,,,,,0,0,1276,220.87757522,13.600,251.90418166
7,86F,86,F,3,2,1,1,9,L,D,E,W,2,,,,,,,,,123,0,1,6,5,2,0,23,,,,,,,,,0,1,969,220.87757522,13.600,251.90418166
7,87H,87,H,3,1,1,42,3,R,F,E,W,4,,,,,,,,,36,0,5,28,29,28,19,67,,,,,,,,,0,1,1330,941.978,58.000,1181.5525162
7,88E,88,E,3,1,1,2,12,F,R,E,E,6,,,,,,,,,55,3,1,0,0,0,2,25,,,,,,,,,0,1,892,219.25348451,13.500,283.21329666
7,92E,92,E,3,2,1,1,1,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1049,175.40278761,10.800,226.57063733
7,93E,93,E,3,1,1,2,12,F,D,E,W,1,,,,,,,,,57,10,10,11,8,4,4,0,,,,,,,,,0,1,990,175.40278761,10.800,226.57063733
7,93E,93,E,3,2,1,1,9,L,D,E,W,2,,,,,,,,,176,0,0,0,12,5,0,-24,,,,,,,,,0,1,1220,175.40278761,10.800,226.57063733
7,94D,94,D,3,1,1,42,12,F,Z,E,W,3,,,,,,,,,60,16,19,20,10,1,0,-8,,,,,,,,,0,1,1018,84.696801989,5.215,126.30362309
7,95F,95,F,3,1,2,71,3,R,D,E,W,4,1,71,12,F,D,E,W,1,79,1,4,23,18,10,0,-48,61,5,2,2,2,2,3,0,0,1,965,386.53575663,23.800,440.8323179
7,96B,96,B,3,1,1,2,63,R,Y,A,W,5,2,2,3,R,B,E,N,1,133,0,12,31,22,9,0,17,,,,,,,,,0,1,1010,32.482,2.000,52.460802032
7,96B,96,B,3,2,1,1,12,F,D,E,W,4,2,1,9,L,P,E,W,2,57,29,31,32,32,34,22,-4,,,,,,,,,0,1,1034,32.482,2.000,52.460802032
7,97D,97,D,3,1,1,2,12,F,R,E,W,2,2,2,4,R,B,E,W,2,69,2,2,2,2,2,14,24,53,2,5,3,2,1,0,-83,0,1,1159,48.398172565,2.980,72.173498911
7,97D,97,D,3,2,1,1,11,F,L,E,E,4,2,1,7,L,B,E,W,1,56,5,3,2,1,0,1,-25,49,0,2,1,0,0,0,-58,0,1,942,48.398172565,2.980,72.173498911
7,98F,98,F,3,1,2,58,1,F,R,E,S,6,1,51,12,L,F,E,W,1,,,,,,,,,,,,,,,,,0,1,1082,325.46964,20.040,371.18826226
7,99E,99,E,3,1,1,2,6,B,D,E,W,1,,,,,,,,,59,2,1,1,2,1,1,0,,,,,,,,,0,0,902,128.00228143,7.881,165.34263154
7,99E,99,E,3,2,2,3,6,B,D,E,W,1,1,1,12,F,D,E,W,1,59,1,0,1,1,0,2,0,59,4,3,2,2,3,4,0,0,1,973,128.00228143,7.881,165.34263154
7,100E,100,E,3,1,1,2,12,F,D,E,W,3,,,,,,,,,69,5,8,16,12,11,11,0,,,,,,,,,0,1,1250,128.00228143,7.881,165.34263154
7,101F,101,F,3,1,1,2,11,F,D,E,W,2,,,,,,,,,63,1,1,0,6,8,14,0,,,,,,,,,0,1,1083,224.0039925,13.792,255.46976583
7,101F,101,F,3,2,1,1,2,R,Z,A,W,2,,,,,,,,,78,0,5,7,7,5,0,-52,,,,,,,,,0,1,1001,224.0039925,13.792,255.46976583
7,103C,103,C,3,1,1,2,1,F,D,E,W,1,,,,,,,,,74,9,5,6,6,0,0,0,,,,,,,,,0,1,1040,27.387138148,1.686,39.076552401
7,103C,103,C,3,2,1,1,11,F,L,A,E,7,,,,,,,,,59,19,10,7,5,3,1,-25,,,,,,,,,0,1,1034,27.387138148,1.686,39.076552401
7,104E,104,E,3,2,1,1,11,F,L,E,E,1,,,,,,,,,60,10,1,0,0,0,0,-26,,,,,,,,,0,1,1083,176.06017381,10.840,227.41979379
7,105F,105,F,3,2,1,1,1,F,Z,E,W,1,,,,,,,,,74,3,3,2,3,7,10,15,,,,,,,,,0,1,1120,308.10530416,18.971,351.3847634
7,106E,106,E,3,1,1,45,12,F,Y,E,W,2,,,,,,,,,60,1,9,19,10,4,3,-3,,,,,,,,,0,1,990,160.40307643,9.876,207.19526612
