ACCSEQ,CASEID,CASENO,CLASS2,CLASS1,GADEV1,GADEV2,OBJCONT,RATWGT,PSU,STRATIF,VEHNUM,VERSION
2," 27G",27,0,2,R,0,54,8977.1907083,11,G,1,8
1," 28K",28,0,30,F,0,42,74.157487517,11,K,1,8
1," 29K",29,2,3,F,F,2,74.157487517,11,K,1,8
1," 30C",30,0,14,R,0,50,64.401877258,11,C,1,8
2," 30C",30,0,14,R,0,42,64.401877258,11,C,1,8
1," 31D",31,0,1,T,N,31,92.144192304,11,D,1,8
2," 31D",31,0,1,B,0,51,92.144192304,11,D,1,8
1," 32F",32,14,1,F,B,2,880.02867796,11,F,1,8
2," 32F",32,2,14,F,B,3,880.02867796,11,F,2,8
1," 33G",33,68,2,F,L,2,1394.3231066,11,G,1,8
2," 33G",33,0,2,F,0,54,1394.3231066,11,G,1,8
3," 33G",33,0,2,F,0,41,1394.3231066,11,G,1,8
4," 33G",33,0,2,F,0,41,1394.3231066,11,G,1,8
1," 34J",34,0,1,F,0,51,51.112600998,11,J,1,8
1," 35K",35,0,30,F,0,42,48.753540901,11,K,1,8
1," 36K",36,0,2,L,0,42,48.753540901,11,K,1,8
1," 37E",37,14,14,L,L,2,1309.9236576,11,E,1,8
2," 37E",37,0,14,R,0,42,1309.9236576,11,E,2,8
1," 38K",38,20,1,T,L,2,48.753540901,11,K,1,8
1," 39D",39,5,2,F,B,2,157.12291162,11,D,1,8
2," 39D",39,1,2,F,F,3,157.12291162,11,D,1,8
3," 39D",39,0,1,R,0,51,157.12291162,11,D,3,8
1," 40E",40,31,28,9,9,2,843.85183573,11,E,1,8
2," 40E",40,31,28,L,R,2,843.85183573,11,E,1,8
1," 41G",41,31,2,R,F,2,2377.5791047,11,G,1,8
1," 42B",42,0,2,F,0,42,82.078215987,11,B,1,8
1," 43B",43,0,1,F,0,50,82.078215987,11,B,1,8
2," 43B",43,0,1,T,N,31,82.078215987,11,B,1,8
3," 43B",43,0,1,T,0,42,82.078215987,11,B,1,8
1," 44J",44,0,1,L,0,50,116.82423866,11,J,1,8
2," 44J",44,0,1,T,N,31,116.82423866,11,J,1,8
1," 45K",45,0,3,L,0,42,111.43231192,11,K,1,8
1," 46J",46,68,4,R,R,2,51.112600998,11,J,1,8
2," 46J",46,68,4,R,F,2,51.112600998,11,J,1,8
3," 46J",46,0,4,L,0,50,51.112600998,11,J,1,8
1," 47K",47,68,3,L,F,2,48.753540901,11,K,1,8
2," 47K",47,21,3,R,L,3,48.753540901,11,K,1,8
3," 47K",47,1,68,L,L,4,48.753540901,11,K,2,8
1," 48F",48,15,3,F,B,2,647.21685839,11,F,1,8
2," 48F",48,31,15,F,B,3,647.21685839,11,F,2,8
1," 49H",49,1,2,L,F,2,2254.6649202,11,H,1,8
1," 50A",50,0,3,F,0,50,44.888277817,11,A,1,8
2," 50A",50,0,3,F,0,42,44.888277817,11,A,1,8
1," 51B",51,0,2,F,0,76,44.888277817,11,B,1,8
2," 51B",51,0,2,R,0,41,44.888277817,11,B,1,8
3," 51B",51,0,2,R,0,41,44.888277817,11,B,1,8
4," 51B",51,0,2,R,0,41,44.888277817,11,B,1,8
5," 51B",51,0,2,R,0,42,44.888277817,11,B,1,8
1," 52J",52,0,3,T,N,31,51.112600998,11,J,1,8
1," 53C",53,0,1,L,0,55,175.14584609,11,C,1,8
2," 53C",53,0,1,F,0,54,175.14584609,11,C,1,8
1," 54K",54,0,15,F,0,42,48.753540901,11,K,1,8
1," 55K",55,0,5,F,0,56,48.753540901,11,K,1,8
2," 55K",55,0,5,F,0,60,48.753540901,11,K,1,8
1," 56C",56,50,20,F,R,2,66.105630625,11,C,1,8
1," 57C",57,1,3,L,F,2,66.105630625,11,C,1,8
1," 58C",58,0,14,T,N,31,66.105630625,11,C,1,8
1," 59G",59,0,2,F,0,60,1431.2099613,11,G,1,8
2," 59G",59,0,2,L,0,50,1431.2099613,11,G,1,8
1," 60D",60,3,3,F,B,2,48.753540901,11,D,1,8
2," 60D",60,3,3,F,B,2,48.753540901,11,D,1,8
1," 61D",61,1,1,F,R,2,48.753540901,11,D,1,8
1," 62E",62,2,4,F,R,2,225.36405455,11,E,1,8
2," 62E",62,2,4,L,R,2,225.36405455,11,E,1,8
3," 62E",62,1,2,R,F,3,225.36405455,11,E,2,8
4," 62E",62,1,1,F,L,4,225.36405455,11,E,3,8
5," 62E",62,0,1,F,0,56,225.36405455,11,E,3,8
1," 63E",63,0,21,T,N,31,225.36405455,11,E,1,8
1," 64F",64,20,16,F,R,2,400.7622662,11,F,1,8
2," 64F",64,0,20,F,0,42,400.7622662,11,F,2,8
1," 66A",66,0,14,T,N,31,44.888277817,11,A,1,8
1," 67J",67,0,1,9,N,31,51.112600998,11,J,1,8
1," 68J",68,68,3,F,F,2,51.112600998,11,J,1,8
1," 69K",69,0,21,F,0,50,48.753540901,11,K,1,8
2," 69K",69,0,21,R,0,51,48.753540901,11,K,1,8
3," 69K",69,0,21,F,0,42,48.753540901,11,K,1,8
4," 69K",69,0,21,R,0,68,48.753540901,11,K,1,8
5," 69K",69,0,21,T,N,31,48.753540901,11,K,1,8
1," 70D",70,2,2,F,F,2,154.61697961,11,D,1,8
1," 71E",71,45,1,9,L,2,830.39335728,11,E,1,8
1," 72G",72,0,4,L,0,54,2339.6594181,11,G,1,8
2," 72G",72,0,4,F,0,54,2339.6594181,11,G,1,8
3," 72G",72,0,4,R,0,54,2339.6594181,11,G,1,8
4," 72G",72,0,4,U,0,60,2339.6594181,11,G,1,8
1," 73J",73,0,2,T,N,31,51.112600998,11,J,1,8
1," 74K",74,0,3,F,0,70,48.753540901,11,K,1,8
2," 74K",74,0,3,F,0,42,48.753540901,11,K,1,8
1," 75D",75,2,1,F,B,2,132.85339896,11,D,1,8
2," 75D",75,1,2,F,B,3,132.85339896,11,D,2,8
1," 76D",76,2,1,R,F,2,132.85339896,11,D,1,8
2," 76D",76,0,1,R,0,59,132.85339896,11,D,1,8
1," 77D",77,0,1,R,0,42,132.85339896,11,D,1,8
1," 78G",78,30,20,L,F,2,2010.3335796,11,G,1,8
1," 79D",79,3,4,F,B,2,48.753540901,11,D,1,8
2," 79D",79,0,3,F,0,54,48.753540901,11,D,2,8
1," 80D",80,2,2,R,F,2,48.753540901,11,D,1,8
1," 81E",81,2,1,L,F,2,252.46429813,11,E,1,8
1," 82F",82,20,2,F,B,2,448.95431285,11,F,1,8
2," 82F",82,14,20,F,B,3,448.95431285,11,F,2,8
1," 83G",83,31,2,F,B,2,711.32610548,11,G,1,8
1," 84G",84,50,3,F,B,2,711.32610548,11,G,1,8
1," 85B",85,0,3,T,N,31,45.976818554,11,B,1,8
2," 85B",85,0,3,T,0,51,45.976818554,11,B,1,8
3," 85B",85,0,3,9,0,57,45.976818554,11,B,1,8
1," 86B",86,31,2,R,F,2,45.976818554,11,B,1,8
2," 86B",86,30,31,L,F,3,45.976818554,11,B,2,8
1," 87F",87,2,3,B,F,2,4769.1501238,11,F,1,8
1," 88K",88,0,2,9,N,31,62.419767835,11,K,1,8
1," 89J",89,0,1,F,0,42,51.112600998,11,J,1,8
2," 89J",89,0,1,F,0,41,51.112600998,11,J,1,8
3," 89J",89,0,1,B,0,42,51.112600998,11,J,1,8
4," 89J",89,0,1,F,0,88,51.112600998,11,J,1,8
1," 90K",90,2,1,L,F,2,48.753540901,11,K,1,8
1," 91K",91,3,3,F,F,2,48.753540901,11,K,1,8
1," 92D",92,0,3,F,0,42,131.63456043,11,D,1,8
1," 93D",93,1,3,F,F,2,131.63456043,11,D,1,8
1," 94E",94,30,68,F,B,2,706.9628759,11,E,1,8
2," 94E",94,0,30,F,0,42,706.9628759,11,E,2,8
3," 94E",94,0,30,F,0,42,706.9628759,11,E,2,8
1," 95H",95,1,1,F,F,2,4379.5649529,11,H,1,8
1," 96C",96,1,68,F,L,2,54.747274848,11,C,1,8
1," 97C",97,1,1,L,F,2,54.747274848,11,C,1,8
2," 97C",97,1,1,L,R,2,54.747274848,11,C,1,8
1," 98D",98,0,1,F,0,42,78.330689048,11,D,1,8
1," 99E",99,3,5,F,B,2,420.68655084,11,E,1,8
1,100G,100,3,3,F,R,2,1185.2975968,11,G,1,8
1,101H,101,4,3,F,B,2,2606.1114905,11,H,1,8
1,102A,102,0,39,F,0,42,44.888277817,11,A,1,8
1,103B,103,20,1,F,F,2,44.888277817,11,B,1,8
2,103B,103,0,20,R,N,31,44.888277817,11,B,2,8
1,104B,104,0,2,R,0,41,44.888277817,11,B,1,8
2,104B,104,0,2,R,0,41,44.888277817,11,B,1,8
3,104B,104,0,2,F,0,61,44.888277817,11,B,1,8
4,104B,104,0,2,T,N,32,44.888277817,11,B,1,8
5,104B,104,0,2,9,0,42,44.888277817,11,B,1,8
1,105J,105,0,14,F,0,42,51.112600998,11,J,1,8
1,106D,106,0,2,R,0,63,108.50588063,11,D,1,8
1,107F,107,30,15,R,F,2,1036.2919713,11,F,1,8
1,108K,108,0,1,T,N,31,48.753540901,11,K,1,8
1,109K,109,0,1,F,0,42,48.753540901,11,K,1,8
1,110C,110,0,30,T,N,31,197.29463986,11,C,1,8
1,111G,111,21,21,R,L,2,4271.497771,11,G,1,8
1,112A,112,0,1,L,0,42,44.888277817,11,A,1,8
2,112A,112,0,1,L,0,43,44.888277817,11,A,1,8
3,112A,112,0,1,L,0,41,44.888277817,11,A,1,8
1,113D,113,30,1,L,F,2,394.75742068,11,D,1,8
2,113D,113,30,1,L,R,2,394.75742068,11,D,1,8
1,114J,114,0,15,T,N,31,51.732341286,11,J,1,8
1,115K,115,0,4,F,0,42,48.753540901,11,K,1,8
1,116E,116,1,4,R,F,2,1335.3743211,11,E,1,8
1,117K,117,0,1,T,N,31,48.753540901,11,K,1,8
1,118F,118,1,1,L,F,2,1853.1820838,11,F,1,8
1,119E,119,1,2,F,B,2,403.96382405,11,E,1,8
1,120G,120,0,2,L,0,54,1138.1807877,11,G,2,8
2,120G,120,2,15,L,R,2,1138.1807877,11,G,1,8
3,120G,120,4,15,B,F,3,1138.1807877,11,G,1,8
1,121B,121,0,2,L,0,42,55.885905882,11,B,1,8
1,122B,122,0,3,T,N,31,55.885905882,11,B,1,8
2,122B,122,0,3,T,0,51,55.885905882,11,B,1,8
1,123B,123,0,1,F,0,76,54.157707186,11,B,1,8
2,123B,123,0,1,L,0,42,54.157707186,11,B,1,8
1,124G,124,4,1,L,F,2,8900.7980322,11,G,1,8
2,124G,124,4,1,L,R,2,8900.7980322,11,G,1,8
1,125B,125,3,4,F,F,2,86.262252363,11,B,1,8
1,126K,126,2,14,F,F,2,117.11270886,11,K,1,8
1,127C,127,0,30,F,0,42,163.5603232,11,C,1,8
1,128G,128,31,15,F,B,2,3541.1380485,11,G,1,8
1,129B,129,0,1,F,0,68,50.319759432,11,B,1,8
2,129B,129,0,1,T,N,31,50.319759432,11,B,1,8
1,130K,130,0,30,F,0,42,68.315899188,11,K,1,8
1,131J,131,0,30,F,0,51,147.20429088,11,J,1,8
1,132K,132,2,2,F,F,2,140.4101978,11,K,1,8
2,132K,132,1,2,F,L,3,140.4101978,11,K,2,8
3,132K,132,0,2,B,0,50,140.4101978,11,K,1,8
1,133B,133,1,21,F,L,2,44.888277817,11,B,1,8
1,134E,134,2,3,R,F,2,2471.7516846,11,E,1,8
1,135A,135,3,2,R,F,2,115.99130988,11,A,1,8
1,136K,136,2,1,L,F,2,157.47393711,11,K,1,8
2,136K,136,2,1,L,R,2,157.47393711,11,K,1,8
3,136K,136,0,1,R,0,57,157.47393711,11,K,1,8
1,137E,137,4,80,F,F,2,649.35849342,11,E,1,8
1,138H,138,9,1,R,F,2,4022.7115122,11,H,1,8
1,139J,139,20,2,R,F,2,75.52781268,11,J,1,8
2,139J,139,60,2,L,F,3,75.52781268,11,J,1,8
1,140K,140,0,3,F,0,42,72.041888552,11,K,1,8
1,141B,141,0,15,T,N,31,89.282784577,11,B,1,8
1,142K,142,0,20,F,0,54,121.21349107,11,K,1,8
1,143A,143,0,30,T,N,31,44.888277817,11,A,1,8
1,144H,144,9,2,F,B,2,1558.0870041,11,H,1,8
1,145D,145,30,4,F,B,2,604.89005732,11,D,1,8
2,145D,145,1,30,F,B,3,604.89005732,11,D,2,8
1,146K,146,4,14,L,F,2,75.611257165,11,K,1,8
2,146K,146,0,14,T,N,31,75.611257165,11,K,1,8
1,147J,147,0,4,T,N,31,72.003598842,11,J,1,8
1,148K,148,0,15,T,N,31,68.680331906,11,K,1,8
1,149J,149,68,2,L,F,2,151.57569608,11,J,1,8
2,149J,149,0,2,F,0,54,151.57569608,11,J,1,8
3,149J,149,68,2,L,L,2,151.57569608,11,J,1,8
4,149J,149,0,2,R,0,54,151.57569608,11,J,1,8
1,150K,150,0,1,F,0,45,144.57984438,11,K,1,8
2,150K,150,0,1,F,0,42,144.57984438,11,K,1,8
1,151J,151,0,2,L,0,50,51.112600998,11,J,1,8
2,151J,151,0,2,L,0,42,51.112600998,11,J,1,8
1,152G,152,1,14,B,F,2,5518.2734588,11,G,1,8
1,153K,153,20,5,F,R,2,48.753540901,11,K,1,8
1,154D,154,0,2,L,0,45,125.08208454,11,D,1,8
2,154D,154,0,2,L,0,62,125.08208454,11,D,1,8
3,154D,154,0,2,L,0,42,125.08208454,11,D,1,8
1,155F,155,0,31,F,0,42,1194.6040086,11,F,1,8
1,156H,156,1,21,F,L,2,4161.5599418,11,H,1,8
2,156H,156,1,21,R,L,2,4161.5599418,11,H,1,8
1,157B,157,68,1,R,F,2,44.888277817,11,B,1,8
2,157B,157,0,1,L,0,42,44.888277817,11,B,1,8
1,158K,158,0,30,F,0,42,48.753540901,11,K,1,8
1,159E,159,1,1,L,F,2,588.37639942,11,E,1,8
2,159E,159,1,1,L,R,2,588.37639942,11,E,1,8
3,159E,159,21,1,F,L,3,588.37639942,11,E,2,8
1,160G,160,0,20,F,0,76,1657.7690226,11,G,1,8
1,161A,161,0,31,F,0,56,53.993864972,11,A,1,8
2,161A,161,68,31,R,F,2,53.993864972,11,A,1,8
3,161A,161,0,31,N,N,33,53.993864972,11,A,1,8
4,161A,161,0,68,N,N,33,53.993864972,11,A,2,8
1,162G,162,0,4,F,0,76,8873.8706284,11,G,1,8
1,163J,163,14,3,F,L,2,51.112600998,11,J,1,8
1,164G,164,0,2,F,0,76,4972.3480097,11,G,1,8
1,165C,165,0,21,T,N,31,101.15183738,11,C,1,8
1,166F,166,1,3,B,F,2,1382.2037728,11,F,1,8
1,167C,167,2,4,L,F,2,277.41875318,11,C,1,8
1,168K,168,4,30,F,L,2,49.615259737,11,K,1,8
1,169F,169,3,1,F,L,2,855.39718746,11,F,1,8
1,170G,170,0,4,F,0,50,1355.2968143,11,G,1,8
1,171C,171,30,3,R,F,2,131.84495428,11,C,1,8
1,172E,172,5,4,F,R,2,1013.1170769,11,E,1,8
1,173G,173,4,3,F,B,2,2854.4892488,11,G,1,8
1,174H,174,0,20,L,0,42,6276.1598866,11,H,1,8
1,175J,175,0,2,F,0,42,51.112600998,11,J,1,8
2,175J,175,0,2,L,0,42,51.112600998,11,J,1,8
3,175J,175,0,2,L,0,42,51.112600998,11,J,1,8
1,176K,176,68,1,F,9,2,48.753540901,11,K,1,8
1,177E,177,68,2,L,U,2,721.15450104,11,E,1,8
1,178G,178,45,3,9,F,2,2031.8755027,11,G,1,8
1,179A,179,0,30,R,0,41,44.888277817,11,A,1,8
2,179A,179,0,30,R,0,41,44.888277817,11,A,1,8
3,179A,179,0,30,R,0,41,44.888277817,11,A,1,8
4,179A,179,0,30,L,0,42,44.888277817,11,A,1,8
5,179A,179,0,30,L,0,41,44.888277817,11,A,1,8
6,179A,179,0,30,L,0,42,44.888277817,11,A,1,8
1,180K,180,0,2,F,0,64,48.753540901,11,K,1,8
2,180K,180,68,2,L,F,2,48.753540901,11,K,1,8
3,180K,180,0,2,R,0,64,48.753540901,11,K,1,8
4,180K,180,0,68,9,0,64,48.753540901,11,K,2,8
1,181E,181,0,2,F,0,60,1220.1655562,11,E,1,8
2,181E,181,0,2,T,N,31,1220.1655562,11,E,1,8
1,182K,182,4,1,F,L,2,48.753540901,11,K,1,8
2,182K,182,4,1,L,L,2,48.753540901,11,K,1,8
3,182K,182,68,1,F,R,3,48.753540901,11,K,1,8
1,183D,183,1,3,F,L,2,171.61246397,11,D,1,8
1,184E,184,0,4,F,0,70,235.65429197,11,E,1,8
2,184E,184,0,4,F,0,70,235.65429197,11,E,1,8
3,184E,184,0,4,F,0,70,235.65429197,11,E,1,8
1,"  1E",1,0,21,F,0,42,428.93151079,12,E,1,8
1,"  2H",2,39,2,F,B,2,139.43798012,12,H,1,8
1,"  3K",3,0,3,R,0,52,30.442818512,12,K,1,8
1,"  4E",4,2,30,F,B,2,971.11159912,12,E,1,8
1,"  5H",5,1,4,F,B,2,3049.0015779,12,H,1,8
1,"  6K",6,68,5,F,B,2,100.46130109,12,K,1,8
1,"  7F",7,3,1,R,F,2,2177.6501593,12,F,1,8
1,"  8K",8,4,4,F,F,2,47.365220252,12,K,1,8
2,"  8K",8,1,4,B,L,3,47.365220252,12,K,2,8
1,"  9E",9,3,14,R,F,2,498.03131131,12,E,1,8
2,"  9E",9,0,14,L,N,31,498.03131131,12,E,1,8
1," 10F",10,3,3,R,B,2,431.62856174,12,F,1,8
1," 11G",11,16,30,F,B,2,2648.5311757,12,G,1,8
1," 12H",12,3,3,F,L,2,1563.6701852,12,H,1,8
1," 13B",13,30,4,R,F,2,26.978537659,12,B,1,8
1," 14B",14,0,1,R,0,70,26.978537659,12,B,1,8
1," 15F",15,2,3,F,R,2,2033.8556172,12,F,1,8
1," 16J",16,14,31,F,F,2,33.503681252,12,J,1,8
1," 17F",17,2,14,F,B,2,2123.4844576,12,F,1,8
1," 18J",18,0,30,F,0,42,34.980136156,12,J,1,8
1," 19K",19,4,1,F,F,2,46.187083176,12,K,1,8
1," 20K",20,31,4,L,F,2,46.187083176,12,K,1,8
2," 20K",20,0,4,R,0,62,46.187083176,12,K,1,8
3," 20K",20,0,4,R,0,42,46.187083176,12,K,1,8
1," 21J",21,30,3,F,F,2,23.056098444,12,J,1,8
2," 21J",21,0,30,T,N,31,23.056098444,12,J,2,8
1," 22C",22,2,20,R,L,2,53.820106776,12,C,1,8
2," 22C",22,0,20,R,0,42,53.820106776,12,C,1,8
1," 23F",23,31,2,R,F,2,612.59495817,12,F,1,8
2," 23F",23,0,2,F,0,68,612.59495817,12,F,1,8
1," 24H",24,3,3,R,F,2,2219.2610884,12,H,1,8
1," 25A",25,0,3,F,0,50,23.207144591,12,A,1,8
2," 25A",25,0,3,T,N,31,23.207144591,12,A,1,8
3," 25A",25,0,3,T,0,41,23.207144591,12,A,1,8
1," 26J",26,20,3,L,F,2,44.728830981,12,J,1,8
2," 26J",26,1,20,L,F,3,44.728830981,12,J,2,8
1," 27C",27,2,5,F,F,2,93.798356762,12,C,1,8
1," 28F",28,0,1,T,N,31,1067.6381724,12,F,1,8
1," 29G",29,3,2,L,F,2,9282.902629,12,G,1,8
1," 30J",30,60,30,R,F,2,24.920760405,12,J,1,8
2," 30J",30,60,30,R,L,2,24.920760405,12,J,1,8
3," 30J",30,3,30,L,F,3,24.920760405,12,J,1,8
4," 30J",30,0,60,F,0,71,24.920760405,12,J,2,8
1," 31J",31,0,3,F,0,50,24.920760405,12,J,1,8
2," 31J",31,0,3,F,0,64,24.920760405,12,J,1,8
1," 32K",32,0,2,F,0,42,32.904881459,12,K,1,8
1," 33J",33,20,30,F,F,2,76.085124864,12,J,1,8
1," 34F",34,1,3,F,F,2,1429.8392278,12,F,1,8
1," 35K",35,0,5,F,0,51,31.099876012,12,K,1,8
2," 35K",35,0,5,F,0,42,31.099876012,12,K,1,8
3," 35K",35,0,5,F,0,42,31.099876012,12,K,1,8
4," 35K",35,0,5,L,0,56,31.099876012,12,K,1,8
1," 36K",36,4,4,R,F,2,31.099876012,12,K,1,8
2," 36K",36,4,4,R,L,2,31.099876012,12,K,1,8
3," 36K",36,4,4,R,L,2,31.099876012,12,K,1,8
4," 36K",36,0,4,F,0,50,31.099876012,12,K,1,8
5," 36K",36,0,4,R,0,51,31.099876012,12,K,1,8
1," 37F",37,20,3,R,F,2,1560.72801,12,F,1,8
1," 38J",38,2,5,F,L,2,25.709855375,12,J,1,8
1," 39E",39,2,4,F,L,2,3280.4741699,12,E,1,8
1," 40J",40,4,31,F,R,2,46.83414097,12,J,1,8
2," 40J",40,0,4,F,0,50,46.83414097,12,J,2,8
1," 41K",41,1,3,F,F,2,61.838877779,12,K,1,8
1," 42K",42,0,4,F,0,56,61.838877779,12,K,1,8
2," 42K",42,0,4,T,N,32,61.838877779,12,K,1,8
1," 43F",43,31,3,L,F,2,164.9464586,12,F,1,8
1," 44G",44,2,30,F,L,2,1012.1337572,12,G,1,8
2," 44G",44,2,30,R,L,2,1012.1337572,12,G,1,8
1," 45G",45,0,1,U,0,61,1012.1337572,12,G,1,8
1," 46H",46,3,3,R,F,2,597.55512569,12,H,1,8
1," 47K",47,5,31,F,F,2,404.28062984,12,K,1,8
2," 47K",47,0,5,R,0,78,404.28062984,12,K,2,8
3," 47K",47,0,5,B,0,78,404.28062984,12,K,2,8
4," 47K",47,0,31,F,0,50,404.28062984,12,K,1,8
1," 48K",48,2,3,F,R,2,59.059067913,12,K,1,8
1," 49K",49,0,14,F,0,70,45.018078945,12,K,1,8
1," 50K",50,3,4,F,F,2,45.018078945,12,K,1,8
2," 50K",50,0,3,F,0,52,45.018078945,12,K,2,8
1," 51K",51,14,1,L,F,2,30.442818512,12,K,1,8
1," 52E",52,0,1,F,0,52,448.14945123,12,E,1,8
1," 53F",53,2,3,F,F,2,388.39747358,12,F,1,8
1," 54G",54,0,2,T,N,31,2383.2593774,12,G,1,8
1," 55B",55,3,2,F,L,2,23.929350931,12,B,1,8
1," 56F",56,3,3,R,F,2,1803.9837971,12,F,1,8
2," 56F",56,3,3,R,L,2,1803.9837971,12,F,1,8
3," 56F",56,0,3,F,0,51,1803.9837971,12,F,1,8
1," 57J",57,0,5,F,0,72,29.717005284,12,J,1,8
2," 57J",57,2,5,R,F,2,29.717005284,12,J,1,8
3," 57J",57,2,5,R,L,2,29.717005284,12,J,1,8
4," 57J",57,0,2,B,0,70,29.717005284,12,J,2,8
1," 58K",58,3,31,9,9,2,39.23774878,12,K,1,8
2," 58K",58,0,31,9,N,31,39.23774878,12,K,1,8
3," 58K",58,0,3,9,N,31,39.23774878,12,K,2,8
1," 59C",59,5,2,L,F,2,222.80183877,12,C,1,8
2," 59C",59,5,2,L,R,2,222.80183877,12,C,1,8
1," 61H",61,0,3,B,0,70,10730.808918,12,H,1,8
2," 61H",61,0,3,R,0,70,10730.808918,12,H,1,8
1," 62K",62,31,5,R,F,2,64.427151578,12,K,1,8
2," 62K",62,31,5,R,L,2,64.427151578,12,K,1,8
1," 63K",63,2,5,F,F,2,64.427151578,12,K,1,8
1," 64J",64,U,30,B,F,2,34.384136011,12,J,1,8
2," 64J",64,0,30,T,N,31,34.384136011,12,J,1,8
1," 65K",65,0,2,F,0,58,45.400136318,12,K,1,8
2," 65K",65,0,2,T,N,31,45.400136318,12,K,1,8
1," 66C",66,2,2,L,F,2,198.61138029,12,C,1,8
1," 67K",67,0,3,F,0,54,49.17047939,12,K,1,8
1," 68J",68,3,2,F,B,2,65.509868911,12,J,1,8
2," 68J",68,2,3,F,B,3,65.509868911,12,J,2,8
1," 69K",69,3,20,F,F,2,86.497941309,12,K,1,8
1," 70C",70,30,3,L,F,2,118.51142015,12,C,1,8
1," 71H",71,0,20,F,0,41,4886.7941558,12,H,1,8
1," 72A",72,0,4,F,0,51,28.223600966,12,A,1,8
1," 73H",73,3,2,9,F,2,7708.1315408,12,H,1,8
1," 74K",74,21,2,L,F,2,135.26505335,12,K,1,8
1," 75K",75,0,16,T,N,31,135.26505335,12,K,1,8
1," 76J",76,3,2,F,L,2,44.728830981,12,J,1,8
2," 76J",76,3,2,R,L,2,44.728830981,12,J,1,8
3," 76J",76,0,2,F,0,57,44.728830981,12,J,1,8
4," 76J",76,0,3,9,0,50,44.728830981,12,J,2,8
1," 77K",77,3,1,L,F,2,59.059067913,12,K,1,8
1," 78E",78,1,14,F,L,2,1590.4056921,12,E,1,8
1," 79A",79,0,2,R,0,42,34.451470288,12,A,1,8
2," 79A",79,0,2,R,0,42,34.451470288,12,A,1,8
3," 79A",79,0,2,T,N,31,34.451470288,12,A,1,8
1," 80C",80,4,2,R,F,2,228.18159508,12,C,1,8
2," 80C",80,4,2,L,F,2,228.18159508,12,C,1,8
3," 80C",80,4,2,R,F,3,228.18159508,12,C,1,8
1," 81K",81,0,5,L,0,51,56.491216172,12,K,1,8
2," 81K",81,0,5,T,N,31,56.491216172,12,K,1,8
1," 82J",82,0,2,N,N,38,23.056098444,12,J,2,8
2," 82J",82,0,5,F,0,88,23.056098444,12,J,1,8
3," 82J",82,0,2,9,0,60,23.056098444,12,J,2,8
4," 82J",82,0,2,T,N,31,23.056098444,12,J,2,8
5," 82J",82,0,2,9,0,56,23.056098444,12,J,2,8
1," 83H",83,4,2,9,F,2,2343.5721603,12,H,1,8
1," 84B",84,0,31,T,N,31,23.207144591,12,B,1,8
1," 85F",85,3,31,9,L,2,981.49091296,12,F,1,8
2," 85F",85,0,3,R,0,56,981.49091296,12,F,2,8
1," 86K",86,0,1,F,0,54,30.442818512,12,K,1,8
2," 86K",86,0,1,B,0,54,30.442818512,12,K,1,8
1," 87K",87,0,1,B,0,57,30.442818512,12,K,1,8
2," 87K",87,0,1,F,0,57,30.442818512,12,K,1,8
3," 87K",87,0,1,F,0,59,30.442818512,12,K,1,8
1," 88K",88,0,31,F,0,52,30.442818512,12,K,1,8
1," 89E",89,31,2,R,F,2,1059.2476579,12,E,1,8
1," 90G",90,39,1,R,F,2,5633.0804527,12,G,1,8
1," 91A",91,3,4,F,L,2,23.207144591,12,A,1,8
2," 91A",91,0,4,R,0,50,23.207144591,12,A,1,8
3," 91A",91,0,4,L,0,42,23.207144591,12,A,1,8
4," 91A",91,0,3,R,0,43,23.207144591,12,A,2,8
5," 91A",91,0,3,R,0,42,23.207144591,12,A,2,8
1," 92K",92,1,3,R,F,2,30.442818512,12,K,1,8
2," 92K",92,1,3,R,L,2,30.442818512,12,K,1,8
3," 92K",92,0,1,F,0,56,30.442818512,12,K,2,8
1," 93E",93,4,31,F,B,2,459.96552384,12,E,1,8
1," 94F",94,4,30,F,B,2,398.63810366,12,F,1,8
2," 94F",94,0,4,F,0,U,398.63810366,12,F,2,8
1," 95H",95,0,3,U,0,44,1444.1549347,12,H,1,8
2," 95H",95,0,3,L,0,42,1444.1549347,12,H,1,8
3," 95H",95,0,3,B,0,42,1444.1549347,12,H,1,8
4," 95H",95,0,3,R,N,31,1444.1549347,12,H,1,8
1," 96J",96,5,3,F,R,3,44.728830981,12,J,2,8
2," 96J",96,5,5,F,B,3,44.728830981,12,J,1,8
1," 97K",97,31,2,F,F,2,30.442818512,12,K,1,8
1," 98K",98,0,14,F,0,56,30.442818512,12,K,1,8
2," 98K",98,0,14,L,0,50,30.442818512,12,K,1,8
3," 98K",98,0,14,T,N,31,30.442818512,12,K,1,8
1," 99E",99,0,1,R,0,68,783.5348108,12,E,1,8
2," 99E",99,0,1,F,0,51,783.5348108,12,E,1,8
1,100G,100,20,3,F,R,2,4166.8391655,12,G,1,8
1,101K,101,3,1,F,B,2,100.46130109,12,K,1,8
1,102B,102,0,3,9,0,56,23.207144591,12,B,1,8
2,102B,102,0,3,9,N,31,23.207144591,12,B,1,8
3,102B,102,0,3,9,0,64,23.207144591,12,B,1,8
4,102B,102,0,3,N,N,33,23.207144591,12,B,1,8
1,103E,103,5,2,R,F,2,1781.0508911,12,E,1,8
