CASEID,CASENO,FAILLF,FAILLR,FAILRF,FAILRR,FAILTG,GLIMPBL,GLIMPLF,GLIMPLR,GLIMPOTH,GLIMPRF,GLIMPRR,GLIMPRUF,GLIMPWS,GLOCCBL,GLOCCLF,GLOCCLR,GLOCCOTH,GLOCCRF,GLOCCRR,GLOCCRUF,GLOCCWS,GLPREBL,GLPRELF,GLPRELR,GLPREOTH,GLPRERF,GLPRERR,GLPRERUF,GLPREWS,GLTYPBL,GLTYPLF,GLTYPLR,GLTYPOTH,GLTYPRF,GLTYPRR,GLTYPRUF,GLTYPWS,OPENLF,OPENLR,OPENRF,OPENRR,OPENTG,PASINTEG,PSU,STRATIF,VEHNO,VERSION,ADAPTEQ,BOLSTDEF,COLUMTYP,GLOVOPEN,CDRIR1,INLOC1,INCOMP1,INMAG1,CDRIR2,INLOC2,INCOMP2,INMAG2,CDRIR3,INLOC3,INCOMP3,INMAG3,CDRIR4,INLOC4,INCOMP4,INMAG4,CDRIR5,INLOC5,INCOMP5,INMAG5,CDRIR6,INLOC6,INCOMP6,INMAG6,CDRIR7,INLOC7,INCOMP7,INMAG7,CDRIR8,INLOC8,INCOMP8,INMAG8,CDRIR9,INLOC9,INCOMP9,INMAG9,CDRIR10,INLOC10,INCOMP10,INMAG10,ODOMETER,PANELDAM,RATWGT,RDEFLOC,RIMDEF,COLMTELE,COLMTILT,BOLSTYPE
" 15B",15,0,0,0,0,0,1,1,1,0,1,1,0,3,1,1,1,0,1,1,0,3,2,3,1,0,3,1,0,1,2,4,2,0,2,2,0,1,1,0,3,0,1,1,49,B,1,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,1,10.883754975,8,12,0,0,0
" 16D",16,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,49,D,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,1,61.551223736,0,0,0,3,0
" 17G",17,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,1,0,49,G,1,8,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1421.0926694,0,0,0,1,2
" 18B",18,0,0,0,0,0,1,6,1,0,6,6,U,3,1,1,1,0,1,1,U,U,2,2,1,0,2,1,U,1,2,4,3,0,4,3,U,1,3,0,3,0,1,12,49,B,2,8,0,0,1,2,2,13,5,6,2,13,6,6,2,13,4,6,2,13,15,5,2,12,15,5,3,13,10,4,3,13,11,4,2,12,3,4,3,13,18,4,2,13,25,4,U,1,10.883754975,0,0,0,0,0
" 19J",19,0,0,0,0,0,1,1,0,0,6,0,0,2,U,1,0,0,1,0,0,U,1,4,0,0,2,0,0,1,4,4,0,0,4,0,0,1,1,0,3,0,0,6,49,J,1,8,0,1,2,1,3,13,5,3,3,13,11,2,3,13,18,2,1,13,14,2,3,13,7,2,2,13,4,1,1,13,13,1,1,11,14,1,,,,,,,,,41,1,11.889576382,0,0,0,1,2
" 19J",19,0,0,0,0,0,6,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,3,1,1,0,7,49,J,2,8,0,0,1,U,2,21,20,2,2,22,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,0,11.889576382,0,0,0,0,0
" 24J",24,0,0,0,0,0,1,1,0,0,4,0,0,2,1,1,0,0,U,0,0,1,1,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,1,6,49,J,1,8,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,12.038196087,0,0,0,1,2
" 25K",25,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,4,1,0,4,1,0,1,2,2,2,0,2,2,0,1,2,0,3,0,0,2,49,K,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,1,9.1782936719,0,0,0,2,0
" 25K",25,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,2,0,1,2,1,0,1,2,3,0,3,3,2,0,1,1,0,1,1,1,0,49,K,2,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,9.1782936719,0,0,0,0,0
" 26K",26,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,49,K,1,8,0,0,2,2,3,13,11,1,3,13,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0,9.0649814043,5,3,0,2,0
" 27K",27,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,2,1,4,4,0,2,4,0,1,2,2,2,0,2,2,0,1,3,3,1,3,0,0,49,K,1,8,0,0,1,U,2,11,5,2,2,12,5,2,2,13,5,2,2,11,2,2,2,12,3,2,2,13,4,1,,,,,,,,,,,,,,,,,430,1,9.0649814043,7,10,0,0,0
" 28K",28,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,3,1,1,0,0,49,K,1,8,0,0,2,2,2,11,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,0,9.0649814043,0,0,0,1,0
" 30K",30,0,0,0,0,0,1,6,1,1,6,1,0,4,1,1,1,1,1,1,0,U,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,1,3,1,0,98,49,K,1,8,0,0,2,2,2,13,6,4,2,11,5,4,2,13,4,3,2,12,5,3,2,12,3,3,2,13,5,3,2,11,2,2,1,11,6,2,1,11,13,2,1,11,16,2,302,U,9.0649814043,0,0,0,2,0
" 31D",31,0,0,0,0,0,6,1,1,6,6,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,3,3,3,0,11,49,D,1,8,0,0,2,1,3,23,11,5,3,23,25,5,3,23,8,5,3,23,18,5,3,23,21,5,3,23,12,5,3,23,14,4,3,23,13,4,3,23,19,3,2,22,21,3,237,0,38.767903806,0,0,0,5,0
" 33G",33,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,4,4,4,0,4,4,0,1,1,0,1,0,0,0,49,G,3,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,895.07211329,0,0,0,3,0
" 34J",34,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,49,J,1,8,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,11.889576382,5,5,0,2,1
" 35J",35,0,0,0,0,0,6,1,0,1,1,0,0,2,1,1,0,1,1,0,0,3,1,4,0,2,2,0,0,1,2,2,0,2,2,0,0,1,1,0,1,0,0,7,49,J,1,8,0,0,1,2,2,12,5,3,2,11,1,3,2,12,3,2,2,11,5,2,2,12,26,2,2,11,2,2,2,13,5,2,2,13,4,1,2,13,26,1,2,11,26,1,131,1,11.889576382,5,10,0,0,0
" 36D",36,0,0,0,0,2,6,1,6,0,1,1,4,1,1,1,1,0,1,1,1,1,1,4,1,0,2,1,U,1,2,2,2,0,2,2,2,1,1,0,1,0,2,98,49,D,1,8,0,0,2,U,3,21,12,3,3,21,27,2,3,21,25,1,3,21,7,1,3,21,14,1,,,,,,,,,,,,,,,,,,,,,118,1,51.217144935,6,4,0,3,0
" 37G",37,0,0,0,0,0,1,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,2,2,0,2,2,2,1,4,4,4,0,4,4,3,1,1,1,1,1,0,0,49,G,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,1182.4997911,0,0,0,1,1
" 37G",37,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,2,1,2,1,2,2,2,0,2,2,3,1,1,0,U,0,1,0,49,G,2,8,0,1,2,1,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,1182.4997911,0,0,0,1,2
" 38A",38,0,0,6,0,6,6,6,6,0,6,6,0,4,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,U,0,2,0,2,98,49,A,1,8,0,0,1,U,3,13,11,4,3,12,11,4,3,13,4,4,3,13,6,4,3,13,25,4,3,13,14,4,3,13,18,4,3,13,7,4,3,13,20,4,3,12,3,4,325,U,10.883754975,5,15,0,0,0
" 38A",38,0,0,0,0,0,1,6,6,6,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,3,3,1,3,6,49,A,2,8,0,0,1,0,3,11,18,2,3,11,11,2,2,13,4,2,3,21,11,2,3,21,7,2,2,12,3,1,2,11,6,1,2,11,2,1,2,11,16,1,2,13,16,1,36,1,10.883754975,7,6,0,0,0
" 38A",38,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,3,2,3,3,2,3,0,1,1,0,1,1,1,0,49,A,3,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,0,10.883754975,0,0,0,1,0
" 38A",38,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,49,A,4,8,0,0,1,1,2,12,15,2,2,11,15,1,2,13,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,0,10.883754975,0,0,0,0,0
" 39B",39,0,0,0,0,0,1,1,1,0,6,1,0,2,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,4,2,4,0,2,4,0,1,1,0,1,0,0,6,49,B,1,8,0,0,2,2,2,13,5,2,2,13,4,1,2,13,15,1,2,13,6,1,,,,,,,,,,,,,,,,,,,,,,,,,208,1,10.883754975,0,0,0,3,0
" 39B",39,0,0,0,0,0,1,6,1,1,1,1,0,2,1,1,1,1,1,1,0,3,1,2,1,1,2,1,0,1,2,2,2,2,2,2,0,1,1,0,1,1,1,6,49,B,2,8,0,0,2,U,2,13,5,3,2,12,5,2,2,11,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,1,10.883754975,5,15,0,1,0
" 40C",40,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,2,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,3,1,0,0,49,C,1,8,0,2,2,2,2,13,15,2,2,13,6,2,2,13,5,2,3,13,10,2,2,13,4,1,2,12,5,1,2,12,3,1,,,,,,,,,,,,,72,1,51.085546522,0,0,0,3,2
" 41G",41,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,49,G,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,1348.8869299,0,0,0,4,2
" 42K",42,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,4,4,4,4,4,4,0,1,1,1,1,1,0,0,49,K,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0,9.0649814043,0,0,0,3,2
" 43K",43,0,0,0,0,0,6,1,0,6,1,0,0,4,1,1,0,1,1,0,0,1,1,4,0,2,4,0,0,1,4,4,0,4,4,0,0,1,3,0,1,0,0,98,49,K,1,8,0,0,1,1,3,11,14,3,3,11,7,3,3,11,6,3,1,11,13,2,3,11,11,1,,,,,,,,,,,,,,,,,,,,,223,0,9.0649814043,0,0,0,0,0
" 44E",44,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,49,E,2,8,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,0,388.80800346,0,0,0,0,2
" 45G",45,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,U,1,U,1,1,0,49,G,2,8,0,0,2,1,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,0,1308.0749902,0,0,0,1,0
" 46A",46,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,4,4,4,0,4,4,0,1,6,2,2,0,2,2,0,1,1,0,1,0,0,0,49,A,1,8,0,1,2,1,1,11,15,2,1,12,15,2,1,13,15,2,1,11,16,2,1,12,16,2,1,13,16,2,1,11,6,2,1,13,6,2,3,13,11,1,,,,,U,0,14.135820962,0,0,0,3,2
" 46A",46,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,49,A,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,14.135820962,0,0,0,3,2
" 47A",47,5,0,5,0,3,6,6,0,0,6,0,U,2,1,1,0,0,1,0,U,1,1,2,0,0,2,0,U,1,2,2,0,0,2,0,U,1,2,0,2,0,2,98,49,A,1,8,0,U,2,2,3,13,6,5,2,23,25,5,3,23,18,5,3,13,18,4,1,22,18,4,1,12,18,4,3,21,25,3,3,22,25,3,3,23,12,3,3,11,27,3,51,U,14.135820962,7,1,0,1,U
" 48B",48,0,0,0,0,0,6,6,6,6,6,6,0,5,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,4,2,2,2,2,2,0,1,3,3,3,3,0,98,49,B,1,8,0,0,2,1,1,11,6,4,1,12,13,3,1,12,16,3,1,13,13,3,1,13,16,3,1,11,16,3,1,11,13,3,1,23,13,3,3,21,8,3,1,13,6,3,226,0,14.135820962,0,0,0,2,0
" 49G",49,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,3,2,0,3,2,0,1,8,2,2,0,2,2,0,1,1,0,1,0,0,0,49,G,2,8,U,U,U,U,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,2718.2844756,U,U,U,U,U
" 50K",50,0,0,0,0,0,1,1,0,6,6,0,0,2,1,1,0,1,1,0,0,1,1,2,0,2,2,0,0,1,2,2,0,2,2,0,0,1,1,0,3,0,0,6,49,K,1,8,0,0,2,U,3,13,18,3,3,13,11,2,3,13,25,2,3,13,7,2,,,,,,,,,,,,,,,,,,,,,,,,,318,1,14.71699731,0,0,0,4,0
" 50K",50,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,4,4,4,0,4,4,0,1,1,0,1,0,0,0,49,K,2,8,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,14.71699731,7,2,0,2,0
" 51B",51,0,0,0,0,0,1,1,0,0,6,0,0,1,1,1,0,0,1,0,0,3,1,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,0,6,49,B,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,1,10.883754975,6,9,0,0,0
" 51B",51,0,0,0,0,0,1,1,1,1,1,1,0,1,U,U,U,U,U,U,0,U,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,U,U,U,U,0,0,49,B,2,8,0,U,2,1,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,U,10.883754975,0,0,0,3,1
" 52K",52,0,0,0,0,0,6,6,6,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,5,1,3,3,1,1,0,98,49,K,1,8,0,0,2,U,3,21,8,4,2,21,21,3,2,22,21,2,3,11,11,2,2,23,21,1,,,,,,,,,,,,,,,,,,,,,107,0,9.0649814043,0,0,0,4,0
" 53C",53,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,2,2,1,2,2,0,1,3,2,3,1,2,3,0,1,1,1,1,1,1,0,49,C,1,8,0,0,2,1,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,30.252366572,0,0,0,4,0
" 53C",53,0,0,0,0,0,1,1,0,0,6,1,0,2,1,1,0,0,1,1,0,1,1,2,0,0,2,1,0,1,2,2,0,0,2,2,0,1,1,0,3,1,1,6,49,C,2,8,0,0,1,0,3,13,10,3,3,13,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,30.252366572,0,0,0,0,0
" 54F",54,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,49,F,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0,373.37538733,0,0,0,3,0
" 55H",55,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,49,H,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,1020.156175,0,0,0,3,1
" 55H",55,0,0,0,0,0,1,1,1,1,1,1,7,1,1,1,1,1,1,1,7,3,1,2,2,1,2,2,7,1,2,2,2,2,2,2,7,1,1,U,1,1,0,0,49,H,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,1020.156175,0,0,0,1,0
" 56D",56,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,4,4,4,0,4,4,0,1,3,0,1,0,0,0,49,D,1,8,0,0,2,1,3,11,11,1,3,11,6,1,3,11,18,1,3,11,10,1,3,21,18,1,2,11,20,1,,,,,,,,,,,,,,,,,263,0,224.81153883,0,0,0,4,0
" 56D",56,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,3,1,2,1,0,2,1,0,1,2,4,4,0,4,4,0,1,1,0,1,0,0,0,49,D,2,8,0,0,2,2,2,11,20,1,2,12,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,1,224.81153883,0,0,0,1,0
" 58J",58,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,3,1,3,0,2,2,0,0,1,2,2,0,2,2,0,0,1,1,0,3,0,0,0,49,J,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,1,11.889576382,0,0,0,0,0
" 58J",58,0,0,0,0,0,1,6,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,5,2,5,0,2,5,0,1,3,0,1,0,0,6,49,J,2,8,0,0,2,0,3,11,6,4,3,11,10,4,3,11,11,4,3,11,18,4,2,11,2,2,,,,,,,,,,,,,,,,,,,,,3,0,11.889576382,0,0,0,U,0
" 59K",59,0,0,0,0,0,1,6,1,0,1,1,6,2,1,1,1,0,1,1,1,U,1,2,1,0,2,1,U,1,4,4,4,0,4,4,4,1,3,0,3,0,0,12,49,K,1,8,0,0,2,2,2,11,5,4,2,12,5,4,2,13,5,4,2,13,4,3,2,11,2,3,2,12,3,3,2,11,6,2,1,11,18,2,2,11,20,2,,,,,U,1,9.0649814043,9,13,0,U,0
" 60E",60,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,3,3,3,3,3,3,0,1,1,1,1,1,0,0,49,E,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,236.80999464,0,0,0,3,2
" 61F",61,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,2,1,2,1,0,2,1,0,1,4,4,4,0,4,4,0,1,1,0,1,0,1,0,49,F,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,372.39711121,0,0,0,3,0
" 62H",62,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,49,H,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,0,1017.4832768,0,0,0,3,1
" 63A",63,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,U,1,0,1,1,2,2,1,3,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,49,A,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,0,10.883754975,0,0,0,4,0
" 63A",63,0,0,0,0,0,1,1,1,0,6,6,0,2,1,1,1,0,1,1,0,1,1,4,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,3,0,1,6,49,A,2,8,0,0,1,2,3,13,18,3,3,13,11,3,3,13,20,3,3,13,25,3,3,23,7,3,3,23,25,3,3,23,12,3,,,,,,,,,,,,,193,1,10.883754975,0,0,0,0,0
" 65K",65,0,0,0,0,0,4,1,0,0,1,0,0,1,U,1,0,0,1,0,0,1,3,4,0,0,4,0,0,1,2,2,0,0,2,0,0,1,1,0,3,0,0,7,49,K,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,0,10.798659098,0,0,0,0,0
" 66K",66,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,4,4,3,0,4,3,0,1,1,0,1,0,0,0,49,K,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,10.798659098,0,0,0,4,0
" 67K",67,0,0,0,0,0,1,1,0,1,1,0,0,2,1,1,0,1,1,0,0,1,1,3,0,U,2,0,0,1,4,4,0,4,4,0,0,1,1,0,3,0,0,0,49,K,1,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,0,10.798659098,0,0,0,3,0
" 67K",67,0,0,0,0,0,6,6,6,6,6,1,0,2,1,1,1,1,1,1,0,1,1,U,U,1,U,2,0,1,2,2,2,2,2,2,0,1,3,3,1,1,0,11,49,K,2,8,0,0,2,U,2,21,21,5,2,22,21,4,2,21,19,4,2,21,8,4,2,22,19,3,2,23,21,3,3,23,8,3,3,21,11,2,2,23,19,1,1,21,13,1,75,0,10.798659098,5,3,0,4,0
" 68E",68,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,3,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,49,E,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0,1452.2756545,0,0,0,0,0
" 68E",68,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,4,4,4,0,4,4,0,1,3,3,1,1,0,0,49,E,2,8,0,1,2,1,3,11,11,2,3,21,18,2,3,21,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1452.2756545,0,0,0,3,2
" 69K",69,4,0,0,0,0,1,6,6,0,1,1,0,2,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,2,0,1,0,0,98,49,K,1,8,0,0,2,2,2,11,2,3,3,21,12,3,2,11,25,3,3,11,18,2,3,21,7,2,3,11,6,2,3,21,25,2,1,11,13,2,2,11,1,2,1,12,13,1,256,1,26.452748861,0,0,0,U,0
" 70B",70,0,0,0,0,0,6,6,0,6,6,0,0,4,1,1,0,1,1,0,0,1,U,U,0,U,U,0,0,1,4,2,0,2,2,0,0,1,3,0,3,0,0,98,49,B,1,8,0,0,1,2,1,13,6,4,1,11,6,4,1,13,4,4,1,11,1,3,1,11,2,3,2,12,3,3,U,U,U,U,,,,,,,,,,,,,260,U,12.078247084,10,98,0,0,0
" 71E",71,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,49,E,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,690.36749095,0,0,0,3,2
" 72K",72,0,0,0,0,0,1,1,1,1,1,1,0,4,1,1,1,1,1,1,0,U,1,4,2,1,4,2,0,1,2,2,2,2,2,2,0,1,3,1,1,1,0,1,49,K,1,8,0,0,1,2,2,11,5,2,2,13,5,1,2,12,3,1,2,11,2,1,2,12,5,1,2,13,4,1,,,,,,,,,,,,,,,,,211,1,12.574828892,9,13,0,0,0
" 73K",73,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,3,1,4,3,1,4,3,0,1,4,4,4,4,4,4,0,1,3,3,3,1,1,0,49,K,1,8,0,0,2,2,2,13,4,3,2,11,2,3,1,23,18,3,2,12,3,3,2,11,5,3,2,13,5,2,2,11,1,2,1,22,18,2,2,12,5,1,,,,,U,1,12.574828892,5,8,0,4,0
" 74D",74,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,3,1,1,0,0,49,D,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,0,87.20512111,0,0,0,3,0
" 75H",75,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,49,H,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,0,2571.3281408,0,0,0,0,0
" 76J",76,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,3,0,0,2,0,0,1,3,3,0,0,3,0,0,1,1,0,1,0,0,0,49,J,1,8,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,14.2972156,0,0,0,3,2
" 76J",76,0,0,0,0,0,U,6,0,0,1,0,0,2,U,1,0,0,1,0,0,1,U,2,0,0,2,0,0,1,U,1,0,0,1,0,0,1,3,0,1,0,0,6,49,J,2,8,0,U,2,0,3,11,11,3,3,11,2,2,3,11,6,2,3,11,25,2,3,11,18,2,3,11,10,2,3,21,12,2,3,21,7,1,3,11,20,1,,,,,49,U,14.2972156,0,0,0,3,1
" 77K",77,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,49,K,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,0,10.900640139,0,0,0,3,2
