PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHNO,PASINTEG,OPENLF,OPENRF,OPENLR,OPENRR,OPENTG,FAILLF,FAILRF,FAILLR,FAILRR,FAILTG,GLIMPWS,GLIMPLF,GLIMPRF,GLIMPLR,GLIMPRR,GLIMPBL,GLIMPRUF,GLIMPOTH,GLOCCWS,GLOCCLF,GLOCCRF,GLOCCLR,GLOCCRR,GLOCCBL,GLOCCRUF,GLOCCOTH,GLTYPWS,GLTYPLF,GLTYPRF,GLTYPLR,GLTYPRR,GLTYPBL,GLTYPRUF,GLTYPOTH,GLPREWS,GLPRELF,GLPRERF,GLPRELR,GLPRERR,GLPREBL,GLPRERUF,GLPREOTH,INLOC1,INCOMP1,INMAG1,CDRIR1,INLOC2,INCOMP2,INMAG2,CDRIR2,INLOC3,INCOMP3,INMAG3,CDRIR3,INLOC4,INCOMP4,INMAG4,CDRIR4,INLOC5,INCOMP5,INMAG5,CDRIR5,INLOC6,INCOMP6,INMAG6,CDRIR6,INLOC7,INCOMP7,INMAG7,CDRIR7,INLOC8,INCOMP8,INMAG8,CDRIR8,INLOC9,INCOMP9,INMAG9,CDRIR9,INLOC10,INCOMP10,INMAG10,CDRIR10,COLUMTYP,RIMDEF,RDEFLOC,ODOMETER,PANELDAM,BOLSTDEF,GLOVOPEN
11,144,51.204782651,144J,J,7,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,44,0,8,0
11,145,51.204782651,145J,J,7,1,98,1,3,1,3,0,0,0,0,0,0,4,6,6,0,6,6,6,6,2,0,0,0,0,0,0,0,1,2,2,0,2,2,2,2,1,2,2,0,2,1,2,1,11,12,4,1,13,12,3,1,11,6,3,1,11,13,3,1,21,12,2,1,12,12,2,1,11,15,2,1,12,15,2,1,11,14,2,1,12,14,2,1,2,0,0,30,0,0,0
11,147,42.218848654,147K,K,7,1,98,1,3,0,0,0,0,0,0,0,0,2,6,0,8,8,U,6,0,0,0,0,0,0,0,0,0,1,2,0,0,0,U,2,0,1,2,0,0,0,U,U,0,11,12,4,1,11,15,4,1,12,12,3,1,12,15,3,1,11,13,3,1,13,15,2,1,13,12,2,1,11,18,1,1,,,,,,,,,U,U,U,253,U,8,0
11,148,235.88336541,148C,C,7,1,98,3,3,1,3,0,0,0,0,0,0,2,6,6,6,6,6,8,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,1,2,2,2,2,2,0,0,13,7,3,1,13,15,3,1,13,13,2,1,23,13,2,1,22,12,1,1,23,12,1,1,,,,,,,,,,,,,,,,,2,0,0,43,0,8,0
11,149,5816.9610758,149G,G,7,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,63,0,0,0
11,150,45.742315531,150A,A,7,1,U,3,3,0,0,1,0,0,0,0,0,2,0,U,0,0,U,8,8,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,2,0,0,1,0,0,13,5,3,2,11,5,3,2,11,2,2,2,12,3,2,2,12,5,2,2,11,1,2,2,,,,,,,,,,,,,,,,,1,8,7,62,1,1,U
11,151,51.204782651,151J,J,7,1,98,1,3,1,3,0,0,0,0,0,0,4,0,6,0,0,6,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,2,0,0,1,0,0,13,10,4,3,13,4,4,3,13,17,4,3,13,6,4,3,13,27,3,3,12,3,3,2,11,1,2,2,13,7,2,3,13,13,2,3,,,,,1,0,0,79,1,8,1
11,151,51.204782651,151J,J,7,2,6,1,1,3,1,0,0,0,0,0,0,2,6,0,6,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,2,0,2,0,0,0,0,13,5,4,2,11,5,4,2,12,5,3,2,13,4,1,2,13,6,1,2,12,3,1,2,11,2,1,2,,,,,,,,,,,,,2,0,0,75,1,0,0
11,152,42.218848654,152K,K,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,140,1,8,0
11,152,42.218848654,152K,K,7,2,6,1,1,1,1,0,0,0,0,0,0,0,0,6,0,0,0,8,0,2,0,U,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,228,1,8,1
11,153,1319.0698529,153E,E,7,1,98,3,1,0,0,1,0,0,0,0,0,4,6,6,8,8,0,6,6,0,U,0,0,0,0,U,0,1,2,2,0,0,0,U,2,1,2,2,0,0,0,U,1,11,12,4,1,12,15,4,1,12,12,4,1,11,15,3,1,21,12,3,1,11,13,3,1,11,6,3,1,13,15,2,1,12,6,2,1,13,13,2,1,2,0,0,55,0,8,0
11,154,51.204782651,154J,J,7,1,11,1,1,0,0,0,0,0,0,0,0,2,0,6,0,8,0,8,0,2,0,0,0,0,6,0,0,1,0,2,0,0,2,0,0,1,0,2,0,0,2,0,0,13,27,4,3,13,17,3,3,13,10,2,3,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,126,0,8,0
11,155,51.204782651,155J,J,7,1,2,2,3,0,0,0,4,0,0,0,0,U,U,U,0,0,U,0,U,U,U,U,0,0,U,0,U,U,U,U,0,0,U,0,U,U,U,U,0,0,U,0,U,11,17,2,2,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,U,U,8,U
11,156,51.204782651,156J,J,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,134,0,8,0
11,157,122.71612009,157D,D,7,1,6,3,3,3,3,1,0,0,0,0,0,2,0,6,0,6,0,8,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,2,0,2,0,0,0,13,15,4,1,13,12,3,1,13,13,3,1,12,15,3,1,13,6,3,1,23,12,2,1,12,12,2,1,11,15,2,1,13,7,1,1,23,13,1,1,1,0,0,171,1,8,U
11,158,538.49668153,158E,E,7,1,6,1,3,1,1,0,0,0,0,0,0,2,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,U,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,U,U,0,0
11,159,2446.8837714,159G,G,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,97,0,0,0
11,161,51.204782651,161C,C,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,52,0,8,0
11,162,113.01019807,162E,E,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,147,1,8,0
11,164,513.50886487,164G,G,7,1,0,1,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,10,2,3,13,17,1,3,13,27,1,3,13,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,78,0,0,0
11,164,513.50886487,164G,G,7,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,U,0,8,0
11,165,793.51990488,165H,H,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,U,0,8,0
11,166,38.835225886,166A,A,7,1,98,3,2,0,0,U,0,2,0,0,0,4,6,6,0,6,6,8,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,1,2,U,0,1,1,0,0,13,17,4,3,13,7,4,3,12,17,3,3,13,19,3,3,U,U,U,U,,,,,,,,,,,,,,,,,,,,,1,0,0,116,U,U,U
11,166,38.835225886,166A,A,7,2,98,3,3,0,0,1,0,0,0,0,0,2,6,6,6,0,U,U,0,U,0,0,0,0,0,0,0,1,2,2,2,0,U,U,0,1,2,2,2,0,U,U,0,11,2,4,2,11,5,4,2,21,19,3,2,12,5,3,2,12,3,3,2,,,,,,,,,,,,,,,,,,,,,1,15,5,165,1,8,0
11,167,38.835225886,167B,B,7,4,98,U,8,U,1,0,0,0,0,0,0,U,U,U,U,U,U,8,U,U,U,0,U,0,U,0,U,1,2,2,2,2,2,0,2,1,2,2,2,2,1,0,1,11,5,4,2,11,2,4,2,12,5,4,2,11,15,4,2,11,6,4,2,13,5,3,2,12,3,3,2,12,15,3,2,11,1,3,2,13,4,1,2,2,15,9,272,1,8,1
11,168,38.835225886,168B,B,7,1,U,3,3,0,0,0,0,0,0,0,0,2,0,0,8,8,U,0,U,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,1,0,1,11,17,1,2,13,17,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,8,120,1,8,1
11,168,38.835225886,168B,B,7,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,U,1,1,0
11,169,289.8190698,169C,C,7,1,11,3,1,1,1,1,0,0,0,0,0,0,6,0,0,0,6,8,0,0,U,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,7,0,8,0
11,169,289.8190698,169C,C,7,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,193,0,8,0
11,170,54.341075588,170J,J,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,2,2,11,14,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,6,U,1,8,0
11,171,44.804753134,171K,K,7,1,13,2,3,0,0,0,2,0,0,0,0,2,6,0,8,8,0,8,0,0,U,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11,2,3,2,11,5,3,2,11,17,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,114,1,8,1
11,172,42.218848654,172K,K,7,1,11,3,1,0,0,U,0,0,0,0,0,2,6,6,6,0,6,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,2,0,0,1,2,2,2,0,1,0,0,11,15,2,1,11,12,2,1,11,13,2,1,11,14,2,1,12,12,1,1,13,12,1,1,13,7,1,3,13,13,1,1,13,15,1,1,12,15,1,1,1,0,0,38,0,8,1
11,173,42.218848654,173K,K,7,1,98,3,3,0,0,2,0,0,0,0,6,2,6,6,6,6,6,8,8,2,0,U,0,0,0,0,0,1,2,2,2,2,2,0,0,1,2,2,1,1,1,0,0,98,8,6,3,21,7,3,3,13,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,151,U,8,0
11,173,42.218848654,173K,K,7,2,98,1,3,1,1,0,0,0,0,0,0,3,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,13,6,3,2,13,15,2,2,13,5,2,2,12,5,2,2,13,4,1,2,12,15,1,2,12,3,1,2,11,5,1,2,,,,,,,,,1,11,8,144,1,8,U
11,174,42.218848654,174K,K,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,8,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,51,0,8,8
11,174,42.218848654,174K,K,7,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,8,8,0,8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,17,3,2,13,17,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,5,206,1,8,0
11,175,793.73069101,175F,F,7,1,98,1,1,0,0,0,0,0,0,0,0,2,6,0,8,8,6,8,6,2,U,0,0,0,0,0,0,1,2,0,0,0,2,0,2,1,2,0,0,0,1,0,1,11,15,3,1,22,12,2,1,21,12,2,1,11,12,2,1,12,12,2,1,11,13,2,1,23,12,1,1,21,18,1,1,12,15,1,1,22,18,1,1,1,0,0,204,0,8,0
11,176,1616.2901976,176G,G,7,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,18,0,0,0
11,177,2497.6364219,177H,H,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,150,0,8,0
11,178,42.218848654,178K,K,7,1,98,1,2,0,0,0,0,2,0,0,0,3,0,6,8,8,0,8,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,2,0,0,0,0,1,23,19,5,2,22,19,4,2,13,17,3,3,13,6,3,3,13,10,3,2,12,3,3,2,13,13,3,3,23,7,2,3,12,17,1,2,,,,,1,0,0,172,U,8,1
11,179,56.120441785,179C,C,7,1,6,1,3,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,13,17,3,3,13,10,2,3,13,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,U,0,8,1
11,179,56.120441785,179C,C,7,2,6,1,1,0,1,1,0,0,0,0,0,2,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,305,1,8,0
11,180,304.57174693,180E,E,7,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,8,8,0,8,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,160,1,8,0
11,181,304.57174693,181E,E,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,39,0,8,0
11,181,304.57174693,181E,E,7,2,U,U,U,U,U,0,0,0,0,0,0,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U
11,182,1383.9484817,182G,G,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,143,0,8,0
11,182,1383.9484817,182G,G,7,2,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,125,0,0,0
11,183,2138.6011863,183H,H,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,206,0,8,0
11,184,51.204782651,184J,J,7,1,6,3,1,0,0,1,0,0,0,0,0,2,6,0,6,0,0,8,8,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,2,0,1,0,0,0,0,11,10,3,3,11,7,3,3,21,10,3,3,11,17,1,3,11,12,1,3,,,,,,,,,,,,,,,,,,,,,1,0,0,63,1,8,1
11,184,51.204782651,184J,J,7,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,8,8,0,8,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,5,127,1,8,0
11,185,54.754980915,185C,C,7,1,0,1,3,0,0,0,0,0,0,0,0,2,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,36,0,8,0
11,185,54.754980915,185C,C,7,2,0,1,1,0,0,1,0,0,0,0,0,2,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,49,0,8,0
11,186,54.754980915,186C,C,7,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,0,0,0
11,187,297.16124214,187E,E,7,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,26,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,5,131,1,8,0
11,188,663.09584811,188F,F,7,1,0,1,3,0,0,0,0,0,0,0,0,2,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,172,0,8,0
11,189,1350.2757693,189G,G,7,1,U,1,1,1,1,U,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,32,0,0,0
11,190,51.873533541,190E,E,7,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,U,U,189,U,8,0
11,191,115.75239244,191F,F,7,2,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,23,20,3,2,23,24,2,1,22,20,2,2,22,24,1,1,U,U,U,U,,,,,,,,,,,,,,,,,,,,,2,3,5,225,1,8,0
11,192,235.70898715,192G,G,7,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,64,0,8,0
11,193,364.23864486,193H,H,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,132,0,8,0
11,194,45.742315531,194B,B,7,1,11,1,3,1,3,0,0,0,0,0,0,2,6,6,0,6,6,8,6,0,U,U,0,0,0,0,0,1,2,2,0,2,2,0,2,1,2,2,0,2,1,0,2,23,18,3,1,11,12,3,1,12,12,3,1,23,12,3,1,11,15,3,1,13,6,3,1,23,7,3,1,12,15,2,1,22,18,2,1,13,12,2,1,2,5,5,U,0,8,0
11,195,90.770524606,195D,D,7,1,0,1,3,0,0,0,0,0,0,0,0,2,0,0,8,8,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,17,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,185,1,8,U
11,195,90.770524606,195D,D,7,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,U,0,0,0
11,196,1809.9082942,196G,G,7,1,6,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,23,10,4,3,23,13,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,48,0,8,0
11,197,29.642019167,197E,E,7,1,6,3,1,0,0,U,0,0,0,0,0,2,6,0,6,0,0,8,8,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,2,0,2,0,0,0,0,13,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,101,0,8,0
11,501,0,501F,F,7,1,98,3,3,3,3,0,0,0,0,0,0,U,6,6,6,6,6,6,8,U,0,0,0,0,0,0,0,1,U,U,U,U,U,U,0,1,2,2,2,2,2,2,0,21,18,2,1,22,18,1,1,23,18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,U,U,8,U
11,502,0,502B,B,7,1,U,3,3,0,3,1,0,0,0,0,0,U,U,U,8,U,U,8,U,U,U,U,0,0,0,0,U,U,U,U,0,U,U,0,U,U,U,U,0,U,U,0,U,12,15,4,2,12,5,4,2,12,3,3,2,13,4,3,2,11,15,3,2,13,5,2,2,11,2,1,2,,,,,,,,,,,,,1,8,5,U,U,8,1
12,1,76.672662666,"  1K",K,7,1,11,3,3,3,3,0,0,0,0,0,0,0,0,0,6,0,6,8,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0,1,0,1,21,20,4,2,21,19,4,2,22,19,4,2,23,19,4,2,22,20,4,2,23,20,3,2,22,17,2,1,23,17,2,1,,,,,,,,,2,0,0,118,1,8,1
12,1,76.672662666,"  1K",K,7,2,6,1,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,22,19,3,2,23,19,3,2,21,19,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,178,1,8,0
12,2,446.89052595,"  2E",E,7,1,6,1,3,1,1,0,0,0,0,0,0,2,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,13,4,3,3,13,10,3,3,13,16,3,3,13,17,3,3,13,24,3,3,13,27,2,3,13,6,2,3,13,13,1,3,,,,,,,,,1,2,8,43,0,8,1
12,2,446.89052595,"  2E",E,7,2,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,10,0,8,0
12,4,43.791295963,"  4J",J,7,1,6,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,192,0,8,0
12,4,43.791295963,"  4J",J,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,51,0,8,0
12,5,39.064672098,"  5K",K,7,1,98,3,3,0,0,2,0,0,0,0,2,4,6,6,0,6,0,8,8,U,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0,1,2,2,0,1,0,0,0,11,15,6,1,11,17,6,3,11,6,6,3,11,10,5,3,13,12,4,1,12,12,4,1,11,12,4,1,11,13,4,1,11,1,2,3,11,24,1,3,1,4,7,204,1,8,1
12,6,29.718086305,"  6K",K,7,1,U,1,U,0,0,0,0,0,0,0,0,2,0,U,0,0,0,8,8,0,0,U,0,0,0,0,0,1,0,U,0,0,0,0,0,1,0,U,0,0,0,0,0,13,17,3,3,13,6,2,3,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,172,1,8,1
12,8,148.15060385,"  8D",D,7,1,6,3,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,8,8,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,1,2,0,0,0,1,0,0,11,17,2,3,11,10,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,50,0,8,0
12,9,1409.8113747,"  9F",F,7,1,11,3,1,0,0,0,0,0,0,0,0,2,6,0,8,8,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,2,0,0,0,1,0,0,11,24,4,3,11,17,3,3,11,6,3,3,11,10,3,3,11,27,3,3,11,2,3,3,11,7,3,3,,,,,,,,,,,,,1,0,0,235,0,8,0
