PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHNO,PASINTEG,OPENLF,OPENRF,OPENLR,OPENRR,OPENTG,FAILLF,FAILRF,FAILLR,FAILRR,FAILTG,GLIMPWS,GLIMPLF,GLIMPRF,GLIMPLR,GLIMPRR,GLIMPBL,GLIMPRUF,GLIMPOTH,GLOCCWS,GLOCCLF,GLOCCRF,GLOCCLR,GLOCCRR,GLOCCBL,GLOCCRUF,GLOCCOTH,GLTYPWS,GLTYPLF,GLTYPRF,GLTYPLR,GLTYPRR,GLTYPBL,GLTYPRUF,GLTYPOTH,GLPREWS,GLPRELF,GLPRERF,GLPRELR,GLPRERR,GLPREBL,GLPRERUF,GLPREOTH,INLOC1,INCOMP1,INMAG1,CDRIR1,INLOC2,INCOMP2,INMAG2,CDRIR2,INLOC3,INCOMP3,INMAG3,CDRIR3,INLOC4,INCOMP4,INMAG4,CDRIR4,INLOC5,INCOMP5,INMAG5,CDRIR5,INLOC6,INCOMP6,INMAG6,CDRIR6,INLOC7,INCOMP7,INMAG7,CDRIR7,INLOC8,INCOMP8,INMAG8,CDRIR8,INLOC9,INCOMP9,INMAG9,CDRIR9,INLOC10,INCOMP10,INMAG10,CDRIR10,COLUMTYP,RIMDEF,RDEFLOC,ODOMETER,PANELDAM,BOLSTDEF,GLOVOPEN
49,80,8.8426937469," 80K",K,7,1,98,3,3,0,0,2,0,0,0,0,1,4,6,6,0,0,0,8,6,U,U,U,0,0,0,0,U,1,2,2,0,0,0,0,2,1,2,2,0,0,0,0,2,12,15,6,1,13,15,6,1,11,15,6,1,11,6,4,1,13,6,4,1,23,26,4,3,21,26,4,1,11,2,2,2,21,28,2,3,11,10,2,3,2,3,7,165,0,8,8
49,80,8.8426937469," 80K",K,7,2,5,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,13,14,2,1,13,15,1,1,13,12,1,1,12,15,1,1,12,12,1,1,12,14,1,1,23,12,1,1,13,13,1,3,22,12,1,1,13,6,1,3,2,0,0,3,0,0,0
49,80,8.8426937469," 80K",K,7,3,12,3,1,0,0,0,0,0,0,0,0,3,6,0,6,0,0,8,8,U,U,0,U,0,0,0,0,1,2,0,2,0,0,0,0,1,2,0,1,0,0,0,0,11,14,3,1,11,6,2,1,11,10,2,3,21,28,2,1,11,15,2,1,11,12,2,1,11,13,2,1,11,17,1,3,21,7,1,3,11,27,1,3,1,0,0,117,1,8,0
49,81,17.243252807," 81D",D,7,1,6,1,1,0,0,0,0,0,0,0,0,2,0,6,0,0,0,8,8,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,13,17,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,174,0,8,0
49,81,17.243252807," 81D",D,7,2,6,3,1,3,1,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,21,10,1,3,21,17,1,3,21,24,1,3,21,20,1,3,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,234,0,8,0
49,82,270.23944275," 82E",E,7,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,172,0,8,0
49,83,186.99979489," 83F",F,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,191,0,8,0
49,84,186.99979489," 84F",F,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,U,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,197,0,8,0
49,84,186.99979489," 84F",F,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,186,0,8,0
49,85,401.48065733," 85G",G,7,1,0,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,117,0,8,0
49,86,5.3024145147," 86A",A,7,1,U,U,1,3,3,0,0,0,0,0,0,U,U,U,U,U,U,U,8,U,U,U,U,U,U,U,0,1,2,2,2,2,1,2,0,1,U,U,U,U,1,U,0,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U
49,87,11.944063947," 87J",J,7,1,11,1,3,0,0,0,0,0,0,0,0,2,0,6,6,6,6,8,8,0,0,U,0,0,0,0,0,1,0,2,2,2,2,0,0,1,0,3,1,1,1,0,0,13,17,4,3,13,10,4,3,23,7,4,3,23,10,4,3,12,14,4,2,13,6,4,2,13,14,4,2,11,24,4,3,13,19,4,3,12,17,4,3,1,0,0,48,U,8,U
49,88,11.944063947," 88J",J,7,2,6,3,U,U,U,0,0,0,0,0,0,2,6,0,0,0,0,2,8,0,U,0,0,0,0,0,0,1,2,0,0,0,0,3,0,1,2,0,0,0,0,2,0,11,6,2,2,11,14,2,2,11,15,2,2,11,5,2,2,11,2,2,2,11,10,1,3,11,7,1,3,12,3,1,2,11,27,1,3,12,14,1,2,2,0,0,97,1,1,U
49,88,11.944063947," 88J",J,7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,222,0,8,0
49,89,143.84599607," 89F",F,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,219,0,8,0
49,89,143.84599607," 89F",F,7,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,103,0,8,0
49,92,8.8426937469," 92K",K,7,1,13,1,3,0,0,0,0,0,0,0,0,2,0,6,0,0,0,8,8,0,0,U,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,13,5,4,2,12,5,2,2,13,4,2,2,13,13,1,2,12,3,1,2,12,19,1,3,13,19,1,3,,,,,,,,,,,,,1,3,5,266,U,8,1
49,93,11.944063947," 93C",C,7,1,U,U,U,0,0,0,0,0,0,0,0,U,U,U,8,8,U,8,U,U,U,U,0,0,U,0,U,U,U,U,0,0,U,0,U,U,U,U,0,0,U,0,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U
49,93,11.944063947," 93C",C,7,2,12,3,1,1,1,0,0,0,0,0,0,3,6,0,0,0,0,0,0,U,U,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11,30,4,2,11,14,4,2,11,2,3,2,11,6,3,2,12,14,3,2,12,3,3,2,13,14,3,2,11,1,3,2,13,4,3,2,11,5,2,2,2,0,0,U,1,1,1
49,94,205.79772948," 94E",E,7,1,0,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,232,1,0,0
49,96,305.74296212," 96G",G,7,1,0,U,U,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,U,U,44,U,U,0
49,98,16.845331588," 98D",D,7,1,0,1,1,0,0,0,0,0,0,0,0,U,0,0,0,0,0,8,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,5,1,2,12,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,131,1,8,1
49,99,264.00314792," 99E",E,7,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,62,0,8,0
49,100,182.684415,100F,F,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,128,0,8,0
49,100,182.684415,100F,F,7,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,116,0,0,1
49,101,419.16035524,101H,H,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,133,0,8,0
49,102,8.8426937469,102D,D,7,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,48,0,8,0
49,104,199.02459936,104G,G,7,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,193,0,8,0
49,105,212.69729312,105H,H,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,290,0,8,0
49,107,8.8426937469,107K,K,7,1,0,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,5,3,2,11,2,3,2,11,1,2,2,11,6,2,2,12,3,2,2,11,27,1,3,,,,,,,,,,,,,,,,,1,4,7,418,1,8,1
49,108,386.65027963,108E,E,7,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,41,0,8,0
49,109,574.42617125,109G,G,7,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,78,0,8,0
49,111,244.60134177,111E,E,7,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,146,0,8,0
49,112,169.25878871,112F,F,7,1,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,89,0,8,0
49,112,169.25878871,112F,F,7,2,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,67,0,8,0
49,113,363.39146676,113G,G,7,2,0,1,1,0,0,U,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,0
49,115,81.033244451,115F,F,7,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98,10,188,1,8,0
49,116,173.97495151,116G,G,7,1,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,120,0,8,0
49,116,173.97495151,116G,G,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,16,0,8,0
49,117,185.92677175,117H,H,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,152,0,8,0
49,118,16.124642539,118B,B,7,1,98,3,1,0,0,0,0,0,0,0,0,U,6,0,8,8,6,8,6,U,0,0,0,0,0,0,0,1,2,0,0,0,2,0,2,1,4,0,0,0,1,0,2,11,15,6,2,11,6,6,2,11,13,5,1,12,15,5,2,11,12,3,1,13,12,3,1,13,15,3,2,11,2,2,2,12,12,2,1,11,27,1,3,1,4,5,221,1,8,0
49,119,134.45315842,119D,D,7,1,6,1,1,1,1,1,0,0,0,0,0,2,0,6,0,0,0,8,0,0,0,U,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,183,0,8,1
49,119,134.45315842,119D,D,7,2,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,28,0,0,0
49,120,281.32618912,120E,E,7,2,0,1,U,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,67,U,8,1
49,121,194.67158134,121F,F,7,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,156,0,0,0
49,122,417.95165865,122G,G,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,82,0,0,0
49,122,417.95165865,122G,G,7,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,202,0,8,0
49,123,446.66431556,123H,H,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,99,0,8,0
49,124,10.604829029,124A,A,7,1,98,U,3,U,U,0,0,0,0,0,0,4,6,6,6,0,6,8,6,0,U,U,U,0,U,0,U,1,2,2,2,0,2,0,2,1,2,2,2,0,1,0,1,21,13,4,3,21,24,4,3,21,17,4,3,21,7,4,3,21,20,4,3,11,13,4,3,21,12,3,1,21,8,3,3,22,12,3,1,11,24,3,3,2,12,5,117,0,0,0
49,125,394.9653394,125E,E,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,223,0,8,1
49,127,627.09029524,127H,H,7,1,0,1,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,10,1,3,13,17,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,186,0,8,0
49,127,627.09029524,127H,H,7,2,0,3,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,284,0,8,0
49,128,11.944063947,128C,C,7,1,6,1,1,1,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,U,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,11,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,108,0,0,0
49,129,126.90413431,129F,F,7,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,257,0,8,U
49,130,272.45781361,130G,G,7,2,0,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,0,0,0
49,131,291.17525989,131H,H,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,241,0,8,0
49,132,10.604829029,132B,B,7,1,11,3,1,0,0,0,0,0,0,0,0,2,6,0,6,0,6,8,8,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,1,2,0,1,0,1,0,0,21,28,4,3,11,7,4,3,11,10,4,3,11,19,4,3,21,8,4,3,11,13,3,3,21,13,3,3,21,10,3,3,21,7,2,3,11,6,2,3,U,15,4,U,U,8,U
49,133,10.604829029,133B,B,7,1,98,3,1,0,0,0,0,0,0,0,0,4,6,0,0,8,6,8,0,U,0,0,0,0,0,0,0,1,8,0,0,0,2,0,0,1,2,0,0,0,1,0,0,12,12,3,1,11,12,3,1,13,12,3,1,11,5,3,2,11,27,2,3,11,15,2,1,13,15,2,1,13,13,2,1,11,13,2,1,12,15,1,1,1,0,0,386,1,8,U
49,134,8.8426937469,134K,K,7,1,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,4,2,2,12,3,2,2,11,2,1,2,13,5,1,2,12,5,1,2,11,1,1,2,11,5,1,2,,,,,,,,,,,,,2,9,5,308,1,8,1
49,134,8.8426937469,134K,K,7,2,7,3,1,0,0,0,0,0,0,0,0,0,0,0,8,8,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,3,12,26,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,5,211,1,8,0
49,137,106.59867312,137D,D,7,1,12,1,3,0,0,1,0,0,0,0,0,4,0,6,0,6,0,8,8,U,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,2,0,2,0,0,0,13,10,4,3,23,10,4,3,23,7,4,3,13,19,4,3,13,6,3,3,13,4,3,3,23,24,3,3,13,17,2,3,23,17,2,3,12,3,2,1,1,0,0,171,U,8,1
49,139,13.32483414,139K,K,7,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,148,1,8,0
49,139,13.32483414,139K,K,7,2,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,1,U,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,22,20,3,2,21,20,3,2,23,20,2,2,11,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,202,1,1,0
49,140,13.096963851,140B,B,7,2,6,1,3,3,1,0,0,0,0,0,0,U,U,6,U,6,U,8,U,U,U,U,0,0,0,0,0,U,U,U,U,U,U,0,U,U,U,2,U,2,U,0,1,23,7,4,3,13,10,4,3,23,10,4,3,13,6,4,3,13,27,4,3,22,7,2,3,U,U,U,U,,,,,,,,,,,,,2,0,0,U,U,8,U
49,141,109.20726777,141D,D,7,1,98,3,3,0,0,0,0,0,0,0,0,4,6,6,0,0,6,8,6,0,U,U,0,0,0,0,0,1,2,2,0,0,2,0,2,1,2,2,0,0,1,0,2,11,10,5,3,11,17,5,3,11,6,4,3,11,13,4,3,11,1,3,3,11,24,3,3,11,2,3,3,11,7,1,3,,,,,,,,,1,0,0,245,0,8,1
49,142,18.438648719,142J,J,7,1,12,1,1,0,0,0,0,0,0,0,0,3,6,6,6,6,0,8,8,U,U,U,0,0,0,0,0,1,2,2,2,2,0,0,0,1,2,2,2,2,0,0,0,11,6,3,3,11,12,2,1,11,7,2,3,11,15,2,1,21,8,2,3,21,12,2,1,11,2,1,3,11,13,1,3,,,,,,,,,2,0,0,5,1,8,0
49,142,18.438648719,142J,J,7,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,62,0,8,0
49,143,13.650908472,143K,K,7,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,5,1,2,12,5,1,2,11,2,1,2,13,5,1,2,12,3,1,2,,,,,,,,,,,,,,,,,,,,,1,12,8,70,1,8,1
49,143,13.650908472,143K,K,7,2,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,5,80,1,8,U
49,144,10.604829029,144A,A,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,257,0,8,0
49,144,10.604829029,144A,A,7,2,6,3,3,1,1,0,0,0,0,0,0,2,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11,27,1,3,11,6,1,3,11,10,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,139,0,8,0
49,144,10.604829029,144A,A,7,3,98,3,3,3,3,0,0,0,0,0,0,3,6,6,6,6,6,6,8,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,2,2,2,2,1,2,0,11,10,5,3,21,10,5,3,11,7,4,3,11,13,4,3,21,13,4,3,21,8,4,3,11,19,4,3,11,6,4,3,11,2,4,3,11,15,4,3,2,98,10,U,U,0,1
49,146,50.72245823,146C,C,7,1,6,1,1,0,0,0,0,0,0,0,0,2,6,6,0,0,0,8,6,2,U,U,0,0,0,0,U,1,2,2,0,0,0,0,2,1,2,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,225,1,8,0
49,146,50.72245823,146C,C,7,2,11,1,3,0,3,U,0,0,0,0,0,2,6,6,0,6,6,8,6,0,U,0,0,0,0,0,0,1,3,3,0,3,3,0,3,1,2,2,0,U,1,0,U,23,10,2,3,98,9,2,3,13,7,2,3,13,10,2,3,33,8,2,3,33,27,1,3,,,,,,,,,,,,,,,,,2,0,0,24,0,0,U
49,147,610.86599663,147F,F,7,2,6,1,3,1,3,0,0,0,0,0,0,2,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,13,4,3,2,13,27,2,3,13,6,2,3,13,10,2,3,13,14,2,3,12,3,2,1,13,17,1,3,,,,,,,,,,,,,2,0,0,215,1,8,1
49,149,8.8426937469,149K,K,7,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,U,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,7,261,1,8,1
49,150,656.41722871,150F,F,7,1,0,1,3,1,3,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,196,1,8,1
49,150,656.41722871,150F,F,7,2,0,1,1,0,0,1,0,0,0,0,0,2,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,255,1,8,0
