PSU,CASENO,RATWGT,AOPSVEH,CASEID,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKING,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,DRUGS,EVALCLAS,SPECTEST,OBSNARC,SPECNARC,OBSDEPR,SPECDEPR,OBSSTIM,SPECSTIM,OBSHLUC,SPECHLUC,OBSCNAB,SPECCNAB,OBSPCP,SPECPCP,OBSINHL,SPECINHL,OBSOTH,SPECOTH,DRZIP,DRRACE,VEHUSE,ROLINTYP,ROLINLOC,ROLLOBJ,TRIPLOC,ROLINDIR,PREMOVE,PREEVENT,PRESTAB,CONSEQ
3,59,84.238965032,1," 59E",E,7,1,94,7,19,4,1B3AA46K4R,1,U,0,C,48,U,11,1,1,1,129,U,0,0,0,0,0,0,160,65,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11212,U,0,0,0,0,0,0,1,13,U,U
3,60,114.66340669,0," 60F",F,7,1,84,20,2,4,1G1AL69H0E,1,U,0,C,48,U,11,1,1,1,163,U,0,0,0,0,0,0,20,0,6,U,U,U,U,0,0,17,0,1,1,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11225,U,0,0,0,0,0,0,1,11,U,U
3,61,43.07779641,0," 61D",D,7,1,94,6,441,20,1C4GH54L7R,1,U,0,C,48,3,89,1,2,2,U,U,0,0,0,0,0,0,350,80,5,U,U,U,U,0,0,17,0,1,8,8,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11229,1,0,0,0,0,0,0,1,17,2,2
3,61,43.07779641,0," 61D",D,7,2,83,21,1,4,1G3AJ19E2D,1,U,0,C,48,U,88,1,1,1,147,U,0,0,1,0,0,0,998,998,5,U,U,U,U,0,0,17,0,1,1,2,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11236,U,U,0,0,0,0,0,1,17,U,U
3,62,190.0194047,0," 62F",F,7,1,84,9,442,20,2P4FH41G3E,1,U,0,C,48,U,68,1,1,1,182,U,0,0,0,0,0,0,168,45,6,U,U,U,U,0,0,17,0,0,8,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11209,U,0,0,0,0,0,0,10,15,U,U
3,62,190.0194047,0," 62F",F,7,2,88,21,17,4,2G3AJ51W8J,1,U,0,C,48,U,69,1,1,1,124,U,0,0,0,0,0,0,45,168,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11204,U,0,0,0,0,0,0,1,62,U,U
3,63,24.372162043,0," 63K",K,7,1,84,14,15,4,1MEBP75R7E,1,U,0,19,48,1,2,1,1,1,111,U,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,17,0,1,2,3,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11214,6,0,0,0,0,0,0,13,8,0,0
3,64,108.88114876,0," 64F",F,7,1,87,13,1,4,1LNBM81F2H,1,U,0,C,48,3,68,1,1,1,184,0,0,0,0,0,0,0,110,353,6,U,U,U,U,0,0,17,0,0,1,4,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11432,8,0,0,0,0,0,0,10,15,2,1
3,64,108.88114876,0," 64F",F,7,2,94,20,402,14,9999999999,0,U,0,C,48,U,69,1,4,0,75,U,0,0,0,0,0,0,353,110,5,U,U,U,U,0,0,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8816,1,0,0,0,0,0,0,1,62,U,U
3,65,20.589626695,0," 65J",J,7,1,85,18,2,4,1G4BP69Y0F,1,U,0,C,48,U,87,1,1,1,168,0,0,0,0,0,0,0,80,350,6,U,U,U,U,0,1,17,0,1,1,3,153,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11215,U,U,0,0,0,0,0,1,17,U,U
3,65,20.589626695,1," 65J",J,7,2,92,59,31,4,JT8VK13T0N,1,U,0,C,48,U,86,1,1,1,153,U,0,0,0,0,0,0,350,80,6,U,U,U,U,0,0,17,0,1,2,4,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11238,U,U,0,0,0,0,0,1,17,U,U
3,66,38.465373444,1," 66C",C,7,1,94,12,17,4,1FALP524XR,1,U,0,C,48,1,88,1,2,2,141,0,0,0,0,0,0,0,336,246,5,U,U,U,U,0,1,17,0,1,2,4,146,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10456,4,0,0,0,0,0,0,1,17,0,0
3,66,38.465373444,0," 66C",C,7,2,84,22,10,2,9999999999,1,U,0,C,48,U,89,1,2,2,146,U,U,0,0,0,0,0,246,336,6,U,U,U,U,0,0,U,0,2,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,U,0,0,0,0,0,1,17,U,U
3,67,86.771197985,0," 67F",F,7,1,80,18,2,4,4P694AH400,1,U,0,C,48,1,89,1,1,1,157,U,0,0,0,0,0,0,2,92,6,U,U,U,U,0,0,11,0,1,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11226,2,1,0,0,0,0,0,1,17,0,0
3,67,86.771197985,0," 67F",F,7,2,82,21,1,4,2G3AM69AXC,0,U,0,C,48,U,88,1,2,0,147,U,0,0,0,0,0,0,92,2,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11212,U,U,0,0,0,0,0,1,17,U,U
3,68,519.72047913,0," 68H",H,7,1,85,37,32,4,1HGAD542XF,1,U,0,C,48,1,82,1,2,2,103,0,0,0,0,0,0,0,348,56,6,U,U,U,U,0,1,17,0,0,2,0,166,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11413,2,0,0,0,0,0,0,10,15,0,0
3,68,519.72047913,0," 68H",H,7,2,88,20,2,4,1G1BL5167J,0,U,0,C,48,3,83,1,2,0,166,0,0,0,0,0,0,0,56,348,6,U,U,U,U,0,2,17,N,N,1,N,103,4,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11207,2,0,0,0,0,0,0,1,17,2,2
3,69,42.918101815,0," 69C",C,7,1,85,49,40,4,JT2SV12E3F,1,U,0,C,48,U,69,1,1,1,119,U,0,0,0,0,0,0,91,266,6,U,U,U,U,0,0,17,0,1,2,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11226,U,U,0,0,0,0,0,1,17,U,U
3,69,42.918101815,1," 69C",C,7,2,94,22,1,4,1G2NE5535R,1,U,0,C,48,U,68,1,1,1,127,U,0,0,0,0,0,0,266,91,6,U,U,U,U,0,0,17,0,1,1,3,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124,U,U,0,0,0,0,0,10,15,U,U
3,70,316.29958782,0," 70F",F,7,1,87,35,42,4,JN1HT2116H,1,U,0,C,80,1,25,1,2,2,126,0,0,0,0,0,U,U,55,55,6,U,U,U,U,0,1,17,0,1,2,4,91,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11423,2,0,0,0,0,0,0,13,52,0,0
3,70,316.29958782,0," 70F",F,7,2,85,30,36,2,WVWCA0158F,1,U,0,C,80,U,24,1,3,3,91,0,0,0,0,0,U,0,55,55,6,U,U,U,U,0,1,17,0,0,2,0,126,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11413,U,U,0,0,0,0,0,14,51,U,U
3,70,316.29958782,0," 70F",F,7,3,86,13,1,4,1LNBP96F3G,0,U,0,C,80,U,98,1,1,0,183,U,0,0,0,0,0,U,55,55,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11003,U,U,0,0,0,0,0,13,52,U,U
3,71,88.402474111,0," 71F",F,7,1,83,20,16,4,1G1AD69P1D,1,U,0,C,48,5,11,1,3,3,108,0,0,0,0,0,0,0,24,356,6,U,U,U,U,0,1,17,0,3,2,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11233,2,0,0,0,0,0,0,1,8,1,2
3,72,88.402474111,0," 72F",F,7,1,89,13,1,4,1LNBM82F7K,1,U,0,C,89,3,45,1,1,1,183,U,0,0,0,0,0,0,45,36,4,U,U,U,U,0,0,17,0,1,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11226,2,1,0,0,0,0,0,1,61,2,1
3,72,88.402474111,," 72F",F,7,2,U,98,898,68,9999999999,0,U,0,C,89,1,47,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,U,,,,,,14,10,0,0
3,73,33.838405674,1," 73C",C,7,1,94,41,35,4,JM1BG2246R,1,U,0,0,48,U,72,1,1,1,110,0,0,0,0,0,0,0,180,225,1,28,7,27,241,4,1,17,1,1,2,1,189,4,5,0,0,1,0,1,0,1,0,7,0,7,0,1,0,7,0,7,0,7,11215,U,U,0,0,0,0,0,7,10,U,U
3,73,33.838405674,0," 73C",C,7,2,77,20,2,4,1L69U7J200,1,U,0,C,48,3,73,1,3,3,189,0,0,0,0,0,0,0,225,180,1,15,-15,-5,451,4,1,13,0,3,1,3,110,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11220,4,0,0,0,0,0,0,1,60,2,2
3,74,56.535799638,0," 74D",D,7,1,85,12,13,3,1FABP0546F,1,U,0,C,89,U,24,1,1,1,94,U,0,0,0,0,U,0,256,260,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11373,U,U,0,0,0,0,0,1,51,U,U
3,74,56.535799638,0," 74D",D,7,2,86,48,31,4,JF1AC45B6G,1,U,0,C,89,U,25,1,2,2,106,0,0,0,0,0,0,U,260,256,6,U,U,U,U,0,1,17,0,2,U,4,94,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11219,U,U,0,0,0,0,0,97,50,U,U
3,75,41.236344167,0," 75D",D,7,1,84,9,34,5,JP3BG39D3E,1,U,0,C,48,1,2,1,3,3,113,0,0,0,3,0,0,0,998,998,6,U,U,U,U,0,2,17,0,2,2,3,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11220,5,0,0,0,0,0,0,1,8,0,0
3,76,181.89662015,0," 76F",F,7,1,87,18,3,4,1G4CW5132H,1,U,0,C,48,1,87,1,1,1,192,0,0,0,0,0,0,0,0,273,6,U,U,U,U,0,2,17,0,1,1,3,U,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11229,1,0,0,0,0,0,0,1,17,0,0
3,76,181.89662015,0," 76F",F,7,2,91,13,398,4,9999999999,1,U,0,C,48,U,86,1,1,1,U,U,0,0,0,0,0,0,273,0,6,U,U,U,U,0,0,U,0,1,U,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,U,0,0,0,0,0,1,66,U,U
3,77,66.394834836,0," 77C",C,7,1,91,41,441,29,JM3LV5221M,1,U,0,C,48,3,11,1,3,3,U,0,0,0,0,0,0,0,180,160,6,U,U,U,U,0,0,17,0,0,8,4,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11216,2,0,0,0,0,0,0,10,3,2,2
3,78,13.866215786,0," 78K",K,7,1,89,49,33,3,JT2ST65L5K,1,U,0,C,48,1,8,1,1,1,111,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11208,4,0,0,0,0,0,0,1,8,0,0
3,79,130.09499701,1," 79E",E,7,1,90,18,10,2,2G4WB14T4L,1,U,0,C,48,U,69,1,1,1,136,U,0,0,0,0,U,0,183,310,6,U,U,U,U,0,0,17,0,1,1,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11237,U,U,0,0,0,0,0,1,17,U,U
3,79,130.09499701,1," 79E",E,7,2,92,35,34,4,JN1FU21P7N,0,U,0,C,48,U,68,1,1,0,150,U,0,0,0,0,U,0,310,183,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11234,U,U,0,0,0,0,0,10,15,U,U
3,80,1060.6366999,0," 80H",H,7,1,86,21,2,4,1G3HY6931G,1,U,0,C,48,1,11,1,1,1,143,U,0,0,0,0,0,0,75,92,6,U,U,U,U,0,0,17,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11221,2,0,0,0,0,0,0,1,8,0,0
3,81,36.983063388,0," 81D",D,7,1,85,20,10,2,1G1GZ37Z1F,1,U,0,C,80,3,7,1,2,2,144,0,0,0,0,2,0,0,998,998,5,U,U,U,U,0,1,17,0,2,1,3,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11235,1,0,4,4,56,4,2,1,8,2,4
3,82,163.13507827,0," 82F",F,7,1,84,20,2,4,2G1AL6996E,1,U,0,C,48,U,25,1,1,1,158,U,0,0,0,0,0,U,185,185,4,U,U,U,U,0,0,17,0,1,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,U,0,0,0,0,0,U,51,U,U
3,82,163.13507827,," 82F",F,7,2,80,84,898,79,AA192KHA00,0,U,0,C,48,U,24,,,,,,,,,,,,,,,,,,,,,13,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6513,U,U,,,,,,1,52,U,U
3,83,22.489038752,1," 83C",C,7,1,94,37,31,2,1HGEJ2225R,1,U,0,C,80,3,1,1,1,1,101,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,U,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11234,3,0,0,0,0,0,0,1,6,2,2
3,84,143.48510683,1," 84F",F,7,1,88,22,18,2,1G2NE14U4J,1,U,0,C,80,98,25,1,1,1,113,0,0,0,0,0,0,U,225,225,5,U,U,U,U,0,1,17,0,1,2,4,U,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11235,4,0,0,0,0,0,0,2,52,2,2
3,84,143.48510683,0," 84F",F,7,2,U,29,399,9,9999999999,0,U,0,C,80,U,24,1,U,0,U,U,0,0,0,0,U,0,225,225,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,U,0,0,0,0,0,1,51,U,U
3,85,40.121180295,0," 85F",F,7,1,86,13,2,2,1LNBP98M3G,1,U,0,C,48,1,87,1,1,1,166,U,0,0,0,0,0,0,92,2,6,U,U,U,U,0,0,17,0,1,1,4,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11229,1,0,0,0,0,0,0,1,17,0,0
3,85,40.121180295,1," 85F",F,7,2,93,13,1,4,1LNLM82W0P,1,U,0,C,48,U,86,1,2,2,184,U,0,0,0,0,0,0,2,92,6,U,U,U,U,0,0,17,0,2,1,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7726,1,0,0,0,0,0,0,1,17,U,U
3,86,240.30783866,0," 86H",H,7,1,83,19,3,2,1G6AB4783D,0,U,0,C,80,1,25,1,3,0,183,0,0,0,0,0,0,U,110,110,6,U,U,U,U,0,2,17,N,N,1,N,139,4,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11235,1,0,0,0,0,0,0,1,52,0,0
3,86,240.30783866,0," 86H",H,7,2,86,35,39,4,JN1HU11S6G,1,U,0,C,80,3,24,1,1,1,139,U,0,0,0,0,U,0,110,110,6,U,U,U,U,0,0,17,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11570,U,U,0,0,0,0,0,1,51,2,1
3,87,15.015487038,1," 87A",A,7,1,91,35,42,4,JN1FU21P2M,1,U,0,C,48,U,87,1,2,2,104,U,0,0,0,0,0,0,240,150,5,U,U,U,U,0,0,17,2,2,2,1,N,N,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11226,2,0,0,0,0,0,0,1,17,U,U
3,87,15.015487038,1," 87A",A,7,2,94,52,34,4,4A3AJ56G4R,1,U,0,C,48,U,86,1,2,2,125,U,0,0,0,0,0,0,150,240,5,U,U,U,U,0,0,17,0,1,2,3,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,U,0,0,0,0,0,1,17,U,U
3,88,491.57907614,1," 88E",E,7,1,90,41,35,4,JM1BG2269L,1,U,0,C,48,2,45,1,3,3,107,0,1,0,0,0,0,0,150,147,4,U,U,U,U,0,1,17,0,0,2,4,U,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11226,1,0,0,0,0,0,0,1,60,1,1
3,88,491.57907614,0," 88E",E,7,2,U,U,499,48,9999999999,0,U,0,C,48,U,47,1,1,0,U,U,0,0,0,0,0,0,147,150,4,U,U,U,U,0,0,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7047,U,U,0,0,0,0,0,14,10,U,U
3,89,28.331792119,0," 89D",D,7,1,83,13,1,4,1LNBP96F3D,1,U,U,U,48,2,3,1,1,1,184,0,0,0,0,0,4,0,182,175,5,U,U,U,U,0,1,17,1,1,1,3,998,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11206,1,0,0,0,0,0,0,1,8,1,4
3,90,124.97366906,0," 90F",F,7,1,91,49,401,14,JT3VN39W8M,0,U,0,C,48,2,68,1,1,0,U,0,0,0,0,0,0,0,275,150,6,U,U,U,U,0,2,17,N,N,8,N,107,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10708,3,0,0,0,0,0,0,10,53,1,1
3,90,124.97366906,0," 90F",F,7,2,87,22,9,2,1G2FS21H0H,1,U,0,C,48,U,69,1,2,2,107,U,0,0,0,0,0,0,150,275,6,U,U,U,U,0,0,17,0,2,1,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11236,U,U,0,0,0,0,0,1,66,U,U
3,91,17.178282641,1," 91C",C,7,1,90,7,399,4,9999999999,1,U,0,C,48,U,86,1,2,2,U,U,0,0,0,0,0,0,358,88,5,U,U,U,U,0,0,U,0,2,1,4,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11558,U,U,0,0,0,0,0,1,17,U,U
3,91,17.178282641,1," 91C",C,7,2,93,9,498,29,9999999999,1,U,U,B,48,U,87,1,1,1,U,U,0,0,0,0,0,0,88,358,6,U,U,U,U,0,0,U,0,1,8,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11229,U,U,0,0,0,0,0,1,17,U,U
3,92,391.90932471,1," 92G",G,7,1,94,14,399,4,9999999999,1,U,0,C,48,9,69,1,2,2,U,U,0,0,0,0,U,0,245,0,6,U,U,U,U,0,0,U,0,2,1,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11209,U,U,0,0,0,0,0,1,17,U,U
3,92,391.90932471,0," 92G",G,7,2,79,22,399,2,9999999999,0,U,0,C,48,U,68,1,2,0,U,U,0,0,0,0,U,0,0,245,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11236,U,U,0,0,0,0,0,10,15,U,U
3,93,80.503663401,0," 93F",F,7,1,79,22,398,2,9999999999,1,U,0,C,48,U,69,1,2,2,U,U,0,0,0,0,U,0,330,85,6,U,U,U,U,0,0,U,0,2,U,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11213,U,U,0,0,0,0,0,1,17,U,U
3,93,80.503663401,0," 93F",F,7,2,87,2,499,48,9999999999,1,U,0,C,48,U,68,1,1,1,U,U,0,0,0,0,U,0,85,330,6,U,U,U,U,0,0,U,0,1,8,4,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11236,U,U,0,0,0,0,0,10,15,U,U
3,94,249.20880132,0," 94G",G,7,1,90,35,399,9,9999999999,1,U,0,C,56,U,69,1,1,1,U,U,0,0,0,0,0,0,255,44,6,U,U,U,U,0,0,U,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11563,U,U,0,0,0,0,0,1,17,U,U
3,94,249.20880132,0," 94G",G,7,2,85,20,398,4,9999999999,0,U,0,C,56,U,68,1,2,0,U,U,0,0,0,0,0,0,44,255,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11226,U,U,0,0,0,0,0,10,15,U,U
3,95,51.144426053,0," 95F",F,7,1,85,46,39,2,1XMAC9634F,1,U,0,C,48,1,87,1,1,1,117,U,0,0,0,0,0,0,246,156,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11208,2,0,0,0,0,0,0,1,17,0,0
3,95,51.144426053,0," 95F",F,7,2,U,U,499,48,9999999999,0,U,U,U,48,U,86,1,U,0,U,U,0,0,0,0,0,0,156,246,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,U,0,0,0,0,0,1,17,U,U
3,96,306.33212667,0," 96H",H,7,1,71,21,1,3,342571G100,1,U,0,C,48,U,2,1,1,1,165,U,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,13,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11226,U,U,0,0,0,0,0,1,9,U,U
3,97,70.029153547,0," 97F",F,7,1,87,49,399,9,9999999999,1,U,0,C,48,U,89,1,1,1,U,U,0,0,0,0,0,0,101,191,6,U,U,U,U,0,0,U,0,1,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11236,U,U,0,0,0,0,0,1,17,U,U
3,97,70.029153547,0," 97F",F,7,2,87,12,498,48,9999999999,0,U,0,C,48,U,88,1,U,0,U,U,0,0,0,0,0,0,191,101,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,U,0,0,0,0,0,1,17,U,U
3,98,419.44315717,0," 98H",H,7,1,93,41,441,20,JM3LV5228P,1,U,0,C,80,U,72,1,1,1,U,U,0,0,0,0,0,0,200,252,6,U,U,U,U,0,0,17,0,0,8,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11239,U,U,0,0,0,0,0,10,51,U,U
3,98,419.44315717,0," 98H",H,7,2,87,7,461,21,2B7HB23H3H,0,U,0,C,80,U,73,1,2,0,U,U,0,0,0,0,0,0,252,200,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11214,U,U,0,0,0,0,0,1,61,U,U
3,98,419.44315717,0," 98H",H,7,3,84,20,498,48,9999999999,0,U,0,C,80,U,98,1,2,0,U,U,0,0,0,0,U,0,200,252,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11419,U,U,0,0,0,0,0,1,51,U,U
3,99,26.931239057,0," 99D",D,7,1,89,30,44,4,9999999999,1,U,0,C,80,U,7,1,1,1,U,U,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,1,2,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11210,U,U,0,0,0,0,0,1,9,U,U
3,100,367.74649416,0,100G,G,7,1,91,7,498,48,9999999999,1,U,0,C,48,U,87,1,1,1,U,U,0,0,0,0,0,0,150,60,6,U,U,U,U,0,0,U,0,0,8,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10025,U,U,0,0,0,0,0,1,17,U,U
3,100,367.74649416,0,100G,G,7,2,87,21,398,4,9999999999,0,U,0,C,48,U,86,1,3,0,U,U,0,0,0,0,0,0,60,150,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11221,U,U,0,0,0,0,0,1,17,U,U
3,101,521.99109585,0,101G,G,7,1,85,21,17,4,1G3CW693XF,0,0,0,C,80,1,21,1,1,0,122,U,0,0,0,0,0,U,50,50,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11215,U,U,0,0,0,0,0,4,52,0,0
3,101,521.99109585,0,101G,G,7,2,88,13,398,4,9999999999,0,U,0,C,80,U,20,1,1,0,U,U,0,0,0,0,U,U,50,50,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11220,U,U,0,0,0,0,0,1,50,U,U
3,101,521.99109585,1,101G,G,7,3,94,6,41,4,2C3HL56T6R,1,U,0,C,80,U,98,1,1,1,153,U,0,0,0,0,U,0,50,50,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11379,U,U,0,0,0,0,0,1,51,U,U
3,102,53.971666966,0,102C,C,7,1,88,12,498,48,9999999999,1,0,0,C,48,1,21,1,2,2,U,U,0,0,0,0,0,U,50,50,6,U,U,U,U,0,0,U,0,1,8,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11354,U,U,0,0,0,0,0,4,52,0,0
3,102,53.971666966,1,102C,C,7,2,94,20,398,4,9999999999,1,U,0,C,48,U,20,1,1,1,U,U,0,0,0,0,U,0,50,50,6,U,U,U,U,0,0,U,0,1,U,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11218,U,U,0,0,0,0,0,1,50,U,U
