PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHFORMS,MONTH,YEAR,TIME,EVENTS,ATREAT,AAIS,AINJSER,AINJURED,ALCINV,DAYWEEK,DRGINV,MANCOLL,PSUSTRAT,ADMINSS,PEDSTUDY,FIRESTDY
74,30,724.12229836," 30H",H,7,1,2,94,1720,1,0,0,0,0,1,5,2,0,4,0,0,0
74,31,11.352614255," 31K",K,7,2,3,94,730,1,3,4,1,1,2,3,2,1,4,0,0,0
74,32,32.61984496," 32D",D,7,3,2,94,1430,2,4,1,0,1,2,7,2,4,4,0,0,0
74,33,231.91080493," 33F",F,7,2,2,94,2339,2,4,1,0,2,2,5,2,6,4,0,0,0
74,34,916.58358471," 34H",H,7,2,3,94,1615,1,0,0,0,0,2,3,2,1,4,0,0,0
74,35,13.670788816," 35J",J,7,1,3,94,340,5,3,3,2,2,2,2,2,0,4,0,0,0
74,36,42.761513694," 36D",D,7,2,3,94,820,1,3,2,0,2,2,5,2,4,4,0,0,0
74,37,304.01300414," 37F",F,7,2,3,94,1105,1,4,1,0,1,2,4,2,4,4,0,0,0
74,38,808.8153727," 38G",G,7,2,3,94,855,2,0,0,0,0,2,3,2,4,4,0,0,0
74,39,11.352614255," 39K",K,7,2,3,94,202,3,3,2,0,5,1,7,2,4,4,0,0,0
74,40,11.352614255," 40K",K,7,1,3,94,520,1,3,3,1,1,1,1,2,0,4,0,0,0
74,41,11.352614255," 41K",K,7,2,3,94,1830,2,3,0,0,0,2,2,2,4,4,0,0,0
74,42,430.11433844," 42E",E,7,3,3,94,1847,2,4,1,0,1,2,6,2,1,4,0,0,0
74,43,11.352614255," 43K",K,7,1,3,94,2115,1,3,2,0,1,U,4,2,0,4,0,0,0
74,44,16.953237288," 44D",D,7,1,3,94,1909,1,4,1,0,1,1,7,2,0,4,0,0,0
74,45,120.52904943," 45F",F,7,2,3,94,1800,2,4,7,0,1,2,4,2,4,4,0,0,0
74,46,320.66308582," 46G",G,7,2,3,94,1638,1,0,0,0,0,2,2,2,4,4,0,0,0
74,47,11.148826221," 47B",B,7,1,4,94,2300,6,1,6,3,4,1,6,2,0,4,0,0,0
74,48,11.352614255," 48K",K,7,2,3,94,1315,2,3,3,1,2,2,4,2,1,4,0,0,0
74,49,123.48846805," 49F",F,7,2,3,94,1502,1,4,2,0,2,2,3,2,4,4,0,0,0
74,50,328.5365098," 50G",G,7,2,3,94,930,1,0,1,0,1,2,7,2,1,4,0,0,0
74,51,13.670788816," 51J",J,7,2,3,94,1938,1,3,3,1,3,2,3,2,4,4,0,0,0
74,52,11.352614255," 52K",K,7,1,4,94,2202,1,3,3,1,1,1,6,2,0,4,0,0,0
74,53,11.352614255," 53K",K,7,2,4,94,1830,4,3,2,0,3,2,2,2,4,4,0,0,0
74,54,69.023894671," 54D",D,7,1,4,94,1,1,4,1,0,1,1,6,2,0,4,0,0,0
74,55,972.97613227," 55F",F,7,2,4,94,115,1,U,U,0,0,2,2,2,4,4,0,0,0
74,56,17.106970606," 56K",K,7,1,4,94,23,1,3,1,0,2,U,4,2,0,4,0,0,0
74,57,17.106970606," 57K",K,7,2,4,94,1638,1,3,2,0,3,2,5,2,4,4,0,0,0
74,58,17.106970606," 58K",K,7,2,4,94,1938,1,3,3,2,4,2,3,2,4,4,0,0,0
74,59,107.96042632," 59E",E,7,1,4,94,2310,4,4,1,0,1,2,6,2,0,4,0,0,0
74,60,100.88927128," 60F",F,7,2,4,94,705,1,4,1,0,2,2,2,2,4,4,0,0,0
74,62,398.74575901," 62H",H,7,1,4,94,1738,3,0,1,0,1,2,3,2,0,4,0,0,0
74,63,13.670788816," 63J",J,7,3,4,94,1200,7,3,5,1,4,U,1,2,0,4,0,0,0
74,64,21.812503044," 64C",C,7,2,4,94,1440,2,3,1,0,2,1,6,2,1,4,0,0,0
74,65,193.16932475," 65F",F,7,2,4,94,1113,2,4,1,0,1,2,3,2,4,4,0,0,0
74,67,11.148826221," 67B",B,7,2,5,94,1900,1,1,5,1,3,2,3,2,4,4,0,0,0
74,68,11.352614255," 68K",K,7,2,5,94,2221,2,3,3,1,2,1,6,2,2,4,0,0,0
74,69,11.352614255," 69K",K,7,2,5,94,50,6,3,3,1,1,2,7,2,0,4,0,0,0
74,70,2067.0980147," 70H",H,7,2,5,94,1847,1,0,0,0,0,U,1,2,4,4,0,0,0
74,71,11.148826221," 71B",B,7,1,5,94,1615,2,1,7,1,1,U,2,U,0,4,0,0,0
74,72,13.670788816," 72J",J,7,2,5,94,230,4,3,3,2,3,1,4,U,4,4,0,0,0
74,73,54.038443854," 73D",D,7,3,5,94,1346,2,3,1,0,3,U,2,2,U,4,0,0,0
74,74,1022.113586," 74G",G,7,2,5,94,1435,1,0,0,0,0,2,5,2,4,4,0,0,0
74,75,16.182796261," 75J",J,7,3,5,94,800,3,3,3,1,4,2,3,2,4,4,0,0,0
74,76,16.182796261," 76J",J,7,1,5,94,1445,1,3,2,0,1,2,1,2,0,4,0,0,0
74,77,13.438657125," 77K",K,7,3,5,94,2052,4,3,4,1,3,2,2,2,4,4,0,0,0
74,78,13.438657125," 78K",K,7,2,5,94,U,2,3,7,0,1,1,1,2,6,4,0,0,0
74,79,11.148826221," 79B",B,7,2,5,94,109,3,1,6,2,2,1,7,2,4,4,0,0,1
74,80,26.111012787," 80D",D,7,2,5,94,1612,1,4,1,0,2,2,7,2,4,4,0,0,0
74,81,198.64718442," 81E",E,7,2,5,94,1949,2,4,1,0,3,1,2,2,1,4,0,0,0
74,82,733.69219658," 82H",H,7,2,5,94,200,4,0,0,0,0,U,3,2,5,4,0,0,0
74,83,11.148826221," 83A",A,7,1,5,94,2053,6,2,1,0,1,1,5,2,0,4,0,0,0
74,84,11.352614255," 84K",K,7,2,5,94,2245,2,3,3,1,4,1,6,2,4,4,0,0,0
74,85,26.521330303," 85C",C,7,2,5,94,1335,1,4,1,0,2,2,3,2,4,4,0,0,0
74,86,251.33187246," 86E",E,7,2,5,94,754,1,4,1,0,2,2,5,2,1,4,0,0,0
74,87,104.67110343," 87D",D,7,2,6,94,938,2,3,3,1,1,2,3,2,4,4,0,0,0
74,88,2941.1487185," 88H",H,7,2,6,94,2110,1,0,0,0,0,2,4,2,1,4,0,0,0
74,89,15.755584111," 89J",J,7,4,6,94,1220,4,3,1,0,4,2,3,2,2,4,0,0,0
74,90,13.083887929," 90K",K,7,1,6,94,158,3,3,3,1,1,1,1,2,0,4,0,0,0
74,91,13.670788816," 91J",J,7,1,6,94,1323,4,3,1,0,4,2,4,2,0,4,0,0,0
74,92,11.352614255," 92K",K,7,1,6,94,701,4,3,3,1,1,2,1,2,0,4,0,0,1
74,93,11.352614255," 93K",K,7,1,6,94,1102,2,3,1,0,1,2,2,2,0,4,0,0,0
74,94,484.87484296," 94H",H,7,2,6,94,2205,1,0,0,0,0,2,3,2,U,4,0,0,0
74,95,11.148826221," 95B",B,7,2,6,94,2322,4,1,6,1,1,U,2,2,4,4,0,0,0
74,96,11.352614255," 96K",K,7,1,6,94,1900,2,3,1,0,2,1,6,2,0,4,0,0,0
74,97,11.352614255," 97K",K,7,2,6,94,413,3,3,5,2,2,1,4,2,4,4,0,0,0
74,98,1480.1442574," 98H",H,7,2,6,94,2340,1,0,0,0,0,2,5,2,1,4,0,0,0
74,100,22.180854854,100J,J,7,2,6,94,418,1,3,3,1,1,1,7,U,1,4,0,0,0
74,101,52.684688042,101E,E,7,1,7,94,2240,2,4,1,0,1,2,6,2,0,4,0,0,0
74,102,49.233964387,102F,F,7,2,7,94,2247,1,4,1,0,2,1,2,2,4,4,0,0,0
74,103,130.98514443,103G,G,7,2,7,94,1140,1,0,0,0,0,2,5,2,4,4,0,0,0
74,104,194.5879304,104H,H,7,2,7,94,1728,2,0,1,0,1,2,7,2,4,4,0,0,0
74,105,11.352614255,105K,K,7,1,7,94,100,2,3,4,1,2,1,1,2,0,4,0,0,0
74,106,11.352614255,106K,K,7,2,7,94,1920,1,3,3,1,4,1,1,2,4,4,0,0,0
74,107,139.63075146,107F,F,7,2,7,94,10,2,4,2,0,4,2,3,2,4,4,0,0,0
74,108,371.48245879,108G,G,7,2,7,94,1145,1,0,1,0,1,2,2,2,4,4,0,0,0
74,109,14.727599438,109A,A,7,2,7,94,1505,3,1,4,1,1,1,7,2,4,4,0,0,0
74,110,2836.579931,110G,G,7,1,7,94,119,2,0,0,0,0,2,1,2,0,4,0,0,0
74,111,18.746004289,111K,K,7,4,7,94,735,4,3,3,1,3,2,6,2,4,4,0,0,0
74,112,18.746004289,112K,K,7,1,7,94,445,1,3,2,0,2,U,1,2,0,4,0,0,0
74,113,11.148826221,113B,B,7,1,7,94,39,3,1,6,1,4,1,6,2,0,4,0,0,0
74,114,13.670788816,114J,J,7,5,7,94,905,7,4,2,0,3,2,6,2,1,4,0,0,0
74,115,38.187070093,115C,C,7,1,7,94,500,2,4,1,0,1,2,6,2,0,4,0,0,0
74,116,338.18083735,116F,F,7,4,7,94,1345,3,4,1,0,1,U,5,2,1,4,0,0,0
74,117,11.148826221,117B,B,7,2,8,94,2210,4,1,5,2,2,U,6,2,4,4,0,0,0
74,118,13.670788816,118J,J,7,3,7,94,1555,3,3,5,1,5,2,1,2,4,4,0,0,0
74,119,11.352614255,119K,K,7,1,8,94,2050,5,3,2,0,2,1,6,2,0,4,0,0,0
74,120,53.811391569,120D,D,7,1,7,94,2130,1,4,2,0,1,U,2,2,0,4,0,0,0
74,121,15.950423028,121D,D,7,2,8,94,848,3,3,5,1,1,2,4,2,4,4,0,0,0
74,122,121.34751918,122E,E,7,2,8,94,1455,1,4,1,0,1,2,2,2,4,4,0,0,0
74,123,113.39954092,123F,F,7,2,8,94,2158,2,4,1,0,1,U,4,2,4,4,0,0,0
74,124,448.19023313,124H,H,7,2,8,94,1313,1,0,1,0,1,2,4,2,4,4,0,0,0
74,125,11.148826221,125A,A,7,2,8,94,1706,2,1,4,1,3,2,4,2,2,4,0,0,0
74,126,1952.6091475,126G,G,7,3,8,94,1420,2,0,1,0,1,2,5,2,1,4,0,0,0
74,127,15.539129954,127J,J,7,2,8,94,1556,1,3,1,0,2,2,4,2,4,4,0,0,0
74,128,12.904138203,128K,K,7,2,8,94,1353,1,3,3,1,2,2,6,2,4,4,0,0,0
74,129,11.352614255,129K,K,7,1,8,94,2206,2,3,1,0,2,2,1,2,0,4,0,0,0
74,130,11.352614255,130K,K,7,2,8,94,1730,2,3,2,0,4,2,5,2,4,4,0,0,0
74,131,11.352614255,131K,K,7,2,8,94,335,6,3,3,4,4,2,3,2,4,4,0,0,0
74,132,1301.5061574,132H,H,7,2,8,94,1909,1,0,1,0,1,2,6,2,4,4,0,0,0
74,133,11.352614255,133K,K,7,1,8,94,35,1,3,5,1,2,1,2,2,0,4,0,0,0
74,134,11.352614255,134K,K,7,1,8,94,1545,2,3,1,0,1,2,2,2,0,4,0,0,0
74,135,170.14563187,135E,E,7,2,9,94,1736,1,4,1,0,1,2,5,2,4,4,0,0,0
74,136,423.01759758,136G,G,7,2,8,94,1750,1,3,2,0,1,2,1,2,4,4,0,0,0
74,137,13.670788816,137C,C,7,2,9,94,1225,1,4,1,0,1,2,6,2,4,4,0,0,0
74,138,100.76306456,138E,E,7,2,9,94,1727,2,4,1,0,3,2,2,2,4,4,0,0,0
74,139,94.163319866,139F,F,7,1,9,94,1650,1,3,3,1,6,2,6,2,0,4,0,0,0
74,140,372.16270841,140H,H,7,2,9,94,1201,1,0,1,0,1,2,1,2,4,4,0,0,0
74,141,11.352614255,141K,K,7,2,9,94,1305,1,3,2,0,5,2,1,2,4,4,0,0,0
74,142,25.959644597,142D,D,7,3,9,94,1950,3,4,2,0,3,2,4,2,4,4,0,0,0
74,143,184.56010694,143F,F,7,2,9,94,1118,4,4,2,0,2,2,5,2,6,4,0,0,0
74,144,729.43890848,144H,H,7,1,9,94,230,1,N,N,N,N,U,5,U,0,4,0,0,0
74,145,163.25059299,145D,D,7,2,9,94,1900,2,4,1,0,2,2,7,2,4,4,0,0,0
74,146,24.573242897,146J,J,7,2,9,94,1911,4,1,5,2,2,1,7,2,4,4,0,0,0
74,147,24.573242897,147J,J,7,2,9,94,1025,6,3,2,0,2,U,5,2,4,4,0,0,0
74,148,20.406324124,148K,K,7,2,9,94,1016,1,3,1,0,2,U,6,2,4,4,0,0,0
74,149,16.745106026,149D,D,7,2,9,94,1537,1,4,1,0,2,2,5,2,4,4,0,0,0
74,150,127.39330305,150E,E,7,3,9,94,1849,3,4,1,0,1,2,5,2,4,4,0,0,0
74,151,316.72637382,151G,G,7,2,9,94,1205,1,0,1,0,1,2,7,2,4,4,0,0,0
74,152,470.51999563,152H,H,7,2,9,94,1555,1,6,1,0,1,2,6,2,4,4,0,0,0
74,153,11.352614255,153K,K,7,2,10,94,2140,1,3,3,1,3,2,2,2,4,4,0,0,0
74,154,11.352614255,154K,K,7,2,10,94,550,1,3,2,0,2,2,4,2,2,4,0,0,0
74,155,184.82914499,155F,F,7,1,10,94,1040,1,4,1,0,1,2,1,2,0,4,0,0,0
74,156,730.5022305,156H,H,7,1,10,94,137,1,0,1,0,2,2,1,2,0,4,0,0,0
74,157,11.148826221,157A,A,7,2,10,94,2100,2,1,6,2,2,1,1,2,2,4,0,0,0
74,158,11.148826221,158B,B,7,1,10,94,2352,3,1,5,1,1,1,3,2,0,4,0,0,0
74,159,30.765584631,159D,D,7,2,10,94,810,1,4,1,0,2,2,6,2,1,4,0,0,0
74,160,864.48080554,160H,H,7,1,10,94,140,1,0,1,0,1,U,6,2,0,4,0,0,0
74,161,97.689245666,161D,D,7,2,10,94,1800,2,4,2,0,2,U,4,2,4,4,0,0,0
74,162,694.52174352,162F,F,7,2,10,94,2120,1,4,1,0,1,U,1,2,4,4,0,0,0
74,163,14.70464222,163J,J,7,1,10,94,1600,1,3,1,0,1,2,3,2,0,4,0,0,0
74,164,14.70464222,164J,J,7,2,10,94,825,4,3,3,1,3,2,5,2,4,4,0,0,0
74,165,13.670788816,165J,J,7,1,10,94,2117,2,3,3,1,3,1,1,2,0,4,0,0,0
74,166,11.352614255,166K,K,7,2,10,94,906,1,3,2,0,1,2,1,2,4,4,0,0,0
74,167,11.352614255,167K,K,7,2,10,94,855,1,3,2,0,1,2,3,2,4,4,0,0,0
74,168,1296.9676596,168G,G,7,2,10,94,1940,1,0,0,0,0,2,2,2,1,4,0,0,0
74,169,11.352614255,169K,K,7,3,10,94,710,3,3,1,0,1,1,2,2,4,4,0,0,0
74,170,11.352614255,170K,K,7,3,11,94,655,2,3,2,0,2,2,6,2,4,4,0,0,0
74,171,27.569424113,171C,C,7,2,11,94,819,1,4,2,0,3,1,6,2,2,4,0,0,0
74,172,244.15203651,172F,F,7,2,10,94,1135,1,4,1,0,2,2,6,2,4,4,0,0,0
74,173,13.670788816,173J,J,7,1,11,94,1500,5,3,1,0,1,U,5,2,0,4,0,0,0
74,174,11.352614255,174K,K,7,1,11,94,1912,2,3,2,0,1,1,6,2,0,4,0,0,0
74,175,11.352614255,175K,K,7,2,11,94,1520,1,3,1,0,1,2,2,2,4,4,0,0,0
74,176,561.75146251,176F,F,7,2,11,94,2340,1,0,0,0,0,2,6,2,4,4,0,0,0
74,177,884.84365408,177E,E,7,3,11,94,1205,2,4,2,0,3,2,6,2,4,4,0,0,0
74,178,17.507153928,178J,J,7,1,11,94,1900,3,3,1,0,1,1,1,2,0,4,0,0,0
74,179,17.507153928,179J,J,7,2,11,94,10,3,3,4,1,3,1,7,2,4,4,0,0,0
74,180,14.53844163,180K,K,7,2,11,94,2355,1,3,2,0,2,1,5,2,2,4,0,0,0
74,181,15.730993798,181B,B,7,2,11,94,822,1,1,6,1,1,U,4,2,4,4,0,0,0
74,182,15.730993798,182B,B,7,2,11,94,2045,8,1,4,1,4,U,5,2,4,4,0,0,0
74,183,20.023173392,183K,K,7,2,11,94,1807,6,3,3,1,4,U,3,2,4,4,0,0,1
74,184,20.023173392,184K,K,7,1,11,94,120,1,3,1,0,2,1,2,1,0,4,0,0,0
74,185,30.57130149,185J,J,7,2,11,94,605,3,3,2,0,1,2,2,2,6,4,0,0,0
74,186,25.387283628,186K,K,7,3,11,94,1428,5,3,3,1,4,U,3,2,4,4,0,0,0
74,187,39.393571465,187D,D,7,1,12,94,1746,1,4,1,0,1,1,1,2,0,4,0,0,0
74,188,745.11221503,188G,G,7,2,12,94,1645,1,0,1,0,1,2,4,2,1,4,0,0,0
74,189,13.670788816,189J,J,7,2,12,94,2149,1,3,2,0,4,1,6,2,2,4,0,0,0
74,190,11.352614255,190K,K,7,2,12,94,335,4,3,2,0,3,U,3,2,4,4,0,0,0
74,191,32.127898342,191D,D,7,1,12,94,330,1,4,2,0,1,U,3,2,0,4,0,0,0
74,192,607.68517825,192G,G,7,2,12,94,2030,1,0,1,0,2,2,3,2,4,4,0,0,0
74,193,11.34393068,193A,A,7,1,12,94,23,3,1,6,1,1,U,1,2,0,4,0,0,0
74,194,14.439106256,194K,K,7,2,12,94,1828,2,3,1,0,6,2,5,2,4,4,0,0,0
74,195,14.439106256,195K,K,7,2,12,94,1530,1,3,3,1,3,U,4,2,6,4,0,0,0
74,196,14.439106256,196K,K,7,1,12,94,1345,1,3,3,1,1,2,5,2,0,4,0,0,0
74,197,38.20340406,197F,F,7,2,12,94,1800,2,4,0,0,0,1,4,2,4,4,0,0,0
74,198,101.63874595,198G,G,7,2,12,94,730,1,0,1,0,1,2,6,2,4,4,0,0,0
74,199,150.99172741,199H,H,7,1,12,94,45,1,0,0,0,0,1,6,2,0,4,0,0,0
74,200,11.352614255,200K,K,7,1,12,94,1140,1,3,3,1,2,U,6,2,0,4,0,0,0
74,201,184.66758067,201G,G,7,2,12,94,40,3,0,1,0,1,U,7,2,4,4,0,0,0
74,202,1468.9477899,202F,F,7,1,12,94,815,2,4,1,0,1,2,5,2,0,4,0,0,0
74,203,25.82719743,203K,K,7,1,12,94,2351,1,3,4,1,4,U,3,2,0,4,0,0,0
74,501,0,501H,H,7,1,10,94,406,3,0,0,0,0,U,3,2,0,4,0,0,1
75,1,51.281241494,"  1J",J,7,1,1,94,430,1,3,1,0,1,1,7,2,0,11,0,0,0
75,2,78.503792453,"  2J",J,7,1,1,94,400,3,3,2,0,1,2,7,2,0,11,0,0,0
75,3,78.503792453,"  3J",J,7,2,1,94,1300,3,3,1,0,2,2,3,2,4,11,0,0,0
75,4,40.458573171,"  4J",J,7,2,1,94,2248,1,3,3,1,1,1,3,2,2,11,0,0,0
75,5,32.192145991,"  5K",K,7,2,1,94,1004,1,3,3,3,3,1,3,2,2,11,0,0,0
75,6,546.99870496,"  6F",F,7,2,1,94,1641,5,4,1,0,1,2,5,2,4,11,0,0,0
75,7,32.192145991,"  7K",K,7,2,1,94,2255,2,3,2,0,2,1,6,2,0,11,0,0,0
75,8,84.987265416,"  8D",D,7,1,1,94,710,2,3,2,0,2,2,3,2,0,11,0,0,0
75,9,717.47885165,"  9E",E,7,1,1,94,720,1,4,1,0,1,2,2,2,0,11,0,0,0
75,10,758.23119281," 10F",F,7,1,1,94,755,1,4,1,0,1,2,3,2,0,11,0,0,0
75,11,48.010840163," 11C",C,7,2,1,94,1050,1,4,1,0,2,2,2,2,4,11,0,0,0
75,12,57.302019864," 12D",D,7,1,1,94,40,3,4,2,0,3,1,6,2,0,11,0,0,0
75,13,511.23163758," 13F",F,7,2,1,94,1815,2,3,2,0,2,2,1,2,4,11,0,0,0
75,14,728.7047762," 14G",G,7,2,1,94,1645,1,0,1,0,2,2,4,2,6,11,0,0,0
75,15,38.01824793," 15B",B,7,2,2,94,1230,2,1,6,1,1,1,5,2,6,11,0,0,0
75,16,3051.7656676," 16F",F,7,2,1,94,1215,1,4,1,0,1,1,2,U,U,11,0,0,0
75,17,42.757608305," 17K",K,7,2,1,94,2015,1,3,3,1,2,1,2,2,6,11,0,0,0
75,18,42.757608305," 18K",K,7,2,1,94,1428,1,3,2,0,4,2,7,2,4,11,0,0,0
75,19,2329.4690262," 19E",E,7,2,2,94,2200,1,0,0,0,0,U,1,U,4,11,0,0,0
75,20,43.34832676," 20J",J,7,2,2,94,2215,1,3,4,1,3,1,5,2,6,11,0,0,0
75,21,34.491470019," 21K",K,7,2,2,94,1920,2,3,3,1,5,1,4,1,6,11,0,0,0
75,22,34.491470019," 22K",K,7,2,2,94,1645,1,3,2,0,3,2,6,2,1,11,0,0,0
75,23,74.76744322," 23C",C,7,2,2,94,1610,1,4,1,0,2,2,5,2,6,11,0,0,0
75,24,89.236628687," 24D",D,7,2,2,94,1210,1,4,1,0,1,2,7,2,4,11,0,0,0
75,25,753.35279423," 25E",E,7,1,2,94,2000,2,4,1,0,1,2,1,2,0,11,0,0,0
75,26,796.14275246," 26F",F,7,2,2,94,1050,1,4,1,0,2,2,3,2,1,11,0,0,0
75,27,50.359437205," 27B",B,7,2,2,94,1620,1,1,3,2,3,U,7,2,2,11,0,0,0
75,28,71.180790709," 28J",J,7,1,2,94,2215,2,3,5,1,1,1,5,2,0,11,0,0,0
75,29,56.637252049," 29K",K,7,2,2,94,2025,1,3,2,0,4,1,7,2,2,11,0,0,0
75,30,56.637252049," 30K",K,7,1,2,94,630,2,3,2,0,1,2,4,2,0,11,0,0,0
75,31,32.192145991," 31K",K,7,2,3,94,1448,1,3,3,1,3,U,3,U,4,11,0,0,0
75,32,66.402408448," 32C",C,7,1,2,94,1730,1,4,1,0,1,2,2,2,0,11,0,0,0
75,33,669.06714732," 33E",E,7,2,3,94,1620,1,4,1,0,3,2,4,2,1,11,0,0,0
75,34,707.06973455," 34F",F,7,2,2,94,1535,1,4,1,0,2,2,2,2,4,11,0,0,0
75,35,37.872266101," 35B",B,7,1,3,94,440,3,1,2,1,1,1,6,2,0,11,0,0,0
75,36,37.872266101," 36B",B,7,2,3,94,1555,1,1,4,2,4,1,1,1,6,11,0,0,0
75,37,340.74742689," 37D",D,7,1,3,94,1025,1,4,1,0,1,2,6,2,0,11,0,0,0
75,38,42.593428361," 38K",K,7,1,3,94,2330,2,3,2,0,1,1,5,1,0,11,0,0,0
75,39,39.898140938," 39K",K,7,3,3,94,1107,3,3,3,1,3,U,2,U,2,11,0,0,0
75,40,39.898140938," 40K",K,7,1,3,94,28,3,3,5,1,1,1,1,2,0,11,0,0,0
75,41,39.898140938," 41K",K,7,5,3,94,1745,4,3,1,0,1,2,2,2,5,11,0,0,0
75,42,39.898140938," 42K",K,7,1,3,94,2345,2,3,5,1,1,1,1,2,0,11,0,0,0
75,43,48.951377194," 43D",D,7,2,3,94,1205,1,4,1,0,1,2,6,2,1,11,0,0,0
75,44,413.25694766," 44E",E,7,2,3,94,1230,1,0,0,0,0,2,3,2,1,11,0,0,0
75,45,436.72967871," 45F",F,7,1,3,94,2315,1,U,1,0,1,2,7,2,0,11,0,0,0
75,46,2911.0308152," 46H",H,7,1,3,94,1600,2,0,0,0,0,2,7,2,0,11,0,0,0
75,47,280.29701514," 47D",D,7,2,3,94,920,2,4,1,0,3,2,7,2,4,11,0,0,0
75,48,44.034099575," 48J",J,7,3,3,94,1700,3,3,2,0,3,2,3,2,6,11,0,0,0
75,49,44.034099575," 49J",J,7,1,3,94,2235,2,3,2,0,2,1,5,U,0,11,0,0,0
75,50,44.034099575," 50J",J,7,1,3,94,1745,2,3,2,0,1,U,2,U,0,11,0,0,0
75,51,40.458573171," 51J",J,7,1,4,94,1013,2,3,3,1,1,U,3,U,0,11,0,0,0
75,52,32.192145991," 52K",K,7,2,4,94,1640,2,3,2,0,3,2,3,2,U,11,0,0,0
75,53,101.49539788," 53D",D,7,1,4,94,2130,3,3,1,0,2,1,6,2,0,11,0,0,0
75,54,905.51185785," 54F",F,7,1,3,94,530,4,6,1,0,4,2,7,2,0,11,0,0,0
75,55,3443.5758923," 55F",F,7,2,4,94,1130,1,6,2,0,2,2,3,2,4,11,0,0,0
75,56,48.247174001," 56K",K,7,2,4,94,710,1,3,2,0,5,2,2,2,6,11,0,0,0
75,57,48.247174001," 57K",K,7,2,4,94,2320,1,3,2,0,1,1,2,2,2,11,0,0,0
75,58,48.247174001," 58K",K,7,2,4,94,1550,2,3,3,1,4,2,5,2,4,11,0,0,0
75,59,32.192145991," 59K",K,7,2,4,94,1325,2,3,1,0,3,2,6,2,1,11,0,0,0
75,60,40.458573171," 60C",C,7,1,4,94,2335,5,4,7,0,1,1,6,2,0,11,0,0,0
75,61,42.493632708," 61D",D,7,2,4,94,1035,1,4,1,0,2,2,1,2,4,11,0,0,0
75,62,540.38781157," 62G",G,7,2,4,94,1625,1,4,1,0,2,2,3,2,4,11,0,0,0
75,63,68.05329352," 63B",B,7,4,4,94,1940,3,1,4,2,3,1,5,U,6,11,0,0,0
75,64,5462.7110937," 64F",F,7,1,4,94,850,2,4,1,0,1,2,2,2,0,11,0,0,0
75,65,50.472501562," 65A",A,7,1,4,94,2,1,1,3,1,2,1,7,U,0,11,0,0,0
75,66,71.340602073," 66J",J,7,2,4,94,1630,1,3,2,0,4,2,3,2,2,11,0,0,0
75,67,56.764411026," 67K",K,7,5,5,94,815,5,3,4,1,4,2,4,2,2,11,0,0,0
75,68,56.764411026," 68K",K,7,2,5,94,233,1,3,3,2,3,1,4,1,2,11,0,0,0
75,69,42.209500718," 69B",B,7,2,5,94,1745,1,1,5,1,3,2,4,2,4,11,0,0,0
75,70,42.209500718," 70B",B,7,1,5,94,2055,2,1,5,2,2,1,5,2,0,11,0,0,0
75,71,379.77074626," 71D",D,7,1,4,94,330,1,4,2,0,1,1,7,2,0,11,0,0,0
75,72,59.661223463," 72J",J,7,3,5,94,1705,2,3,2,0,2,U,5,2,1,11,0,0,0
75,73,40.458573171," 73J",J,7,2,5,94,1040,2,3,3,1,3,2,6,2,4,11,0,0,0
75,74,91.425694615," 74D",D,7,3,4,94,2100,2,4,1,0,3,1,7,2,4,11,0,0,0
75,75,771.83331011," 75E",E,7,3,5,94,1721,4,4,1,0,2,U,4,U,4,11,0,0,0
75,76,1162.6525643," 76G",G,7,1,5,94,725,2,0,0,0,0,2,6,2,0,11,0,0,0
75,77,40.458573171," 77J",J,7,1,5,94,1920,4,3,5,1,5,2,7,2,0,11,0,0,0
75,78,32.192145991," 78K",K,7,2,5,94,2204,3,3,1,0,2,1,7,1,0,11,0,0,0
75,79,32.192145991," 79K",K,7,2,5,94,1728,4,3,5,1,2,1,5,1,4,11,0,0,0
75,80,1418.7636362," 80G",G,7,2,5,94,1330,1,4,1,0,2,2,5,2,6,11,0,0,0
75,81,3969.5578606," 81G",G,7,1,5,94,1615,1,0,0,0,0,2,1,2,0,11,0,0,0
75,82,49.037813612," 82J",J,7,2,6,94,1054,1,3,3,1,2,2,6,2,1,11,0,0,0
75,83,39.018490548," 83K",K,7,1,6,94,1830,4,3,2,0,2,1,2,2,0,11,0,0,0
75,84,39.018490548," 84K",K,7,2,5,94,940,2,3,3,2,2,2,1,2,4,11,0,0,0
75,85,40.458573171," 85J",J,7,3,6,94,2045,3,3,4,1,2,1,7,2,4,11,0,0,0
75,86,32.192145991," 86K",K,7,2,6,94,1330,1,3,3,1,3,2,3,2,1,11,0,0,0
75,87,32.192145991," 87K",K,7,2,6,94,58,1,3,3,1,5,1,7,2,4,11,0,0,0
75,88,194.44056179," 88D",D,7,1,6,94,220,1,4,1,0,1,1,6,2,0,11,0,0,0
75,89,40.458573171," 89J",J,7,1,6,94,533,1,3,3,1,1,1,7,2,0,11,0,0,0
75,90,40.458573171," 90J",J,7,2,6,94,1045,3,3,1,0,3,2,1,2,4,11,0,0,0
75,91,87.833051123," 91D",D,7,3,6,94,1505,2,4,1,0,3,2,7,2,1,11,0,0,0
75,92,741.50352229," 92E",E,7,2,6,94,2040,1,4,1,0,1,U,2,U,1,11,0,0,0
