H01,H02,H02A,H02B,H03,H05,H07,H08,H09,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V32
26,170H,170,H,3,3,1,3.00,432.65,2,1,2,71,7,0,51,0,0,0,39,U,9,9,9,9,99,44,U,9,9,9,9,99,B32BE1V304,1,0,U,U,U,U,0,1,6,0,0,0,37,U,U,0,U,U,U,U,0,0,2,0
26,171I,171,I,3,3,1,13.00,1874.81,1,1,2,74,1,97,5,0,0,0,33,12,L,D,A,S,02,41,12,F,D,E,W,01,1D80H4B496,1,0,24,1,7,2,0,2,6,0,0,0,38,2,2,3,96,96,96,U,0,0,1,1
26,172M,172,M,3,3,1,20.80,2999.69,1,1,1,78,2,U,3,0,0,0,2,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,1,1,0,0,0,U,U,U,0,U,U,U,U,0,0,0,0
26,172M,172,M,3,3,2,20.80,2999.69,1,1,2,76,5,64,2,0,0,0,1,12,F,L,A,E,09,,,,,,,,8H29C6B276,1,0,94,1,1,0,0,1,1,0,0,0,33,0,0,1,96,96,96,U,0,0,0,0
26,173F,173,F,3,3,1,4.42,636.95,1,1,1,71,2,34,2,0,0,0,2,12,F,R,E,E,01,59,U,9,9,9,9,99,1T10W17548,1,0,67,1,1,0,0,1,8,0,0,0,20,0,0,1,96,96,96,U,0,0,0,0
26,173F,173,F,3,3,2,4.42,636.95,1,2,2,59,97,0,16,0,0,0,1,,,,,,,46,,,,,,,51524631,0,0,4,0,0,0,0,2,1,0,0,0,1,0,0,1,96,96,96,U,0,1,1,0
26,174M,174,M,3,3,1,10.60,1528.69,1,1,2,76,1,6,2,0,0,0,43,11,F,D,M,W,02,43,6,B,Y,E,W,02,1H57Q6B558,1,0,38,1,1,0,0,1,6,0,0,0,40,0,0,1,96,96,96,U,0,0,0,1
26,175C,175,C,3,3,1,11.60,1672.91,2,1,1,74,16,U,2,0,0,0,71,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,1,7,0,0,0,U,0,0,0,U,U,U,U,0,0,0,0
26,176K,176,K,3,3,1,3.00,432.65,2,1,2,70,6,19,2,0,0,0,33,92,F,Y,E,W,05,32,3,R,B,E,W,01,342570G148,1,0,30,5,2,3,0,1,6,0,0,0,38,U,U,5,85,-83,16,5313,1,2,2,0
26,177L,177,L,3,3,1,2.32,334.58,4,1,2,71,11,31,4,0,0,0,34,11,F,Z,E,N,02,37,10,L,P,E,N,01,A1A465E104,1,0,88,1,1,0,0,1,6,0,0,0,26,0,0,2,14,-13,7,158,0,1,1,1
26,178E,178,E,3,3,1,6.11,881.32,1,1,2,72,7,14,2,0,0,0,2,12,F,D,E,W,01,,,,,,,,LL29C2B421,1,0,77,1,1,0,0,1,8,0,0,0,28,0,0,3,96,96,96,U,0,0,0,0
26,178E,178,E,3,3,2,6.11,881.32,2,2,2,78,21,0,15,0,0,0,1,,,,,,,46,,,,,,,CB400T4067,1,0,8,0,0,0,0,3,1,0,0,0,4,0,0,3,96,96,96,U,0,0,2,0
26,179L,179,L,3,3,1,4.40,634.55,1,1,2,70,2,32,2,0,0,0,40,11,F,D,E,W,02,,,,,,,,0X91U34549,1,0,89,1,1,0,0,1,6,0,0,0,25,0,0,2,29,-25,15,667,0,0,1,0
26,180M,180,M,3,3,1,22.00,3172.75,1,1,3,73,2,15,2,0,0,0,46,0,U,D,L,W,01,,,,,,,,3E58H17028,1,0,53,1,1,0,0,5,6,0,0,0,43,0,0,1,96,96,96,U,0,0,0,0
26,181E,181,E,3,3,1,4.42,636.95,1,1,3,74,21,0,15,0,0,0,2,,,,,,,46,,,,,,,CB75023108,1,0,19,0,0,0,0,3,3,0,0,0,5,0,0,3,96,96,96,U,0,1,1,0
26,181E,181,E,3,3,2,4.42,636.95,2,2,1,78,1,36,6,0,0,0,1,6,B,D,A,W,02,,,,,,,,1T35M8D520,1,0,20,1,1,0,0,4,8,0,0,0,33,0,0,3,96,96,96,U,0,0,0,0
26,182K,182,K,3,3,1,3.00,432.65,2,0,2,65,19,2,2,0,0,0,46,0,T,Y,D,O,05,,,,,,,,140853,1,0,95,3,7,3,0,5,6,1,0,0,22,0,0,1,96,96,96,U,1,1,2,0
26,183M,183,M,3,3,1,15.90,2293.03,1,1,2,71,19,9,3,0,0,0,2,U,9,9,9,9,99,,,,,,,,1443363254,1,0,U,U,U,U,0,1,2,0,0,0,27,0,0,0,U,U,U,U,0,0,1,0
26,183M,183,M,3,3,2,15.90,2293.03,2,2,2,69,8,21,6,0,0,0,1,11,L,D,E,W,03,,,,,,,,369013011,1,0,89,1,4,2,0,2,1,0,0,0,21,0,0,1,96,96,96,U,0,0,1,0
26,184B,184,B,3,3,1,6.87,990.28,1,1,1,76,2,49,2,0,0,0,71,12,F,C,E,N,01,,,,,,,,6G21H21515,1,0,79,1,1,0,0,1,7,0,0,0,41,0,0,1,96,96,96,U,0,0,0,0
26,185L,185,L,3,3,1,3.00,432.65,3,1,2,72,2,46,2,0,0,0,46,60,T,Y,D,O,05,37,1,F,R,E,N,01,2B30H22545,1,0,96,5,7,3,0,5,6,2,0,0,36,0,0,1,96,96,96,U,0,2,3,1
26,186B,186,B,3,3,1,3.00,432.65,1,1,1,73,8,4,2,0,0,0,71,12,F,L,M,N,01,,,,,,,,1332613301,1,0,84,1,1,0,0,1,7,0,0,0,18,0,0,1,96,96,96,U,0,0,0,0
26,188M,188,M,3,3,1,7.70,1110.46,1,1,2,77,8,7,4,0,0,0,2,12,F,R,E,E,08,,,,,,,,1773064769,1,0,50,1,6,2,0,1,2,0,0,0,19,0,0,1,96,96,96,U,0,0,1,0
26,188M,188,M,3,3,2,7.70,1110.46,2,2,1,74,6,19,2,0,0,0,1,U,9,9,9,9,99,,,,,,,,3J57K46112,1,0,76,1,1,0,0,2,1,0,0,0,40,1,2,0,U,U,U,U,0,0,0,0
26,189H,189,H,3,3,1,4.11,592.27,1,1,1,73,1,0,53,2,16,0,2,1,F,L,E,W,02,,,,,,,,CPQ323F100,1,0,110,1,1,0,0,1,2,0,0,0,U,3,2,1,96,96,96,U,0,0,1,0
26,189H,189,H,3,3,2,4.11,592.27,3,2,2,78,3,22,2,0,0,0,1,11,L,D,H,W,02,,,,,,,,2J37Y8A130,1,0,22,1,4,1,0,2,1,0,0,0,32,0,0,1,96,96,96,U,0,0,1,0
26,190M,190,M,3,3,1,20.53,2961.33,1,1,2,68,2,15,2,0,0,0,34,12,F,R,E,N,02,,,,,,,,8U55Y12646,2,0,142,1,6,2,0,1,6,0,0,0,37,0,0,2,21,-21,0,329,0,0,1,0
26,191M,191,M,3,3,1,20.53,2961.33,1,1,2,70,1,47,6,0,0,0,50,0,R,F,E,W,02,40,U,9,9,9,9,99,9999999999,1,0,80,U,1,0,0,3,6,1,0,0,43,0,0,1,96,96,96,U,0,0,0,0
26,192F,192,F,3,3,1,3.00,432.65,1,1,2,73,21,0,15,0,0,0,2,,,,,,,46,,,,,,,CB75020592,1,0,26,0,0,0,0,1,3,0,0,0,5,0,0,1,96,96,96,U,0,0,1,0
26,192F,192,F,3,3,2,3.00,432.65,3,2,1,71,5,38,3,0,0,0,1,5,B,L,E,E,01,,,,,,,,PM43G1F185,1,0,104,1,1,0,0,4,8,0,0,0,39,0,0,1,96,96,96,U,0,0,0,0
26,193L,193,L,3,3,1,1.90,274.01,1,1,2,67,6,26,6,0,0,0,34,12,F,R,E,N,01,37,12,F,D,E,S,01,338557M355,1,0,127,1,1,0,0,1,6,0,0,0,38,1,2,1,96,96,96,U,0,0,1,0
26,194N,194,N,3,3,1,47.50,6850.26,1,1,1,65,12,1,6,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,194N,194,N,3,3,2,47.50,6850.26,2,2,1,76,8,7,4,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,195H,195,H,3,3,1,3.44,496.10,2,1,3,62,85,0,43,0,0,0,33,U,9,9,9,9,99,,,,,,,,9092800471,1,0,U,1,1,0,0,1,6,0,0,0,40,0,0,0,U,U,U,U,0,0,2,0
26,196M,196,M,3,3,1,17.20,2480.52,1,1,2,72,8,4,2,0,0,0,32,12,F,L,E,E,04,46,0,T,Y,D,O,03,1122909453,1,0,94,5,4,3,0,1,6,1,0,0,18,0,0,3,96,96,96,U,0,0,1,1
26,197I,197,I,3,3,1,11.21,1616.48,1,1,2,72,3,31,3,0,0,0,2,12,F,R,E,E,01,2,2,R,D,G,W,03,2P49Y2D335,2,0,94,1,7,2,0,1,5,0,0,0,44,0,2,1,96,96,96,U,0,0,0,1
26,197I,197,I,3,3,2,11.21,1616.48,1,2,1,78,89,0,58,1,1,0,1,7,L,T,L,N,0A,1,8,L,T,E,W,0A,2PRCPHH023,1,0,U,1,1,0,0,2,1,0,1,0,340,440,2,1,96,96,96,U,0,0,0,1
26,198M,198,M,3,3,1,17.93,2586.37,1,1,2,78,3,25,2,0,0,0,2,81,F,D,E,W,01,,,,,,,,2S87U8N120,0,0,45,1,1,0,0,1,2,0,0,0,35,0,0,2,28,-24,-14,481,0,0,1,0
26,198M,198,M,3,3,2,17.93,2586.37,1,3,2,78,3,19,2,0,0,0,1,10,L,P,E,W,04,34,3,R,P,A,W,03,2Q37Z8P110,1,0,41,1,4,3,0,2,1,0,0,0,36,2,2,2,26,-13,22,873,0,0,1,0
26,199M,199,M,3,3,1,17.93,2586.37,1,1,2,80,8,9,4,0,0,0,49,71,F,D,E,W,01,49,71,L,Y,E,W,02,32A0172714,1,0,6,1,6,2,0,1,6,0,0,0,22,0,0,1,96,96,96,U,0,0,1,1
26,200H,200,H,3,3,1,4.38,631.67,1,1,2,71,84,0,51,0,0,0,33,12,F,Z,E,W,05,,,,,,,,GS106U1515,1,0,130,1,1,0,0,1,6,0,0,0,37,0,0,2,19,-19,0,265,0,1,1,0
26,201L,201,L,3,3,1,3.00,432.65,2,1,2,77,16,19,4,0,0,0,44,32,F,R,E,N,04,,,,,,,,RA29137533,1,0,37,1,6,2,0,1,6,0,0,0,26,0,0,3,96,96,96,U,0,0,2,0
26,202N,202,N,3,3,1,109.50,15791.65,1,1,1,76,16,2,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,202N,202,N,3,3,2,109.50,15791.65,1,2,1,70,8,6,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,203F,203,F,3,3,1,4.61,664.96,1,1,1,72,21,0,15,0,0,0,2,,,,,,,46,,,,,,,CB35040356,1,0,12,0,0,0,0,1,2,0,0,0,3,0,0,1,96,96,96,U,0,0,1,0
26,203F,203,F,3,3,2,4.61,664.96,2,2,1,72,2,34,2,0,0,0,1,1,R,Y,A,W,02,,,,,,,,2T10X13333,1,0,58,1,1,0,0,3,8,0,0,0,21,0,0,1,96,96,96,U,0,0,0,0
26,204L,204,L,3,3,1,2.21,319.18,1,1,2,73,1,7,6,0,0,0,31,12,F,R,E,E,01,,,,,,,,1L45H3T264,1,0,82,1,1,0,0,1,6,0,0,0,49,0,0,4,9,-9,0,143,0,0,1,0
26,205M,205,M,3,3,1,11.07,1595.89,1,1,2,69,22,3,2,0,0,0,33,12,F,R,E,W,01,,,,,,,,129021255,1,0,71,1,1,0,0,1,6,0,0,0,22,0,0,1,96,96,96,U,0,0,1,0
26,206H,206,H,3,3,1,3.00,432.65,3,1,1,70,12,15,3,0,0,0,2,12,F,Z,E,W,01,,,,,,,,YM43T0C212,1,0,107,1,1,0,0,1,1,0,0,0,49,0,0,2,12,-12,0,167,0,0,0,0
26,206H,206,H,3,3,2,3.00,432.65,1,2,2,62,2,97,5,0,0,0,1,12,F,D,E,W,01,,,,,,,,2H27U22633,2,0,153,1,1,0,0,1,1,0,0,0,26,0,0,2,24,-24,0,258,0,0,1,0
26,207M,207,M,3,3,1,21.40,3086.22,1,1,1,73,1,7,6,0,0,0,2,12,F,L,E,S,01,,,,,,,,1L45H3D123,1,0,90,1,1,0,0,1,4,0,0,0,49,0,0,1,96,96,96,U,0,0,0,0
26,207M,207,M,3,3,2,21.40,3086.22,1,1,2,78,8,7,4,0,0,0,1,U,9,9,9,9,99,,,,,,,,1783244945,1,0,45,1,1,0,0,2,4,0,0,0,18,0,0,0,U,U,U,U,0,0,0,0
26,208I,208,I,3,3,1,5.79,835.19,3,1,2,77,1,0,50,0,0,0,47,U,9,9,9,9,99,,,,,,,,CCU147B101,1,0,U,U,U,U,0,2,6,0,0,0,36,0,0,0,U,U,U,U,0,0,0,0
26,209M,209,M,3,3,1,9.27,1336.31,1,1,2,71,7,7,2,0,0,0,40,0,U,F,D,W,01,37,12,L,D,E,S,01,LH23C1R249,1,0,68,1,1,0,0,5,6,0,0,0,30,0,0,1,96,96,96,U,0,0,0,1
26,210M,210,M,3,3,1,9.27,1336.31,2,1,2,66,2,2,3,0,0,0,34,12,F,L,E,N,02,46,0,R,D,E,O,01,6F12U14300,1,0,175,1,1,0,0,1,6,1,0,0,27,0,0,1,96,96,96,U,0,0,1,0
26,211F,211,F,3,3,1,7.14,1029.58,1,1,1,74,68,0,15,0,0,0,46,,,,,,,,,,,,,,9999999999,2,0,8,0,0,0,0,3,6,0,0,0,U,0,0,1,96,96,96,U,0,0,1,0
26,212L,212,L,3,3,1,3.43,494.20,1,1,2,73,31,11,1,0,0,0,33,69,L,B,E,N,03,50,0,U,B,Z,W,02,CF2333U,1,0,105,1,7,2,0,2,6,0,0,0,22,0,0,4,13,0,13,146,0,0,1,1
26,213M,213,M,3,3,1,17.13,2471.00,6,1,2,76,7,18,3,0,0,0,2,12,F,D,M,W,01,,,,,,,,WL41G6A156,1,0,54,1,1,0,0,1,3,0,0,0,40,0,0,2,8,-8,0,90,0,0,2,0
26,213M,213,M,3,3,2,17.13,2471.00,3,2,1,78,10,9,3,0,0,0,1,6,B,D,E,W,01,,,,,,,,6569B8Q506,1,0,20,1,1,0,0,4,1,0,0,0,43,0,0,2,9,9,0,28,0,0,1,0
26,214I,214,I,3,3,1,7.00,1009.51,1,1,2,77,86,0,57,2,1,0,44,U,9,9,9,9,99,,,,,,,,153565S,2,0,U,U,U,U,0,3,6,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
26,215M,215,M,3,3,1,11.20,1615.22,1,1,2,73,3,22,2,0,0,0,34,12,F,C,E,N,01,,,,,,,,2K57T3A244,1,0,110,1,1,0,0,1,6,0,0,0,41,0,0,3,96,96,96,U,0,0,1,0
26,216M,216,M,3,3,1,11.20,1615.22,1,1,2,73,6,19,2,0,0,0,44,5,R,D,E,S,01,44,1,F,R,E,S,01,3J57K3R136,2,0,100,1,1,0,0,3,6,0,0,0,38,0,0,1,96,96,96,U,0,0,0,0
26,217L,217,L,3,3,1,3.36,484.57,1,1,2,73,1,U,9,0,0,0,34,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,1,6,0,0,0,U,U,U,0,U,U,U,U,0,0,1,0
26,218M,218,M,3,3,1,16.80,2422.83,1,0,2,76,5,61,4,0,0,0,40,0,T,D,D,O,03,,,,,,,,7H24K67400,1,0,73,1,7,2,0,5,6,1,0,0,22,0,0,3,96,96,96,U,0,0,1,0
26,220L,220,L,3,3,1,2.72,392.27,1,0,2,80,1,50,2,0,0,0,40,0,T,P,D,O,03,37,U,9,9,9,9,99,1X117AT332,1,0,2,1,7,2,0,5,6,2,0,0,25,0,0,1,96,96,96,U,0,0,1,0
26,221M,221,M,3,3,1,13.60,1961.34,1,1,2,75,2,35,2,0,0,0,51,12,F,Z,E,W,01,,,,,,,,5E82F20787,2,0,65,1,1,0,0,1,6,0,0,0,32,0,0,1,96,96,96,U,0,0,0,0
26,222I,222,I,3,3,1,4.21,606.97,1,1,2,71,2,0,50,0,0,0,46,U,9,9,9,9,99,37,U,9,9,9,9,99,10GEM01633,1,0,U,U,U,U,0,U,6,3,0,0,U,U,U,0,U,U,U,U,0,0,1,0
26,223J,223,J,3,3,1,16.84,2427.88,2,1,1,73,85,0,43,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,224N,224,N,3,3,1,33.67,4855.75,1,1,1,80,2,55,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,224N,224,N,3,3,2,33.67,4855.75,1,1,1,74,2,34,6,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,225L,225,L,3,3,1,2.17,313.41,1,1,2,68,1,1,3,0,0,0,39,12,F,Y,E,W,02,44,12,L,F,L,S,01,114698W273,1,0,32,1,6,2,0,1,6,0,0,0,31,0,0,5,28,-28,-1,464,0,1,1,0
26,226M,226,M,3,3,1,10.87,1567.05,2,1,2,79,1,0,50,0,0,0,44,12,F,Y,E,W,02,,,,,,,,CCL2491100,1,0,28,1,6,2,0,1,6,0,0,0,37,5,2,3,96,96,96,U,0,0,2,0
26,227N,227,N,3,3,1,54.33,7835.26,1,1,1,U,U,0,U,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,228L,228,L,3,3,1,5.92,853.76,2,1,2,69,6,15,2,0,0,0,34,89,L,P,A,W,05,37,8,L,B,E,N,01,342879E130,1,0,145,5,8,3,0,2,6,0,0,0,37,0,0,2,30,0,30,626,0,1,2,1
26,229M,229,M,3,3,1,29.60,4268.79,2,1,2,75,11,39,6,0,0,0,51,12,F,D,E,W,01,,,,,,,,A5S087E723,1,0,95,1,1,0,0,1,6,0,0,0,30,0,0,1,96,96,96,U,0,0,0,0
26,230H,230,H,3,3,1,3.00,432.65,2,1,2,79,7,0,50,0,0,0,44,12,F,Z,A,W,09,46,0,L,D,A,O,01,9JL4U91100,1,0,28,8,8,3,0,1,6,1,0,0,25,0,0,1,96,96,96,U,0,1,2,0
26,231I,231,I,3,3,1,6.69,964.44,1,0,2,75,85,0,55,1,3,0,46,0,R,D,A,O,01,,,,,,,,22685ECAI3,1,0,119,1,1,0,0,3,6,1,0,0,74,270,2,1,96,96,96,U,0,0,0,0
26,232M,232,M,3,3,1,10.70,1543.11,2,1,2,77,5,64,6,0,0,0,2,10,F,Y,E,W,01,,,,,,,,HL45D7B161,1,0,54,1,1,0,0,1,2,0,0,0,36,0,0,2,10,-5,9,231,0,0,0,0
26,232M,232,M,3,3,2,10.70,1543.11,2,1,1,72,32,7,2,0,0,0,1,1,R,F,E,W,02,,,,,,,,9972200782,1,0,86,1,1,0,0,3,1,0,0,0,24,0,0,2,14,-10,-10,53,0,0,0,0
26,233J,233,J,3,3,1,16.00,2307.46,1,1,1,71,7,0,50,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,234M,234,M,3,3,1,6.40,922.98,1,1,2,72,2,5,2,0,0,0,2,12,F,D,E,W,01,,,,,,,,2FC4F16543,1,0,U,1,1,0,0,1,3,0,0,0,32,0,0,1,96,96,96,U,0,0,0,0
26,234M,234,M,3,3,2,6.40,922.98,1,2,1,72,5,11,2,0,0,0,1,U,9,9,9,9,99,,,,,,,,VH23G2B123,1,0,U,U,U,U,0,4,1,0,0,0,30,U,U,0,U,U,U,U,0,0,0,0
26,235N,235,N,3,3,1,32.00,4614.91,1,1,1,80,2,U,6,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,235N,235,N,3,3,2,32.00,4614.91,1,1,1,71,16,U,9,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,236I,236,I,3,3,1,6.25,901.35,1,0,2,68,89,0,55,1,1,0,46,0,R,D,A,O,03,,,,,,,,1500D69781,1,0,U,2,7,3,0,3,6,1,0,0,U,60,2,1,96,96,96,U,0,0,1,0
26,237L,237,L,3,3,1,2.00,288.43,1,1,2,80,8,19,4,0,0,0,2,81,F,Z,E,W,02,2,3,R,B,E,E,01,53A0026622,1,0,14,3,6,2,0,1,1,0,0,0,19,1,2,4,30,-21,-21,223,0,0,1,0
26,237L,237,L,3,3,2,2.00,288.43,3,1,2,71,1,2,2,0,0,0,1,12,F,Y,E,W,02,1,9,L,B,H,W,02,113271W163,1,0,152,1,6,2,0,1,1,0,0,0,31,0,0,4,19,-19,0,548,0,0,3,1
26,238M,238,M,3,3,1,10.00,1442.16,2,1,1,77,4,1,3,0,0,0,2,12,F,L,E,E,01,,,,,,,,4P69J7H464,1,0,28,1,1,0,0,1,2,0,0,0,36,0,0,1,96,96,96,U,0,0,0,0
26,238M,238,M,3,3,2,10.00,1442.16,1,2,2,80,16,2,6,0,0,0,1,11,L,Z,E,W,01,,,,,,,,TE72502036,1,0,8,1,1,0,0,2,1,0,0,0,22,0,0,1,96,96,96,U,0,0,0,0
26,239L,239,L,3,3,1,3.34,481.68,2,1,2,70,1,2,3,0,0,0,2,12,F,Z,E,W,01,,,,,,,,113690W380,1,0,86,1,1,0,0,1,2,0,0,0,30,0,0,2,20,-20,0,57,0,0,2,0
26,239L,239,L,3,3,2,3.34,481.68,1,3,2,78,4,2,2,0,0,0,1,2,R,Z,E,W,02,34,9,L,B,E,N,02,4P37Y8H466,1,0,33,1,3,2,0,3,1,0,0,0,36,0,0,2,17,-9,-15,454,0,0,0,0
26,240N,240,N,3,3,1,83.50,12042.04,1,1,1,61,10,U,9,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,240N,240,N,3,3,2,83.50,12042.04,2,2,1,68,3,18,9,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,241C,241,C,3,3,1,4.33,625.03,1,1,1,U,U,0,50,0,0,0,71,U,9,9,9,9,99,,,,,,,,9999999999,U,0,U,U,U,U,0,3,7,0,0,0,U,U,U,0,U,U,U,U,0,0,0,0
26,242J,242,J,3,3,1,10.84,1562.58,1,1,1,75,85,0,57,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,242J,242,J,3,3,2,10.84,1562.58,1,2,1,73,87,0,57,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,243N,243,N,3,3,1,21.67,3125.16,1,1,1,77,1,U,9,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,243N,243,N,3,3,2,21.67,3125.16,1,2,1,68,2,57,43,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,244I,244,I,3,3,1,4.92,709.00,1,1,1,72,2,21,3,0,0,0,2,12,F,L,E,E,02,,,,,,,,2E66S13038,1,0,73,1,1,0,0,1,1,0,0,0,43,0,0,2,12,-12,0,72,0,0,0,0
26,244I,244,I,3,3,2,4.92,709.00,1,1,2,80,2,0,50,0,0,0,1,12,F,L,E,E,02,,,,,,,,F10ECHA320,1,0,21,1,1,0,0,1,1,0,0,0,34,0,0,2,11,-11,0,190,0,0,1,0
26,245M,245,M,3,3,1,7.87,1134.40,1,1,2,72,11,39,6,0,0,0,34,9,L,F,E,N,02,38,9,L,B,W,N,01,A2A087E299,1,0,110,1,1,0,0,2,6,0,0,0,28,0,0,4,6,0,6,28,0,0,1,0
26,246M,246,M,3,3,1,7.87,1134.40,2,1,2,78,24,12,6,0,0,0,49,12,F,R,E,W,01,49,12,R,D,A,S,01,A67L041037,1,0,51,1,1,0,0,1,6,0,0,0,22,0,0,1,96,96,96,U,0,0,0,1
26,247L,247,L,3,3,1,2.12,305.74,1,1,2,80,9,48,4,0,0,0,33,11,L,Y,E,W,02,50,0,U,F,L,N,01,0F14A60452,1,0,12,1,6,3,0,2,6,2,0,0,26,0,0,1,96,96,96,U,0,0,1,1
26,248M,248,M,3,3,1,10.60,1528.69,2,1,1,79,8,7,4,0,0,0,2,U,9,9,9,9,99,,,,,,,,1793816609,1,0,35,1,1,0,0,1,2,0,0,0,18,0,0,0,U,U,U,U,0,0,0,0
26,248M,248,M,3,3,2,10.60,1528.69,1,1,2,75,9,38,6,0,0,0,1,3,R,Y,M,W,03,,,,,,,,5T25 50728,1,0,42,1,3,2,0,3,1,0,0,0,26,0,0,1,96,96,96,U,0,0,0,0
26,249M,249,M,3,3,1,10.60,1528.69,2,1,2,74,5,U,2,0,0,0,2,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,1,2,0,0,0,U,U,U,0,U,U,U,U,0,0,0,0
26,249M,249,M,3,3,2,10.60,1528.69,3,1,1,75,9,41,2,0,0,0,1,11,L,B,E,S,01,,,,,,,,5A93H56316,1,0,74,1,1,0,0,2,4,0,0,0,43,0,0,1,96,96,96,U,0,0,1,0
26,250M,250,M,3,3,1,8.90,1283.52,1,1,2,73,8,U,2,0,0,0,2,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,1,3,0,0,0,U,0,0,0,U,U,U,U,0,0,0,0
26,250M,250,M,3,3,2,8.90,1283.52,1,2,1,79,12,1,3,0,0,0,1,6,B,L,E,E,01,,,,,,,,TH42K9R171,1,0,16,1,1,0,0,4,1,0,0,0,36,0,0,1,96,96,96,U,0,0,0,0
26,251N,251,N,3,3,1,44.50,6417.61,1,1,1,74,7,1,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,251N,251,N,3,3,2,44.50,6417.61,2,2,1,76,2,U,9,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,252J,252,J,3,3,1,11.34,1634.69,1,1,1,50,2,0,42,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,252J,252,J,3,3,2,11.34,1634.69,0,2,1,73,2,U,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,253M,253,M,3,3,1,4.53,653.88,3,1,2,65,2,0,51,0,0,0,31,12,F,Y,E,W,06,,,,,,,,E15SH49055,1,0,140,U,2,1,0,1,6,0,0,0,27,1,2,1,96,96,96,U,0,0,0,0
26,254N,254,N,3,3,1,22.67,3269.38,2,1,1,75,3,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,254N,254,N,3,3,2,22.67,3269.38,1,1,1,69,6,35,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,255C,255,C,3,3,1,10.33,1490.33,1,1,1,69,2,19,3,0,0,0,71,U,9,9,9,9,99,,,,,,,,9E66Y13374,2,0,U,U,U,U,0,4,7,0,0,0,39,U,U,0,U,U,U,U,0,0,0,0
26,256J,256,J,3,3,1,25.84,3725.82,1,1,1,77,7,0,50,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,257M,257,M,3,3,1,10.33,1490.33,2,1,1,77,11,40,4,0,0,0,2,11,F,D,E,W,01,,,,,,,,A7C667C241,1,0,45,1,1,0,0,1,2,0,0,0,32,0,0,2,10,-9,5,66,0,0,0,0
26,257M,257,M,3,3,2,10.33,1490.33,1,2,2,81,9,41,2,0,0,0,1,2,R,B,E,W,03,,,,,,,,1MEBP76B9B,1,0,4,1,1,0,0,3,1,0,0,0,27,0,0,2,12,-6,-10,221,0,0,1,0
