H01,H02,H02A,H02B,H03,H05,H07,H08,H09,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V32
1,679J,679,J,3,3,5,330.25,2077.62,1,1,U,78,7,0,50,0,0,0,4,U,9,9,9,9,99,0,,,,,,,D14BJ8S,1,0,U,U,U,U,0,1,3,0,1,0,35,U,U,0,U,U,U,U,0,0,0,0
1,680N,680,N,3,3,1,660.50,4155.23,1,1,U,78,2,U,3,0,0,0,31,U,9,9,9,9,99,0,,,,,,,8P63H10,1,0,U,U,U,U,0,U,4,0,1,0,41,U,U,0,U,U,U,U,0,0,0,0
1,681N,681,N,3,3,1,477.60,3004.55,1,1,1,U,U,0,U,U,U,0,31,,,,,,,0,,,,,,,9999999,U,U,U,U,U,U,0,U,U,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,682J,682,J,3,3,1,340.41,2141.54,1,1,U,72,10,U,2,0,0,0,2,U,9,9,9,9,99,0,,,,,,,6D47R2D,1,0,U,U,U,U,0,1,3,0,1,0,48,U,U,0,U,U,U,U,0,0,0,0
1,682J,682,J,3,3,2,340.41,2141.54,5,3,U,74,1,U,2,0,0,0,1,U,9,9,9,9,99,3,U,9,9,9,9,99,9999999,1,0,U,U,U,U,0,U,U,0,1,0,37,U,U,0,U,U,U,U,0,0,0,0
1,682J,682,J,3,3,3,340.41,2141.54,4,2,U,76,3,U,2,0,0,0,2,U,9,9,9,9,99,0,,,,,,,9999999,1,0,U,U,U,U,0,4,1,0,1,0,42,U,U,0,U,U,U,U,0,0,0,0
1,683J,683,J,3,3,1,421.71,2652.95,1,1,1,U,U,0,U,U,U,0,31,,,,,,,0,,,,,,,9999999,U,U,U,U,U,U,0,U,U,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,684L,684,L,3,3,1,53.25,334.98,2,1,U,75,1,U,3,0,0,0,2,U,9,9,9,9,99,0,,,,,,,1C29D51,1,0,U,U,U,U,0,1,2,0,1,0,39,U,U,0,U,U,U,U,0,0,0,0
1,684L,684,L,3,3,2,53.25,334.98,1,2,U,74,2,U,2,0,0,0,1,U,9,9,9,9,99,0,,,,,,,9999999,1,0,U,U,U,U,0,2,1,0,1,0,27,U,U,0,U,U,U,U,0,0,1,0
1,685C,685,C,3,3,1,96.54,607.30,2,1,1,U,U,0,3,0,0,0,71,U,9,9,9,9,99,0,,,,,,,9999999,1,0,U,U,U,U,0,U,7,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,686L,686,L,3,3,1,19.31,121.46,1,1,4,76,4,U,2,0,0,0,2,U,9,9,9,9,99,0,,,,,,,4B27C6K,1,0,U,U,U,U,0,1,2,0,1,0,34,U,U,0,U,U,U,U,0,0,1,0
1,686L,686,L,3,3,2,19.31,121.46,3,2,4,75,2,U,3,0,0,0,1,U,9,9,9,9,99,0,,,,,,,5W81L21,1,0,U,U,U,U,0,3,1,0,1,0,35,U,U,0,U,U,U,U,0,0,3,0
1,687C,687,C,3,3,1,10.16,63.93,1,1,1,U,U,0,27,0,0,0,71,,,,,,,0,,,,,,,9999999,1,0,U,U,U,U,0,U,7,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,688N,688,N,3,3,1,182.91,1150.68,1,1,1,U,U,0,U,U,U,0,31,,,,,,,0,,,,,,,9999999,U,U,U,U,U,U,U,U,U,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,689N,689,N,3,3,1,802.77,5050.20,1,1,U,73,2,U,3,0,0,0,31,U,9,9,9,9,99,0,,,,,,,3A31H30,1,0,U,U,U,U,0,U,U,0,1,0,38,0,0,0,U,U,U,U,0,0,0,0
1,690B,690,B,3,3,1,31.84,200.30,1,1,U,78,1,0,51,0,0,0,71,U,9,9,9,9,99,0,,,,,,,CCT3583,1,0,U,U,U,U,0,U,7,0,1,0,38,U,U,0,U,U,U,U,0,0,0,0
1,691N,691,N,3,3,1,975.51,6136.96,1,1,U,78,3,U,2,0,0,0,2,U,9,9,9,9,99,0,,,,,,,2M27V8U,0,0,U,U,U,U,0,U,4,0,1,0,27,U,U,0,U,U,U,U,0,0,0,0
1,691N,691,N,3,3,2,975.51,6136.96,1,1,U,75,1,U,2,0,0,0,1,U,9,9,9,9,99,0,,,,,,,1C37D5B,1,0,U,U,U,U,0,U,4,0,1,0,38,0,0,0,U,U,U,U,0,0,0,0
1,692N,692,N,3,3,1,609.70,3835.60,1,1,U,76,8,U,2,0,0,0,2,U,9,9,9,9,99,0,,,,,,,9999999,1,0,U,U,U,U,0,1,2,0,1,0,19,U,U,0,U,U,U,U,0,0,0,0
1,692N,692,N,3,3,2,609.70,3835.60,2,2,U,79,1,U,2,0,0,0,1,U,9,9,9,9,99,0,,,,,,,9999999,1,0,U,U,U,U,0,2,1,0,1,0,32,0,0,0,U,U,U,U,0,0,0,0
1,693N,693,N,3,3,1,609.70,3835.60,3,1,U,71,1,U,6,0,0,0,2,U,9,9,9,9,99,0,,,,,,,164351J,1,0,U,U,U,U,0,1,3,0,1,0,46,U,U,0,U,U,U,U,0,0,0,0
1,693N,693,N,3,3,2,609.70,3835.60,1,3,U,73,2,U,2,0,0,0,1,U,9,9,9,9,99,3,U,9,9,9,9,99,3X11X25,1,0,U,U,U,U,0,U,U,0,1,0,22,U,U,0,U,U,U,U,0,0,0,0
1,693N,693,N,3,3,3,609.70,3835.60,3,2,U,78,25,U,43,0,0,0,2,U,9,9,9,9,99,0,,,,,,,J8F17NN,1,0,U,U,U,U,0,4,1,0,1,0,39,U,U,0,U,U,U,U,0,0,0,0
1,694N,694,N,3,3,1,680.83,4283.08,2,1,U,73,1,U,2,0,0,0,2,U,9,9,9,9,99,0,,,,,,,1V77B3U,1,0,U,U,U,U,0,1,2,0,1,0,23,U,U,0,U,U,U,U,0,0,2,0
1,694N,694,N,3,3,2,680.83,4283.08,1,2,U,73,U,0,2,0,0,0,1,U,9,9,9,9,99,0,,,,,,,3Z64N58,1,0,U,U,U,U,0,2,1,0,1,0,47,U,U,0,U,U,U,U,0,0,0,0
1,695L,695,L,3,3,1,31.70,199.45,1,1,U,73,U,0,6,0,0,0,2,10,F,D,E,W,01,0,,,,,,,B28AF3X,0,0,57,1,1,0,0,1,2,0,1,0,35,0,0,1,96,96,96,U,0,0,1,0
1,695L,695,L,3,3,2,31.70,199.45,1,3,U,70,6,U,3,0,0,0,1,1,R,D,A,W,04,34,12,F,Y,E,N,01,354690M,1,0,68,1,3,2,0,3,1,0,1,0,42,0,0,1,96,96,96,U,0,0,1,0
1,696N,696,N,3,3,1,477.60,3004.55,1,1,U,69,1,U,2,0,0,0,31,12,F,D,E,W,02,0,,,,,,,164479J,1,0,60,1,1,0,0,1,6,0,1,0,38,0,0,1,96,96,96,U,0,0,0,0
1,697J,697,J,3,3,1,431.87,2716.88,2,1,U,75,4,U,3,0,0,0,2,U,9,9,9,9,99,0,,,,,,,4P69J5X,1,0,U,U,U,U,0,U,4,0,1,0,45,U,U,0,U,U,U,U,0,0,0,0
1,697J,697,J,3,3,2,431.87,2716.88,1,1,U,77,2,0,57,U,U,0,1,,,,,,,0,,,,,,,W810VY8,1,0,U,U,U,U,0,U,4,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,698C,698,C,3,3,1,193.74,1218.83,1,1,1,U,7,0,51,0,0,0,31,U,9,9,9,9,99,0,,,,,,,9999999,1,0,U,U,U,U,0,U,4,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,699L,699,L,3,3,1,38.75,243.76,3,1,U,70,7,U,2,0,0,0,31,12,F,Y,E,W,01,0,,,,,,,LL23G0R,1,0,85,1,1,0,0,1,6,0,1,0,31,0,0,2,16,-16,0,100,0,0,3,0
1,700N,700,N,3,3,1,968.71,6094.13,1,1,1,U,U,0,U,U,U,0,31,,,,,,,0,,,,,,,9999999,U,U,U,U,U,U,0,U,U,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,701N,701,N,3,3,1,762.12,4794.50,1,1,1,U,U,0,9,0,0,0,31,U,9,9,9,9,99,0,,,,,,,9999999,1,0,U,U,U,U,0,U,U,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,702N,702,N,3,3,1,508.08,3196.33,2,1,U,78,2,U,3,0,0,0,2,U,9,9,9,9,99,0,,,,,,,8W82L25,1,0,U,U,U,U,0,1,3,0,1,0,33,U,U,0,U,U,U,U,0,0,0,0
1,702N,702,N,3,3,2,508.08,3196.33,1,2,U,74,1,U,2,0,0,0,1,U,9,9,9,9,99,0,,,,,,,1X27D4W,1,0,U,U,U,U,0,4,1,0,1,0,33,U,U,0,U,U,U,U,0,0,0,0
1,703C,703,C,3,3,1,189.01,1189.04,2,1,U,71,6,U,2,0,0,0,71,U,9,9,9,9,99,0,,,,,,,396571M,1,0,U,U,U,U,0,U,7,0,1,0,47,0,0,0,U,U,U,U,0,0,0,0
1,704N,704,N,3,3,1,315.01,1981.73,2,1,U,77,3,U,2,0,0,0,2,U,9,9,9,9,99,0,,,,,,,2J57Y7P,1,0,U,U,U,U,0,1,2,0,1,0,39,U,U,0,U,U,U,U,0,0,0,0
1,704N,704,N,3,3,2,315.01,1981.73,2,2,U,78,U,0,2,0,0,0,1,U,9,9,9,9,99,0,,,,,,,8H93F70,1,0,U,U,U,U,0,2,1,0,1,0,40,U,U,0,U,U,U,U,0,0,0,0
1,705C,705,C,3,3,1,93.49,588.12,1,1,U,76,1,U,3,0,0,0,71,,,,,,,71,,,,,,,1L39V6J,1,0,U,U,U,U,0,U,7,0,1,0,42,0,0,0,U,U,U,U,0,0,0,0
1,706N,706,N,3,3,1,467.43,2940.62,1,1,1,U,U,0,U,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,707N,707,N,3,3,1,975.51,6136.96,1,1,U,72,1,U,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,707N,707,N,3,3,2,975.51,6136.96,1,2,U,78,10,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,708N,708,N,3,3,1,497.92,3132.40,1,1,U,70,4,U,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,708N,708,N,3,3,2,497.92,3132.40,1,2,U,71,16,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,709J,709,J,3,3,1,228.64,1438.35,1,1,U,73,8,0,51,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,709J,709,J,3,3,2,228.64,1438.35,1,2,U,74,1,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,710N,710,N,3,3,1,193.07,1214.61,2,1,U,65,1,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,710N,710,N,3,3,2,193.07,1214.61,1,2,U,78,1,U,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,
1,711C,711,C,3,3,1,182.91,1150.68,1,1,U,77,1,U,2,0,0,0,71,12,R,F,E,S,01,0,,,,,,,1D37U7K,1,0,26,1,1,0,0,3,7,0,1,0,36,0,0,1,96,96,96,U,0,0,0,0
1,712L,712,L,3,3,1,36.58,230.14,2,1,U,71,3,U,2,0,0,0,2,U,9,9,9,9,99,0,,,,,,,2765710,1,0,U,U,U,U,0,1,2,0,1,0,40,0,0,0,U,U,U,U,0,0,1,0
1,712L,712,L,3,3,2,36.58,230.14,4,2,U,76,5,U,2,0,0,0,1,U,9,9,9,9,99,0,,,,,,,VL29C6A,1,0,U,U,U,U,0,3,1,0,1,0,30,0,0,0,U,U,U,U,0,0,2,0
1,713J,713,J,3,3,1,63.51,399.54,1,1,U,73,89,0,57,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,714N,714,N,3,3,1,127.02,799.08,1,1,1,71,2,U,6,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,715J,715,J,3,3,1,421.71,2652.95,1,1,U,73,4,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,716N,716,N,3,3,1,721.47,4538.79,1,1,1,U,U,0,U,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,717H,717,H,3,3,1,23.57,148.31,1,1,U,74,89,0,57,U,U,0,2,,,,,,,0,,,,,,,9999999,2,0,U,U,U,U,0,1,3,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,717H,717,H,3,3,2,23.57,148.31,2,2,U,78,4,U,2,0,0,0,1,U,9,9,9,9,99,3,U,9,9,9,9,99,9999999,1,0,U,U,U,U,0,U,U,0,1,0,31,U,U,0,U,U,U,U,0,0,1,0
1,717H,717,H,3,3,3,23.57,148.31,1,1,U,75,85,0,57,U,U,0,1,,,,,,,2,,,,,,,9999999,1,0,U,U,U,U,0,U,U,0,1,0,U,U,U,0,U,U,U,U,0,1,1,0
1,718J,718,J,3,3,1,247.28,1555.65,1,1,U,U,2,0,60,U,U,0,31,,,,,,,0,,,,,,,9999999,1,0,U,U,U,U,0,1,6,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,719L,719,L,3,3,1,19.78,124.45,1,3,U,78,1,U,2,0,0,0,2,12,F,R,E,E,01,2,5,B,R,E,W,01,1W27U8K,1,0,U,1,1,0,0,1,2,0,1,0,31,0,0,2,14,-14,-3,17,0,0,1,1
1,719L,719,L,3,3,2,19.78,124.45,1,3,U,73,4,U,2,0,0,0,1,8,L,Y,E,W,03,1,12,F,R,E,W,01,4Y87U3H,1,0,86,5,4,3,0,2,1,0,1,0,46,0,0,2,9,5,8,165,0,0,1,1
1,720N,720,N,3,3,1,494.57,3111.31,2,1,U,78,1,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,720N,720,N,3,3,2,494.57,3111.31,1,2,U,78,1,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,721N,721,N,3,3,1,721.47,4538.79,2,1,1,U,16,U,U,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,722J,722,J,3,3,1,167.67,1054.79,1,1,U,77,85,0,57,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,722J,722,J,3,3,2,167.67,1054.79,1,2,U,74,2,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,723N,723,N,3,3,1,721.47,4538.79,3,1,U,64,1,U,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,724J,724,J,3,3,1,105.02,660.68,2,1,1,69,4,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,724J,724,J,3,3,2,105.02,660.68,1,2,U,78,7,0,51,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,725N,725,N,3,3,1,210.04,1321.36,1,1,U,73,10,U,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,725N,725,N,3,3,2,210.04,1321.36,1,2,U,74,3,U,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,726N,726,N,3,3,1,210.04,1321.36,1,1,U,71,2,U,2,0,0,0,2,12,F,D,E,W,01,0,,,,,,,1C62111,1,0,64,1,1,0,0,1,3,0,1,0,41,0,0,1,96,96,96,U,0,0,0,0
1,726N,726,N,3,3,2,210.04,1321.36,1,2,U,77,4,U,3,0,0,0,1,U,9,9,9,9,99,0,,,,,,,4P69Y7X,1,0,U,U,U,U,0,4,1,0,1,0,U,0,0,0,U,U,U,U,0,0,0,0
1,727N,727,N,3,3,1,274.36,1726.02,3,1,U,75,5,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,727N,727,N,3,3,2,274.36,1726.02,1,2,U,77,U,0,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,728J,728,J,3,3,1,538.56,3388.11,1,1,1,U,U,0,60,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,728J,728,J,3,3,2,538.56,3388.11,1,1,U,69,3,U,6,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,729N,729,N,3,3,1,1066.97,6712.30,2,1,U,73,8,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,729N,729,N,3,3,2,1066.97,6712.30,5,1,U,77,U,0,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,730N,730,N,3,3,1,650.34,4091.30,1,1,1,79,2,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,730N,730,N,3,3,2,650.34,4091.30,2,1,U,72,4,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,731F,731,F,3,3,1,88.07,554.03,1,1,U,73,68,0,15,0,0,0,2,,,,,,,46,,,,,,,3710019,1,0,5,0,0,0,0,1,2,0,1,0,U,0,0,0,U,U,U,U,0,0,1,0
1,731F,731,F,3,3,2,88.07,554.03,1,2,U,76,1,U,2,0,0,0,1,U,9,9,9,9,99,1,,,,,,,1L47V6J,1,0,U,U,U,U,0,2,1,0,1,0,42,U,U,0,U,U,U,U,0,0,0,0
1,732N,732,N,3,3,1,1056.81,6648.37,2,1,U,79,1,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,732N,732,N,3,3,2,1056.81,6648.37,1,2,U,77,1,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,733L,733,L,3,3,1,31.70,199.45,4,1,U,68,4,U,2,0,0,0,2,12,F,D,E,W,02,0,,,,,,,452878X,1,0,U,1,1,0,0,1,3,0,1,0,41,U,U,1,96,96,96,U,0,1,2,0
1,733L,733,L,3,3,2,31.70,199.45,1,2,U,76,84,0,27,0,0,0,1,,,,,,,0,,,,,,,9999999,1,0,U,U,U,U,0,4,1,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,734L,734,L,3,3,1,41.87,263.38,2,1,1,U,2,U,9,0,0,0,2,U,9,9,9,9,99,0,,,,,,,9999999,U,0,U,U,U,U,0,1,3,0,1,0,U,U,U,0,U,U,U,U,0,0,1,0
1,734L,734,L,3,3,2,41.87,263.38,1,2,1,U,U,0,U,U,U,0,1,,,,,,,0,,,,,,,9999999,U,U,U,U,U,U,0,4,1,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,736N,736,N,3,3,1,1077.13,6776.22,1,1,U,79,4,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,736N,736,N,3,3,2,1077.13,6776.22,2,2,U,68,10,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,
1,738F,738,F,3,3,1,91.73,577.10,2,1,U,73,64,0,15,0,0,0,2,,,,,,,2,,,,,,,Z120099,1,0,25,0,0,0,0,1,2,0,1,0,U,U,U,0,U,U,U,U,0,0,2,0
1,738F,738,F,3,3,2,91.73,577.10,2,2,U,78,1,U,2,0,0,0,1,U,9,9,9,9,99,1,U,9,9,9,9,99,1R07U8U,1,0,U,U,U,U,0,2,1,0,1,0,28,U,U,0,U,U,U,U,0,0,1,0
1,739J,739,J,3,3,1,550.40,3462.59,1,1,U,66,3,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,739J,739,J,3,3,2,550.40,3462.59,5,2,U,U,2,0,51,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,739J,739,J,3,3,3,550.40,3462.59,1,2,U,77,7,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,740N,740,N,3,3,1,1100.81,6925.17,2,1,U,69,2,U,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,740N,740,N,3,3,2,1100.81,6925.17,1,2,U,71,1,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,741L,741,L,3,3,1,41.46,260.82,1,1,U,77,1,U,2,0,0,0,2,U,9,9,9,9,99,0,,,,,,,1C37D7K,1,0,6,1,1,0,0,1,2,0,1,0,36,0,0,0,U,U,U,U,0,0,1,0
1,741L,741,L,3,3,2,41.46,260.82,1,2,U,73,1,U,6,0,0,0,1,U,9,9,9,9,99,0,,,,,,,1K45H33,1,0,U,U,U,U,0,3,1,0,1,0,49,0,0,0,U,U,U,U,0,0,0,0
1,742N,742,N,3,3,1,467.43,2940.62,1,1,U,U,97,0,28,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,742N,742,N,3,3,2,467.43,2940.62,2,2,U,74,10,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,743N,743,N,3,3,1,772.28,4858.42,1,1,1,76,4,U,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,743N,743,N,3,3,2,772.28,4858.42,2,2,U,78,1,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,
1,744J,744,J,3,3,1,243.88,1534.24,1,1,U,76,1,0,51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,744J,744,J,3,3,2,243.88,1534.24,1,1,U,71,4,U,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,745C,745,C,3,3,1,202.22,1272.14,1,1,1,U,U,0,6,0,0,0,71,U,9,9,9,9,99,0,,,,,,,9999999,U,U,U,U,U,U,0,U,7,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
1,746N,746,N,3,3,1,1011.08,6360.70,3,1,U,77,4,U,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,
1,746N,746,N,3,3,2,1011.08,6360.70,5,3,U,75,3,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,
1,746N,746,N,3,3,3,1011.08,6360.70,6,2,U,77,2,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,747L,747,L,3,3,1,60.97,383.56,1,1,U,72,4,U,3,0,0,0,2,U,9,9,9,9,99,0,,,,,,,4P39F2X,1,0,U,U,U,U,0,1,2,0,1,0,46,U,U,0,U,U,U,U,0,0,0,0
1,747L,747,L,3,3,2,60.97,383.56,2,2,U,77,11,U,6,0,0,0,1,U,9,9,9,9,99,0,,,,,,,A7A687C,1,0,U,U,U,U,0,3,1,0,1,0,32,U,U,0,U,U,U,U,0,0,2,0
1,748L,748,L,3,3,1,54.06,340.09,1,1,U,75,6,U,2,0,0,0,2,11,F,D,E,W,03,2,9,L,P,E,W,02,3Z57W5M,1,0,56,1,4,1,0,1,2,0,1,0,48,0,0,1,96,96,96,U,0,0,1,1
1,748L,748,L,3,3,2,54.06,340.09,1,2,U,72,16,U,3,0,0,0,1,2,R,Y,E,W,04,1,3,R,Z,E,W,02,RT85029,1,0,93,5,3,3,0,3,1,0,1,0,26,0,0,1,96,96,96,U,0,1,1,0
1,749N,749,N,3,3,1,396.30,2493.14,1,1,U,69,12,U,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,750J,750,J,3,3,1,589.37,3707.74,1,1,U,73,88,0,57,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,750J,750,J,3,3,2,589.37,3707.74,2,1,U,76,2,U,6,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,751F,751,F,3,3,1,74.24,467.04,1,1,U,77,64,0,15,0,0,0,46,,,,,,,2,,,,,,,K2T00A0,1,0,3,0,0,0,0,U,U,0,1,0,9,0,0,0,U,U,U,U,0,0,1,0
1,751F,751,F,3,3,2,74.24,467.04,3,2,U,72,11,U,2,0,0,0,1,4,R,P,M,W,01,0,,,,,,,A2A465A,1,0,72,1,1,0,0,3,1,0,1,0,26,0,0,1,96,96,96,U,0,0,0,0
1,752L,752,L,3,3,1,35.63,224.18,3,0,U,73,2,U,6,0,0,0,0,,,,,,,0,,,,,,,9999999,1,0,U,0,0,0,0,0,0,0,1,0,U,U,U,0,U,U,U,U,0,0,1,0
1,753N,753,N,3,3,1,890.87,5604.45,2,1,U,76,1,U,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,754J,754,J,3,3,1,487.76,3068.48,2,1,U,60,2,0,53,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,755F,755,F,3,3,1,52.50,330.29,1,1,U,75,2,U,6,0,0,0,2,U,9,9,9,9,99,0,,,,,,,5X12Y22,1,0,U,U,U,U,0,1,3,0,1,0,24,U,U,0,U,U,U,U,0,0,0,0
1,755F,755,F,3,3,2,52.50,330.29,1,2,U,74,U,0,18,0,0,0,1,,,,,,,46,,,,,,,9999999,1,0,U,0,0,0,0,4,1,0,1,0,U,0,0,0,U,U,U,U,0,0,1,0
1,756J,756,J,3,3,1,431.87,2716.88,1,1,U,77,1,0,51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,756J,756,J,3,3,2,431.87,2716.88,4,2,U,72,4,U,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,757C,757,C,3,3,1,113.81,715.98,2,2,U,76,U,0,3,0,0,0,71,U,9,9,9,9,99,0,,,,,,,9999999,1,0,U,U,U,U,0,U,7,0,1,0,38,0,0,0,U,U,U,U,0,0,0,0
1,758F,758,F,3,3,1,93.99,591.32,1,1,U,77,21,0,15,0,0,0,2,,,,,,,46,,,,,,,CB750F2,1,0,13,0,0,0,0,1,2,0,1,0,5,0,0,0,U,U,U,U,0,1,1,0
1,758F,758,F,3,3,2,93.99,591.32,1,2,U,75,3,U,3,0,0,0,1,U,9,9,9,9,99,0,,,,,,,2R4955P,2,0,U,U,U,U,0,2,1,0,1,0,42,U,U,0,U,U,U,U,0,0,0,0
1,759N,759,N,3,3,1,1127.94,7095.86,2,1,U,79,U,0,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
1,760N,760,N,3,3,1,823.09,5178.06,2,1,U,75,6,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
