PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHNO,ACCSEQ1,OBJCONT1,DOF1,GAD1,SHL1,SVL1,TDD1,EXTENT1,ACCSEQ2,OBJCONT2,DOF2,GAD2,SHL2,SVL2,TDD2,EXTENT2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,TOWRES,WHEELBAS,ALTVEH,FIRE,FIREORIG,FUELTANK,PSUSTRAT
79,41,439.55340508,41G,G,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1160,0,0,0,1,10
79,46,13.029985402,46B,B,5,1,3,52,U,9,9,9,9,U,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,1055,0,0,0,1,10
79,48,13.400519449,48J,J,5,1,1,2,U,9,9,9,9,U,2,45,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1128,0,0,0,1,10
79,48,13.400519449,48J,J,5,2,1,1,11,F,D,E,W,3,,,,,,,,,67,0,4,12,12,7,7,0,,,,,,,,,0,1,1189,0,0,0,1,10
79,50,7.8189338264,50J,J,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1550,0,0,0,1,10
79,50,7.8189338264,50J,J,5,2,1,1,10,L,D,A,W,3,,,,,,,,,114,0,10,16,14,8,0,5,,,,,,,,,0,1,984,0,0,0,1,10
79,52,4.4700351639,52B,B,5,1,1,2,12,F,D,E,W,3,2,3,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1160,0,0,0,1,10
79,52,4.4700351639,52B,B,5,3,2,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1043,0,0,0,1,10
79,53,1022.1671591,53H,H,5,1,1,63,0,U,F,L,U,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,994,0,0,0,1,10
79,54,7.8189338264,54J,J,5,1,1,2,12,F,D,E,W,2,,,,,,,,,63,4,8,12,14,17,22,0,,,,,,,,,0,1,1049,0,0,0,1,10
79,54,7.8189338264,54J,J,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1189,0,0,0,1,10
79,55,9.5372257955,55K,K,5,2,1,1,12,F,Z,E,W,1,,,,,,,,,60,1,2,3,5,5,7,8,,,,,,,,,0,1,937,0,0,0,1,10
79,56,37.132545582,56D,D,5,1,2,45,10,L,F,E,N,3,1,63,11,L,F,W,N,2,87,0,5,15,12,8,7,41,,,,,,,,,0,1,945,0,0,0,1,10
79,57,528.0583789,57G,G,5,1,1,2,12,F,D,E,W,1,,,,,,,,,68,12,10,11,10,10,12,-16,,,,,,,,,0,1,1140,0,0,0,1,10
79,57,528.0583789,57G,G,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1108,0,0,0,1,10
79,58,7.8189338264,58J,J,5,1,1,2,10,L,Z,E,W,3,,,,,,,,,104,0,3,14,9,4,0,-23,,,,,,,,,0,1,1010,0,0,0,1,10
79,59,9.5372257955,59K,K,5,1,1,2,12,F,D,E,W,2,,,,,,,,,61,17,9,5,2,0,0,-4,,,,,,,,,0,1,1049,0,0,0,1,10
79,60,174.76425585,60F,F,5,1,1,2,U,9,9,9,9,U,2,2,3,R,P,E,N,1,,,,,,,,,50,0,2,2,1,1,0,-37,0,1,1185,0,0,0,1,10
79,60,174.76425585,60F,F,5,2,1,1,10,L,Y,E,W,2,2,1,9,L,B,E,W,1,49,0,5,8,9,7,2,56,25,0,3,3,2,1,0,-77,0,1,913,0,0,0,1,10
79,61,345.69219508,61G,G,5,1,4,58,1,F,D,L,W,1,1,2,3,F,R,E,E,1,,,,,,,,,,,,,,,,,1,1,1071,0,0,0,1,10
79,62,9.5034183195,62A,A,5,1,1,2,1,F,D,E,W,2,,,,,,,,,55,16,14,13,12,11,10,0,,,,,,,,,0,1,957,0,1,3,1,10
79,62,9.5034183195,62A,A,5,2,1,1,11,L,Y,E,W,4,2,51,U,9,9,9,9,U,110,0,16,27,22,5,0,23,,,,,,,,,0,1,1071,0,1,3,1,10
79,63,9.5034183195,63B,B,5,1,1,2,11,F,D,E,W,1,,,,,,,,,60,1,0,0,0,0,0,0,,,,,,,,,0,U,1049,0,0,0,1,10
79,64,9.5372257955,64K,K,5,1,1,2,10,L,Y,E,W,2,,,,,,,,,83,0,6,8,6,3,0,40,,,,,,,,,0,1,941,0,0,0,1,10
79,64,9.5372257955,64K,K,5,2,1,1,81,F,D,E,W,2,,,,,,,,,60,11,11,10,10,10,5,0,,,,,,,,,0,1,1012,0,0,0,1,10
79,65,443.27135823,65F,F,5,1,1,2,12,F,D,E,W,2,,,,,,,,,63,6,5,8,11,6,2,-10,,,,,,,,,0,1,1175,0,0,0,1,10
79,66,11.203614808,66B,B,5,1,3,59,12,F,D,E,W,5,2,63,3,F,L,W,N,9,64,46,49,57,61,62,63,0,,,,,,,,,1,1,1140,0,0,0,1,10
79,67,11.203614808,67B,B,5,1,1,2,1,F,D,E,W,2,3,31,0,R,D,A,O,2,63,15,11,8,6,5,5,0,,,,,,,,,0,1,1030,0,0,0,1,10
79,67,11.203614808,67B,B,5,2,1,1,10,L,D,A,W,4,2,1,9,L,B,E,W,2,121,5,25,26,28,12,4,7,23,0,1,2,3,3,5,-47,0,1,945,0,0,0,1,10
79,68,11.522212305,68J,J,5,1,1,2,82,F,D,E,W,2,,,,,,,,,58,12,11,10,10,9,9,0,,,,,,,,,0,1,937,0,0,0,1,10
79,68,11.522212305,68J,J,5,2,1,1,11,L,D,E,W,3,2,3,3,R,B,L,E,1,75,11,14,10,10,7,3,8,,,,,,,,,1,1,1084,0,0,0,1,10
79,68,11.522212305,68J,J,5,3,2,2,9,L,Y,A,W,4,4,63,3,R,F,W,N,1,65,0,6,14,14,10,4,4,,,,,,,,,1,1,974,0,0,0,1,10
79,69,14.054338207,69K,K,5,1,1,2,12,F,Y,E,W,2,2,3,U,9,9,9,9,U,57,15,13,10,8,5,3,-11,,,,,,,,,0,1,933,0,0,0,1,10
79,69,14.054338207,69K,K,5,2,3,45,12,F,Z,E,N,2,1,1,6,B,Z,E,W,3,52,0,18,19,0,,,9,52,9,11,14,9,1,0,9,0,1,945,0,0,0,1,10
79,69,14.054338207,69K,K,5,3,2,1,6,B,D,E,W,2,,,,,,,,,56,7,6,5,5,3,2,0,,,,,,,,,0,0,973,0,0,0,1,10
79,71,29.126453742,71D,D,5,1,1,71,12,F,D,E,W,1,2,63,12,F,L,W,N,1,50,2,6,8,9,0,6,1,,,,,,,,,0,1,1030,0,0,0,1,10
79,73,3.6408067177,73K,K,5,1,1,2,6,B,R,E,W,1,2,54,2,R,F,E,W,3,60,0,0,2,3,4,6,17,,,,,,,,,0,1,1012,0,0,0,1,10
79,73,3.6408067177,73K,K,5,2,3,44,12,F,D,E,W,4,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1160,0,0,0,1,10
79,74,9.5372257955,74K,K,5,1,1,45,12,F,Y,E,N,2,,,,,,,,,65,3,15,9,2,4,1,-11,,,,,,,,,0,1,1140,0,0,0,1,10
79,75,5.6789085297,75K,K,5,1,4,42,0,L,D,A,W,5,1,54,U,9,9,9,9,U,145,3,11,9,6,9,3,-32,,,,,,,,,0,1,957,0,0,0,1,10
79,76,30.89894131,76D,D,5,1,1,2,10,L,Y,E,W,2,3,31,U,9,9,9,9,U,75,0,5,8,8,7,5,12,,,,,,,,,1,1,1045,0,0,0,1,10
79,76,30.89894131,76D,D,5,2,1,1,1,F,D,E,W,4,4,63,3,R,B,W,N,2,60,2,1,0,0,2,5,7,,,,,,,,,1,1,945,0,0,0,1,10
79,77,704.06436702,77H,H,5,2,1,1,6,B,Z,E,W,2,2,54,12,F,R,E,N,1,70,0,0,2,4,7,11,21,70,0,0,0,0,1,1,33,0,1,1160,0,0,0,1,10
79,78,9.5034183195,78A,A,5,1,1,2,10,L,Z,E,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1004,0,0,0,1,10
79,79,5.207751187,79A,A,5,1,1,63,3,R,D,W,N,1,3,31,0,L,D,A,O,2,,,,,,,,,,,,,,,,,1,1,1380,0,0,0,1,10
79,80,375.73590517,80F,F,5,1,1,2,10,L,Y,E,W,2,,,,,,,,,122,0,5,9,8,3,0,13,,,,,,,,,0,1,1108,0,0,0,1,10
79,80,375.73590517,80F,F,5,2,1,1,1,F,D,E,W,3,,,,,,,,,52,21,19,16,13,9,9,0,,,,,,,,,0,1,945,0,0,0,1,10
79,81,5.3558441482,81J,J,5,1,1,2,12,F,D,E,W,2,,,,,,,,,70,22,21,26,19,9,6,0,,,,,,,,,0,1,1190,0,0,0,1,10
79,81,5.3558441482,81J,J,5,2,1,1,12,F,D,E,W,4,,,,,,,,,61,33,30,26,19,10,1,-11,,,,,,,,,0,1,984,0,0,0,1,10
79,82,46.668262799,82C,C,5,1,1,52,12,F,Z,E,W,3,,,,,,,,,73,2,9,21,24,11,0,5,,,,,,,,,0,0,1555,0,0,0,1,10
79,83,1945.6117778,83H,H,5,1,1,71,12,F,Y,E,W,3,,,,,,,,,54,29,22,20,16,3,0,-10,,,,,,,,,0,1,953,0,0,0,1,10
79,84,10.673268481,84K,K,5,1,1,71,12,F,D,M,W,3,,,,,,,,,67,1,11,14,13,13,10,2,,,,,,,,,0,1,1081,0,0,0,1,10
79,85,10.673268481,85K,K,5,1,1,2,10,L,B,E,W,1,2,31,0,R,D,A,O,1,87,0,0,0,0,1,0,-69,,,,,,,,,0,1,1031,0,0,0,1,10
79,85,10.673268481,85K,K,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1137,0,0,0,1,10
79,87,131.40942017,87F,F,5,1,1,2,12,F,D,E,W,2,,,,,,,,,60,2,5,7,8,9,12,0,,,,,,,,,0,1,945,0,0,0,1,10
79,87,131.40942017,87F,F,5,2,1,1,1,R,Z,E,W,3,,,,,,,,,97,0,3,9,12,9,0,-30,,,,,,,,,0,0,933,0,0,0,1,10
79,89,416.49041541,89H,H,5,1,1,2,9,L,F,E,W,2,,,,,,,,,63,1,0,5,6,6,5,48,,,,,,,,,0,1,1099,0,0,0,1,10
79,89,416.49041541,89H,H,5,2,1,1,12,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1014,0,0,0,2,10
79,90,3.3286929315,90B,B,5,1,1,44,11,F,D,E,W,2,2,31,0,L,D,A,O,2,54,11,10,11,8,7,16,0,,,,,,,,,0,1,1043,0,0,0,1,10
79,91,126.82003801,91E,E,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,970,0,0,0,1,10
79,91,126.82003801,91E,E,5,2,1,1,6,B,D,E,W,1,2,3,12,F,R,L,W,1,59,0,2,2,2,1,1,-5,59,0,1,2,2,5,4,19,0,0,1108,0,0,0,1,10
79,93,2.430920823,93K,K,5,1,1,31,0,T,D,D,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,945,0,0,0,1,10
79,94,1195.2078787,94G,G,5,1,1,2,1,F,R,E,W,3,3,4,12,F,L,E,E,1,74,3,3,4,5,9,13,28,74,4,3,2,1,0,0,-35,1,1,1250,0,0,0,1,10
79,94,1195.2078787,94G,G,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1071,0,0,0,1,10
79,94,1195.2078787,94G,G,5,3,2,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1139,0,0,0,1,10
79,95,10.50573024,95K,K,5,1,1,2,1,F,Z,E,W,1,,,,,,,,,72,6,6,6,7,6,5,18,,,,,,,,,0,1,1180,0,0,0,1,10
79,95,10.50573024,95K,K,5,2,1,1,11,F,L,E,E,2,2,3,3,R,Y,E,W,3,58,17,8,6,4,1,0,-24,79,7,6,11,12,9,5,11,0,1,921,0,0,0,1,10
79,95,10.50573024,95K,K,5,3,2,2,12,F,Y,E,W,2,3,2,9,L,P,E,N,1,64,20,12,7,4,2,0,-21,55,0,1,2,2,0,0,15,0,1,1080,0,0,0,1,10
79,96,9.5372257955,96K,K,5,1,2,42,12,F,D,E,W,2,1,63,12,F,R,W,N,2,62,4,10,18,15,11,7,0,,,,,,,,,0,1,1041,0,0,0,1,10
79,97,117.87686863,97E,E,5,1,1,2,11,F,L,E,E,6,2,63,3,R,F,W,N,8,62,11,3,1,0,0,0,-24,,,,,,,,,1,1,1179,0,0,0,1,10
79,97,117.87686863,97E,E,5,2,1,1,1,F,D,E,W,2,,,,,,,,,62,5,6,8,7,9,9,-3,,,,,,,,,0,1,1108,0,0,0,1,10
79,98,129.95463245,98F,F,5,1,1,2,12,F,D,E,W,1,,,,,,,,,56,2,6,4,2,2,8,4,,,,,,,,,0,1,957,0,0,0,1,10
79,99,411.8795957,99H,H,5,1,1,2,3,R,Y,E,W,1,,,,,,,,,94,0,0,1,0,2,0,42,,,,,,,,,0,U,1034,0,0,0,1,10
79,100,11.630985694,100A,A,5,1,1,2,12,F,D,E,W,1,,,,,,,,,60,10,8,8,7,6,7,0,,,,,,,,,0,1,999,0,0,0,1,10
79,100,11.630985694,100A,A,5,2,1,1,9,L,Z,A,W,6,,,,,,,,,127,0,12,33,24,4,0,-12,,,,,,,,,0,1,1004,0,0,0,1,10
79,101,11.961736348,101J,J,5,2,2,1,9,L,Y,A,W,3,1,1,90,F,D,E,W,1,64,10,7,6,5,4,3,-10,,,,,,,,,1,1,999,0,0,0,1,10
79,102,11.961736348,102J,J,5,2,1,1,10,L,Y,A,W,2,2,63,11,F,L,L,N,1,56,3,5,7,7,5,3,45,27,1,0,2,1,0,0,-46,0,1,931,0,0,0,1,10
79,103,14.590452227,103K,K,5,1,2,45,12,F,C,E,N,3,1,2,11,L,Y,E,W,4,66,2,11,24,22,9,1,-7,105,0,3,15,21,8,0,-3,0,1,1108,0,0,0,1,10
79,103,14.590452227,103K,K,5,2,1,1,1,F,Z,E,W,1,,,,,,,,,57,8,7,8,9,9,10,11,,,,,,,,,0,1,994,0,0,0,1,10
79,104,7.8189338264,104J,J,5,2,1,1,12,F,D,E,W,2,,,,,,,,,57,9,7,7,6,6,7,-1,,,,,,,,,0,1,945,0,0,0,1,10
79,105,9.5372257955,105K,K,5,2,1,1,6,B,D,E,U,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1004,0,0,0,1,10
79,107,695.10152722,107H,H,5,1,1,2,1,F,Z,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,907,0,0,0,1,10
79,108,9.5372257955,108K,K,5,1,1,2,1,F,D,E,W,2,2,31,0,R,D,A,O,1,52,9,10,12,15,14,25,0,,,,,,,,,0,1,934,0,0,0,1,10
79,108,9.5372257955,108K,K,5,2,1,1,10,L,Z,E,W,4,3,31,0,T,D,D,O,4,138,0,4,17,18,14,0,-11,,,,,,,,,0,1,1100,0,0,0,1,10
79,109,9.5372257955,109K,K,5,1,1,71,12,F,D,A,W,7,,,,,,,,,61,6,16,19,16,21,21,0,,,,,,,,,0,1,880,0,0,0,1,10
79,110,7.9026396642,110K,K,5,1,3,54,12,F,D,E,W,1,1,2,12,F,D,E,S,9,62,13,11,11,7,5,3,-2,,,,,,,,,1,1,1043,0,0,0,1,10
79,110,7.9026396642,110K,K,5,2,1,1,U,9,9,9,9,U,4,61,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1080,0,0,0,1,10
79,111,7.9026396642,111K,K,5,1,1,2,6,B,Y,A,W,7,,,,,,,,,60,39,31,5,4,3,2,-20,,,,,,,,,0,1,1009,0,0,0,1,10
79,111,7.9026396642,111K,K,5,2,1,1,12,F,Z,E,W,1,,,,,,,,,74,1,1,1,1,7,9,14,,,,,,,,,0,0,1310,0,0,0,1,10
79,112,10.205098468,112B,B,5,1,2,52,0,T,P,Y,W,3,3,31,0,R,D,A,O,1,,,,,,,,,,,,,,,,,1,1,1005,0,0,0,1,10
79,113,736.29130356,113F,F,5,1,1,2,11,F,D,E,W,2,2,2,12,L,B,E,S,1,60,8,9,8,7,5,1,-5,17,0,0,1,0,0,0,-54,1,1,978,0,0,0,1,10
79,113,736.29130356,113F,F,5,2,1,1,2,R,Y,E,W,3,2,1,12,R,Z,E,S,1,55,0,3,8,13,15,10,49,86,0,0,0,1,1,0,-38,0,1,913,0,0,0,1,10
79,114,10.495301129,114J,J,5,1,1,2,2,R,Y,A,W,5,,,,,,,,,120,0,9,22,24,14,0,23,,,,,,,,,0,1,984,0,0,0,1,10
79,114,10.495301129,114J,J,5,2,1,1,12,F,D,E,W,3,,,,,,,,,70,20,16,15,16,18,23,0,,,,,,,,,0,1,1175,0,0,0,1,10
79,115,12.801752627,115K,K,5,1,2,45,12,F,L,E,W,4,3,45,11,L,Y,E,W,2,55,32,13,5,2,5,1,-15,82,1,0,5,9,9,1,20,0,1,953,0,0,0,1,10
79,116,9.5372257955,116K,K,5,1,1,2,1,R,D,A,W,5,2,31,0,T,Y,D,O,2,114,0,10,16,20,15,0,35,,,,,,,,,1,1,945,0,0,0,1,10
79,116,9.5372257955,116K,K,5,2,1,1,11,F,D,E,W,2,,,,,,,,,62,7,9,14,13,12,18,0,,,,,,,,,0,1,940,0,0,0,1,10
79,117,23.331628668,117D,D,5,1,1,2,12,F,D,E,W,3,,,,,,,,,77,4,14,23,23,24,26,6,,,,,,,,,0,1,1160,0,0,0,1,10
79,117,23.331628668,117D,D,5,2,1,1,12,F,D,E,W,5,,,,,,,,,61,28,34,41,46,46,53,5,,,,,,,,,0,1,967,0,0,0,1,10
79,118,167.7394864,118F,F,5,2,1,1,6,B,D,E,W,1,,,,,,,,,53,5,5,5,4,3,3,-6,,,,,,,,,0,0,984,0,0,0,1,10
79,119,531.63531412,119H,H,5,1,1,2,2,R,P,E,W,2,,,,,,,,,75,0,3,5,5,3,0,-15,,,,,,,,,0,1,1160,0,0,0,1,10
79,119,531.63531412,119H,H,5,2,1,1,10,F,D,E,W,1,,,,,,,,,60,10,7,7,6,5,5,-9,,,,,,,,,0,1,1040,0,0,0,1,10
79,120,9.5034183195,120B,B,5,1,1,2,71,F,D,E,W,3,2,51,U,9,9,9,9,U,61,16,15,18,18,18,24,0,,,,,,,,,0,1,1139,0,0,0,1,10
79,120,9.5034183195,120B,B,5,2,1,1,2,R,Z,A,W,3,3,71,4,R,F,E,N,2,108,1,8,16,15,11,3,-42,16,4,4,5,2,,,43,0,1,1140,0,0,0,1,10
79,121,7.8189338264,121J,J,5,2,1,1,7,L,Z,A,W,3,2,1,9,L,B,M,E,1,106,0,3,11,14,7,0,-20,,,,,,,,,0,1,1215,0,0,0,1,10
79,122,9.5372257955,122K,K,5,1,1,52,12,F,Z,E,W,3,,,,,,,,,68,0,7,18,31,25,21,9,,,,,,,,,0,1,1215,0,0,0,1,10
79,123,495.38652589,123G,G,5,1,1,2,30,F,D,E,W,1,,,,,,,,,61,6,3,3,1,2,3,0,,,,,,,,,0,1,1040,0,0,0,1,10
79,123,495.38652589,123G,G,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1065,0,0,0,1,10
79,124,9.5034183195,124B,B,5,1,1,2,12,F,D,E,W,2,3,45,9,L,F,E,N,3,73,6,7,14,10,4,0,-7,70,0,7,9,6,6,4,44,1,1,1190,0,1,U,1,10
79,124,9.5034183195,124B,B,5,2,1,1,1,R,D,E,W,4,,,,,,,,,131,4,5,16,19,12,9,17,,,,,,,,,0,1,1014,0,0,0,1,10
79,125,9.5372257955,125K,K,5,1,3,68,U,9,9,9,9,U,4,31,0,T,D,D,O,5,,,,,,,,,,,,,,,,,0,1,984,0,0,0,1,10
79,126,189.27045988,126E,E,5,1,1,2,11,F,D,E,W,2,,,,,,,,,56,10,12,16,17,18,19,1,,,,,,,,,0,1,945,0,0,0,1,10
79,126,189.27045988,126E,E,5,2,1,1,2,R,Y,E,W,3,2,3,12,F,D,E,W,1,106,0,12,17,9,2,1,12,61,5,3,5,6,7,8,0,0,1,1215,0,0,0,1,10
79,127,661.33959441,127H,H,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,957,0,0,0,1,10
79,128,9.5034183195,128B,B,5,2,1,1,12,F,D,E,W,2,,,,,,,,,74,3,1,4,3,2,5,0,,,,,,,,,0,0,1250,0,0,0,1,10
79,129,9.5034183195,129B,B,5,1,1,2,3,R,Y,A,W,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,980,0,0,0,1,10
79,129,9.5034183195,129B,B,5,2,1,1,12,F,D,E,W,3,,,,,,,,,58,30,23,22,21,21,22,0,,,,,,,,,0,1,1010,0,0,0,1,10
79,130,561.03291221,130F,F,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1043,0,0,0,1,10
79,130,561.03291221,130F,F,5,2,2,45,6,B,Y,E,W,6,1,1,11,L,D,E,W,1,30,16,41,23,7,,,-4,120,0,0,3,0,4,1,5,1,1,1090,0,0,0,1,10
79,131,7.9971192492,131J,J,5,1,1,2,1,F,D,E,W,2,,,,,,,,,60,4,7,12,13,12,15,0,,,,,,,,,0,1,1004,0,0,0,1,10
79,132,66.475452533,132C,C,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,957,0,0,0,1,10
79,133,15.203273268,133K,K,5,1,1,71,12,F,D,A,W,1,,,,,,,,,60,0,2,8,7,8,3,0,,,,,,,,,0,1,1001,0,0,0,1,10
79,134,15.203273268,134K,K,5,1,1,2,11,F,D,E,W,2,,,,,,,,,55,6,6,6,6,8,11,-9,,,,,,,,,0,1,906,0,0,0,1,10
79,134,15.203273268,134K,K,5,2,1,1,2,R,P,E,W,4,,,,,,,,,70,4,22,22,21,19,6,1,,,,,,,,,0,1,1049,0,0,0,1,10
79,135,15.203273268,135K,K,5,1,3,31,0,T,P,Z,O,4,1,63,3,R,F,W,N,2,,,,,,,,,,,,,,,,,0,1,1002,0,0,0,1,10
79,136,31.135895423,136E,E,5,1,1,71,12,F,Y,E,W,3,,,,,,,,,58,25,21,17,11,6,0,-13,,,,,,,,,0,1,990,0,0,0,1,10
79,137,34.326105643,137F,F,5,2,2,54,12,F,L,E,E,2,4,3,5,R,Y,E,W,2,62,13,5,6,5,5,5,-24,,,,,,,,,0,1,965,0,0,0,1,10
79,138,34.326105643,138F,F,5,2,1,1,11,F,Z,E,W,2,,,,,,,,,61,0,4,10,14,17,14,15,,,,,,,,,0,1,945,0,0,0,1,10
79,139,67.89870589,139G,G,5,1,4,51,12,F,R,E,N,2,2,63,12,F,L,W,N,4,,,,,,,,,,,,,,,,,1,1,965,0,0,0,1,10
79,140,67.89870589,140G,G,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1211,0,0,0,1,10
79,141,108.79352469,141H,H,5,1,1,2,11,F,D,E,W,2,2,3,U,9,9,9,9,U,61,7,8,10,13,15,19,0,,,,,,,,,1,U,1024,0,0,0,1,10
79,141,108.79352469,141H,H,5,2,1,1,2,R,Z,E,W,2,,,,,,,,,61,12,10,9,9,5,2,-44,,,,,,,,,0,1,965,0,0,0,1,10
79,142,9.5034183195,142B,B,5,1,2,42,12,F,D,E,W,3,1,63,12,F,R,L,N,3,64,0,7,24,28,25,22,1,,,,,,,,,0,1,1083,0,1,4,1,10
79,143,9.5372257955,143K,K,5,1,3,3,10,L,Z,E,W,3,1,2,12,F,D,E,W,1,79,3,5,9,0,0,1,-21,56,3,4,6,7,7,5,0,1,1,945,0,0,0,1,10
79,143,9.5372257955,143K,K,5,2,1,1,12,L,P,E,S,2,,,,,,,,,85,1,4,7,7,4,0,-6,,,,,,,,,0,U,1060,0,0,0,1,10
79,143,9.5372257955,143K,K,5,3,3,1,U,9,9,9,9,U,2,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,0,1014,0,0,0,2,10
79,144,9.5372257955,144K,K,5,1,2,51,U,9,9,9,9,U,1,63,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1030,0,0,0,1,10
79,145,3.4784841134,145B,B,5,1,1,2,12,F,Z,E,W,1,2,54,12,F,Y,E,W,2,30,15,8,5,5,4,3,-25,30,3,4,3,3,5,12,24,0,1,1140,0,0,0,1,10
79,145,3.4784841134,145B,B,5,2,1,1,6,B,D,E,W,5,3,63,12,F,R,W,N,3,56,27,20,15,12,8,4,0,,,,,,,,,0,1,1012,0,0,0,1,10
79,146,227.64563161,146E,E,5,1,3,71,12,F,D,E,W,1,1,2,12,F,L,E,E,9,61,5,3,5,8,9,14,10,,,,,,,,,1,1,957,0,0,0,1,10
79,146,227.64563161,146E,E,5,2,1,1,6,B,R,E,E,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1193,0,0,0,1,10
79,148,68.008860141,148E,E,5,2,1,1,12,F,C,E,W,1,,,,,,,,,78,1,1,1,2,2,2,0,,,,,,,,,0,1,1300,0,0,0,1,10
79,149,68.008860141,149E,E,5,2,1,1,9,L,Y,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1003,0,0,0,1,10
79,150,74.977105561,150F,F,5,1,1,2,2,R,F,E,W,3,2,2,3,R,B,E,N,1,36,0,2,7,11,5,0,69,23,1,1,2,2,2,1,-84,0,0,1065,0,0,0,1,10
79,150,74.977105561,150F,F,5,2,1,1,11,F,L,E,W,2,2,1,9,L,B,A,N,1,75,17,8,4,2,4,5,-20,28,0,1,2,2,1,0,-54,1,1,1190,0,0,0,1,10
79,152,7.8189338264,152J,J,5,1,1,2,82,F,D,E,W,2,,,,,,,,,63,14,9,9,10,11,16,0,,,,,,,,,0,1,1024,0,0,0,2,10
79,152,7.8189338264,152J,J,5,2,1,1,11,F,L,E,W,3,2,3,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,942,0,0,0,1,10
79,152,7.8189338264,152J,J,5,3,2,2,9,L,Y,E,W,3,3,63,3,R,B,W,N,1,68,0,5,12,10,6,0,18,,,,,,,,,1,1,942,0,0,0,1,10
79,153,7.8189338264,153J,J,5,1,1,2,12,F,Y,E,W,2,,,,,,,,,71,17,10,7,4,2,0,-17,,,,,,,,,0,1,1143,0,0,0,1,10
79,153,7.8189338264,153J,J,5,2,1,1,11,L,D,E,W,3,4,58,6,B,L,E,E,1,154,0,5,12,13,7,3,28,60,5,2,1,1,1,0,-29,1,1,1250,0,0,0,1,10
79,155,110.16142446,155E,E,5,1,1,2,11,F,Z,E,W,2,,,,,,,,,63,1,5,9,12,12,10,-10,,,,,,,,,0,1,943,0,0,0,1,10
79,156,121.44865733,156F,F,5,1,1,2,2,R,Y,E,W,2,2,2,3,R,B,E,E,1,86,0,0,1,5,2,5,36,,,,,,,,,0,1,886,0,0,0,1,10
79,156,121.44865733,156F,F,5,2,1,1,12,F,D,E,W,1,2,1,9,L,P,E,N,1,59,9,6,5,4,2,2,-8,20,0,0,0,0,0,0,4,0,1,984,0,0,0,1,10
79,158,5.6587779836,158A,A,5,1,1,54,12,F,L,E,W,2,2,54,9,L,B,E,W,2,62,13,8,6,4,1,0,-23,,,,,,,,,0,1,1024,0,0,0,1,10
79,159,7.8189338264,159J,J,5,1,1,2,71,F,Y,E,W,1,4,31,0,L,D,A,O,1,61,7,2,0,0,0,2,-19,,,,,,,,,1,1,1250,0,0,0,1,10
79,159,7.8189338264,159J,J,5,2,1,1,2,R,Y,E,W,4,6,45,12,F,L,E,N,3,59,0,0,7,14,20,5,50,,,,,,,,,1,1,1008,0,0,0,1,10
