PSUWGT,NATWGT,PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS
22.3,238.6323,41,36E,36,E,1,1,85,13,398,4,1LNBP96F7F,0,30,0,C,30,2,87,1,1,0,41,0,0,1,0,0,0,0,0,90,6,U,U,U,U,0,2,17,N,N,U,N,23,9,N
22.3,238.6323,41,36E,36,E,1,2,85,37,32,9,1HGAD7325F,1,20,0,C,30,1,86,1,1,1,23,U,0,1,0,0,0,0,90,0,6,U,U,U,U,0,0,17,0,1,2,4,N,N,2
79,845.379,41,37G,37,G,1,1,70,12,3,2,0T01T12200,0,U,0,C,55,U,21,1,1,0,29,U,0,1,0,0,0,U,180,180,6,U,U,U,U,0,0,11,N,N,1,N,N,N,N
79,845.379,41,37G,37,G,1,2,86,7,473,30,9999999999,1,U,0,C,55,U,20,1,1,1,24,U,0,1,0,0,U,0,180,180,6,U,U,U,U,0,0,U,0,0,8,0,N,N,0
5.15,55.11015,41,38C,38,C,1,1,86,20,33,5,JG1MR6859G,1,35,0,C,35,8,88,1,1,1,15,0,1,0,0,0,0,0,270,180,1,33,-33,0,620,1,1,17,0,1,2,4,44,6,1
5.15,55.11015,41,38C,38,C,1,2,69,14,6,6,9272N60300,1,5,0,C,30,1,89,1,1,1,44,0,0,1,0,0,0,0,180,270,1,12,-8,8,250,1,1,11,0,0,1,0,15,5,0
5.15,55.11015,41,39C,39,C,1,1,87,35,34,3,JN1HZ14S3H,1,30,0,C,30,4,69,1,1,1,31,0,0,1,0,0,U,0,0,319,6,U,U,U,U,0,2,17,0,1,1,4,32,2,1
5.15,55.11015,41,39C,39,C,1,2,85,20,10,2,1G1GZ37Z0F,0,10,0,C,30,U,68,1,4,0,32,U,0,1,0,0,U,0,319,0,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N
8.1,86.6781,41,40D,40,D,1,1,87,14,6,4,9999999999,1,25,0,C,40,U,20,1,1,1,38,U,0,1,0,0,0,0,90,90,6,U,U,U,U,0,0,U,0,0,1,0,N,N,0
8.1,86.6781,41,40D,40,D,1,2,70,22,2,4,252390P200,1,0,0,C,40,U,21,1,1,1,41,U,0,1,0,0,0,0,90,90,6,U,U,U,U,0,0,13,0,1,1,4,N,N,1
26,278.226,41,41F,41,F,1,1,88,53,470,13,JS4JC51C0J,1,10,0,C,40,1,84,1,1,1,U,0,0,1,0,0,0,0,61,90,6,U,U,U,U,0,2,17,0,0,U,0,22,2,0
26,278.226,41,41F,41,F,1,2,80,49,32,2,TE72046300,1,40,0,C,40,U,84,1,2,2,22,U,0,1,0,0,0,0,90,61,6,U,U,U,U,0,2,11,0,1,1,4,U,13,1
22.3,238.6323,41,42E,42,E,1,1,80,12,4,2,0G87D15000,1,10,0,C,45,1,25,1,1,1,33,0,0,1,0,0,0,0,345,358,1,18,18,0,770,1,1,11,0,1,1,4,25,2,1
22.3,238.6323,41,42E,42,E,1,2,87,22,5,2,1G2PE11R8H,1,45,0,C,45,U,24,1,2,2,25,0,0,1,0,0,0,0,358,345,1,22,-22,4,125,1,1,17,0,2,1,3,33,2,2
10,107.01,41,43C,43,C,1,1,88,22,18,2,9999999999,1,40,0,C,40,U,98,1,2,2,25,U,0,1,0,0,U,0,0,270,6,U,U,U,U,0,0,U,0,0,2,0,N,N,0
10,107.01,41,43C,43,C,1,2,85,7,34,3,JB3BA24K5F,1,15,0,C,40,U,98,1,1,1,19,U,0,1,0,0,0,0,270,270,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1
10,107.01,41,43C,43,C,1,3,86,41,477,30,JM2UF1115G,0,25,U,C,40,1,98,1,2,0,28,0,0,1,0,0,0,0,270,126,6,U,U,U,U,0,1,17,N,N,8,N,19,3,N
16,171.216,41,44D,44,D,1,1,78,42,37,4,FLA1211200,1,55,0,C,55,1,45,1,3,3,40,0,0,1,0,0,0,0,998,998,4,U,U,U,U,0,1,13,1,3,1,3,998,98,4
16,171.216,41,44D,44,D,1,2,88,20,U,62,9999999999,U,55,0,C,55,U,44,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
2,21.402,41,45A,45,A,1,1,86,49,40,4,JT2SV12E3G,1,65,U,0,55,1,20,1,3,3,24,0,0,1,0,0,4,0,10,0,4,U,U,U,U,0,1,17,3,3,2,1,N,68,4
2,21.402,41,45A,45,A,1,2,78,23,898,68,TCE628V500,1,0,8,E,55,1,21,,,,,,,,,,,,,,,,,,,,,13,N,N,8,N,N,N,N
210,2247.21,41,46H,46,H,1,1,76,12,474,21,E14HHC8600,1,20,0,C,35,U,74,1,3,3,36,0,0,1,0,0,0,0,112,3,6,U,U,U,U,0,1,11,0,0,8,U,U,21,U
210,2247.21,41,46H,46,H,1,2,77,7,473,21,B11AE7X200,0,30,0,C,35,U,74,1,1,0,U,0,0,1,0,0,0,0,3,112,6,U,U,U,U,0,0,13,N,N,8,N,N,N,N
69,738.369,41,47E,47,E,1,1,87,35,43,2,1N4PB22S0H,1,35,0,C,20,1,98,1,1,1,22,0,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1
247.5,2648.4975,41,48G,48,G,1,1,88,12,15,4,1FAPP36X4J,1,30,0,C,30,1,98,1,1,1,26,0,0,1,7,0,0,0,998,998,6,U,U,U,U,0,2,17,0,0,U,0,998,98,0
10,107.01,41,50C,50,C,1,1,88,12,474,21,1FTFE24H8J,0,15,0,C,40,U,74,1,1,0,45,0,0,1,0,0,0,0,48,270,1,7,-7,0,36,1,1,17,N,N,8,N,19,3,N
10,107.01,41,50C,50,C,1,2,87,49,38,3,JT2EL31G6H,1,40,0,C,40,1,74,1,1,1,19,0,0,1,0,0,0,0,270,48,1,15,-15,5,212,1,1,17,0,1,2,4,45,21,1
16,171.216,41,51D,51,D,1,1,84,42,39,4,WDBDA24A8E,1,15,0,C,30,1,98,1,1,1,27,0,0,1,0,0,0,0,190,180,6,U,U,U,U,0,2,17,0,0,1,0,22,4,0
16,171.216,41,51D,51,D,1,2,83,37,32,4,JHMSZ5429D,1,5,0,C,30,1,98,1,1,1,22,0,0,1,0,0,U,U,180,180,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1
16,171.216,41,51D,51,D,1,3,81,18,15,4,1G4AB69X7B,0,5,0,C,30,1,98,1,1,0,25,U,0,1,0,0,0,U,180,180,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N
10,107.01,41,52C,52,C,1,1,86,20,10,2,1G1GZ37Z3G,1,55,0,C,55,6,9,1,4,4,32,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,2,4,1,3,998,98,3
6,64.206,41,54C,54,C,1,1,81,38,31,2,JABAT77P5B,1,20,0,C,40,U,89,1,1,1,22,0,0,0,0,0,0,0,344,90,6,U,U,U,U,0,1,17,0,1,1,U,27,2,7
6,64.206,41,54C,54,C,1,2,87,12,3,2,1FABP40A3H,1,35,0,C,40,U,88,1,1,1,27,0,0,0,0,0,0,0,90,344,6,U,U,U,U,0,2,17,0,1,1,4,22,2,2
9.29,99.41229,41,55D,55,D,1,1,71,7,1,2,LH23C1R200,1,40,1,24,30,6,87,1,1,1,30,0,0,1,0,0,0,0,270,180,1,21,-11,-18,654,1,1,13,0,1,1,0,33,2,1
9.29,99.41229,41,55D,55,D,1,2,80,12,4,2,0H87D15000,1,30,0,C,30,1,86,1,3,3,33,0,0,1,0,0,0,0,180,270,1,18,-16,9,489,1,1,11,1,3,1,3,30,2,3
6,64.206,41,56C,56,C,1,1,85,18,18,2,1G4NM27U3F,1,25,0,C,30,1,1,1,2,2,25,U,0,0,0,0,0,0,95,90,6,U,U,U,U,0,0,17,0,2,2,4,N,N,1
25.2,269.6652,41,57E,57,E,1,1,85,20,17,6,1G1AW35R6F,1,30,0,C,35,6,6,1,2,2,31,0,0,1,3,0,0,0,998,998,5,U,U,U,U,0,2,17,0,1,2,4,998,98,1
35.8,383.0958,41,58F,58,F,1,1,88,22,16,2,1G2JD11K2J,1,30,0,C,30,U,98,1,1,1,24,0,0,0,0,0,0,0,175,345,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0
35.8,383.0958,41,58F,58,F,1,2,86,37,32,4,JHMBA5428G,0,30,0,C,30,7,98,1,1,0,23,0,0,0,0,0,0,0,9,345,6,U,U,U,U,0,2,17,N,N,2,N,34,4,N
35.8,383.0958,41,58F,58,F,1,3,80,7,6,4,NL45CAF100,1,30,0,C,30,6,98,1,1,1,34,0,0,0,0,0,0,0,345,175,6,U,U,U,U,0,0,13,0,1,1,4,N,N,1
6,64.206,41,59C,59,C,1,1,82,86,U,65,9999999999,0,5,0,C,35,1,70,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
6,64.206,41,59C,59,C,1,2,87,20,470,14,1GNCS18E7H,1,40,1,C,35,1,71,1,1,1,29,0,0,0,0,0,4,0,270,0,4,U,U,U,U,0,1,17,0,1,8,U,N,65,1
9.29,99.41229,41,60D,60,D,1,1,80,9,477,30,9999999999,1,30,0,C,30,2,1,1,2,2,U,0,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,U,0,2,8,4,N,N,1
158,1690.758,41,61H,61,H,1,1,78,12,4,2,8G87016900,1,50,0,C,40,1,98,1,1,1,40,0,0,0,0,0,0,0,998,998,4,U,U,U,U,0,1,11,0,0,1,0,998,98,0
6,64.206,41,62C,62,C,1,1,85,20,31,4,J81RF69K8F,1,30,0,C,30,1,89,1,1,1,15,0,0,0,0,0,0,0,270,0,1,12,0,12,81,1,1,17,0,1,2,4,29,2,1
6,64.206,41,62C,62,C,1,2,72,9,1,2,VL29G2B100,1,30,0,C,30,1,88,1,1,1,29,0,0,0,0,0,0,0,0,270,1,6,-6,0,75,1,1,13,0,1,1,U,15,4,7
25.2,269.6652,41,63E,63,E,1,1,88,37,U,9,9999999999,0,50,0,C,55,U,46,1,1,0,U,U,0,0,0,0,0,U,5,0,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
25.2,269.6652,41,63E,63,E,1,2,85,51,39,4,YV1DX8748F,1,50,0,C,55,U,45,1,1,1,30,0,0,0,0,0,U,0,0,5,6,U,U,U,U,0,2,17,0,1,1,5,U,9,7
6,64.206,41,64C,64,C,1,1,88,20,398,6,1G1JC8117J,0,30,0,C,30,1,88,1,2,0,24,0,0,0,0,0,0,0,270,180,6,U,U,U,U,0,0,17,N,N,U,N,N,N,N
6,64.206,41,64C,64,C,1,2,85,14,4,2,1MEBP9232F,1,10,0,C,30,1,89,1,1,1,31,0,0,0,0,0,0,0,180,270,6,U,U,U,U,0,2,17,0,1,1,4,24,6,1
9.29,99.41229,41,65D,65,D,1,1,81,14,12,2,1MEBP70B1B,1,20,1,C,30,1,7,1,2,2,28,0,0,1,0,0,0,0,998,998,2,21,-21,0,482,2,1,17,0,2,1,4,998,98,1
103,1102.203,41,66G,66,G,1,1,88,49,32,3,1NXAE82G0J,0,30,0,C,30,U,48,1,1,0,23,U,0,0,0,0,0,0,263,270,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N
103,1102.203,41,66G,66,G,1,2,86,20,2,4,1G1BN69Z8G,1,30,0,C,30,1,48,1,1,1,35,U,0,0,0,0,0,0,270,263,6,U,U,U,U,0,0,17,0,0,1,0,N,N,0
1.5,16.0515,41,67A,67,A,1,1,84,12,470,14,1FMCU14S6E,1,60,0,0,55,6,7,1,1,1,U,0,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,17,1,1,8,1,998,98,3
9.29,99.41229,41,68D,68,D,1,1,79,49,32,3,TE51351900,1,15,0,C,30,1,88,1,1,1,20,0,0,0,0,0,0,0,174,270,3,7,-1,7,73,4,1,10,0,1,1,4,23,2,1
9.29,99.41229,41,68D,68,D,1,2,85,30,40,2,WVWCA0162F,1,35,0,C,35,3,89,1,1,1,23,0,0,0,0,0,0,0,270,174,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0
25.2,269.6652,41,69E,69,E,1,1,78,13,1,4,8Y82A83400,1,U,0,C,30,1,87,1,1,1,48,0,0,1,0,0,0,0,90,0,1,14,-5,-13,321,1,1,11,0,1,1,U,30,3,7
25.2,269.6652,41,69E,69,E,1,2,86,20,9,3,1G1FP87S2G,1,U,0,C,30,1,86,1,1,1,30,0,0,1,0,0,0,0,0,90,1,22,-19,11,778,1,1,17,0,1,1,U,48,4,7
6,64.206,41,70C,70,C,1,1,85,12,473,31,1FDKF3712F,1,55,0,C,55,U,50,1,1,1,40,U,0,1,0,0,0,0,180,0,5,U,U,U,U,0,0,17,0,1,8,U,N,N,7
6,64.206,41,70C,70,C,1,2,79,85,883,65,269528J,1,35,0,C,55,U,51,,,,,,,,,,,,,,,,,,,,,7,N,N,8,N,N,N,N
35.8,383.0958,41,71F,71,F,1,1,76,13,2,2,6Y89A86400,0,3,0,C,35,1,68,1,2,0,52,U,0,0,0,0,0,0,106,0,6,U,U,U,U,0,0,11,N,N,1,N,N,N,N
35.8,383.0958,41,71F,71,F,1,2,83,21,17,2,1G3AM27R7D,1,40,0,C,35,1,69,1,1,1,27,0,0,0,0,0,0,0,0,106,6,U,U,U,U,0,1,17,0,1,2,U,52,2,7
35.8,383.0958,41,71F,71,F,1,3,84,12,15,4,2FABP22RXE,0,0,0,C,30,98,98,1,2,0,24,0,0,0,0,0,0,0,270,178,6,U,U,U,U,0,2,17,N,N,2,N,52,2,N
6,64.206,41,72C,72,C,1,1,84,35,34,3,JN1CZ14S0E,1,40,1,C,40,1,20,1,2,2,30,0,0,0,0,0,4,0,180,180,6,U,U,U,U,0,1,17,0,2,1,0,28,4,1
6,64.206,41,72C,72,C,1,2,86,22,17,4,2G2AE19W6G,1,0,0,C,40,1,21,1,1,1,28,0,0,0,0,0,0,1,180,180,6,U,U,U,U,0,1,17,0,1,2,4,30,3,1
1.5,16.0515,41,73A,73,A,1,1,88,12,3,2,1FABP40E5J,1,65,0,C,40,9,20,1,4,4,28,0,0,0,0,0,1,0,258,270,1,30,-30,5,176,1,1,17,0,4,1,4,29,4,2
1.5,16.0515,41,73A,73,A,1,2,87,12,17,4,1FABP52D1H,1,0,0,C,40,1,21,1,5,5,29,1,0,0,0,0,0,4,270,258,1,28,28,-5,1884,1,1,17,3,5,2,1,28,2,5
1.5,16.0515,41,73A,73,A,1,3,85,49,477,30,JT4RN66P7F,0,0,0,C,40,1,98,1,3,0,32,U,0,0,0,0,0,0,270,185,5,U,U,U,U,0,2,17,N,N,8,N,28,2,N
9.29,99.41229,41,74D,74,D,1,1,82,49,477,30,JT4RN34R5C,1,35,0,C,40,9,69,1,1,1,U,0,0,0,0,0,0,0,90,196,6,U,U,U,U,0,0,17,0,0,8,0,N,N,0
9.29,99.41229,41,74D,74,D,1,2,82,49,33,2,JT2RA64C1C,1,15,0,C,40,U,68,1,1,1,25,0,0,0,0,0,0,0,196,90,6,U,U,U,U,0,2,17,0,0,1,4,U,30,0
25.2,269.6652,41,75E,75,E,1,1,88,20,19,4,1G1LT5114J,1,U,0,U,35,9,89,1,3,3,28,0,0,1,0,0,0,0,182,302,1,13,-7,11,1208,1,1,17,0,3,2,4,39,21,1
25.2,269.6652,41,75E,75,E,1,2,87,20,474,21,1GBEG25K7H,0,U,0,U,35,1,88,1,1,0,39,0,0,0,0,0,0,0,302,182,1,10,-9,-4,162,1,2,17,N,N,8,N,28,4,N
6,64.206,41,76C,76,C,1,1,82,49,32,2,JT2SL21D5C,1,65,0,C,55,U,50,1,1,1,19,U,0,0,0,0,0,0,347,180,6,U,U,U,U,0,0,17,0,1,1,4,N,N,2
6,64.206,41,76C,76,C,1,2,88,13,1,4,1LNBM81F1J,1,50,0,C,55,U,51,1,7,7,41,0,0,0,0,0,0,0,180,347,6,U,U,U,U,0,0,17,0,5,1,4,N,N,2
6,64.206,41,76C,76,C,1,3,88,9,8,5,1P3BM18D7J,1,40,0,C,55,U,98,1,2,2,23,U,0,0,0,0,0,0,180,180,6,U,U,U,U,0,0,17,0,1,2,0,N,N,7
6,64.206,41,76C,76,C,1,4,88,6,10,4,1C3BT46H5J,1,50,0,C,55,U,98,1,2,2,32,0,0,0,0,0,0,0,180,180,6,U,U,U,U,0,0,17,0,0,1,0,N,N,0
103,1102.203,41,77G,77,G,1,1,87,9,472,20,2P4FH4133H,0,5,0,C,30,1,78,1,1,0,33,0,0,0,0,0,0,0,208,270,6,U,U,U,U,0,2,17,N,N,8,N,27,3,N
103,1102.203,41,77G,77,G,1,2,88,7,15,3,1B3CA44K1J,1,30,0,C,30,1,79,1,1,1,27,U,0,0,0,0,0,0,270,208,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0
2,21.402,41,79B,79,B,1,1,83,18,7,4,1G4AL19E0D,1,5,0,C,30,1,89,1,1,1,28,0,0,1,0,0,0,0,180,272,1,22,-17,14,1260,1,1,17,1,1,2,1,28,20,2
2,21.402,41,79B,79,B,1,2,86,49,472,20,JT4YR28V0G,1,40,0,C,40,2,88,1,1,1,28,0,0,0,0,0,0,0,272,180,1,22,-21,-8,67,1,1,17,0,1,8,4,28,4,1
9.29,99.41229,41,80D,80,D,1,1,80,35,33,3,KHLB310500,1,30,0,C,30,1,87,1,2,2,20,0,0,1,0,0,0,0,90,0,1,18,-8,-16,212,1,1,13,0,2,1,3,40,2,2
9.29,99.41229,41,80D,80,D,1,2,77,20,10,2,1H57U7B500,1,25,0,C,30,1,86,1,3,3,40,0,0,0,0,0,0,0,0,90,1,9,-6,7,479,1,1,13,0,1,1,4,20,3,1
25.2,269.6652,41,81E,81,E,1,1,88,30,44,4,9BWGA0307J,1,35,0,C,45,1,88,1,2,2,21,0,0,0,0,0,0,0,270,180,1,11,-10,6,157,1,1,17,0,2,2,4,27,2,1
25.2,269.6652,41,81E,81,E,1,2,85,34,34,2,WBAAB540XF,1,45,U,C,45,1,89,1,3,3,27,0,0,0,0,0,0,0,180,270,1,8,4,7,155,1,1,17,0,0,1,U,21,4,U
35.8,383.0958,41,82F,82,F,1,1,81,51,34,2,YV1AX4524B,1,40,0,C,45,1,24,1,1,1,29,0,0,0,0,0,4,0,90,90,6,U,U,U,U,0,1,17,0,1,1,U,U,31,7
35.8,383.0958,41,82F,82,F,1,2,78,20,473,31,COD148A100,0,30,0,C,45,1,25,1,6,0,U,U,0,0,0,0,0,U,90,90,6,U,U,U,U,0,0,13,N,N,8,N,N,N,N
35.8,383.0958,41,82F,82,F,1,3,74,7,473,21,B13AF4X000,0,5,0,C,45,1,98,1,6,0,35,0,0,0,0,0,0,0,90,90,6,U,U,U,U,0,2,13,N,N,8,N,U,31,N
6,64.206,41,83C,83,C,1,1,84,34,34,2,WBAAK8401E,1,5,0,C,30,1,89,1,1,1,24,1,0,0,0,0,0,0,180,270,1,14,-5,13,273,1,1,17,0,1,1,6,27,4,1
6,64.206,41,83C,83,C,1,2,86,30,41,4,WVWFB0328G,1,40,0,C,40,1,88,1,1,1,27,0,0,0,0,0,0,0,270,180,1,13,-11,-6,242,1,1,17,0,1,2,3,24,2,7
25.2,269.6652,41,85E,85,E,1,1,85,37,31,3,JHMAG4316F,1,35,0,C,35,9,20,1,2,2,19,0,0,0,0,0,4,0,98,90,1,27,-26,8,834,2,1,17,0,2,U,4,23,5,1
25.2,269.6652,41,85E,85,E,1,2,83,20,13,5,1G1AB68C4D,1,25,0,C,35,1,21,1,3,3,23,0,0,0,0,0,0,0,90,98,1,22,21,-5,232,2,1,17,0,2,1,6,19,3,1
6,64.206,41,86C,86,C,1,1,86,46,39,4,1XMAC9561G,1,10,0,C,30,1,89,1,4,4,20,U,0,0,0,0,0,0,270,347,6,U,U,U,U,0,0,17,0,2,2,U,N,N,7
6,64.206,41,86C,86,C,1,2,87,49,477,30,JT4RN63R0H,1,30,0,C,30,8,88,1,1,1,U,0,0,0,0,0,0,0,347,270,6,U,U,U,U,0,2,17,0,1,8,4,20,4,1
9.29,99.41229,41,87D,87,D,1,1,83,52,32,4,JA3BF3642D,1,40,0,C,40,3,24,1,3,3,22,0,0,1,0,0,4,0,91,90,4,U,U,U,U,0,1,17,0,3,2,4,N,68,1
9.29,99.41229,41,87D,87,D,1,2,87,23,U,68,9999999999,0,5,0,C,40,1,25,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
103,1102.203,41,88G,88,G,1,1,84,20,13,2,1G1AJ08C0E,0,12,0,C,30,1,27,1,2,0,21,0,0,0,0,0,0,0,181,176,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N
103,1102.203,41,88G,88,G,1,2,86,12,473,31,1FTEF15N8G,1,25,0,C,30,6,24,1,1,1,35,0,0,0,0,0,0,0,176,181,6,U,U,U,U,0,1,17,0,0,8,0,21,2,0
1.5,16.0515,41,89A,89,A,1,1,85,20,473,31,1GCDC14N8F,1,55,0,0,55,1,48,1,1,1,35,1,1,0,0,0,0,0,156,179,5,U,U,U,U,0,1,17,0,0,8,2,25,2,0
1.5,16.0515,41,89A,89,A,1,2,84,22,5,2,9999999999,0,55,0,C,55,6,48,1,1,0,25,U,0,0,0,0,0,0,179,156,5,U,U,U,U,0,0,U,N,N,1,N,N,N,N
6,64.206,41,91C,91,C,1,1,86,38,32,3,JABAR07F3G,1,35,0,C,35,1,90,1,2,2,28,0,0,0,0,0,0,0,270,180,5,U,U,U,U,0,1,17,0,1,1,U,31,2,1
6,64.206,41,91C,91,C,1,2,79,20,10,2,1Z37A91400,1,5,0,C,35,1,90,1,2,2,31,0,0,0,0,0,0,0,180,270,5,U,U,U,U,0,1,13,0,0,1,6,28,3,0
6,64.206,41,91C,91,C,1,3,73,7,1,4,LH41C3R200,1,5,0,C,35,1,98,1,2,2,30,0,0,0,0,0,0,0,180,220,5,U,U,U,U,0,1,13,0,0,1,0,28,3,0
9.29,99.41229,41,92D,92,D,1,1,87,9,8,5,1P3BM18C9H,0,5,0,C,35,6,66,1,2,0,22,0,0,0,0,0,0,0,321,148,1,12,-11,-3,237,3,2,17,N,N,2,N,21,3,N
9.29,99.41229,41,92D,92,D,1,2,80,20,13,3,1B089AY200,1,35,0,C,35,6,66,1,2,2,21,0,0,0,0,0,0,0,148,321,1,12,-10,-7,25,1,1,13,0,2,1,4,22,5,1
25.2,269.6652,41,93E,93,E,1,1,87,35,U,2,9999999999,0,U,0,C,35,1,82,1,3,0,U,U,0,0,0,0,0,0,202,270,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
25.2,269.6652,41,93E,93,E,1,2,88,7,18,4,1B3BU4632J,1,30,0,C,35,1,83,1,3,3,30,U,0,0,0,0,0,0,270,202,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1
6,64.206,41,94C,94,C,1,1,76,19,14,4,6S69B6Q500,1,30,0,C,35,1,88,1,1,1,43,0,0,0,0,0,0,0,90,0,1,9,-5,-8,288,1,1,13,0,0,1,0,35,20,0
6,64.206,41,94C,94,C,1,2,87,20,472,20,1GCCM15E0H,1,30,0,C,30,1,89,1,1,1,35,0,0,0,0,0,0,0,0,90,1,11,-7,9,263,1,1,17,0,1,8,4,43,4,1
6,64.206,41,94C,94,C,1,3,78,20,4,2,1Z37U8B500,1,0,0,C,30,1,98,1,1,1,34,0,0,0,0,0,0,0,270,168,6,U,U,U,U,0,0,13,0,1,1,4,N,N,1
1.5,16.0515,41,95A,95,A,1,1,88,49,472,20,JT3YR62G2J,1,45,1,4,45,3,45,1,1,1,28,1,0,1,0,0,0,0,90,169,5,U,U,U,U,0,2,17,1,1,8,1,26,30,6
1.5,16.0515,41,95A,95,A,1,2,87,23,477,30,1GTCT14R2H,1,45,1,18,45,1,44,1,1,1,26,0,0,1,0,0,0,0,169,90,5,U,U,U,U,0,2,17,1,1,8,1,28,20,6
9.29,99.41229,41,96D,96,D,1,1,88,35,43,4,1N4PB21S1J,1,45,1,D,45,1,88,1,1,1,22,0,0,0,0,0,0,0,180,90,6,U,U,U,U,0,1,17,0,1,2,4,22,2,1
9.29,99.41229,41,96D,96,D,1,2,80,49,32,2,JT2AE71DXB,1,15,0,C,45,U,89,1,1,1,22,U,0,0,0,0,0,0,90,180,6,U,U,U,U,0,0,17,0,1,1,U,N,N,7
9.29,99.41229,41,96D,96,D,1,3,78,7,3,6,WH46K8A100,0,40,0,C,45,U,98,1,2,0,44,0,0,0,0,0,0,0,108,82,6,U,U,U,U,0,2,13,N,N,1,N,22,2,N
25.2,269.6652,41,97E,97,E,1,1,68,12,3,2,8F03T19800,0,10,0,C,30,1,82,1,1,0,28,0,0,0,0,0,0,0,72,180,6,U,U,U,U,0,2,11,N,N,1,N,23,2,N
25.2,269.6652,41,97E,97,E,1,2,87,20,16,2,1G1JF11W0H,1,40,0,C,40,1,83,1,1,1,23,U,0,0,0,0,0,0,180,72,6,U,U,U,U,0,0,17,0,1,2,U,N,N,7
103,1102.203,41,98G,98,G,1,1,76,49,32,5,TE38038600,0,5,0,C,30,1,68,1,3,0,23,0,0,0,0,0,0,0,154,270,6,U,U,U,U,0,2,10,N,N,1,N,29,4,N
103,1102.203,41,98G,98,G,1,2,87,12,17,4,1FABP53U4H,1,25,0,C,40,1,69,1,2,2,29,0,0,0,0,0,0,0,270,154,6,U,U,U,U,0,1,17,0,0,2,6,23,5,0
6,64.206,41,99C,99,C,1,1,85,20,9,2,1G1FP87S4F,0,15,0,C,40,1,20,1,1,0,30,0,0,0,0,0,0,0,90,90,6,U,U,U,U,0,2,17,N,N,1,N,22,3,N
6,64.206,41,99C,99,C,1,2,87,55,32,3,9999999999,1,0,0,C,40,1,21,1,1,1,22,U,0,0,0,0,U,U,90,90,6,U,U,U,U,0,0,U,0,1,2,4,N,N,1
6,64.206,41,99C,99,C,1,3,83,49,U,4,9999999999,0,0,0,C,40,1,98,1,1,0,U,U,0,0,0,0,0,U,90,90,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
35.8,383.0958,41,100F,100,F,1,1,82,18,5,2,1G4AZ57Y5C,1,U,0,C,45,1,87,1,2,2,37,0,0,0,0,0,0,0,111,0,1,12,-5,-10,128,3,1,17,0,2,2,4,33,2,1
35.8,383.0958,41,100F,100,F,1,2,81,7,7,2,1B3BM22E7B,1,U,0,C,45,9,86,1,1,1,33,0,0,0,0,0,0,0,0,111,1,13,-7,11,621,1,1,17,0,1,1,3,37,2,1
9.29,99.41229,41,101D,101,D,1,1,87,55,32,3,KMHLA31J3H,1,5,0,C,30,1,88,1,1,1,22,U,0,0,0,0,0,0,90,356,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0
9.29,99.41229,41,101D,101,D,1,2,68,30,32,2,118697920,1,20,0,C,30,1,89,1,2,2,18,0,0,0,0,0,0,0,356,90,6,U,U,U,U,0,1,9,0,1,1,4,22,3,2
25.2,269.6652,41,102E,102,E,1,1,86,22,9,2,1G2FS87S8G,1,65,1,11,55,1,24,1,1,1,29,0,0,0,0,0,0,0,180,180,6,U,U,U,U,0,1,17,0,0,1,0,24,3,0
25.2,269.6652,41,102E,102,E,1,2,85,20,16,3,J81RF77K1F,1,45,0,C,55,1,25,1,3,3,24,0,0,0,0,0,0,0,180,180,6,U,U,U,U,0,1,17,0,1,2,4,29,2,7
