PSUWGT,NATWGT,PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS
9.85,49.3091,10,37C,37,C,1,2,86,22,16,2,1G2JD2701G,1,U,7,C,40,1,50,1,1,1,23,0,0,0,0,0,0,0,330,180,1,17,-16,-6,345,1,1,17,0,1,2,4,35,4,1
9.85,49.3091,10,37C,37,C,1,3,74,12,9,6,4X12Y23900,0,U,0,C,40,2,98,1,1,0,27,0,0,0,0,0,0,0,0,283,1,9,-8,2,73,1,2,11,N,N,1,N,23,2,N
15.27,76.44162,10,38D,38,D,1,1,76,20,10,2,1H57V61400,1,U,0,C,30,U,1,1,1,1,40,U,0,0,1,0,0,0,998,998,1,15,-15,0,309,1,1,13,0,1,1,U,998,98,7
39.9,199.7394,10,39E,39,E,1,1,85,18,12,2,1G4JS27P4F,1,U,0,C,35,2,15,1,1,1,24,0,0,0,0,0,0,0,998,998,1,8,-3,-7,113,1,1,17,0,1,2,4,998,98,1
143,715.858,10,40G,40,G,1,1,81,22,1,6,1G2AD35A8B,0,U,0,C,30,1,71,1,2,0,40,U,0,0,0,0,0,0,90,110,5,U,U,U,U,0,0,17,N,N,1,N,N,N,N
143,715.858,10,40G,40,G,1,2,84,21,1,4,1G3AJ19R5E,1,U,0,C,30,1,70,1,1,1,28,0,0,0,0,0,0,0,110,90,5,U,U,U,U,0,2,17,0,1,1,0,40,6,1
210,1051.26,10,41H,41,H,1,1,81,20,9,2,1G1AP87K0B,1,U,1,21,45,9,24,1,1,1,33,1,0,0,0,0,0,0,96,90,1,13,-12,2,57,1,1,17,0,1,1,0,38,4,1
210,1051.26,10,41H,41,H,1,2,88,14,6,4,2MEBM75F9J,0,U,0,C,45,1,25,1,1,0,38,0,0,0,0,0,0,0,90,96,1,11,11,-2,312,1,2,17,N,N,1,N,33,2,N
9.85,49.3091,10,42C,42,C,1,1,86,12,473,31,2FTEF15H4G,1,U,0,C,45,2,20,1,2,2,36,0,0,0,0,0,0,0,270,270,6,U,U,U,U,0,2,17,0,2,8,4,38,14,2
9.85,49.3091,10,42C,42,C,1,2,82,7,471,14,1B4GW12P6C,0,0,0,C,45,1,21,1,1,0,38,0,0,0,0,0,0,0,270,270,6,U,U,U,U,0,2,17,N,N,8,N,36,31,N
15.27,76.44162,10,43D,43,D,1,1,80,20,15,5,1X687AM100,1,U,0,C,45,2,83,1,1,1,25,0,0,0,0,0,0,0,180,77,1,18,-15,-9,417,1,1,13,1,1,2,3,39,4,3
15.27,76.44162,10,43D,43,D,1,2,82,19,3,4,1G6AD6986C,1,U,0,C,0,1,82,1,2,2,39,0,0,0,0,0,0,0,77,180,1,11,-6,10,229,1,2,17,0,2,1,6,25,5,1
143,715.858,10,44G,44,G,1,1,86,12,13,3,1FABP3192G,1,U,0,C,35,3,20,1,2,2,22,0,0,0,0,0,U,0,270,270,6,U,U,U,U,0,2,17,0,2,2,0,38,4,1
143,715.858,10,44G,44,G,1,2,85,14,6,4,2MEBP95F8F,0,0,0,C,35,1,21,1,1,0,38,0,0,0,0,0,0,0,270,270,6,U,U,U,U,0,2,17,N,N,1,N,22,3,N
9.85,49.3091,10,45C,45,C,1,1,87,12,13,3,1FABP1797H,1,U,1,27,40,1,98,1,2,2,23,0,0,0,0,0,0,0,0,320,1,12,-12,-4,140,1,1,17,0,1,2,4,27,2,2
9.85,49.3091,10,45C,45,C,1,2,81,12,12,2,1FABP20A9B,1,U,0,C,40,7,98,1,1,1,27,0,0,0,0,0,0,0,320,0,1,11,-4,11,241,1,1,17,0,1,1,0,23,3,1
39.9,199.7394,10,46E,46,E,1,1,80,20,15,5,1X687AW200,1,U,0,C,45,1,88,1,1,1,25,0,0,0,0,0,0,0,270,180,1,12,-11,-6,202,1,1,13,0,1,2,0,29,4,1
39.9,199.7394,10,46E,46,E,1,2,87,12,17,4,1FABP52U6H,1,U,0,C,40,1,89,1,2,2,29,0,0,0,0,0,0,0,180,270,1,10,-5,9,163,1,1,17,0,2,2,4,25,5,2
15.27,76.44162,10,47D,47,D,1,1,82,22,13,5,1G2AL68C6C,1,U,0,C,45,U,20,1,1,1,21,U,0,0,0,0,0,0,250,270,6,U,U,U,U,0,0,17,0,1,1,4,N,N,1
15.27,76.44162,10,47D,47,D,1,2,77,21,3,4,3X69R7E100,0,0,0,C,45,1,21,1,3,0,40,0,0,0,0,0,0,0,270,250,6,U,U,U,U,0,2,13,N,N,1,N,21,5,N
50.5,252.803,10,48F,48,F,1,1,68,86,883,65,F773ST1000,0,U,0,C,50,U,88,,,,,,,,,,,,,,,,,,,,,10,N,N,8,N,N,N,N
50.5,252.803,10,48F,48,F,1,2,81,20,10,2,2G1AZ37J6B,1,U,0,C,35,1,89,1,2,2,33,0,0,0,0,0,0,0,93,215,4,U,U,U,U,0,1,17,0,1,1,4,N,65,1
2.91,14.56746,10,51B,51,B,1,1,80,22,12,2,2E27VA7500,1,U,0,C,45,1,68,1,3,3,27,0,0,0,0,0,0,0,297,180,1,18,-6,-17,657,1,1,13,2,3,1,1,24,4,5
2.91,14.56746,10,51B,51,B,1,2,84,12,15,4,1FABP22R7E,1,U,0,C,45,2,69,1,1,1,24,0,0,0,0,0,0,0,180,297,1,21,-20,7,243,1,1,17,0,0,2,0,27,2,0
2.91,14.56746,10,51B,51,B,1,3,86,21,18,4,1G3NT69U2G,1,U,0,C,45,2,98,1,2,2,26,0,0,0,0,0,0,0,180,188,5,U,U,U,U,0,2,17,0,0,2,0,24,4,0
2.91,14.56746,10,51B,51,B,1,4,84,48,31,6,JF2AM55B9E,1,U,0,C,35,1,98,1,1,1,24,0,0,0,0,0,0,0,90,95,3,13,-12,6,128,4,0,17,0,0,U,0,N,N,0
9.85,49.3091,10,52C,52,C,1,1,84,23,473,21,2G5EG25CXE,1,U,0,C,45,1,20,1,1,1,50,2,0,0,0,0,0,0,180,180,6,U,U,U,U,0,1,17,0,1,8,4,U,21,2
9.85,49.3091,10,52C,52,C,1,2,78,20,474,21,CGT3583100,0,0,0,C,45,U,21,1,1,0,U,U,0,0,0,0,0,0,180,180,6,U,U,U,U,0,0,13,N,N,8,N,N,N,N
9.85,49.3091,10,52C,52,C,1,3,77,12,6,4,7B62H23800,0,0,0,C,45,1,98,1,1,0,40,0,0,0,0,0,0,0,180,180,6,U,U,U,U,0,2,11,N,N,1,N,U,21,N
9.85,49.3091,10,52C,52,C,1,4,80,20,13,3,1B089AA100,0,0,0,C,45,1,98,1,1,0,21,5,0,0,0,0,0,0,180,180,1,11,11,0,88,2,2,13,N,N,1,N,40,4,N
15.27,76.44162,10,53D,53,D,1,1,82,12,13,3,1FABP0525C,1,U,0,C,45,1,88,1,2,2,20,0,0,0,0,0,0,0,90,0,1,20,-19,-7,398,1,1,17,0,2,2,3,33,4,2
15.27,76.44162,10,53D,53,D,1,2,88,22,2,4,1G2HX5430J,1,U,0,C,35,1,89,1,1,1,33,0,0,0,0,0,0,0,0,90,1,13,-5,12,249,1,1,17,0,0,1,0,20,3,0
2.91,14.56746,10,54B,54,B,1,1,79,35,477,30,HL62044100,1,U,7,31,40,U,50,1,1,1,24,3,0,0,0,0,0,0,165,0,1,40,-40,7,178,1,1,11,1,1,8,1,38,4,7
2.91,14.56746,10,54B,54,B,1,2,78,20,2,4,1N69U8J300,1,U,7,C,40,U,51,1,1,1,38,U,0,0,0,0,0,0,0,165,1,29,-29,-5,1138,1,1,13,1,1,1,3,24,30,4
9.85,49.3091,10,55C,55,C,1,1,88,12,13,3,1FAPP23J3J,1,U,0,C,45,1,7,1,1,1,22,0,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,4,998,98,2
39.9,199.7394,10,56E,56,E,1,1,84,7,14,4,1B3BE46D6E,1,U,0,C,35,1,87,1,1,1,26,0,0,0,0,0,0,0,269,133,1,20,-7,-19,190,1,1,17,1,1,2,3,44,2,4
39.9,199.7394,10,56E,56,E,1,2,88,20,19,4,1G1LT511XJ,0,U,0,C,35,1,98,1,1,0,28,0,0,0,0,0,0,0,269,262,1,5,-1,-5,59,1,2,17,N,N,2,N,26,4,N
39.9,199.7394,10,56E,56,E,1,3,76,18,2,2,4P57J6H500,1,U,0,C,45,2,86,1,1,1,44,0,0,0,0,0,0,0,133,269,1,12,-11,4,652,1,1,13,0,0,1,0,26,4,0
15.27,76.44162,10,57D,57,D,1,1,79,20,2,4,1N69G9J300,1,U,0,C,0,1,82,1,1,1,37,0,0,0,0,0,0,0,268,5,6,U,U,U,U,0,1,13,0,1,1,4,40,2,2
15.27,76.44162,10,57D,57,D,1,2,75,18,7,2,4J57J52100,0,U,0,C,40,U,83,1,2,0,40,U,0,0,0,0,0,0,5,268,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N
15.27,76.44162,10,58D,58,D,1,1,79,7,8,5,ZL44A9D100,1,U,0,C,30,U,88,1,4,4,22,U,0,0,0,0,0,0,180,90,1,17,-15,-9,455,1,1,13,0,3,2,4,37,4,2
15.27,76.44162,10,58D,58,D,1,2,79,14,6,4,9Z62F68500,1,U,1,9,25,U,89,1,5,5,37,0,0,0,0,0,0,0,90,180,1,11,-6,10,121,1,1,11,0,1,1,4,22,5,2
143,715.858,10,59G,59,G,1,1,84,46,39,5,1XMDC9962E,1,U,0,C,30,2,83,1,1,1,20,0,0,0,0,0,0,0,90,329,1,6,-6,-3,61,1,1,17,0,0,2,0,34,4,0
143,715.858,10,59G,59,G,1,2,83,7,7,4,2B3BG26H7D,0,U,0,C,0,1,82,1,1,0,34,0,0,0,0,0,0,0,329,90,1,4,-2,3,26,1,2,17,N,N,1,N,20,5,N
7,35.042,10,60C,60,C,1,1,88,14,4,2,1MEBM60FXJ,1,U,0,C,25,1,80,1,1,1,33,0,0,0,0,0,0,0,293,108,5,U,U,U,U,0,1,17,0,1,1,0,34,4,1
7,35.042,10,60C,60,C,1,2,85,22,2,4,2G2GR69H9F,1,U,0,C,45,1,81,1,2,2,34,0,0,0,0,0,0,0,108,293,5,U,U,U,U,0,1,17,1,2,1,4,33,2,3
2,10.012,10,61B,61,B,1,1,76,12,474,21,E15HHB7600,1,U,1,15,40,3,69,1,3,3,45,3,0,0,0,0,0,0,5,106,1,17,-16,6,547,1,1,11,0,3,8,4,32,2,1
2,10.012,10,61B,61,B,1,2,81,12,4,2,1FABP42F0B,1,U,0,C,40,U,68,1,2,2,32,U,0,0,0,0,0,0,106,5,1,26,-13,-22,930,1,1,17,1,2,1,1,45,21,5
7,35.042,10,62C,62,C,1,1,84,2,405,14,1JCUL772XE,1,U,0,C,55,1,25,1,3,3,45,0,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,3,8,3,998,98,2
7,35.042,10,62C,62,C,1,2,U,U,U,U,9999999999,0,U,U,E,55,U,24,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
210,1051.26,10,63H,63,H,1,1,81,12,11,4,1FABP27B0B,1,U,0,C,40,3,24,1,1,1,29,0,0,0,0,0,0,0,260,298,1,8,-8,-3,77,1,1,17,0,1,1,6,48,4,1
210,1051.26,10,63H,63,H,1,2,78,13,1,4,8Y82S93900,0,U,0,C,40,1,27,1,1,0,48,0,0,0,0,0,0,0,298,260,1,5,5,2,57,1,2,11,N,N,1,N,29,4,N
39.9,199.7394,10,64E,64,E,1,1,85,12,6,6,1FABP4034F,1,U,0,C,25,1,6,1,2,2,32,0,0,0,8,1,0,0,998,998,6,U,U,U,U,0,1,17,0,2,1,4,998,98,1
143,715.858,10,65G,65,G,1,1,86,7,8,5,1B3BZ18C8G,1,U,0,C,45,3,20,1,1,1,22,0,0,0,0,0,0,0,10,0,3,18,-18,3,200,1,1,17,0,1,2,0,32,2,1
143,715.858,10,65G,65,G,1,2,81,20,10,2,1G1AZ37K7B,0,U,0,C,45,1,21,1,4,0,32,U,0,0,0,0,0,0,0,10,3,11,11,0,201,1,2,17,N,N,1,N,22,5,N
143,715.858,10,65G,65,G,1,3,79,49,31,5,RA42210300,0,U,0,C,45,1,98,1,1,0,25,U,0,0,0,0,0,0,0,0,4,U,U,U,U,0,0,10,N,N,1,N,N,N,N
7,35.042,10,66C,66,C,1,1,78,12,4,2,8J87H11400,1,U,0,C,35,2,20,1,1,1,42,0,0,0,0,0,0,0,105,105,1,15,-14,5,570,1,1,11,0,0,1,0,38,4,0
7,35.042,10,66C,66,C,1,2,86,13,5,4,1LNBP97F5G,1,0,0,C,35,1,21,1,1,1,38,0,0,0,0,0,0,0,105,105,1,16,16,-3,147,1,1,17,0,1,1,4,42,2,2
15.27,76.44162,10,67D,67,D,1,1,82,20,13,5,1G1AB68C7C,1,U,0,C,40,9,24,1,1,1,20,0,0,0,0,0,0,0,47,0,4,U,U,U,U,0,1,17,0,1,1,4,N,65,2
15.27,76.44162,10,67D,67,D,1,2,85,85,U,65,9999999999,0,U,0,C,40,U,25,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
50.5,252.803,10,68F,68,F,1,1,81,18,10,2,1G4AJ47A0B,1,U,1,C,25,1,86,1,4,4,33,0,0,0,0,0,0,0,130,220,1,16,-15,5,527,1,1,17,0,2,1,4,39,4,1
50.5,252.803,10,68F,68,F,1,2,83,18,3,4,1G4AX69Y9D,1,U,0,C,25,1,87,1,1,1,39,0,0,0,0,0,0,0,220,130,1,15,-5,-14,175,1,1,17,0,1,1,3,33,2,1
2,10.012,10,69B,69,B,1,1,81,12,13,3,1FABP0529B,1,U,0,C,45,1,68,1,2,2,20,1,0,0,0,0,0,0,210,93,1,22,-7,-20,344,1,1,17,1,2,2,1,47,31,6
2,10.012,10,69B,69,B,1,2,87,12,473,31,1FTEX14N1H,1,U,0,C,45,3,69,1,1,1,47,1,0,0,0,0,0,0,93,210,1,10,-10,4,335,1,1,17,0,1,8,4,20,3,2
7,35.042,10,70C,70,C,1,1,85,6,14,4,1C3BF66P9F,1,U,0,C,40,1,27,1,5,5,37,0,0,0,0,0,0,0,340,270,4,U,U,U,U,0,1,17,0,1,2,4,37,4,1
7,35.042,10,70C,70,C,1,2,86,12,16,4,2FABP43G8G,0,U,0,C,40,U,24,1,1,0,37,2,0,0,0,0,0,0,270,340,4,U,U,U,U,0,2,17,N,N,1,N,37,4,N
39.9,199.7394,10,71E,71,E,1,1,88,12,473,31,1FTEF14NXJ,1,U,1,29,35,U,86,1,1,1,38,U,0,0,0,0,0,0,130,180,5,U,U,U,U,0,1,17,0,0,8,0,33,2,0
39.9,199.7394,10,71E,71,E,1,2,86,12,13,3,1FABP33J9G,1,U,0,C,40,1,87,1,2,2,22,0,0,0,0,0,0,0,196,106,5,U,U,U,U,0,1,17,0,2,2,4,38,31,1
39.9,199.7394,10,71E,71,E,1,3,78,20,10,2,1Z37U81500,1,U,0,C,40,1,98,1,2,2,33,0,0,0,0,0,0,0,180,130,5,U,U,U,U,0,1,13,0,2,1,4,38,31,1
39.9,199.7394,10,71E,71,E,1,4,86,12,13,3,2FABP3194G,1,U,0,C,40,1,98,1,2,2,22,0,0,0,0,0,0,0,5,175,5,U,U,U,U,0,1,17,0,1,2,4,33,2,1
7,35.042,10,73C,73,C,1,1,86,18,7,4,1G4AL19R4G,1,U,0,C,40,1,89,1,1,1,27,0,0,0,0,0,0,0,195,300,1,18,-6,17,330,1,1,17,1,1,2,1,37,4,5
7,35.042,10,73C,73,C,1,2,82,14,6,4,1MEBP85F3C,1,U,0,C,45,U,88,1,1,1,37,U,0,0,0,0,0,0,300,195,1,13,-12,-5,341,1,1,17,0,1,1,U,27,4,7
7,35.042,10,74C,74,C,1,1,88,21,2,4,1G3HY54C9J,1,U,0,C,40,1,68,1,1,1,32,0,0,0,0,0,0,0,123,0,1,18,-12,-14,326,1,1,17,0,1,1,6,32,2,2
7,35.042,10,74C,74,C,1,2,88,14,4,2,1MEBM6042J,1,U,0,C,40,1,69,1,1,1,32,0,0,0,0,0,0,0,0,123,1,18,-14,11,810,1,1,17,0,1,1,4,32,4,1
7,35.042,10,75C,75,C,1,1,86,14,6,4,2MEBP95F1G,1,U,0,C,45,1,68,1,1,1,38,0,0,0,0,0,0,0,215,97,1,16,-8,-14,206,1,1,17,0,1,1,3,32,2,2
7,35.042,10,75C,75,C,1,2,86,18,10,2,1G4EZ57B8G,1,U,0,C,45,9,69,1,1,1,32,0,0,0,0,0,0,0,97,215,1,19,-17,9,857,1,1,17,0,1,1,4,38,4,2
210,1051.26,10,76H,76,H,1,1,78,9,6,2,HL29C8B100,1,U,1,C,30,1,50,1,1,1,32,0,0,0,0,0,0,0,225,43,6,U,U,U,U,0,1,13,0,1,1,0,35,2,1
210,1051.26,10,76H,76,H,1,2,79,20,9,2,1Q87G9L500,0,U,0,C,30,1,51,1,1,0,35,0,0,0,0,0,0,0,43,225,6,U,U,U,U,0,2,13,N,N,1,N,32,2,N
2,10.012,10,77B,77,B,1,1,81,12,474,21,9999999999,1,U,1,15,55,1,20,1,1,1,45,6,0,0,0,4,1,0,190,180,5,U,U,U,U,0,1,U,1,1,8,1,25,3,4
2,10.012,10,77B,77,B,1,2,80,14,9,3,0X20A61000,1,0,8,E,55,1,21,0,2,2,25,U,0,0,0,0,0,1,180,190,5,U,U,U,U,0,1,11,1,2,1,1,45,21,5
7,35.042,10,78C,78,C,1,1,84,12,3,3,1FABP2836E,1,0,0,C,45,1,23,1,2,2,27,0,0,0,0,0,0,0,150,150,1,13,13,0,127,1,1,17,0,2,1,4,36,31,1
7,35.042,10,78C,78,C,1,2,81,20,473,31,1GCDC14G9B,0,U,1,C,45,U,20,1,1,0,36,4,0,0,0,0,0,0,150,150,1,9,-9,0,173,1,1,17,N,N,8,N,27,3,N
39.9,199.7394,10,79E,79,E,1,1,87,18,2,4,1G4HR543XH,1,U,1,C,25,1,52,1,2,2,32,1,0,0,0,0,0,0,225,90,1,8,-7,-4,281,1,1,17,0,0,1,0,20,3,0
39.9,199.7394,10,79E,79,E,1,2,84,49,38,3,JT2AL31G5E,1,0,0,C,35,1,52,1,3,3,20,0,0,0,0,0,0,0,90,225,1,12,-6,11,145,1,1,17,0,2,2,4,32,4,1
39.9,199.7394,10,79E,79,E,1,3,81,30,43,30,1V1LG017XB,0,0,0,C,35,1,98,1,1,0,21,0,0,0,0,0,0,0,90,106,1,3,-1,3,15,1,2,17,N,N,8,N,20,3,N
50.5,252.803,10,80F,80,F,1,1,86,14,17,4,1MEBP87U9G,0,U,0,C,35,1,68,1,1,0,29,0,0,0,0,0,0,0,292,182,6,U,U,U,U,0,2,17,N,N,2,N,21,5,N
50.5,252.803,10,80F,80,F,1,2,83,12,13,5,1FABP1344D,1,U,0,C,35,8,69,1,1,1,21,0,0,0,0,0,0,0,82,292,6,U,U,U,U,0,2,17,0,1,2,3,29,4,2
143,715.858,10,81G,81,G,1,1,85,12,15,4,2FABP22X9F,1,U,0,C,25,3,88,1,1,1,24,0,0,0,0,0,0,0,60,325,4,U,U,U,U,0,2,17,0,1,2,0,N,62,1
143,715.858,10,81G,81,G,1,2,87,20,898,62,J8BM7A1NXH,0,U,0,C,30,U,89,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N
7,35.042,10,82C,82,C,1,1,84,22,5,2,1G2AF37R9E,1,U,0,C,0,1,82,1,3,3,25,0,0,0,0,0,0,0,157,270,1,10,-7,8,47,1,1,17,0,3,1,3,22,3,2
7,35.042,10,82C,82,C,1,2,86,12,13,3,1FABP01J0G,1,U,0,C,45,2,83,1,1,1,22,0,0,0,0,0,0,0,270,157,1,12,-9,-8,324,1,1,17,0,1,2,4,25,2,1
7,35.042,10,83C,83,C,1,1,86,12,3,2,1FABP2732G,1,U,0,C,35,1,68,1,5,5,30,0,0,0,0,0,0,0,295,180,1,10,-6,-8,40,1,1,17,0,5,1,4,24,4,1
7,35.042,10,83C,83,C,1,2,85,20,16,4,1G1JD69P0F,1,U,1,6,35,2,69,1,1,1,24,1,0,0,0,0,0,0,180,295,1,14,-11,9,594,1,1,17,0,1,2,0,30,2,1
7,35.042,10,83C,83,C,1,3,77,12,3,2,7F04220700,1,U,0,C,25,1,98,1,1,1,30,U,0,0,0,0,0,0,90,310,6,U,U,U,U,0,0,11,0,0,1,0,N,N,0
15.27,76.44162,10,84D,84,D,1,1,76,12,10,2,6G21H12500,1,U,4,D,35,1,11,1,2,2,43,1,0,0,0,0,0,0,108,90,5,U,U,U,U,0,1,11,0,1,1,3,998,98,2
7,35.042,10,85C,85,C,1,1,88,9,8,5,1P3BM18D2J,1,U,0,C,35,U,89,1,1,1,23,U,0,0,0,0,0,0,92,182,1,13,-6,11,74,1,1,17,0,1,2,3,24,2,2
7,35.042,10,85C,85,C,1,2,87,22,18,2,1G2NV11U1H,1,U,0,C,40,1,88,1,1,1,24,1,0,0,0,0,0,0,182,92,1,12,-10,-6,277,1,1,17,0,1,2,4,23,5,2
7,35.042,10,85C,85,C,1,3,75,12,6,6,5B76518500,1,0,0,C,40,1,98,1,3,3,49,0,0,0,0,0,0,0,2,114,1,6,-5,2,133,1,1,11,0,0,1,0,24,2,0
7,35.042,10,85C,85,C,1,4,87,9,17,4,1P3BS48D1H,1,0,0,C,40,1,98,1,1,1,25,0,0,0,0,0,0,0,2,214,1,7,-7,-3,123,1,1,17,0,0,2,0,23,5,0
7,35.042,10,86C,86,C,1,1,85,12,4,2,1FABP46W8F,1,U,1,C,40,U,1,1,1,1,31,U,0,0,0,0,0,0,998,998,6,U,U,U,U,0,2,17,0,1,1,3,998,98,2
7,35.042,10,87C,87,C,1,1,88,14,4,2,1MEBM60F8J,1,U,0,C,25,U,86,1,1,1,26,0,0,0,0,0,0,0,287,17,1,15,-13,8,317,1,2,17,0,1,1,4,38,4,1
7,35.042,10,87C,87,C,1,2,84,14,6,4,1MEBP95F7E,1,U,0,C,35,1,87,1,5,5,38,0,0,0,0,0,0,0,17,287,1,10,-5,-8,165,1,2,17,1,5,1,3,26,2,3
7,35.042,10,88C,88,C,1,1,86,20,16,4,1G2JB690XG,1,U,0,C,25,1,82,1,1,1,23,0,0,0,0,0,0,0,200,315,1,15,-8,13,186,1,2,17,0,1,2,4,38,4,1
7,35.042,10,88C,88,C,1,2,85,14,6,4,2MEBP95F4F,1,U,0,C,25,1,83,1,1,1,38,0,0,0,0,0,0,0,315,200,1,10,-8,-5,284,1,1,17,0,0,1,0,23,4,0
15.27,76.44162,10,89D,89,D,1,1,78,14,11,4,8W34F52300,1,U,0,C,45,1,50,1,1,1,34,0,0,0,0,0,0,0,334,182,1,15,-13,-7,460,1,1,11,0,1,1,0,20,3,1
15.27,76.44162,10,89D,89,D,1,2,82,12,13,3,1FABP0520C,1,U,0,C,45,U,51,1,1,1,20,U,0,0,0,0,0,0,182,334,1,24,-21,12,440,1,1,17,0,1,2,3,34,4,2
39.9,199.7394,10,90E,90,E,1,1,77,19,5,2,GL47S7Q200,1,U,0,C,0,U,87,1,5,5,51,U,0,0,0,0,0,0,25,270,1,12,-6,-10,271,1,2,13,0,3,2,4,65,21,2
39.9,199.7394,10,90E,90,E,1,2,88,12,474,21,1FTES14Y6J,1,U,0,C,45,1,86,1,1,1,65,1,0,0,0,0,0,0,270,25,1,10,-9,5,462,1,1,17,0,1,8,4,51,2,2
143,715.858,10,91G,91,G,1,1,87,12,3,3,1FABP41A0H,1,U,0,C,45,2,87,1,1,1,28,0,0,0,0,0,0,0,0,250,1,11,-4,-10,93,1,1,17,0,1,1,4,32,4,1
143,715.858,10,91G,91,G,1,2,85,21,3,4,1G3CW6934F,1,U,0,C,0,U,86,1,1,1,32,U,0,0,0,0,0,0,250,0,1,10,-9,3,165,1,2,17,0,0,1,0,28,3,0
210,1051.26,10,92H,92,H,1,1,65,9,5,2,V852635500,0,U,0,C,35,2,20,1,1,0,30,0,0,0,0,0,0,0,90,90,1,11,-11,-2,94,1,2,10,N,N,1,N,20,3,N
210,1051.26,10,92H,92,H,1,2,77,20,13,3,1B0817Y100,1,0,0,C,35,1,21,1,2,2,20,1,0,0,0,0,0,0,90,90,1,14,14,2,201,1,1,13,1,2,1,6,30,2,3
210,1051.26,10,92H,92,H,1,3,86,20,16,4,1G1JD69P0G,0,0,0,C,35,1,98,1,1,0,24,0,0,0,0,0,0,0,90,90,1,9,9,2,104,1,2,17,N,N,2,N,20,3,N
7,35.042,10,93C,93,C,1,1,88,13,5,4,1LNBM9848J,1,U,0,C,40,1,1,1,1,1,36,0,0,0,0,0,0,0,170,76,1,11,-9,-5,120,1,2,17,0,0,1,4,30,4,0
7,35.042,10,93C,93,C,1,2,88,12,17,4,1FABP52U2J,1,0,0,C,0,98,98,1,1,1,30,0,0,0,0,0,0,0,76,170,1,13,-6,11,305,1,1,17,0,1,2,4,36,4,2
7,35.042,10,94C,94,C,1,1,77,21,1,2,3J57R7M100,0,U,0,C,40,1,82,1,2,0,37,0,0,0,0,0,0,0,5,140,1,7,-2,6,19,1,2,13,N,N,1,N,23,2,N
7,35.042,10,94C,94,C,1,2,86,22,16,2,1G2JD2707G,1,U,0,C,40,2,83,1,3,3,23,0,0,0,0,0,0,0,140,5,1,10,-9,-3,165,1,1,17,0,2,2,4,37,2,1
7,35.042,10,95C,95,C,1,1,88,14,15,4,1MEPM37X0J,1,0,0,C,40,1,21,1,1,1,26,0,0,0,0,0,0,0,180,180,1,20,19,-3,585,1,1,17,0,1,U,6,25,2,1
7,35.042,10,95C,95,C,1,2,85,21,18,2,1G3NF27U0F,1,U,1,C,40,U,20,1,1,1,25,U,0,0,0,0,0,0,180,180,1,20,-20,4,154,1,2,17,0,1,2,4,26,4,2
7,35.042,10,95C,95,C,1,3,86,20,13,5,1G1TB68C7G,1,0,0,C,40,12,98,1,1,1,21,0,0,0,0,0,0,0,85,200,1,8,-3,8,39,1,1,17,0,0,1,0,26,4,0
2,10.012,10,96B,96,B,1,1,85,9,472,20,2P4FH21C0F,1,U,0,C,50,3,86,1,4,4,28,0,0,0,0,0,0,0,10,95,1,18,-16,9,850,1,1,17,0,4,8,4,37,4,2
2,10.012,10,96B,96,B,1,2,79,20,2,4,1H69G9J200,1,U,0,C,25,U,87,1,2,2,37,U,0,0,0,0,0,0,95,10,1,16,-8,-14,121,1,1,13,1,2,1,1,28,20,4
2,10.012,10,96B,96,B,1,3,78,12,11,4,8W82L14200,1,0,0,C,25,U,98,1,1,1,33,U,0,0,0,0,0,0,273,57,1,11,-10,4,160,1,1,11,0,0,1,0,37,4,0
2,10.012,10,96B,96,B,1,4,85,20,13,3,1G1TB08C8F,0,0,0,C,25,U,98,1,1,0,21,U,0,0,0,0,0,0,273,73,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N
7,35.042,10,97C,97,C,1,1,87,20,16,2,1G1JC1110H,1,U,0,C,35,1,82,1,1,1,23,0,0,0,0,0,0,0,346,90,1,25,-9,24,408,2,1,17,0,1,2,4,49,33,2
7,35.042,10,97C,97,C,1,2,79,20,476,33,CCL169F100,1,U,0,C,45,2,83,1,1,1,49,0,0,0,0,0,0,0,90,346,1,11,-11,-4,527,2,1,13,0,1,8,4,23,2,1
143,715.858,10,98G,98,G,1,1,87,12,17,4,1FABP53D1H,1,U,0,C,0,1,82,1,1,1,29,0,0,0,0,0,0,0,215,305,6,U,U,U,U,0,1,17,0,0,2,0,32,2,0
