PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,ACCSEQ1,OBJCONT1,DOF1,GAD1,SHL1,SVL1,TDD1,EXTENT1,ACCSEQ2,OBJCONT2,DOF2,GAD2,SHL2,SVL2,TDD2,EXTENT2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,TOWRES,WHEELBAS,NATWGT,PSUWGT
1,20A,20,A,1,1,1,2,12,F,D,E,W,3,,,,,,,,,65,26,16,9,5,4,4,0,,,,,,,,,0,1,1055,99.8875,1.25
1,20A,20,A,1,2,1,1,3,R,D,A,W,5,,,,,,,,,79,7,29,32,27,20,7,-8,,,,,,,,,0,1,978,99.8875,1.25
1,21E,21,E,1,1,1,2,9,L,Y,A,W,3,2,68,9,L,B,E,N,1,127,0,5,11,15,9,0,19,28,2,2,3,3,0,0,-71,0,1,1012,319.64,4
1,21E,21,E,1,2,1,1,11,F,D,E,W,1,,,,,,,,,70,14,14,14,14,14,14,0,,,,,,,,,0,1,1160,319.64,4
1,22G,22,G,1,1,1,2,1,F,R,E,E,1,,,,,,,,,59,0,0,1,2,3,7,0,,,,,,,,,0,1,937,1098.7625,13.75
1,22G,22,G,1,2,1,1,12,F,L,E,E,1,,,,,,,,,57,9,7,6,4,2,0,0,,,,,,,,,0,1,945,1098.7625,13.75
1,23H,23,H,1,1,1,2,3,R,F,E,W,2,2,2,3,R,B,E,W,2,55,0,2,4,8,6,0,58,54,0,2,3,2,1,0,-66,0,1,1055,1698.0875,21.25
1,24F,24,F,1,1,1,2,11,F,Y,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1003,327.631,4.1
1,24F,24,F,1,2,1,1,11,L,Y,E,W,3,,,,,,,,,90,3,5,9,13,9,0,26,,,,,,,,,0,1,943,327.631,4.1
1,25C,25,C,1,1,1,31,0,T,D,D,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1049,79.91,1
1,26C,26,C,1,1,1,2,10,L,F,E,W,3,,,,,,,,,53,0,8,9,15,5,0,57,,,,,,,,,0,1,1087,79.91,1
1,26C,26,C,1,2,1,1,1,F,Z,E,W,1,,,,,,,,,63,3,2,6,7,7,3,0,,,,,,,,,0,1,1120,79.91,1
1,27G,27,G,1,1,1,56,10,L,F,E,E,3,2,56,9,L,B,E,E,2,41,0,0,1,1,3,8,48,8,3,0,,,,,-73,0,1,973,879.01,11
1,28G,28,G,1,1,5,51,12,F,R,E,N,1,8,42,12,L,D,A,S,1,74,0,0,0,1,4,0,0,202,0,0,1,1,1,1,-7,1,1,1315,879.01,11
1,29H,29,H,1,1,1,52,3,R,P,A,N,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1175,1358.47,17
1,30C,30,C,1,1,1,2,12,F,Y,E,W,2,,,,,,,,,58,21,17,12,7,2,0,0,,,,,,,,,0,1,1012,79.91,1
1,30C,30,C,1,2,1,1,12,F,Y,E,W,2,,,,,,,,,68,17,15,10,6,3,0,0,,,,,,,,,0,1,1081,79.91,1
1,31D,31,D,1,1,1,52,9,L,P,A,W,6,,,,,,,,,47,7,14,31,33,23,7,3,,,,,,,,,0,1,942,98.2893,1.23
1,32D,32,D,1,1,5,51,9,L,P,A,N,6,3,68,2,R,Y,E,W,4,46,8,18,32,20,11,8,-1,,,,,,,,,1,1,972,98.2893,1.23
1,33E,33,E,1,1,1,2,6,B,Z,E,W,3,,,,,,,,,64,0,1,2,7,10,13,0,,,,,,,,,0,1,1033,255.712,3.2
1,34G,34,G,1,1,1,2,3,R,F,E,E,1,,,,,,,,,19,0,0,1,1,,,85,,,,,,,,,0,0,1295,879.01,11
1,34G,34,G,1,2,1,1,12,F,Y,E,W,2,,,,,,,,,57,0,0,4,3,0,0,0,,,,,,,,,0,1,991,879.01,11
1,35B,35,B,1,1,1,64,12,F,D,E,W,3,,,,,,,,,73,18,23,36,25,20,28,0,,,,,,,,,0,1,1185,79.91,1
1,36F,36,F,1,1,1,2,11,F,D,E,W,3,2,2,9,L,Z,E,W,2,62,20,15,12,8,7,5,0,48,3,5,1,0,0,0,-49,1,1,943,327.631,4.1
1,36F,36,F,1,2,1,1,U,9,9,9,9,U,2,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1081,327.631,4.1
1,37H,37,H,1,1,1,2,6,B,Z,L,N,1,,,,,,,,,54,3,4,4,4,4,4,0,,,,,,,,,0,0,945,1358.47,17
1,37H,37,H,1,3,2,4,6,B,L,E,W,1,3,2,12,F,C,L,N,1,69,1,1,,,,,0,69,0,1,,,,,0,0,0,1081,1358.47,17
1,37H,37,H,1,4,2,3,12,F,R,E,W,1,,,,,,,,,65,0,0,0,0,5,5,0,,,,,,,,,0,1,1127,1358.47,17
1,38E,38,E,1,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1004,255.712,3.2
1,39C,39,C,1,2,1,1,70,F,C,E,E,4,,,,,,,,,58,13,6,5,6,5,7,0,,,,,,,,,0,1,945,79.91,1
1,40E,40,E,1,1,1,2,12,F,D,E,W,1,,,,,,,,,57,2,3,3,3,6,4,0,,,,,,,,,0,1,999,255.712,3.2
1,40E,40,E,1,2,1,1,6,B,D,E,W,4,2,3,12,F,D,E,W,2,72,11,29,28,26,23,20,0,72,4,3,11,13,8,12,0,0,1,1160,255.712,3.2
1,40E,40,E,1,3,2,2,6,B,D,E,W,1,3,4,12,F,D,E,W,1,74,0,1,3,3,1,1,0,,,,,,,,,0,0,1060,255.712,3.2
1,40E,40,E,1,4,3,3,6,B,Y,E,W,1,,,,,,,,,59,5,4,3,3,2,1,0,,,,,,,,,0,0,945,255.712,3.2
1,41G,41,G,1,1,1,88,0,U,D,D,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1005,879.01,11
1,42D,42,D,1,1,1,2,12,F,R,H,E,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1081,79.91,1
1,42D,42,D,1,2,3,51,0,U,B,D,N,3,2,31,0,R,D,A,O,2,,,,,,,,,,,,,,,,,1,1,1315,79.91,1
1,43E,43,E,1,1,2,31,0,T,D,D,O,5,1,50,3,R,F,E,W,1,,,,,,,,,,,,,,,,,0,1,978,159.82,2
1,44E,44,E,1,1,1,2,12,F,D,E,W,3,,,,,,,,,62,24,18,13,9,4,1,0,,,,,,,,,0,1,943,159.82,2
1,44E,44,E,1,2,1,1,10,L,Y,E,W,2,,,,,,,,,90,1,4,5,3,2,0,32,,,,,,,,,0,1,1087,159.82,2
1,45F,45,F,1,1,1,56,3,R,F,M,W,4,3,56,3,R,B,M,W,3,47,0,1,3,10,16,6,52,40,15,12,8,4,1,0,-58,1,1,921,327.631,4.1
1,46D,46,D,1,1,1,31,0,T,D,D,O,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1100,79.91,1
1,47E,47,E,1,1,1,2,10,L,Z,E,W,3,,,,,,,,,80,0,7,8,14,7,2,-53,,,,,,,,,0,1,1127,159.82,2
1,47E,47,E,1,2,1,1,1,F,Y,E,W,2,,,,,,,,,54,17,14,13,8,4,1,0,,,,,,,,,0,1,945,159.82,2
1,48G,48,G,1,1,1,2,12,F,Y,M,W,1,,,,,,,,,53,4,3,0,0,0,0,0,,,,,,,,,0,1,957,879.01,11
1,49C,49,C,1,1,5,71,12,F,Y,E,W,1,3,42,12,F,L,E,N,1,,,,,,,,,,,,,,,,,1,1,1215,79.91,1
1,50D,50,D,1,1,1,53,1,F,R,E,W,3,,,,,,,,,74,0,3,11,21,33,34,0,,,,,,,,,0,1,1160,79.91,1
1,51D,51,D,1,1,1,2,12,F,L,E,E,9,2,31,0,T,D,D,O,3,61,13,1,1,1,1,1,0,,,,,,,,,0,1,1139,79.91,1
1,52H,52,H,1,1,1,51,12,F,R,E,E,2,,,,,,,,,32,0,0,1,1,5,6,16,,,,,,,,,0,0,1100,1358.47,17
1,53E,53,E,1,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,866,159.82,2
1,54E,54,E,1,1,1,64,12,F,D,E,W,2,,,,,,,,,72,11,13,15,15,13,12,0,,,,,,,,,0,1,1160,159.82,2
1,55E,55,E,1,1,1,2,11,F,Y,E,W,2,,,,,,,,,76,12,5,1,1,1,1,0,,,,,,,,,0,1,1310,159.82,2
1,55E,55,E,1,2,1,1,12,F,Z,E,W,1,,,,,,,,,60,0,1,6,7,8,3,0,,,,,,,,,0,1,965,159.82,2
1,57C,57,C,1,1,1,56,12,F,L,E,E,9,2,56,6,B,L,M,E,2,61,24,16,11,7,3,0,0,30,8,4,0,0,0,0,-15,0,1,1049,79.91,1
1,58D,58,D,1,1,1,2,10,L,Y,E,W,3,2,68,U,9,9,9,9,U,133,0,5,8,6,9,0,21,,,,,,,,,0,1,1081,79.91,1
1,58D,58,D,1,2,1,1,1,F,D,E,W,2,,,,,,,,,70,19,17,14,12,9,8,0,,,,,,,,,0,1,1127,79.91,1
1,60E,60,E,1,1,3,56,6,B,D,M,W,1,1,56,10,F,D,L,W,1,54,6,3,1,1,0,0,0,54,4,2,2,1,1,0,0,1,0,945,159.82,2
1,61G,61,G,1,2,1,1,12,F,D,E,W,1,,,,,,,,,60,1,0,1,1,1,1,0,,,,,,,,,0,1,1012,879.01,11
1,62C,62,C,1,1,3,51,0,T,P,D,W,5,4,31,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1189,79.91,1
1,63E,63,E,1,1,4,31,0,T,D,D,O,2,5,43,0,R,D,H,S,1,,,,,,,,,,,,,,,,,1,1,973,159.82,2
1,64E,64,E,1,1,1,2,8,L,F,M,W,3,2,2,9,L,B,E,W,2,37,0,3,8,11,15,17,51,19,2,4,7,8,6,3,-63,1,1,937,159.82,2
1,65F,65,F,1,2,2,88,12,F,D,E,W,1,,,,,,,,,77,0,0,0,0,0,2,0,,,,,,,,,0,0,1380,327.631,4.1
1,65F,65,F,1,3,3,88,12,F,D,L,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,934,327.631,4.1
1,66D,66,D,1,1,1,51,12,F,R,A,E,9,4,52,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,1080,79.91,1
1,68F,68,F,1,1,5,31,0,T,P,Z,O,4,6,42,0,R,P,A,N,2,,,,,,,,,,,,,,,,,1,1,984,327.631,4.1
1,69E,69,E,1,1,4,42,6,B,C,A,N,2,1,56,1,F,Z,L,W,1,,,,,,,,,,,,,,,,,1,1,866,159.82,2
1,70G,70,G,1,1,1,76,12,F,Y,M,W,2,,,,,,,,,65,3,3,6,0,0,0,0,,,,,,,,,0,0,1081,879.01,11
1,72D,72,D,1,1,1,2,12,F,Y,E,W,2,,,,,,,,,63,7,9,7,3,1,0,0,,,,,,,,,0,1,943,79.91,1
1,73E,73,E,1,1,1,2,2,F,R,E,W,2,,,,,,,,,70,1,4,7,10,12,15,0,,,,,,,,,0,1,1127,159.82,2
1,73E,73,E,1,2,1,1,11,F,Y,E,W,2,,,,,,,,,61,4,6,13,7,3,0,0,,,,,,,,,0,1,1139,159.82,2
1,74F,74,F,1,1,1,2,9,L,Z,A,W,3,,,,,,,,,61,0,0,1,5,9,5,-67,,,,,,,,,0,1,1081,327.631,4.1
1,75D,75,D,1,1,2,64,10,F,Z,E,W,1,4,56,9,L,D,A,W,3,,,,,,,,,,,,,,,,,1,1,1080,79.91,1
1,76E,76,E,1,1,2,42,0,T,Y,L,N,3,1,31,0,L,D,A,O,2,,,,,,,,,,,,,,,,,0,0,847,159.82,2
1,77D,77,D,1,1,2,64,12,F,D,E,W,2,1,50,12,F,L,E,N,1,58,12,20,18,18,15,12,0,,,,,,,,,0,1,1010,79.91,1
1,78G,78,G,1,1,1,2,11,F,R,E,E,1,,,,,,,,,65,0,0,0,0,1,5,0,,,,,,,,,0,1,1108,879.01,11
1,79E,79,E,1,2,1,1,0,T,Z,Y,W,6,2,51,12,F,R,E,E,1,,,,,,,,,,,,,,,,,0,1,945,159.82,2
1,80E,80,E,1,1,2,51,12,F,C,E,N,3,1,42,12,L,D,M,S,1,60,4,28,7,0,,,0,,,,,,,,,0,1,1010,159.82,2
1,81F,81,F,1,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1060,327.631,4.1
1,81F,81,F,1,2,1,1,10,F,L,E,E,2,,,,,,,,,62,18,14,11,8,5,1,0,,,,,,,,,0,1,1004,327.631,4.1
1,83F,83,F,1,1,1,56,12,F,L,E,W,1,2,60,12,F,L,W,N,9,60,4,1,1,0,0,0,-15,,,,,,,,,1,1,942,327.631,4.1
1,84C,84,C,1,2,1,1,12,F,Z,E,W,2,,,,,,,,,62,0,1,7,9,11,14,0,,,,,,,,,0,1,1122,79.91,1
1,85E,85,E,1,1,1,51,6,B,R,E,N,2,,,,,,,,,56,0,0,2,2,6,3,0,,,,,,,,,0,0,991,239.73,3
1,87H,87,H,1,1,1,44,0,U,F,D,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1110,1358.47,17
1,88D,88,D,1,1,2,51,12,F,C,E,N,2,1,42,12,L,P,A,S,2,62,1,7,14,23,12,5,0,65,0,1,2,0,0,0,-29,0,1,1004,88.7001,1.11
1,89D,89,D,1,1,3,51,9,L,P,A,N,3,1,63,9,L,F,W,N,1,74,0,0,5,1,0,0,-11,,,,,,,,,1,0,973,88.7001,1.11
1,90E,90,E,1,1,1,2,9,L,F,E,N,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,950,239.73,3
1,90E,90,E,1,2,1,1,12,F,R,E,E,1,2,3,12,F,L,E,E,1,,,,,,,,,,,,,,,,,0,1,1081,239.73,3
1,91A,91,A,1,1,1,42,12,F,C,E,W,4,,,,,,,,,65,16,29,34,37,35,5,0,,,,,,,,,0,1,1120,79.91,1
1,92B,92,B,1,1,1,2,12,F,D,A,W,6,2,56,10,L,Y,E,W,1,61,18,43,53,58,58,62,0,,,,,,,,,0,1,1004,79.91,1
1,92B,92,B,1,2,1,1,12,F,D,E,W,5,,,,,,,,,61,4,19,25,31,29,38,0,,,,,,,,,0,1,1139,79.91,1
1,94C,94,C,1,2,2,3,3,R,D,E,W,6,1,1,12,F,R,E,E,1,99,0,20,32,29,19,6,24,,,,,,,,,1,1,1083,79.91,1
1,94C,94,C,1,3,2,2,12,F,D,E,W,3,3,2,9,L,P,E,N,1,68,12,9,12,17,11,25,0,28,0,0,1,2,1,0,-23,0,1,1081,79.91,1
1,95D,95,D,1,1,1,2,12,F,Y,E,W,2,,,,,,,,,61,22,20,22,19,17,0,0,,,,,,,,,0,1,1081,88.7001,1.11
1,95D,95,D,1,2,1,1,12,F,D,E,W,3,,,,,,,,,62,17,19,20,25,15,5,0,,,,,,,,,0,1,1049,88.7001,1.11
1,96G,96,G,1,1,2,44,0,U,F,D,W,3,1,50,12,R,F,M,S,1,,,,,,,,,,,,,,,,,1,1,956,958.92,12
1,97E,97,E,1,1,1,2,3,R,F,E,W,4,,,,,,,,,51,1,4,8,14,18,16,55,,,,,,,,,0,1,1010,239.73,3
1,98H,98,H,1,1,3,52,6,B,L,E,N,4,1,44,12,F,D,E,W,1,68,27,32,22,14,5,0,0,68,0,1,1,1,1,3,0,1,1,1081,1358.47,17
1,99E,99,E,1,1,1,2,1,F,D,E,W,1,,,,,,,,,58,1,1,1,1,2,4,0,,,,,,,,,0,1,945,239.73,3
1,100E,100,E,1,2,1,1,12,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,897,239.73,3
1,102C,102,C,1,1,3,2,6,B,Y,L,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,957,79.91,1
1,102C,102,C,1,3,1,4,6,B,Z,E,W,1,2,2,12,F,Y,E,W,1,67,0,0,1,1,1,2,0,61,3,3,2,2,2,1,0,0,0,1120,79.91,1
1,102C,102,C,1,4,1,3,12,F,D,E,W,1,,,,,,,,,57,7,8,4,2,1,0,0,,,,,,,,,0,1,1012,79.91,1
1,104G,104,G,1,1,1,60,0,U,F,L,N,3,2,61,0,F,R,E,E,1,,,,,,,,,,,,,,,,,0,1,942,958.92,12
1,105C,105,C,1,1,1,2,12,F,D,E,W,2,,,,,,,,,74,2,2,4,8,7,12,0,,,,,,,,,0,1,1330,79.91,1
1,105C,105,C,1,2,1,1,9,L,P,A,W,3,2,59,12,F,L,E,E,1,85,0,1,5,12,11,1,-10,65,0,1,0,1,2,3,16,0,1,1081,79.91,1
1,106F,106,F,1,2,1,1,6,B,D,E,W,1,2,3,12,F,Y,M,W,1,65,0,2,3,3,3,0,0,68,0,0,4,4,0,0,0,0,1,1055,327.631,4.1
1,106F,106,F,1,3,2,2,6,B,Z,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1110,327.631,4.1
1,107E,107,E,1,1,1,2,11,F,D,E,W,1,,,,,,,,,57,1,6,9,10,9,10,0,,,,,,,,,0,1,1034,239.73,3
1,107E,107,E,1,2,1,1,2,R,Z,E,W,2,,,,,,,,,125,0,4,8,8,2,0,0,,,,,,,,,0,0,1081,239.73,3
1,108H,108,H,1,2,1,1,11,F,Z,E,W,2,,,,,,,,,52,0,2,6,11,13,21,0,,,,,,,,,0,1,980,1358.47,17
1,109G,109,G,1,1,1,56,12,R,D,E,S,1,2,88,12,F,R,L,E,1,,,,,,,,,,,,,,,,,0,1,1012,958.92,12
1,110E,110,E,1,1,1,2,6,B,D,E,W,1,,,,,,,,,60,0,1,2,2,3,3,0,,,,,,,,,0,1,973,239.73,3
1,110E,110,E,1,2,1,1,12,F,D,E,W,1,,,,,,,,,57,3,5,5,4,3,1,0,,,,,,,,,0,1,966,239.73,3
1,111C,111,C,1,1,2,3,9,L,Z,H,W,3,1,2,1,R,D,E,S,1,104,1,8,11,13,6,0,-24,119,1,0,1,2,1,0,-13,0,1,978,79.91,1
1,111C,111,C,1,2,1,1,10,F,D,L,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1049,79.91,1
1,111C,111,C,1,3,2,1,12,F,D,E,W,1,,,,,,,,,61,4,3,4,5,5,9,0,,,,,,,,,0,0,1161,79.91,1
1,112E,112,E,1,1,1,2,11,F,Y,E,W,1,,,,,,,,,68,5,4,3,2,1,0,0,,,,,,,,,0,1,1081,239.73,3
1,112E,112,E,1,2,1,1,2,F,R,E,E,1,,,,,,,,,58,1,1,2,2,2,5,0,,,,,,,,,0,1,957,239.73,3
1,113F,113,F,1,2,1,1,1,F,L,E,E,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1004,327.631,4.1
1,114G,114,G,1,1,1,2,6,B,D,E,W,1,,,,,,,,,76,1,1,,,,,0,,,,,,,,,0,0,1100,958.92,12
1,114G,114,G,1,2,1,1,12,F,D,E,W,2,,,,,,,,,62,2,4,4,4,4,2,0,,,,,,,,,0,1,1014,958.92,12
1,115D,115,D,1,1,6,61,32,F,D,E,W,2,1,51,12,L,D,E,S,1,68,4,4,9,13,18,22,0,,,,,,,,,0,1,1140,88.7001,1.11
1,116D,116,D,1,1,1,42,12,F,Z,E,W,2,,,,,,,,,52,0,6,14,27,27,20,0,,,,,,,,,0,1,980,88.7001,1.11
1,117E,117,E,1,2,1,1,10,F,Y,E,W,1,,,,,,,,,63,3,9,9,7,5,5,0,,,,,,,,,0,1,1049,239.73,3
1,118A,118,A,1,1,1,2,1,F,D,E,W,3,2,2,3,R,P,E,W,1,62,20,22,23,24,24,20,0,26,0,0,1,1,1,1,-22,0,1,1003,79.91,1
1,118A,118,A,1,2,1,1,10,L,Y,E,W,3,3,56,9,L,B,M,W,1,83,0,1,10,13,17,7,42,,,,,,,,,1,1,1140,79.91,1
1,119D,119,D,1,1,2,51,12,F,L,E,E,5,4,71,3,R,P,E,W,2,68,55,49,33,19,7,1,0,,,,,,,,,1,1,1110,88.7001,1.11
1,120E,120,E,1,1,1,2,12,F,L,E,E,2,,,,,,,,,60,14,8,4,2,1,0,0,,,,,,,,,0,1,1049,239.73,3
1,121G,121,G,1,2,1,1,10,L,F,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,942,958.92,12
1,122H,122,H,1,1,2,51,12,F,R,E,E,9,1,61,U,9,9,9,9,U,70,0,1,2,3,7,17,0,,,,,,,,,0,1,1150,1358.47,17
1,123A,123,A,1,1,2,56,12,F,D,H,W,6,1,56,11,L,D,E,W,3,,,,,,,,,,,,,,,,,0,1,1034,79.91,1
1,124C,124,C,1,1,1,2,12,F,D,E,W,1,,,,,,,,,66,8,4,2,2,2,3,0,,,,,,,,,0,1,1081,79.91,1
1,124C,124,C,1,2,1,1,9,L,Y,E,W,4,,,,,,,,,114,0,6,15,21,9,0,9,,,,,,,,,0,1,991,79.91,1
1,126C,126,C,1,1,2,31,0,T,D,D,O,3,1,2,1,R,Z,E,W,2,,,,,,,,,,,,,,,,,0,1,1122,79.91,1
1,126C,126,C,1,2,1,1,11,F,D,E,W,2,,,,,,,,,56,7,6,5,4,4,2,0,,,,,,,,,0,1,991,79.91,1
1,127E,127,E,1,2,2,1,12,F,D,E,W,2,1,3,6,B,D,E,W,2,62,1,7,9,9,5,5,0,61,4,6,4,4,5,4,0,0,1,1004,239.73,3
1,127E,127,E,1,3,1,2,12,F,D,E,W,2,,,,,,,,,55,0,2,2,4,8,11,0,,,,,,,,,0,1,1033,239.73,3
1,128G,128,G,1,1,1,2,5,R,Z,E,W,3,,,,,,,,,56,2,9,8,4,1,1,-41,,,,,,,,,0,1,866,958.92,12
1,130D,130,D,1,1,3,59,12,F,D,E,W,3,1,50,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,1081,88.7001,1.11
1,131D,131,D,1,1,3,31,0,T,Z,D,O,3,1,44,2,F,D,E,W,1,,,,,,,,,62,1,2,1,1,2,1,0,0,1,984,88.7001,1.11
1,132E,132,E,1,1,1,2,12,F,L,E,W,2,,,,,,,,,71,14,5,3,1,0,0,0,,,,,,,,,0,1,1143,239.73,3
1,132E,132,E,1,2,1,1,12,L,Y,A,W,2,2,71,12,F,Y,L,W,1,114,0,2,7,7,7,1,9,57,5,4,3,2,1,0,0,1,1,956,239.73,3
1,133F,133,F,1,1,3,52,12,F,C,E,N,2,4,51,12,F,R,E,N,1,76,0,15,16,0,,,0,,,,,,,,,1,1,1150,327.631,4.1
1,135D,135,D,1,1,1,2,1,R,Y,E,W,3,,,,,,,,,118,3,13,12,7,2,0,25,,,,,,,,,0,1,1080,194.1813,2.43
