PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,PSUWGT,NATWGT,RATWGT,DRINKING,ALCTEST,VEHNO,OCUPANTS,DRPRES,MONDRIVE,MILEVEH,MILETOT,DRTRAIN,LASTRAIN,FREQDRIV,TYPEOP,BMCSREG,DRCLASS,ACCTYPE,AVOIDMAN,RELFACT,VIOCHAR1,VIOCHAR2,LSTATUS,LTYPCOMP,LREST,PREVSPD,PREVOTH,PREVDWI,PREVSUS,PREVACC,FEDAID,CLASTRAF,ROADFUNC,LANES,LANEWIDT,MEDIANT,MEDIANW,ACCESS,TRAFFLOW,SHOULDLT,SHOULDRT,ALIGNMNT,SLOPE,SUPELEV,CURVE,GRADE,PROFILE,SURTYPE,SURCOND,SPLIMIT,RESTRICT,TRAFCONT,TRCTLFCT,TRUCKSYS,ENVRF
1,012V,12,V,4,8,28.000,36.230,33.996,0,C,2,1,1,61,700,144,1,3,1,0,0,0,46,1,1,98,0,5,3,1,0,0,0,0,U,5,6,16,2,82,0,0,3,0,0,0,1,2,0,0,0,1,2,3,30,5,0,0,0,0
1,013D,13,D,4,8,120.600,156.050,204.572,U,C,1,3,1,U,U,U,U,U,U,0,0,0,98,U,1,0,0,U,U,U,U,U,U,U,U,5,6,16,1,153,0,0,3,3,0,0,1,1,98,0,0,1,2,3,30,0,0,0,0,0
1,014T,14,T,4,8,40.200,52.010,50.288,0,C,1,3,1,U,U,U,U,U,U,0,0,0,88,U,1,7,0,5,3,0,0,0,0,0,U,2,3,13,3,130,0,0,3,0,0,0,1,2,98,0,0,1,2,3,30,0,1,3,0,0
1,014T,14,T,4,8,40.200,52.010,50.288,0,C,2,1,1,61,120,120,1,3,1,0,0,0,89,1,1,0,0,5,3,0,0,0,0,0,U,5,6,16,2,180,0,0,3,0,0,0,1,2,98,0,0,1,2,3,30,0,1,3,0,0
1,015T,15,T,4,8,74.800,96.790,93.585,0,C,1,1,1,61,30,U,1,3,1,0,0,0,88,U,1,0,0,5,3,0,1,0,0,0,U,3,6,14,2,185,4,8,3,1,2,0,1,2,98,0,0,1,2,1,30,0,1,3,0,0
1,015T,15,T,4,8,74.800,96.790,93.585,0,C,2,1,1,61,400,8,0,0,4,0,0,0,89,U,1,7,0,5,3,0,0,0,0,0,U,3,6,15,2,270,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,1,3,0,0
1,016Z,16,Z,4,8,2820.000,3649.080,3620.872,0,C,1,1,1,U,U,U,U,U,U,0,0,0,88,U,1,7,0,5,3,0,0,0,0,0,U,3,6,15,5,100,0,0,3,0,6,6,1,1,0,0,0,1,2,2,30,0,1,3,0,0
1,016Z,16,Z,4,8,2820.000,3649.080,3620.872,0,C,2,2,1,61,800,7,0,0,1,0,0,0,89,1,1,0,0,5,3,0,0,0,0,1,U,3,6,14,5,100,0,0,3,0,6,6,1,1,0,0,0,1,2,2,30,0,1,3,0,0
1,017L,17,L,4,8,32.750,42.370,34.970,0,C,1,1,1,U,U,U,U,U,U,U,U,U,92,U,1,98,0,6,3,0,0,0,0,0,U,5,8,16,1,160,0,0,3,3,2,0,1,1,98,0,0,1,1,2,0,0,0,0,0,U
1,017L,17,L,4,8,32.750,42.370,34.970,0,C,2,1,1,61,U,125,0,0,U,0,0,0,93,U,1,U,0,5,3,0,1,2,0,1,U,3,6,14,1,120,1,5,3,2,1,0,1,2,98,0,0,1,2,2,30,0,41,6,0,U
1,018W,18,W,4,8,131.000,169.510,189.071,0,C,1,2,1,61,U,U,1,3,1,0,0,0,80,2,1,98,0,5,3,0,0,0,0,0,U,3,6,14,4,170,4,4,3,1,1,0,1,2,98,0,0,1,2,4,30,0,2,3,0,0
1,018W,18,W,4,8,131.000,169.510,189.071,0,C,2,2,1,61,1,50,0,0,1,0,0,0,81,1,1,0,0,5,3,0,0,0,0,0,U,5,6,16,4,100,0,0,3,0,0,0,1,2,98,0,0,1,2,4,30,0,3,3,0,0
1,019C,19,C,4,8,38.000,49.170,50.736,0,C,1,1,1,61,35,50,0,0,2,0,0,0,2,2,0,98,0,5,3,2,0,0,0,0,U,2,3,13,3,115,3,3,3,1,1,1,1,2,0,0,0,1,2,4,30,0,0,0,0,22
1,020V,20,V,4,8,38.000,49.170,46.138,1,C,1,1,1,9,90,120,0,0,U,0,0,0,6,U,1,1,0,5,3,1,0,0,0,0,U,1,1,11,4,110,0,0,1,3,2,2,1,2,98,0,0,1,1,3,55,0,0,0,0,1
1,021C,21,C,4,8,50.333,65.130,67.205,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,3,6,15,2,150,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,0,0,0,
1,022R,22,R,4,8,151.000,195.390,250.178,0,C,1,2,1,U,U,U,U,U,U,0,0,0,44,U,1,1,98,0,0,0,U,U,U,U,U,5,6,16,1,240,0,0,3,3,0,0,1,2,98,0,0,1,2,3,30,0,0,0,0,0
1,022R,22,R,4,8,151.000,195.390,250.178,0,C,2,1,1,61,800,400,8,4,1,0,0,0,45,1,1,0,0,5,3,0,0,0,0,0,U,5,6,16,1,240,0,0,3,3,0,0,1,1,98,0,0,1,2,3,30,0,0,0,0,0
1,023C,23,C,4,8,42.333,54.770,56.515,0,C,1,1,1,61,800,100,1,3,1,0,0,0,98,1,1,0,0,5,3,1,0,0,0,0,U,3,6,15,2,90,0,0,3,0,0,0,1,2,0,0,0,1,2,2,30,0,94,6,0,0
1,024V,24,V,4,8,42.333,54.770,51.392,0,C,1,2,1,3,60,60,0,0,1,0,0,0,20,2,1,98,0,U,U,U,U,U,U,U,U,3,6,15,5,100,0,0,3,0,0,0,1,2,0,0,0,1,2,2,30,0,2,3,0,0
1,024V,24,V,4,8,42.333,54.770,51.392,0,C,2,3,1,U,U,U,U,U,U,0,0,0,21,1,1,98,98,5,3,1,0,0,0,0,U,3,6,15,5,100,0,0,3,0,0,0,1,2,0,0,0,1,2,2,30,0,2,3,0,0
1,025C,25,C,4,8,45.667,59.090,60.972,0,C,1,1,1,U,U,U,U,U,U,0,0,0,13,U,1,4,3,1,2,0,1,0,0,1,U,3,6,16,2,150,0,0,3,0,0,5,1,2,0,0,0,1,2,1,30,0,0,0,0,0
1,026V,26,V,4,8,45.667,59.090,55.446,0,C,1,2,1,U,U,U,U,U,U,0,0,0,88,U,1,0,0,5,3,1,0,0,0,0,U,3,6,16,1,160,0,0,3,3,0,0,1,2,0,0,0,1,2,3,30,0,28,3,0,0
1,026V,26,V,4,8,45.667,59.090,55.446,0,C,2,5,1,U,U,U,U,U,U,0,0,0,89,U,1,7,0,5,3,0,0,0,0,0,U,3,6,16,1,160,0,0,3,3,6,6,1,2,0,0,0,1,2,3,30,0,20,3,0,0
1,027T,27,T,4,8,54.800,70.910,68.562,0,C,1,1,1,61,600,40,0,0,3,0,0,0,20,2,1,98,0,U,U,U,U,U,U,U,U,3,6,15,2,160,0,0,3,0,0,0,1,2,0,0,0,1,2,3,30,0,60,3,0,0
1,027T,27,T,4,8,54.800,70.910,68.562,0,C,2,1,1,61,1,50,1,3,1,0,0,0,21,1,1,0,0,5,3,0,0,0,0,0,U,3,6,15,2,160,0,0,3,0,0,0,1,2,0,0,0,1,2,3,30,0,60,3,0,0
1,028W,28,W,4,8,274.000,354.550,395.464,U,C,1,2,1,48,60,60,0,0,2,0,0,0,44,1,1,0,0,U,U,U,U,U,U,U,U,3,6,14,4,110,0,0,3,0,0,0,1,2,0,0,8,2,2,1,35,0,0,0,0,0
1,028W,28,W,4,8,274.000,354.550,395.464,0,C,2,3,1,18,100,80,1,2,1,0,0,0,45,0,1,0,0,5,3,0,0,0,0,0,U,3,6,14,4,110,0,0,3,0,0,0,1,2,0,0,8,2,2,1,35,0,0,0,0,0
1,029L,29,L,4,8,44.000,56.930,46.987,0,C,1,1,1,61,450,120,0,0,2,0,0,0,11,2,1,0,0,5,3,1,0,0,0,0,U,3,6,15,2,135,0,0,3,0,0,2,1,2,0,0,0,1,2,1,30,0,0,0,0,0
1,029L,29,L,4,8,44.000,56.930,46.987,8,C,2,1,1,61,997,500,3,2,2,2,2,3,11,1,1,0,0,6,3,0,1,0,0,0,U,3,6,15,2,135,0,0,3,0,1,2,1,2,0,0,0,1,2,1,30,0,0,0,0,0
1,030V,30,V,4,8,58.667,75.910,71.229,0,C,1,4,1,U,U,U,U,U,U,0,0,0,88,U,1,7,98,0,0,U,U,U,U,U,U,5,6,16,1,90,0,0,3,3,0,0,1,2,0,0,0,1,2,1,30,0,20,6,0,0
1,030V,30,V,4,8,58.667,75.910,71.229,0,C,2,3,1,U,U,U,U,U,U,0,0,0,89,U,1,0,0,5,3,0,1,1,0,0,U,5,6,16,1,80,0,0,3,3,5,0,1,2,0,0,0,1,2,1,30,0,20,6,0,0
1,031C,31,C,4,8,59.333,76.770,79.215,U,C,1,1,1,61,1,3,1,3,4,0,0,0,13,1,1,7,0,5,3,0,0,0,0,0,U,3,6,15,4,170,0,0,3,0,0,0,1,2,98,0,0,1,2,2,30,0,2,3,0,0
1,032Y,32,Y,4,8,1269.600,1642.860,2230.197,0,C,1,1,1,U,U,U,U,U,U,0,0,0,44,U,1,0,0,5,3,0,1,0,0,0,U,3,6,13,2,100,4,15,3,1,2,0,1,2,0,0,0,1,2,1,30,0,91,6,0,0
1,032Y,32,Y,4,8,1269.600,1642.860,2230.197,0,C,2,1,1,61,100,50,0,0,1,0,0,0,45,8,1,0,0,5,3,1,0,0,0,0,U,3,6,13,2,100,4,15,3,1,2,0,1,2,0,0,0,1,2,1,30,0,90,6,0,0
1,032Y,32,Y,4,8,1269.600,1642.860,2230.197,U,C,3,2,1,61,50,350,1,3,2,0,0,0,45,0,1,0,0,5,3,1,1,0,0,0,U,3,6,13,2,140,4,15,3,1,2,0,1,2,0,0,0,1,2,1,30,0,0,0,0,0
1,033B,33,B,4,8,21.316,27.580,25.838,0,C,1,1,1,U,U,U,U,U,U,U,U,U,98,U,1,0,0,6,3,1,0,0,0,0,U,3,6,14,4,96,0,0,3,0,0,0,1,2,0,0,0,1,2,3,30,0,0,0,0,0
1,034V,34,V,4,8,45.000,58.230,54.639,0,C,1,2,1,12,20,20,1,2,1,0,0,0,86,2,1,0,0,5,3,0,0,0,0,0,U,5,6,16,2,125,0,0,3,0,0,0,1,2,98,0,0,1,2,3,30,0,0,0,0,0
1,034V,34,V,4,8,45.000,58.230,54.639,0,C,2,1,1,U,U,U,U,U,U,0,0,0,89,U,1,0,0,U,U,U,U,U,U,U,U,5,6,16,2,80,0,0,3,0,0,0,1,2,98,0,0,1,2,3,30,0,0,0,0,0
1,035C,35,C,4,8,24.333,31.480,32.483,0,C,1,1,1,61,650,150,0,0,1,0,0,0,13,3,4,98,0,5,3,0,0,0,0,0,U,3,6,15,2,150,0,0,3,0,2,2,1,2,98,0,0,1,2,2,30,0,0,0,0,0
1,036V,36,V,4,8,24.333,31.480,29.539,U,C,1,1,1,U,U,U,U,U,U,0,0,0,50,U,U,98,0,6,3,0,1,0,0,0,U,3,6,14,4,110,0,0,3,0,0,0,1,2,98,0,2,1,2,3,30,0,91,6,0,0
1,036V,36,V,4,8,24.333,31.480,29.539,0,C,2,1,1,61,390,60,8,4,3,0,0,0,51,2,1,0,0,6,3,1,0,0,0,0,U,3,6,14,4,110,3,5,3,1,1,1,1,2,98,0,2,1,2,3,30,0,0,0,0,0
1,037T,37,T,4,8,17.600,22.770,22.016,1,C,1,3,1,U,U,U,U,U,U,0,0,0,20,U,1,6,0,6,3,0,0,0,0,0,U,5,6,16,4,110,0,0,3,0,0,0,3,2,0,15,0,1,2,3,30,0,0,0,0,0
1,037T,37,T,4,8,17.600,22.770,22.016,0,C,2,1,1,61,120,150,0,0,2,0,0,0,21,0,1,0,0,5,3,1,1,0,0,0,U,5,6,16,4,110,0,0,3,0,0,0,3,2,0,15,0,1,2,3,30,0,0,0,0,0
1,038V,38,V,4,8,29.333,37.950,35.610,1,C,1,3,1,61,8,146,0,0,4,0,0,0,11,3,1,98,0,5,3,0,2,1,0,1,U,3,6,14,3,145,0,0,3,0,0,5,1,2,98,0,0,1,2,2,30,0,0,0,0,0
1,039B,39,B,4,8,17.526,22.670,21.238,0,C,1,3,1,61,600,997,3,3,3,3,2,1,98,1,1,98,0,6,3,1,0,0,0,0,U,3,6,14,5,135,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,2,3,0,0
1,040V,40,V,4,8,37.000,47.870,44.918,0,C,1,1,1,U,U,U,U,U,U,0,0,0,82,U,1,5,0,5,3,5,0,0,0,0,U,3,6,15,2,146,0,0,3,0,0,0,1,2,98,0,0,1,2,3,30,0,20,6,0,0
1,040V,40,V,4,8,37.000,47.870,44.918,0,C,2,2,1,U,U,U,U,U,U,0,0,0,83,U,1,0,0,U,U,U,U,U,U,U,U,3,6,15,2,208,0,0,3,0,0,0,1,2,98,0,0,1,2,3,25,0,0,0,0,0
1,041C,41,C,4,8,64.000,82.810,85.448,0,C,1,1,1,61,800,20,0,0,3,0,0,0,13,3,0,98,0,5,3,1,0,0,0,0,U,3,6,14,3,110,4,4,3,1,1,0,1,2,0,0,0,1,2,1,30,0,0,0,0,0
1,042W,42,W,4,8,192.000,248.440,277.109,0,C,1,2,1,U,U,U,U,U,U,0,0,0,73,U,98,0,0,5,3,0,0,0,0,0,U,3,6,15,2,140,0,0,3,0,0,0,1,2,98,0,0,1,2,3,30,0,91,6,0,0
1,042W,42,W,4,8,192.000,248.440,277.109,0,C,2,1,1,U,U,U,U,U,U,0,0,0,72,U,1,0,0,5,3,1,0,0,0,0,U,3,6,15,2,140,0,0,3,0,0,0,1,2,98,0,0,1,2,3,30,0,0,0,0,0
1,043M,43,M,4,8,108.000,139.750,136.834,0,C,1,1,1,U,U,U,U,U,U,U,U,U,24,U,0,98,0,6,3,0,0,0,0,0,U,1,1,11,4,110,1,42,1,2,1,2,1,2,98,0,0,1,2,2,45,0,28,6,1,0
1,043M,43,M,4,8,108.000,139.750,136.834,0,C,2,1,1,U,U,U,U,U,U,U,U,U,25,U,1,0,0,6,3,1,1,0,0,0,U,1,1,11,4,110,1,42,1,2,1,2,1,2,98,0,0,1,2,2,45,0,28,6,1,0
1,044T,44,T,4,8,14.400,18.630,18.013,0,C,1,2,1,61,1,1,0,0,3,0,0,0,98,0,1,98,98,0,0,0,U,U,U,U,U,1,1,11,4,110,1,8,1,2,1,1,1,2,98,0,0,1,2,1,45,0,90,6,1,0
1,044T,44,T,4,8,14.400,18.630,18.013,0,C,2,1,1,61,300,200,1,3,2,0,0,0,98,1,1,0,0,6,3,0,1,0,0,0,U,1,1,11,4,110,1,8,1,2,1,1,1,2,98,0,0,1,2,1,45,0,0,0,1,0
1,045V,45,V,4,8,89.333,115.590,108.462,0,C,1,2,1,U,U,U,U,U,U,0,0,0,20,U,1,6,0,5,3,0,0,0,0,0,U,2,3,13,4,110,4,13,3,1,2,0,1,2,U,U,0,1,2,2,35,0,1,3,0,0
1,045V,45,V,4,8,89.333,115.590,108.462,0,C,2,4,1,30,730,150,0,0,1,0,0,0,21,0,1,0,0,5,3,0,0,0,0,0,U,2,3,13,4,110,4,13,3,1,2,0,1,2,U,U,0,1,2,2,35,0,1,3,0,0
1,046Z,46,Z,4,8,2484.000,3214.290,3189.443,U,C,1,3,1,61,400,100,1,3,2,0,0,0,64,2,1,0,0,6,3,0,0,0,0,0,U,3,6,14,2,165,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,0,0,0,0
1,046Z,46,Z,4,8,2484.000,3214.290,3189.443,0,C,2,2,1,61,3,50,1,3,1,0,0,0,64,1,1,0,0,5,3,1,0,0,0,0,U,3,6,14,2,165,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,91,6,0,0
1,047L,47,L,4,8,20.000,25.880,21.360,0,C,1,2,1,61,60,50,1,3,3,0,0,0,7,2,98,98,0,5,3,1,0,0,0,0,U,1,1,11,3,120,2,35,1,2,2,2,1,2,98,0,0,1,1,1,55,0,90,6,1,0
1,048V,48,V,4,8,26.667,34.500,32.372,1,10,1,3,1,U,U,U,U,U,U,0,0,0,86,U,1,2,7,5,3,0,0,0,0,0,U,3,3,13,2,170,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,1,3,0,0
1,048V,48,V,4,8,26.667,34.500,32.372,0,C,2,2,1,61,730,30,0,0,2,0,0,0,87,1,1,0,0,5,3,0,0,0,0,0,U,5,6,16,1,140,0,0,3,3,0,0,1,2,98,0,0,1,2,1,30,0,1,3,0,0
1,049C,49,C,4,8,48.333,62.540,64.532,1,B,1,1,1,61,U,160,0,0,3,0,0,0,13,2,1,2,5,5,3,0,0,0,0,0,U,3,6,15,5,100,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,2,2,0,0
1,050V,50,V,4,8,48.333,62.540,58.683,0,C,1,1,1,61,U,U,1,3,1,0,0,0,88,U,1,0,0,5,3,0,1,3,3,3,U,2,3,13,2,190,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,0,0,0,0
1,050V,50,V,4,8,48.333,62.540,58.683,0,C,2,1,1,U,U,U,U,U,U,0,0,0,89,U,1,4,5,1,2,0,0,0,0,0,U,5,3,16,2,85,0,0,3,0,0,0,1,2,98,0,0,1,1,1,15,0,0,0,0,0
1,051M,51,M,4,8,135.000,174.690,171.045,0,C,1,1,1,U,U,U,U,U,U,0,0,0,45,U,1,0,0,5,3,0,0,0,0,0,U,3,6,14,5,U,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,1,3,0,0
1,051M,51,M,4,8,135.000,174.690,171.045,0,C,2,1,1,U,U,U,U,U,U,U,U,U,44,U,1,0,0,6,3,0,0,0,0,0,U,3,6,14,5,U,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,1,3,0,0
1,052W,52,W,4,8,90.000,116.460,129.899,0,C,1,2,1,U,U,U,U,U,U,0,0,0,86,U,1,98,0,5,3,0,0,0,0,0,U,3,6,15,3,110,0,0,3,3,0,0,1,2,98,0,0,1,2,2,30,0,1,3,0,0
1,052W,52,W,4,8,90.000,116.460,129.899,0,C,2,1,1,U,U,U,U,U,U,0,0,0,87,U,1,0,0,5,3,0,0,0,0,0,U,3,6,14,5,100,0,0,3,0,0,0,1,2,98,0,0,1,2,2,30,0,1,3,0,0
1,054W,54,W,4,8,77.000,99.630,111.127,U,C,1,1,1,61,786,997,8,3,1,0,0,0,11,0,1,98,0,5,3,0,1,0,0,0,U,5,6,16,2,200,0,0,3,3,0,0,1,2,98,0,0,1,2,1,30,0,0,0,0,0
1,055T,55,T,4,8,26.800,34.670,33.522,0,C,1,1,1,61,50,110,0,0,1,0,0,0,69,2,1,0,0,5,3,1,0,0,0,0,U,3,6,14,3,90,4,3,3,1,1,0,1,2,0,0,0,1,2,1,30,0,0,0,0,0
1,055T,55,T,4,8,26.800,34.670,33.522,1,C,2,1,1,61,U,U,1,2,U,0,0,0,64,1,1,2,4,1,2,0,1,0,0,1,U,3,6,14,2,110,4,13,3,1,2,0,1,2,0,0,0,1,2,1,30,0,0,0,0,0
1,056V,56,V,4,8,44.667,57.790,54.226,1,C,1,1,1,61,U,U,U,U,U,0,0,0,11,1,1,98,98,6,3,0,0,0,0,0,U,5,6,16,2,62,0,0,3,0,0,0,1,2,0,0,0,1,2,1,30,0,0,0,0,0
1,057B,57,B,4,8,20.842,26.970,25.266,0,C,1,1,1,61,700,100,0,0,2,0,0,0,13,1,1,98,0,5,3,1,0,0,0,0,U,3,6,14,5,61,0,0,3,0,0,0,1,2,98,0,0,1,2,2,30,0,1,3,0,0
1,058V,58,V,4,8,44.000,56.930,53.419,0,C,1,1,1,U,U,U,U,U,U,U,U,U,2,U,1,98,0,6,3,0,1,2,0,0,U,1,1,11,2,U,0,0,1,3,2,0,1,2,98,0,36,2,1,1,30,0,93,4,1,0
1,059M,59,M,4,8,238.500,308.610,302.172,0,C,1,1,1,U,U,U,U,U,U,U,U,U,82,U,1,0,0,6,3,1,0,0,0,0,U,3,6,15,2,130,0,0,3,0,1,1,1,2,98,0,0,1,2,1,30,0,1,3,0,0
1,059M,59,M,4,8,238.500,308.610,302.172,0,C,2,3,1,61,800,100,1,3,3,0,0,0,83,1,1,0,0,5,3,1,0,0,0,0,U,5,6,16,2,116,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,1,3,0,0
1,060V,60,V,4,8,53.000,68.580,64.351,U,C,1,1,1,36,600,120,1,2,1,0,0,0,20,2,1,0,0,U,U,U,U,U,U,U,U,3,6,16,4,110,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,2,3,0,1
1,060V,60,V,4,8,53.000,68.580,64.351,0,C,2,1,1,61,510,150,1,3,3,0,0,0,21,1,1,0,0,5,3,1,0,0,0,0,U,3,6,14,4,110,0,0,3,0,0,0,1,2,98,0,0,1,2,1,30,0,2,3,0,0
1,061B,61,B,4,8,25.579,33.090,31.000,0,C,1,2,1,61,1,105,1,3,1,0,0,0,13,2,1,98,0,5,3,0,0,0,0,0,U,3,6,15,4,110,3,89,3,1,0,0,1,2,98,0,0,1,2,1,30,0,2,3,0,0
1,062Y,62,Y,4,8,988.800,1279.500,1736.933,0,C,1,1,1,U,U,U,U,U,U,0,0,0,92,U,1,0,0,5,3,0,0,0,0,0,U,3,6,15,3,U,0,0,3,3,0,0,1,2,98,0,0,1,2,1,30,0,2,3,0,0
1,062Y,62,Y,4,8,988.800,1279.500,1736.933,0,C,2,1,1,U,U,U,U,U,U,0,0,0,93,U,1,0,0,5,3,0,1,0,0,0,U,3,6,15,3,U,0,0,3,3,0,0,1,2,98,0,0,1,2,1,30,0,2,3,0,0
1,063A,63,A,4,8,28.565,36.960,46.458,0,C,1,1,1,61,600,120,0,0,2,0,0,0,13,9,1,98,0,5,3,0,1,1,0,1,U,3,6,14,4,125,0,0,3,0,0,4,1,2,98,0,0,1,2,1,35,0,0,0,0,0
