ACCSEQDV,ACCTYPE,ALCTEST,ANGTHIS,ANGOTHER,AOPSVEH,WEATHER,BAGDEPFV,BAGDEPOV,BAREQSP,BODYTYPE,CARGOWGT,CASEID,CASENO,CONDTREE,CURBWGT,DVEST,DOCTRAJ,DRIVDIST,DRINKING,DRIVE,DRPRES,DRRACE,DRZIP,DVBASIS,DVCONFID,DVLAT,DVLONG,DVTOTAL,ENERGY,FOVERIDE,IMPACTSP,INSPTYPE,LANES,LGTCOND,MAKE,MANEUVER,MODEL,MODELYR,RATWGT,OCCFORMS,OCUPANTS,PREEVENT,PREMOVE,PREILOC,PREISTAB,PSU,ALIGNMNT,SURCOND,PROFILE,SURTYPE,RELINTER,ROLINDIR,ROLINLOC,ROLINTYP,ROLLOBJ,ROLLOVER,ROVERIDE,SPECOTH,SPLIMIT,STRATIF,TOWHITCH,TOWPAR,TRAFCONT,TRCTLFCT,TRAVELSP,TRAFFLOW,TRIPLOC,VEHNO,VEHUSE,VERSION,VIN,VINLNGTH,DRUGS,VINO,MCYCLDS,VEHWGT,VINMAKE,VINAMOD,SERTR,VINBT,ROOF1,ROOF2,ROOF3,ANTILOCK,FRTWHLDR,FOURWHDR,RESTYPE,CARBUR,FUELCODE,WGTCDTR,VEHTYPE,WHLDRWHL,DAYRUNLT,VINMODYR,OTVEHWGT,OTBDYTYP,VINJSER,VINJURED,VTREAT,VAIS
1,98,0,180,90,1,0,0,0,27,4,0," 77B",77,0,148,0,0,U,0,1,1,1,27591,3,1,-20,-7,22,738,0,998,3,2,1,18,U,2,88,60.084625397,1,1,17,1,1,1,43,1,1,5,2,2,0,0,0,0,0,0,0,89,B,0,1,2,2,72,1,0,1,0,9,1G4HP54CXJ,17,0,4,,3140,BUIC,LCF,,4D,1,2,,5,Y,N,P,F,G,,P,,N,88,146,4,1,1,1,5
1,98,C,90,180,0,0,0,0,17,4,0," 77B",77,0,146,0,0,1,0,2,1,2,27607,3,4,-20,-7,21,577,0,998,0,2,1,6,3,14,88,60.084625397,3,3,66,1,1,2,43,1,1,5,2,2,0,0,0,0,0,0,0,89,B,0,1,1,2,72,0,0,2,0,9,1C3BU6639J,17,0,4,,3198,CHRY,NYL,,4D,1,,,5,Y,N,A,F,G,,P,,N,88,N,N,2,3,3,3
3,98,C,0,160,0,0,0,0,12,30,2," 77B",77,0,114,0,0,1,0,8,1,1,27597,3,1,5,-9,11,77,0,998,3,2,1,49,1,471,85,60.084625397,2,2,66,5,1,1,43,1,1,5,2,2,0,0,0,0,0,0,0,89,B,0,1,2,2,0,1,0,3,0,9,JT4RN55R2F,17,0,5,,,TOYT,HTP,55R,PK,1,,,1,,,A,,G,1,T,42,N,85,146,4,0,2,4,1
1,86,C,270,340,0,0,0,0,13,2,0," 78F",78,0,131,0,0,1,0,1,1,1,27520,3,4,-2,-12,12,98,0,998,0,3,3,22,3,9,86,4799.50324,1,1,66,15,1,2,43,1,1,4,2,2,0,0,0,0,0,0,0,56,F,0,1,1,2,48,3,0,1,0,9,1G2FS87S0G,17,0,4,,2888,PONT,FBD,,2H,1,4,,1,N,N,A,F,G,,P,,N,86,N,N,0,0,0,0
1,87,C,340,270,0,0,0,0,11,2,1," 78F",78,0,120,0,0,1,0,1,1,2,27501,3,1,-10,6,12,167,0,998,3,4,3,12,8,3,85,4799.50324,2,2,17,1,1,1,43,1,1,2,2,2,0,0,0,0,0,0,0,56,F,0,1,1,2,56,3,0,2,0,9,1FABP26A7F,17,0,4,,2592,FORD,MLX,,2D,1,2,,1,N,N,A,2,G,,P,,N,85,131,2,0,2,4,1
4,6,C,320,180,0,0,0,0,34,2,0," 79K",79,0,139,0,0,98,0,1,1,1,27606,1,4,6,-33,34,668,0,998,3,4,1,14,1,4,84,86.399094901,1,1,8,11,4,1,43,1,1,4,2,0,0,0,0,0,0,0,0,72,K,0,1,0,0,72,0,0,1,0,9,1MEBP92F9E,17,0,4,,3053,MERC,COU,,2D,,,,,,,,,G,,P,,,84,998,98,0,1,3,1
1,88,C,270,180,1,1,2,0,12,4,0," 80K",80,0,140,0,0,12,0,2,1,2,27603,1,1,-15,-26,31,125,0,998,3,2,1,12,4,17,93,86.399094901,1,1,66,1,1,U,43,1,2,3,2,2,0,0,0,0,0,0,0,72,K,0,1,1,2,72,0,0,1,0,9,1FACP52U2P,17,0,4,,3117,FORD,TAG,,4D,1,,,5,Y,N,M,F,G,,P,,N,93,117,3,0,1,4,1
1,89,C,180,270,0,1,0,0,52,3,0," 80K",80,0,117,0,0,1,0,2,1,1,27603,1,1,36,-6,37,1307,0,998,3,2,1,37,4,32,86,86.399094901,1,1,17,1,1,1,43,1,2,3,2,2,0,0,0,0,0,0,0,56,K,0,1,1,2,56,0,0,2,0,9,1HGBA5347G,17,0,4,,2498,HOND,UXI,,2H,1,3,,1,Y,N,A,F,G,,P,,N,86,140,4,0,1,3,2
1,58,C,0,180,1,0,0,0,31,6,0," 81D",81,0,130,0,0,12,0,2,1,6,27604,98,0,U,U,U,U,0,U,3,2,1,49,1,40,87,191.49126261,1,1,10,17,2,1,43,3,1,1,2,0,0,0,0,0,0,0,0,89,D,0,1,0,0,89,0,0,1,0,9,JT2SV21W8H,17,0,5,,2854,TOYT,CMD,,SW,1,,,1,Y,N,P,F,G,,P,,N,87,245,31,0,1,4,1
1,59,C,180,0,0,0,0,0,U,31,U," 81D",81,0,245,7,0,1,0,8,1,1,27937,4,0,U,U,U,U,0,U,3,2,1,12,8,481,92,191.49126261,2,2,62,14,1,2,43,2,1,1,2,0,0,0,0,0,0,0,0,89,D,1,1,0,0,89,0,0,2,0,9,1FTJX35M2N,17,0,4,,,FORD,COF,F35,PS,1,,,3,,,A,,D,2,T,42,N,92,130,6,0,1,4,1
1,83,C,90,340,0,0,0,0,28,4,0," 82E",82,0,96,0,0,1,0,1,1,3,27615,1,1,-6,-33,34,361,0,998,3,2,1,49,1,32,84,1005.7720849,2,2,67,14,1,1,43,2,1,4,2,2,0,0,0,0,0,0,0,72,E,0,1,0,0,72,0,0,1,0,9,JT2AE82EXE,17,0,5,,2081,TOYT,CDF,,4D,,,,,,,,2,G,,P,,,84,136,3,0,1,4,2
1,82,C,340,90,0,0,0,0,31,3,0," 82E",82,0,136,0,0,1,0,1,1,1,27604,1,1,24,-9,26,548,0,998,3,2,1,12,1,3,88,1005.7720849,1,1,15,11,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,72,E,0,1,2,2,6,0,0,2,0,9,1FABP41E0J,17,0,4,,2818,FORD,MLX,,2H,1,2,,1,N,N,A,F,G,,P,,N,88,96,4,0,1,4,1
U,20,C,180,180,0,0,0,0,U,30,U," 83G",83,0,U,U,0,U,0,8,1,U,27604,0,0,U,U,U,U,U,U,0,4,1,20,U,471,96,2082.9929653,0,1,50,1,1,2,43,1,1,1,2,2,0,0,0,0,0,0,0,72,G,0,0,1,2,24,1,0,1,0,9,1GCCS14XXT,17,0,4,,,CHEV,S,S14,PK,1,,,2,,,M,,G,1,T,42,N,96,N,N,N,N,N,N
1,21,C,180,180,0,0,0,0,23,6,0," 83G",83,0,112,0,0,1,0,2,1,1,27612,11,0,U,U,U,U,0,U,3,4,1,20,1,16,89,2082.9929653,2,2,53,5,1,1,43,1,1,1,2,2,0,0,0,0,0,1,0,72,G,0,1,1,2,0,1,0,2,0,9,1G1JC8110K,17,0,4,,2478,CHEV,CAV,,SW,1,2,,1,Y,N,A,F,G,,P,,N,89,U,30,0,1,6,1
2,98,C,180,180,1,0,1,0,13,4,0," 83G",83,0,127,0,0,U,0,2,1,U,27587,1,1,0,13,13,81,0,998,2,4,1,37,U,32,95,2082.9929653,0,1,53,5,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,72,G,0,0,1,2,0,1,0,3,0,9,1HGCD5644S,17,0,4,,2842,HOND,ALX,,4D,1,,,5,Y,N,E,F,G,,P,,N,95,112,6,N,N,N,N
3,98,C,180,180,1,0,1,0,U,2,0," 83G",83,0,104,U,0,U,0,2,1,U,27587,11,0,U,U,U,U,0,U,1,4,1,20,U,35,92,2082.9929653,0,1,53,5,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,72,G,0,0,1,2,0,1,0,4,0,9,J81RF2363N,17,0,5,,2292,GEO,GS2,,CP,1,,,1,Y,N,B,F,G,,P,,N,92,127,4,N,N,N,N
4,7,C,998,998,1,0,2,0,U,4,0," 84B",84,7,124,8,0,U,0,2,1,1,27597,10,0,U,U,U,U,0,U,3,2,4,37,U,32,92,54.795240802,1,1,12,14,4,4,43,3,1,4,2,0,1,4,1,61,1,0,0,89,B,0,1,0,0,105,0,1,1,0,9,1HGCB7675N,17,0,4,,2987,HOND,AEX,,4D,3,,,2,Y,N,M,F,G,,P,,N,92,998,98,1,1,1,7
1,69,C,0,90,1,0,2,0,9,4,0," 85D",85,0,153,0,0,1,0,1,1,1,27501,1,1,3,-8,8,116,0,998,3,3,1,22,2,2,92,272.54879878,1,1,62,1,1,1,43,1,2,1,2,2,0,0,0,0,0,0,3,56,D,0,1,0,0,48,0,0,1,0,9,1G2HX53LXN,17,0,4,,3362,PONT,BVS,,4D,1,3,,7,Y,N,M,F,G,,P,,N,92,158,20,0,1,4,1
1,68,C,90,0,1,0,1,0,7,20,0," 85D",85,0,158,0,0,1,0,8,1,6,27560,1,1,-8,-1,8,62,0,998,3,3,1,37,1,441,95,272.54879878,2,2,15,11,1,1,43,1,2,1,2,2,0,0,0,0,0,0,0,56,D,0,1,0,0,16,0,0,2,0,9,JHMRA184XS,17,0,5,,3357,HOND,OLE,,SW,1,,,2,Y,N,E,F,G,,P,,N,95,153,4,0,0,0,0
U,21,C,90,90,1,0,1,0,U,4,0," 86F",86,0,183,U,0,1,0,1,1,2,27529,0,0,U,U,U,U,0,U,0,2,1,13,1,1,92,2621.7307786,1,1,53,5,1,1,43,1,1,1,2,2,0,0,0,0,0,U,0,72,F,0,1,1,2,0,3,0,1,0,9,1LNLM82W3N,17,0,4,,4025,LINC,SIG,,4D,1,3,,2,N,N,E,F,G,,P,,N,92,N,N,0,1,4,1
U,20,C,90,90,0,0,0,0,U,2,U," 86F",86,0,134,U,0,U,0,1,1,U,27529,0,0,U,U,U,U,U,U,0,2,1,20,2,9,84,2621.7307786,0,1,50,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,72,F,0,0,1,2,72,3,0,2,0,9,1G1AP87G1E,17,0,4,,2883,CHEV,CAM,,CP,,,,,,,,4,G,,P,,,84,N,N,N,N,N,N
1,21,C,270,270,0,0,0,0,12,30,1," 87G",87,0,142,0,0,1,0,8,1,1,27540,3,1,0,15,15,85,0,998,3,2,1,12,1,471,90,2964.7161068,1,1,53,5,1,1,43,1,1,1,2,0,0,0,0,0,0,0,0,56,G,0,1,0,0,0,0,0,1,0,9,1FTCR14T7L,17,0,4,,,FORD,RNG,RNS,PS,1,,,3,,,A,,G,1,T,42,N,90,200,4,0,1,6,1
1,20,C,270,270,1,0,1,0,14,4,0," 87G",87,0,200,0,0,1,0,1,1,1,27514,3,4,0,-11,11,155,0,998,2,2,1,19,2,4,93,2964.7161068,1,1,50,1,1,1,43,1,1,1,2,0,0,0,0,0,0,0,0,56,G,0,1,0,0,53,0,0,2,0,9,1G6DW5275P,17,0,4,,4275,CADI,FLE,,4D,1,3,,2,N,N,E,F,G,,P,,N,93,142,30,0,0,0,0
U,83,C,90,0,1,0,0,0,U,2,0," 88G",88,0,138,U,0,1,0,2,1,1,27703,0,0,U,U,U,U,0,U,0,3,1,20,8,20,90,7726.2636014,1,1,67,1,1,2,43,1,1,1,2,1,0,0,0,0,0,0,0,72,G,0,1,0,0,72,0,0,1,0,9,2G1WN14TXL,17,0,4,,3042,CHEV,EUR,,CP,1,,,1,Y,N,P,F,G,,P,,N,90,N,N,0,1,6,1
1,82,C,0,90,1,0,1,0,U,2,0," 88G",88,0,130,U,0,2,0,2,1,2,27713,11,0,U,U,U,U,0,U,2,2,1,37,1,32,96,7726.2636014,1,1,15,11,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,72,G,0,1,2,2,72,0,0,2,0,9,1HGCD7133T,17,0,4,,2754,HOND,ULX,,CP,1,,,5,Y,N,E,F,G,,P,,N,96,138,2,0,0,0,0
1,11,D,90,90,0,0,0,0,33,14,0," 89J",89,0,172,0,0,11,1,8,1,2,27606,3,4,0,-36,36,784,0,998,2,2,3,38,1,402,95,69.988034227,1,1,10,1,2,1,43,1,1,1,2,0,0,0,0,0,0,0,3,56,J,0,1,0,0,72,3,0,1,0,9,4S2CG58V4S,17,0,4,,,ISU,ROD,RLS,4W,1,3,,3,,,A,,G,1,T,42,N,95,998,98,0,1,3,2
U,2,D,998,998,3,0,0,0,U,2,U," 90K",90,1,112,U,0,U,1,1,1,1,27502,0,0,U,U,U,U,0,U,0,2,2,22,U,12,90,122.99498523,1,1,13,14,4,U,43,3,1,1,2,0,0,0,0,0,0,0,0,72,K,0,1,0,0,121,0,0,1,0,9,1G2JB14K0L,17,0,4,,2465,PONT,SLE,,CP,1,2,,1,Y,N,P,F,G,,P,,N,90,N,N,0,1,3,2
1,2,11,997,997,0,0,0,0,U,14,0," 91K",91,0,112,6,0,U,1,8,1,1,27545,5,0,U,U,U,U,0,U,3,2,2,20,U,402,92,122.99498523,5,5,13,14,4,1,43,3,1,1,2,0,1,3,1,61,17,0,U,72,K,0,1,0,0,105,0,1,1,0,9,2CNBE18U3N,17,0,4,,,GEO,GEO,TRC,UT,1,,,3,,,A,,G,1,T,42,N,92,998,98,1,4,3,3
3,7,C,998,998,0,0,0,0,U,4,0," 92K",92,1,175,7,0,12,0,1,1,1,27591,10,0,U,U,U,U,0,U,2,2,2,20,U,1,74,47.275913054,4,4,12,14,4,2,43,2,1,1,2,0,1,4,1,61,4,0,0,72,K,0,1,0,0,113,0,1,1,0,9,1D29H4D400,13,0,4,,,,,,,,,,,,,,,,,U,,,74,998,98,0,4,3,2
3,98,C,997,997,0,0,0,0,U,14,0," 93D",93,0,146,8,0,U,0,8,1,U,27514,5,0,U,U,U,U,0,U,3,2,2,38,U,401,87,181.44438713,1,1,17,1,1,1,43,1,1,1,2,2,2,3,3,31,3,0,0,89,D,0,1,2,2,80,0,6,1,0,9,JAACH18L7H,17,0,5,,,ISU,TRO,TII,UT,1,,,1,,,A,,G,1,T,44,N,87,998,98,0,1,4,2
1,98,C,330,0,0,0,0,0,U,14,0," 93D",93,0,146,7,0,U,0,8,1,1,27603,98,0,U,U,U,U,0,U,3,2,2,38,U,401,86,181.44438713,1,1,66,1,1,1,43,1,1,1,2,2,2,1,3,31,1,0,0,89,D,0,1,0,0,80,0,6,2,0,9,JAACH15L2G,17,0,5,,,ISU,TRO,TII,UT,1,,,1,,,A,,G,1,T,44,N,86,146,14,0,1,4,1
1,83,C,180,90,1,0,U,0,9,4,0," 94G",94,0,127,0,0,U,0,2,1,U,27513,3,4,0,-10,10,43,0,998,1,4,1,37,U,32,94,1973.7056241,0,1,67,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,56,G,0,0,0,0,53,1,0,1,0,9,1HGCD5664R,17,0,4,,2908,HOND,AEX,,4D,3,,,2,Y,N,E,F,G,,P,,N,94,123,4,N,N,N,N
1,82,C,90,180,0,0,0,0,12,4,0," 94G",94,0,123,0,0,1,0,1,1,1,27603,3,1,11,0,11,73,0,998,3,3,1,34,1,34,85,1973.7056241,1,1,15,11,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,56,G,0,1,2,2,0,0,0,2,0,9,WBAAE5406F,17,0,5,,2710,BMW,32E,,4D,1,,,2,N,N,A,F,G,,P,,N,85,127,4,0,0,0,0
2,7,C,998,998,0,0,0,0,28,4,0," 95H",95,7,100,0,0,12,0,2,1,6,27606,9,0,U,U,U,U,0,U,3,2,1,49,10,32,88,4483.9826719,2,2,12,14,4,1,43,3,1,4,2,0,0,0,0,0,0,0,0,56,H,0,1,0,0,72,0,0,1,0,9,JT2AE92EXJ,17,0,5,,2207,TOYT,CDF,,4D,1,,,1,Y,N,A,F,G,,P,,N,88,998,98,0,1,6,1
1,50,7,260,90,1,0,6,0,43,4,0," 96B",96,0,108,0,0,U,1,2,1,U,27511,1,1,39,-46,60,1479,0,998,3,2,1,41,U,35,96,62.524451987,1,1,10,1,2,U,43,1,1,1,2,0,0,0,0,0,0,0,U,72,B,0,1,0,0,72,0,0,1,0,9,JM1BB1414T,17,U,5,,2385,MAZD,PDS,,4D,1,3,,5,Y,N,E,F,G,,P,,N,96,106,4,1,1,3,3
1,51,0,90,260,0,0,0,0,74,4,0," 96B",96,0,106,0,0,U,0,2,1,2,27610,1,4,19,-53,56,3180,0,998,3,2,1,20,U,16,87,62.524451987,2,2,62,1,1,U,43,1,1,1,2,0,0,0,0,0,0,0,1,72,B,0,1,0,0,72,0,0,2,0,9,1G1JC5113H,17,0,4,,2300,CHEV,CAV,,4D,1,2,,1,Y,N,A,F,G,,P,,N,87,108,4,2,2,1,2
2,98,C,270,270,4,0,1,0,13,4,U," 97D",97,0,128,0,0,U,0,2,1,U,27610,3,4,-15,0,15,359,0,998,0,3,1,9,U,19,94,830.72826546,0,2,53,5,1,1,43,1,1,2,2,2,0,0,0,0,0,U,0,56,D,0,0,1,2,0,3,0,1,0,9,3P3AA46K9R,17,0,4,,2751,PLYM,ACC,,4D,1,,,5,Y,N,D,F,G,,P,,N,94,N,N,N,N,N,N
1,21,C,270,270,1,0,0,0,33,4,2," 97D",97,0,129,0,0,1,0,2,1,2,27597,1,1,-5,28,28,685,U,998,3,3,1,18,1,18,92,830.72826546,3,3,53,5,1,1,43,1,1,2,2,2,0,0,0,0,0,0,0,56,D,0,1,1,2,0,3,0,2,0,9,1G4NJ5439N,17,0,4,,2782,BUIC,SKY,,4D,1,,,2,Y,N,P,F,G,,P,,N,92,168,4,0,0,4,0
1,20,U,270,270,0,0,0,0,19,4,0," 97D",97,0,168,0,0,U,U,1,1,U,U,1,1,4,-25,25,244,0,998,3,3,1,18,U,2,82,830.72826546,2,2,50,1,1,U,43,1,1,2,2,2,0,0,0,0,0,0,U,56,D,0,1,1,2,56,3,0,3,0,9,1G4AP6942C,17,U,4,,3492,BUIC,LLM,,4D,,,,,,,,4,G,,P,,,82,129,4,0,0,U,U
4,7,C,997,997,1,0,1,0,U,2,1," 98J",98,0,119,7,0,1,0,2,1,2,27604,5,0,U,U,U,U,0,U,3,2,2,20,6,16,96,51.1601866,3,3,12,14,4,4,43,3,1,4,2,0,1,4,5,31,4,0,0,72,J,0,1,6,2,122,0,6,1,0,9,1G1JC1244T,17,0,4,,2617,CHEV,CAV,,CP,1,3,,2,Y,N,E,F,G,,P,,S,96,998,98,0,3,3,2
3,2,D,998,998,0,0,0,0,19,14,0," 99K",99,1,188,0,0,1,1,8,1,1,27592,1,4,0,-19,19,291,0,998,3,2,2,12,1,401,92,71.925968085,3,3,13,14,4,1,43,3,1,2,2,0,1,4,1,61,1,0,0,72,K,0,1,6,2,97,0,1,1,0,9,1FMDU34X5N,17,0,4,,,FORD,EPR,EPR,4W,1,2,,3,,,A,,G,1,T,44,N,92,998,98,1,2,3,3
1,9,U,998,998,1,1,1,0,46,3,0,100J,100,0,125,0,0,1,7,U,1,1,27511,1,1,-46,0,46,1134,0,998,3,2,1,10,6,37,95,210.279971,2,2,10,14,2,4,43,3,2,4,2,0,0,0,0,0,0,0,U,72,J,0,1,0,0,72,0,0,1,0,9,4E3AK44Y2S,17,7,4,,2723,EGIL,TEI,,2H,1,2,,5,Y,N,E,F,G,,P,,N,95,998,98,1,2,3,4
U,7,C,998,998,0,0,0,0,U,30,U,101B,101,0,U,U,0,U,1,8,1,1,27549,0,0,U,U,U,U,0,U,0,2,1,49,U,471,86,106.61144701,1,1,12,14,4,4,43,3,1,1,2,0,0,0,0,0,0,0,0,72,B,0,1,0,0,113,0,0,1,0,9,JT4RN70DXG,17,0,5,,,TOYT,XCB,R70,PC,1,,,1,,,A,,G,2,T,42,N,86,N,N,1,1,1,3
1,66,C,80,270,0,0,0,0,U,3,0,102K,102,0,149,7,0,1,0,1,1,1,27591,7,0,U,U,U,U,0,U,3,2,1,22,1,9,87,122.64212307,1,1,10,14,2,1,43,2,1,1,2,0,0,0,0,0,0,0,0,89,K,0,1,0,0,89,0,0,1,0,9,1G2FW21H6H,17,0,4,,3274,PONT,FAM,,CP,1,4,,1,N,N,A,4,G,,P,,N,87,198,21,0,1,3,2
1,66,C,270,80,0,0,0,0,U,21,0,102K,102,0,198,7,0,1,0,8,1,3,27587,7,0,U,U,U,U,0,U,3,2,1,12,2,461,78,122.64212307,5,5,62,14,1,1,43,3,1,1,2,0,0,0,0,0,0,0,0,89,K,0,1,0,0,64,0,0,2,0,9,E24AHAG800,11,0,5,,,,,,,,,,,,,,,,,U,,,78,149,3,0,0,0,0
3,6,C,998,998,0,0,0,0,83,14,0,103K,103,1,156,0,0,11,1,8,1,1,27592,1,2,14,-82,83,4395,0,998,3,2,2,23,1,401,91,122.64212307,1,1,12,14,4,1,43,3,1,1,2,0,0,0,0,0,0,0,0,89,K,0,1,0,0,89,0,0,1,0,9,1GKCS13Z6M,17,0,4,,,GMC,S15,SJI,4W,1,2,,4,,,A,,G,1,T,42,N,91,998,98,1,1,3,4
2,64,0,350,180,0,0,0,0,110,4,0,104B,104,0,126,0,0,U,0,2,1,U,27604,1,1,25,-140,142,9613,0,998,3,2,2,35,U,42,87,54.795240802,3,3,10,1,2,1,43,1,1,1,1,0,0,0,0,0,0,0,1,89,B,0,1,0,0,89,0,0,1,0,9,JN1HT23S9H,17,0,5,,2759,NISS,STA,,4H,1,2,3,1,Y,N,A,F,G,,P,,N,87,334,21,3,3,1,4
U,65,C,180,0,0,0,0,0,U,24,U,104B,104,0,207,U,0,U,0,8,1,U,27330,0,0,U,U,U,U,0,U,0,2,2,7,U,470,94,54.795240802,0,14,62,1,1,1,43,1,1,1,1,0,0,0,0,0,0,0,0,89,B,0,0,0,0,89,0,0,2,3,9,2B5WB35Z0R,17,0,4,,,DODG,RMW,B3W,MP,1,,,3,,,A,,G,2,T,42,N,94,N,N,N,N,N,N
2,98,C,180,350,0,0,0,0,U,21,0,104B,104,0,334,8,0,U,0,8,1,1,27330,98,0,U,U,U,U,0,U,3,2,2,20,U,461,90,54.795240802,14,14,62,1,1,1,43,1,1,1,1,0,0,0,0,0,0,0,0,89,B,0,1,0,0,89,0,0,3,3,9,2GAGG39K2L,17,0,4,,,CHEV,SPT,S30,ES,1,,,3,,,A,,G,2,T,42,N,90,126,4,5,14,3,5
1,53,C,230,0,1,0,0,0,U,3,1,105J,105,0,116,8,0,1,1,2,1,2,27606,9,0,U,U,U,U,2,U,3,4,2,54,1,31,90,44.835814711,2,2,10,1,2,3,43,1,1,1,2,0,0,0,0,0,0,0,0,89,J,0,1,0,0,105,1,0,1,0,9,JH4DA9361L,17,0,5,,2535,ACUR,IGS,,2H,3,,,2,Y,N,P,F,G,,P,,N,90,146,3,0,2,3,1
1,53,C,0,230,0,0,0,0,37,3,0,105J,105,0,146,0,0,U,0,1,1,1,27511,9,0,U,U,U,U,0,U,3,4,2,20,U,4,89,44.835814711,2,2,62,1,1,1,43,1,1,1,2,0,0,0,0,0,0,0,0,89,J,0,1,0,0,89,1,0,2,0,9,1G1YY218XK,17,0,4,,3229,CHEV,CVT,,2H,4,5,,2,N,N,A,F,G,,P,,N,89,116,3,0,2,3,2
4,98,C,0,160,0,0,0,0,29,4,0,105J,105,0,100,0,0,U,0,2,1,U,27606,9,0,U,U,U,U,4,U,3,4,2,37,U,32,85,44.835814711,1,1,62,1,1,1,43,1,1,1,2,0,0,0,0,0,0,0,0,89,J,0,1,0,0,89,1,0,3,0,9,1HGAD5431F,17,0,4,,2277,HOND,UAL,,4D,1,,,1,Y,N,A,3,G,,P,,N,85,116,3,0,1,8,7
1,89,C,270,0,1,0,0,0,33,4,0,106C,106,0,118,0,0,98,0,U,1,2,27610,3,1,17,-21,27,668,0,998,3,3,1,14,3,15,92,89.993932826,1,1,17,1,1,2,43,1,1,1,2,2,0,0,0,0,0,0,0,56,C,0,1,1,2,72,3,0,1,0,9,1MEPM36X4N,17,0,4,,2600,MERC,TGS,,4D,1,,,1,Y,N,P,F,G,,P,,N,92,126,4,0,1,4,1
1,88,C,0,270,1,0,2,0,19,4,0,106C,106,0,126,0,0,1,0,2,1,1,27609,3,1,-18,-15,23,489,0,998,3,4,1,9,1,19,93,89.993932826,4,4,66,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,56,C,0,1,1,2,56,3,0,2,0,9,3P3XA46K9P,17,0,4,,2776,PLYM,ACC,,4D,1,,,5,Y,N,M,F,G,,P,,N,93,118,4,0,4,3,2
U,88,C,180,90,0,0,0,0,U,21,0,107K,107,0,177,U,0,1,0,8,1,1,27615,0,0,U,U,U,U,0,U,0,2,1,12,U,461,84,56.524657511,1,1,17,1,1,1,43,1,1,1,2,2,1,1,7,2,2,0,0,72,K,0,1,2,2,16,0,2,1,0,9,1FMDE14F0E,17,0,4,,,FORD,VAN,15V,CG,,,,,,,,,G,1,T,42,,84,N,N,1,1,3,3
1,89,C,90,180,1,0,6,0,U,4,0,107K,107,0,166,3,0,U,0,1,1,U,27609,11,0,U,U,U,U,0,U,3,3,1,59,U,32,95,56.524657511,1,1,66,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,72,K,0,1,0,0,72,0,0,2,0,9,JT8UF22E8S,17,0,5,,3650,LEXS,LS4,,4D,1,3,,2,N,N,E,F,G,,P,,N,95,177,21,0,1,U,7
1,51,0,270,90,0,0,0,0,64,20,0,108B,108,0,160,0,0,U,0,8,1,U,27587,3,1,11,-61,62,2985,U,998,3,2,1,20,U,441,90,54.795240802,1,1,62,1,1,1,43,1,1,1,2,0,2,3,1,61,1,0,1,89,B,0,1,0,0,89,0,1,1,0,9,1GNDM15Z7L,17,0,4,,,CHEV,AST,AST,SV,1,,,2,,,A,,G,1,T,42,N,90,135,14,1,1,1,3
1,50,C,90,270,0,0,0,0,71,14,U,108B,108,0,135,0,0,98,U,8,1,1,27882,3,4,13,-72,73,2984,U,998,0,2,1,2,U,404,93,54.795240802,1,1,10,1,2,1,43,1,1,1,2,0,0,0,0,0,0,0,0,89,B,0,1,0,0,89,0,0,2,0,9,1J4FT67S9P,17,U,4,,,JEEP,CHK,SPT,2W,1,,,5,,,A,,G,1,T,42,N,93,N,N,1,1,3,3
1,87,C,250,180,0,0,0,0,16,30,0,109J,109,0,136,0,0,1,0,8,1,1,27587,3,4,-14,-8,16,303,0,998,3,5,1,20,6,471,94,44.835814711,1,1,17,1,1,1,43,1,1,4,2,2,2,1,7,2,4,0,0,72,J,0,1,0,0,72,1,2,1,0,9,1GCCS1443R,17,0,4,,,CHEV,S,S14,PK,1,,,5,,,A,,G,1,T,42,N,94,122,2,0,1,3,2
1,86,C,180,250,0,0,0,0,17,2,0,109J,109,0,122,0,0,2,0,2,1,1,27613,3,2,9,-15,17,194,0,998,3,2,1,21,1,17,87,44.835814711,1,1,66,1,1,1,43,1,1,4,2,2,0,0,0,0,0,0,0,72,J,0,1,2,2,16,0,0,2,0,9,1G3AJ11R6H,17,0,4,,2769,OLDS,CIS,,CP,1,2,,1,Y,N,A,F,G,,P,,N,87,136,30,0,0,0,0
1,68,C,243,90,1,0,2,0,21,31,0,110J,110,0,177,0,0,U,0,8,1,U,27524,1,1,-3,-17,17,303,0,998,3,4,1,20,U,481,95,44.835814711,1,1,15,11,1,U,43,1,1,2,1,2,0,0,0,0,0,0,0,56,J,0,1,1,2,24,0,0,1,0,9,1GCEC14Z7S,17,0,4,,,CHEV,GM4,GC1,PK,1,,,2,,,M,,G,2,T,42,N,95,134,30,0,1,U,7
