ACCSEQDV,ACCTYPE,ALCTEST,ANGTHIS,ANGOTHER,AOPSVEH,WEATHER,BAGDEPFV,BAGDEPOV,BAREQSP,BODYTYPE,CARGOWGT,CASEID,CASENO,CONDTREE,CURBWGT,DVEST,DOCTRAJ,DRIVDIST,DRINKING,DRIVE,DRPRES,DRRACE,DRZIP,DVBASIS,DVCONFID,DVLAT,DVLONG,DVTOTAL,ENERGY,FOVERIDE,IMPACTSP,INSPTYPE,LANES,LGTCOND,MAKE,MANEUVER,MODEL,MODELYR,RATWGT,OCCFORMS,OCUPANTS,PREEVENT,PREMOVE,PREILOC,PREISTAB,PSU,ALIGNMNT,SURCOND,PROFILE,SURTYPE,RELINTER,ROLINDIR,ROLINLOC,ROLINTYP,ROLLOBJ,ROLLOVER,ROVERIDE,SPECOTH,SPLIMIT,STRATIF,TOWHITCH,TOWPAR,TRAFCONT,TRCTLFCT,TRAVELSP,TRAFFLOW,TRIPLOC,VEHNO,VEHUSE,VERSION,VIN,VINLNGTH,DRUGS,VINO,MCYCLDS,VEHWGT,VINMAKE,VINAMOD,SERTR,VINBT,ROOF1,ROOF2,ROOF3,ANTILOCK,FRTWHLDR,FOURWHDR,RESTYPE,CARBUR,FUELCODE,WGTCDTR,VEHTYPE,WHLDRWHL,DAYRUNLT,VINMODYR,OTVEHWGT,OTBDYTYP,VINJSER,VINJURED,VTREAT,VAIS
1,20,C,190,190,0,1,0,0,U,20,U,210H,210,0,141,7,0,U,0,8,1,U,48174,11,0,U,U,U,U,4,U,2,2,2,12,U,441,89,1002.7894447,1,1,50,1,1,1,11,1,2,4,2,1,0,0,0,0,0,0,0,72,H,0,1,0,0,U,0,0,2,0,9,1FMCA11U9K,17,7,4,,,FORD,ARO,ARO,SV,1,,,1,,,A,,G,1,T,42,N,89,159,20,0,0,0,0
1,2,19,998,998,1,0,0,0,U,4,0,211B,211,0,118,7,1,U,1,2,1,U,48197,98,0,U,U,U,U,0,U,3,2,2,20,U,19,89,49.855652118,1,1,13,1,4,3,11,1,2,1,2,0,2,4,1,68,6,0,2,56,B,0,1,0,0,U,0,1,1,0,9,1G1LT54W5K,17,7,4,,2595,CHEV,CSA,,4D,1,,,1,Y,N,P,F,G,,P,,N,89,998,98,1,1,1,4
1,7,0,998,998,0,0,0,0,37,3,0,212B,212,1,120,0,1,U,7,2,1,1,48103,1,1,35,-13,37,682,0,998,3,2,2,47,U,34,86,49.855652118,1,1,12,14,4,U,11,2,1,4,4,0,0,0,0,0,0,0,1,89,B,0,1,6,2,U,0,0,1,0,9,YS3AB35JXG,17,7,5,,2622,SAA,90,,2H,1,,,1,Y,N,A,F,G,,P,,N,86,998,98,1,1,1,4
6,2,D,998,998,1,0,1,0,33,3,0,213C,213,1,147,0,1,1,1,1,1,1,48169,1,1,21,25,33,917,0,998,3,2,2,20,9,9,94,52.500941736,1,1,13,14,4,3,11,2,1,1,2,0,0,0,0,0,0,0,U,56,C,0,1,6,2,U,0,0,1,0,9,2G1FP22P7R,17,7,4,,3424,CHEV,Z28,,CP,1,4,,2,N,N,E,F,G,,P,,N,94,998,98,0,1,4,1
1,87,C,10,280,1,0,1,0,5,4,0,214G,214,0,106,0,0,1,0,2,1,1,48127,3,1,-9,2,9,28,0,998,3,4,1,9,8,20,95,2880.6900737,1,1,17,1,2,1,11,1,1,1,1,2,0,0,0,0,0,0,0,56,G,0,1,2,2,U,3,0,1,0,9,3P3ES47C8S,17,7,4,,2463,PLYM,NEH,,4P,1,,,5,Y,N,E,F,G,,P,,N,95,145,2,0,0,0,0
1,86,C,280,10,0,0,0,0,11,2,0,214G,214,0,145,0,0,1,0,1,1,1,48197,3,1,1,-7,7,74,0,998,2,2,1,9,1,6,80,2880.6900737,0,1,66,1,1,1,11,1,1,1,1,2,0,0,0,0,0,0,0,56,G,0,0,2,2,U,0,0,2,0,9,HF29CAB100,13,7,5,,,,,,,,,,,,,,,,,U,,,80,106,4,N,N,N,N
4,2,14,998,998,0,5,0,0,U,3,2,233B,233,2,98,8,1,U,1,2,1,1,48160,6,0,U,U,U,U,0,U,3,2,2,12,U,13,86,49.855652118,2,2,9,14,4,3,11,3,2,1,2,0,2,4,1,61,8,0,1,105,B,0,1,0,0,U,1,1,1,0,9,1FABP33J8G,17,7,4,,2364,FORD,EGT,,2H,1,,,1,Y,N,A,F,G,,P,,N,86,998,98,2,2,1,5
U,28,C,0,0,1,0,8,0,U,14,0,234E,234,0,184,U,0,1,1,8,1,2,48198,0,0,U,U,U,U,U,U,0,2,2,2,2,404,95,525.79712707,2,2,52,1,1,1,11,1,1,1,2,2,0,0,0,0,0,0,U,56,E,0,1,0,0,U,0,0,1,0,9,1J4GZ78Y9S,17,7,4,,,JEEP,GCK,L/O,4W,1,3,,2,,,M,,G,1,T,44,N,95,N,N,0,2,4,1
U,29,C,0,0,1,0,8,0,U,4,0,234E,234,0,126,U,0,1,0,2,1,2,48187,0,0,U,U,U,U,U,U,0,2,2,12,2,35,96,525.79712707,1,1,50,2,1,1,11,1,1,1,2,2,0,0,0,0,0,U,U,56,E,0,1,0,0,U,0,0,2,0,9,1FALP6538T,17,7,4,,2773,FORD,CGS,,4D,1,3,,5,Y,N,E,F,G,,P,,N,96,N,N,0,1,4,1
2,98,C,0,0,0,0,0,0,U,31,16,234E,234,0,194,6,0,1,0,8,1,2,48198,4,0,U,U,U,U,0,U,2,2,2,23,1,481,88,525.79712707,0,1,53,11,1,1,11,1,1,1,2,2,0,0,0,0,0,U,U,56,E,0,0,0,0,0,0,0,3,0,9,1GCDK14H1J,17,7,4,,,CHEV,GM4,GK1,PK,1,,,3,,,A,,G,1,T,44,N,88,126,4,N,N,N,N
1,82,C,310,90,1,0,6,0,16,2,0,235G,235,0,165,0,0,1,0,1,1,1,48198,1,1,11,-13,17,233,0,998,3,2,1,12,1,4,95,1634.1611588,1,1,15,11,1,1,11,1,1,4,2,2,0,0,0,0,0,0,0,40,G,0,1,2,2,U,0,0,1,0,9,1FALP62W2S,17,7,4,,3536,FORD,THL,,2D,1,3,,5,N,N,E,F,G,,P,,N,95,158,20,0,1,6,1
1,83,C,90,310,1,0,2,0,19,20,0,235G,235,0,158,0,0,U,0,8,1,U,49202,1,1,-6,-16,17,263,0,998,3,5,1,12,U,441,93,1634.1611588,1,1,67,1,1,1,11,1,1,1,1,2,0,0,0,0,0,0,0,64,G,0,1,1,2,U,0,0,2,0,9,1FMCA11U9P,17,7,4,,,FORD,ARO,ARO,SV,1,,,3,,,M,,G,1,T,42,N,93,165,2,0,1,6,1
5,7,23,998,998,0,0,0,0,U,14,0,236A,236,0,186,7,1,U,1,8,1,U,48104,6,0,U,U,U,U,0,U,3,4,3,35,U,401,94,46.580076918,1,1,13,14,4,4,11,3,1,1,2,3,1,4,1,63,1,0,U,56,A,0,1,0,0,U,0,1,1,0,9,JN8HD17Y1R,17,7,5,,,NISS,PFI,LSX,4W,1,2,,3,,,A,,G,1,T,44,N,94,998,98,1,1,1,3
4,2,C,997,997,0,3,0,0,U,14,0,237D,237,0,182,7,1,1,0,8,1,1,48197,5,0,U,U,U,U,0,U,3,2,2,12,1,401,91,79.973392835,1,1,5,14,4,1,11,2,3,1,2,0,1,4,3,31,6,0,U,89,D,0,1,0,0,U,0,6,1,0,9,1FMDU34X3M,17,7,4,,,FORD,EPR,EPR,4W,1,2,,3,,,A,,G,1,T,44,N,91,998,98,0,1,4,1
1,20,C,180,180,0,5,0,0,22,20,0,238F,238,0,152,0,0,1,0,8,1,1,48160,1,1,0,-30,30,293,4,998,3,2,1,12,2,441,86,725.36480749,1,1,50,1,1,1,11,1,2,1,2,2,0,0,0,0,0,0,U,89,F,0,1,5,2,U,0,0,1,0,9,1FMCA11U6G,17,7,4,,,FORD,ARO,ARO,SV,1,4,,1,,,A,,G,1,T,42,N,86,139,2,0,1,4,1
1,21,C,180,180,0,5,0,0,39,2,0,238F,238,0,139,0,0,1,0,1,1,1,48160,1,1,0,33,33,841,0,998,3,2,1,12,1,4,85,725.36480749,1,1,53,5,1,1,11,1,2,1,2,2,0,0,0,0,0,U,U,89,F,0,1,5,2,U,0,0,2,0,9,1FABP4639F,17,7,4,,2903,FORD,THU,,2D,1,2,,1,N,N,A,,G,,P,,N,85,152,20,0,0,6,0
1,13,C,998,998,0,3,0,0,U,21,5,239G,239,0,231,U,0,1,0,8,1,1,48430,11,0,U,U,U,U,0,U,1,2,2,20,2,461,93,936.39972608,2,2,87,1,1,1,11,1,3,1,2,0,0,0,0,0,0,0,0,105,G,0,1,0,0,U,1,0,1,0,9,1GBEG25CXP,17,7,4,,,CHEV,S/V,SV2,IC,1,,,2,,,A,,D,2,T,42,N,93,998,98,0,0,0,0
1,2,C,998,998,1,3,2,0,38,31,0,240G,240,1,208,0,1,1,0,8,1,1,48118,1,2,-7,-38,38,1274,0,998,3,2,2,23,U,481,96,936.39972608,2,2,5,14,4,3,11,2,4,1,2,0,0,0,0,0,0,0,0,56,G,0,1,0,0,U,0,0,1,0,9,2GTEK19R0T,17,7,4,,,GMC,SIE,SK1,PC,1,,,2,,,M,,G,2,T,44,S,96,998,98,0,0,0,0
1,66,C,10,290,1,3,2,0,11,4,0,241H,241,0,128,0,0,1,0,2,1,1,49286,1,1,-6,-17,18,76,0,998,3,5,1,35,7,47,93,1934.4412479,1,1,10,17,2,1,11,1,3,1,2,0,0,0,0,0,0,0,0,72,H,0,0,0,0,U,0,0,1,0,9,1N4BU31F3P,17,7,4,,2729,NISS,AGS,,4D,1,3,,7,Y,N,D,F,G,,P,,N,93,110,6,0,0,0,0
1,66,C,290,10,1,3,0,0,26,6,0,241H,241,0,110,0,0,1,0,2,1,1,48059,1,1,19,-3,19,341,0,998,3,5,1,12,7,13,93,1934.4412479,3,3,62,1,1,1,11,1,3,1,2,0,0,0,0,0,0,0,0,72,H,0,1,0,0,U,0,0,2,0,9,1FAPP15J1P,17,7,4,,2411,FORD,LXE,,SW,1,3,,1,Y,N,P,F,G,,P,,N,93,128,4,0,2,5,1
1,7,C,997,997,1,0,1,0,U,3,2,242C,242,0,133,6,0,11,0,2,1,1,48103,5,0,U,U,U,U,0,U,3,2,2,12,6,18,95,52.500941736,1,1,12,1,4,4,11,1,1,1,2,0,1,4,1,61,4,0,U,105,C,0,1,0,0,U,1,1,1,0,9,1ZVLT22B3S,17,7,4,,2921,FORD,PGT,,2H,1,3,,5,Y,N,E,F,G,,P,,N,95,998,98,0,1,4,1
3,2,C,997,997,0,3,0,0,U,4,0,243K,243,0,100,7,1,U,0,2,1,1,48176,5,0,U,U,U,U,0,U,3,2,2,49,U,32,88,48.415920891,1,1,5,1,4,7,11,1,3,4,1,0,1,4,1,68,4,0,U,89,K,0,1,6,2,U,0,1,1,0,9,JT2AE92E4J,17,7,5,,2207,TOYT,CDF,,4D,1,,,1,Y,N,A,F,G,,P,,N,88,998,98,0,1,3,2
1,89,C,230,310,1,7,1,0,43,4,0,244E,244,0,106,0,0,2,0,2,1,6,48104,1,1,31,6,32,790,0,998,3,2,1,9,1,20,95,327.68703639,1,1,17,1,1,1,11,1,2,1,2,2,0,0,0,0,0,0,U,40,E,0,1,3,2,U,0,0,1,0,9,1P3ES67C2S,17,7,4,,2493,PLYM,NES,,4P,1,,,2,Y,N,E,F,G,,P,,N,95,124,4,0,0,4,0
1,88,C,310,230,1,7,2,0,12,4,0,244E,244,0,124,0,0,1,0,2,1,2,48105,1,1,-5,-26,27,86,0,998,3,2,1,37,3,32,92,327.68703639,1,1,66,14,1,2,11,2,2,1,2,2,0,0,0,0,0,0,U,40,E,0,1,0,0,U,0,0,2,0,9,1HGCB7551N,17,7,4,,2504,HOND,ALX,,4D,1,,,1,Y,N,M,F,G,,P,,N,92,106,4,0,1,4,1
1,64,C,340,270,1,0,1,0,36,4,0,245E,245,0,105,0,0,1,0,2,1,1,48103,1,1,-30,11,32,858,0,998,3,5,1,49,98,32,93,327.68703639,1,1,5,1,2,4,11,1,4,1,2,2,0,0,0,0,0,0,U,72,E,0,1,1,2,U,0,0,1,0,9,2T1AE04E4P,17,7,4,,2304,TOYT,COA,,4D,1,3,,7,Y,N,M,F,G,,P,,N,93,124,4,0,1,4,1
1,65,C,270,340,1,0,0,0,15,4,0,245E,245,0,124,0,0,1,0,2,1,6,48197,1,1,8,-22,23,131,0,998,3,5,1,37,2,32,91,327.68703639,1,1,62,1,1,1,11,1,4,1,2,2,0,0,0,0,0,0,U,72,E,0,1,1,2,U,0,0,2,0,9,1HGCB7552M,17,7,4,,2504,HOND,ALE,,4D,1,,,1,Y,N,P,F,G,,P,,N,91,105,4,0,1,4,1
,98,C,,,,0,,,,U,,245E,245,,,,,U,0,8,,U,48197,,,,,,,,,,5,1,12,U,U,91,327.68703639,,,56,1,1,1,11,1,4,1,2,2,,,,,,,0,72,E,,0,1,2,U,0,,3,U,9,9999999999,U,7,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,P,99,9,91,N,N,N,N,N,N
2,32,C,225,90,0,3,0,0,10,30,2,246G,246,0,117,0,0,1,0,8,1,1,48108,1,1,-13,-11,17,161,0,998,2,4,1,12,7,471,83,1018.4411431,0,1,5,1,2,4,11,1,4,3,1,0,0,0,0,0,0,0,0,72,G,0,0,0,0,U,0,0,1,0,9,1FTBR10AXD,17,7,4,,,FORD,RNG,RNG,PK,,,,,,,,,G,1,T,42,,83,118,3,N,N,N,N
1,32,C,270,225,0,3,0,0,6,2,0,246G,246,0,144,0,0,1,0,1,1,2,48198,1,1,0,-8,8,26,0,998,2,4,1,14,1,4,85,1018.4411431,0,1,60,1,1,1,11,1,4,3,1,0,0,0,0,0,0,0,0,72,G,0,0,0,0,U,0,0,2,0,9,1MEBP92F8F,17,7,4,,2925,MERC,COU,,CP,1,,,1,N,N,A,F,G,,P,,N,85,117,30,N,N,N,N
2,98,C,90,225,1,3,1,0,29,3,0,246G,246,0,118,0,0,U,0,2,1,1,48180,1,1,9,-15,17,518,0,998,3,4,1,9,U,17,94,1018.4411431,1,1,62,1,1,1,11,1,4,3,1,0,0,0,0,0,0,0,0,72,G,0,1,0,0,U,0,0,3,0,9,1P3AP64K4R,17,7,4,,2722,PLYM,SUD,,2H,1,2,,5,Y,N,D,F,G,,P,,N,94,117,30,0,0,0,0
1,7,C,998,998,1,1,1,0,16,30,2,247G,247,1,134,0,1,1,0,8,1,1,48103,1,1,-12,-10,16,196,0,998,3,2,2,12,7,471,96,1018.4411431,1,1,88,1,4,4,11,1,4,1,4,0,0,0,0,0,0,0,0,89,G,0,1,0,0,U,0,0,1,0,9,1FTCR10A8T,17,7,4,,,FORD,RNG,RNG,PK,1,,,4,,,B,,G,1,T,42,N,96,998,98,0,0,0,0
1,50,0,260,90,0,0,0,0,40,4,5,248B,248,0,100,0,0,U,7,2,1,2,48104,1,1,-8,-43,43,747,0,998,3,5,3,20,U,32,88,49.855652118,1,1,10,1,2,1,11,1,1,1,2,0,0,0,0,0,0,0,1,64,B,0,1,0,0,U,0,0,1,0,9,1Y1SK5143J,17,7,4,,2103,CHEV,TVX,,4D,1,,,1,Y,N,A,2,G,,P,,N,88,115,3,1,1,1,4
1,51,C,90,260,1,0,0,0,43,3,0,248B,248,0,115,0,0,8,0,2,1,1,48187,1,1,14,-37,40,1078,0,998,3,5,3,9,2,37,93,49.855652118,2,2,62,1,1,1,11,1,1,1,2,0,0,0,0,0,0,0,U,64,B,0,1,0,0,U,0,0,2,0,9,4P3CF34B3P,17,7,4,,2531,PLYM,LAS,,2H,1,2,,1,Y,N,P,F,G,,P,,N,93,100,4,1,2,3,3
1,82,C,345,90,1,0,1,0,26,4,0,249D,249,0,180,0,0,2,0,2,1,1,48197,3,4,17,-8,19,506,0,998,1,2,1,21,1,22,96,49.948406637,1,1,15,11,1,1,11,1,2,4,2,2,0,0,0,0,0,0,0,40,D,0,1,2,2,U,0,0,1,0,9,1G3GR62CXT,17,7,4,,3967,OLDS,AUR,,4D,1,3,,2,Y,N,E,F,G,,P,,N,96,89,3,0,0,0,0
1,83,C,90,345,0,0,0,0,26,3,0,249D,249,0,89,0,0,1,0,2,1,2,48197,3,4,-6,-35,35,272,0,998,3,5,1,20,1,31,89,49.948406637,2,2,67,1,1,1,11,1,2,1,1,2,0,0,0,0,0,0,U,56,D,0,1,0,0,U,0,0,2,0,9,J81RF2171K,17,7,5,,1962,GEO,SEE,,2H,1,,,1,Y,N,A,2,G,,P,,N,89,180,4,0,2,4,1
2,2,C,998,998,0,0,0,0,U,31,1,250F,250,1,195,7,1,2,0,8,1,1,49279,10,0,U,U,U,U,0,U,3,2,2,20,3,481,92,439.44480318,1,1,13,14,4,2,11,3,2,1,2,0,0,0,0,0,0,0,U,89,F,0,1,6,1,U,0,0,1,0,9,1GCEK14K4N,17,7,4,,,CHEV,GM4,GK1,PK,1,,,3,,,A,,G,2,T,44,N,92,998,98,0,1,4,1
2,2,C,997,997,1,0,1,0,U,30,0,251G,251,0,173,7,1,1,0,8,1,1,49236,5,0,U,U,U,U,0,U,3,2,2,7,1,472,96,567.29522727,1,1,5,1,4,1,11,1,4,2,4,0,2,4,2,42,2,0,0,89,G,0,1,0,0,U,0,4,1,0,9,1B7GG23X9T,17,7,4,,,DODG,DAK,DAK,PC,1,,,4,,,M,,G,1,T,44,N,96,998,98,0,0,6,0
4,2,C,997,997,0,3,0,0,U,20,5,252H,252,0,137,7,1,13,0,8,1,1,48143,5,0,U,U,U,U,0,U,3,2,2,9,7,442,89,1171.9346523,1,1,3,1,4,1,11,1,3,4,4,0,1,4,5,31,2,0,0,89,H,0,1,0,0,U,0,6,1,0,9,2P4FH4532K,17,7,4,,,PLYM,VOF,VSE,SV,1,3,,1,,,A,,G,1,T,42,N,89,998,98,0,0,0,0
3,7,C,998,998,1,0,0,0,11,4,3,253H,253,0,153,0,1,1,0,2,1,1,48158,1,1,0,-11,11,71,0,998,3,2,1,21,7,20,91,1171.9346523,1,1,5,14,4,1,11,3,4,4,4,0,0,0,0,0,0,0,0,40,H,0,1,0,0,U,0,0,1,0,9,1G3WH54T2M,17,7,4,,3004,OLDS,CSF,,4D,1,,,5,Y,N,P,F,G,,P,,N,91,998,98,0,0,0,0
2,7,C,997,997,0,0,0,0,U,14,0,254C,254,0,192,7,1,1,0,8,1,1,49221,5,0,U,U,U,U,0,U,3,2,1,35,2,401,95,52.500941736,1,1,5,14,4,4,11,3,4,1,2,0,1,4,1,61,4,0,U,72,C,0,1,0,0,U,0,1,1,0,9,JN8HD17Y4S,17,7,5,,,NISS,PFI,LSX,4W,1,2,,3,,,A,,G,1,T,44,N,95,998,98,0,1,4,2
3,2,0,997,997,1,0,1,0,U,14,1,255C,255,0,173,7,1,1,7,8,1,1,48116,5,0,U,U,U,U,0,U,3,2,1,23,7,401,95,52.500941736,1,1,5,14,4,3,11,3,8,2,2,0,2,4,1,61,4,0,U,89,C,0,1,0,0,U,0,1,1,0,9,1GKCT18W8S,17,7,4,,,GMC,JMY,JMY,2W,1,,,2,,,M,,G,1,T,44,N,95,998,98,0,1,4,1
1,74,C,350,270,1,3,1,0,80,3,0,256C,256,0,147,0,1,1,0,1,1,1,48197,1,2,-70,-25,74,3899,0,998,3,2,1,22,1,9,95,52.500941736,1,1,5,14,3,3,11,3,3,1,2,0,0,0,0,0,0,0,U,72,C,0,1,5,2,U,0,0,1,0,9,2G2FV22P3S,17,7,4,,3373,PONT,FTA,,2H,1,,,2,N,N,E,F,G,,P,,N,95,209,20,0,1,4,2
1,74,C,270,350,0,3,0,0,44,20,9,256C,256,0,209,0,0,1,0,8,1,1,48111,1,1,9,-49,50,1794,0,998,3,2,1,20,1,441,90,52.500941736,1,1,52,14,1,1,11,3,3,1,2,0,0,0,0,0,0,0,U,72,C,0,1,5,2,U,0,0,2,0,9,1GBDM15Z0L,17,7,4,,,CHEV,AST,AST,IC,1,,,2,,,A,,G,1,T,42,N,90,147,3,0,1,4,2
1,8,C,998,998,0,1,0,0,U,3,0,257F,257,0,108,6,0,1,0,2,1,U,48105,7,0,U,U,U,U,0,U,3,3,5,14,8,36,89,1165.8123301,1,1,11,17,2,1,11,1,2,2,2,0,0,0,0,0,0,0,U,105,F,0,1,0,0,U,2,0,1,0,9,3MABM1157K,17,7,4,,2205,MERC,TRA,,2H,1,,,1,Y,N,A,F,G,,P,,N,89,998,98,0,1,3,2
1,2,C,998,998,1,0,1,0,21,2,0,258G,258,1,89,0,0,1,0,2,1,1,48189,1,1,10,-18,21,168,0,998,3,2,1,49,3,38,94,1504.9894002,1,1,5,1,4,3,11,1,4,4,4,0,0,0,0,0,0,0,0,89,G,0,1,0,0,U,0,0,1,0,9,JT2EL46S0R,17,7,5,,1950,TOYT,TSD,,2D,1,,,7,Y,N,M,F,G,,P,,N,94,998,98,0,0,0,0
1,2,C,998,998,0,3,0,0,2,2,0,259H,259,1,154,0,1,1,0,2,1,1,48105,1,4,2,0,2,7,0,998,3,3,4,18,8,21,88,3109.0500054,1,1,5,1,4,3,11,1,3,1,2,0,0,0,0,0,0,0,0,56,H,0,1,0,0,U,1,0,1,0,9,1G4EC11C2J,17,7,4,,3262,BUIC,REA,,CP,1,3,,4,Y,N,A,F,G,,P,,N,88,998,98,0,1,0,1
1,88,C,270,180,1,0,1,0,13,4,0,260E,260,0,172,0,0,U,0,1,1,U,48108,1,1,-3,-15,15,117,0,998,2,2,3,12,U,16,96,186.29273345,0,1,19,U,1,U,11,1,1,1,2,3,0,0,0,0,0,0,0,40,E,0,0,2,2,U,1,0,1,1,9,2FALP72W8T,17,7,4,,3780,FORD,CVS,,4D,1,,,5,N,N,E,F,G,,P,,N,96,153,4,N,N,N,N
1,89,C,180,270,1,0,1,0,17,4,0,260E,260,0,153,0,0,1,0,2,1,2,48104,1,1,15,-3,15,195,0,998,3,2,3,21,7,20,95,186.29273345,4,4,73,1,1,1,11,1,1,1,2,3,0,0,0,0,0,0,U,40,E,0,1,0,0,U,0,0,2,0,9,1G3WH52M4S,17,7,4,,3354,OLDS,SUL,,4D,1,3,,2,Y,N,E,F,G,,P,,N,95,172,4,0,1,4,1
1,20,C,90,90,0,3,0,0,24,4,2,261F,261,0,168,0,0,1,0,1,1,2,48103,3,4,0,-23,23,420,4,998,3,5,1,6,2,10,82,448.50552077,1,1,50,1,1,1,11,1,2,1,2,2,0,0,0,0,0,0,U,64,F,0,1,1,2,U,0,0,1,0,9,2C3BF66K2C,17,7,4,,3510,CHRY,NY,,4D,,,,,,,,2,G,,P,,,82,192,31,0,1,4,2
1,21,C,90,90,0,3,0,0,18,31,18,261F,261,0,192,0,0,1,0,8,1,1,49445,3,4,0,19,19,281,U,998,1,5,1,20,1,481,94,448.50552077,0,1,52,5,1,1,11,1,2,1,2,2,0,0,0,0,0,U,U,64,F,0,0,1,2,0,0,0,2,0,9,1GBEK19K3R,17,7,4,,,CHEV,GM4,GK1,PC,1,,,3,,,A,,G,2,T,44,N,94,168,4,N,N,N,N
U,98,C,90,90,0,3,U,0,U,2,U,261F,261,0,118,U,0,U,0,1,1,U,48083,0,0,U,U,U,U,0,U,0,5,1,49,U,33,88,448.50552077,0,1,53,5,1,1,11,1,2,1,2,2,0,0,0,0,0,U,0,64,F,0,0,1,2,0,0,0,3,0,9,JT2ST67C1J,17,7,5,,2504,TOYT,CGF,,CP,1,7,,1,Y,N,A,F,G,,P,,N,88,N,N,N,N,N,N
2,7,C,998,998,0,0,0,0,24,30,14,262G,262,1,137,0,1,1,0,8,1,1,48150,1,1,4,-23,24,369,0,998,3,2,1,12,6,471,93,578.99203608,1,1,1,1,4,1,11,1,2,1,4,0,0,0,0,0,0,0,0,89,G,0,1,0,0,U,0,0,1,0,9,1FTCR10U8P,17,7,4,,,FORD,RNG,RNG,PK,1,,,3,,,A,,G,1,T,42,N,93,998,98,0,0,0,0
2,25,C,998,998,1,0,0,0,18,4,0,263H,263,0,104,0,1,1,0,2,1,7,48198,11,0,U,U,U,U,0,U,3,2,1,35,1,43,91,1196.0982534,1,1,53,14,1,1,11,3,2,1,2,3,0,0,0,0,0,U,0,40,H,0,1,0,0,U,0,0,1,0,9,JN1EB31P5M,17,7,5,,2219,NISS,SEN,,4D,1,3,,7,Y,N,P,F,G,,P,,N,91,998,98,0,0,0,0
U,24,C,300,300,0,0,U,0,U,39,U,263H,263,0,U,U,0,U,7,8,1,U,U,0,0,U,U,U,U,U,U,0,2,1,U,U,499,U,1196.0982534,0,U,51,14,1,1,11,3,2,1,2,3,0,0,0,0,0,0,0,40,H,0,0,0,0,U,0,0,2,0,9,9999999999,U,7,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,P,99,9,99,N,N,N,N,N,N
1,7,C,998,998,0,0,0,0,60,2,0,264K,264,1,136,0,1,U,1,2,1,1,48169,1,1,-56,20,60,2108,0,998,3,3,3,20,U,19,88,48.415920891,2,2,12,1,4,4,11,1,3,1,2,0,0,0,0,0,0,0,U,48,K,0,1,5,1,U,0,0,1,0,9,1G1LV1117J,17,7,4,,2495,CHEV,BER,,CP,1,2,,1,Y,N,A,F,G,,P,,N,88,998,98,1,2,3,5
1,73,C,260,200,0,0,0,0,19,3,1,265H,265,0,94,0,0,1,0,2,1,2,48197,1,1,-3,-18,18,178,0,998,3,3,1,12,8,13,85,3603.7594648,1,1,10,6,1,1,11,1,1,1,2,2,0,0,0,0,0,0,0,72,H,0,1,0,0,U,0,0,1,0,9,1FABP3198F,17,7,4,,2142,FORD,ESL,,2H,1,,,1,Y,N,A,2,G,,P,,N,85,164,2,0,0,0,0
1,72,C,200,260,1,0,0,0,10,2,0,265H,265,0,164,0,0,2,0,1,1,2,48197,1,1,10,6,11,82,0,998,3,3,1,14,1,4,90,3603.7594648,1,1,15,11,1,1,11,1,1,1,2,2,0,0,0,0,0,0,U,72,H,0,1,0,0,U,0,0,2,0,9,1MEPM6047L,17,7,4,,3608,MERC,CLS,,2D,1,3,,5,N,N,P,F,G,,P,,N,90,94,3,0,1,5,1
U,6,C,998,998,1,0,2,0,U,4,U,"  2C",2,0,133,U,0,11,0,2,1,U,48076,0,0,U,U,U,U,0,U,0,6,1,49,7,40,93,160.84041568,3,3,10,1,4,1,12,1,1,1,2,0,0,0,0,0,0,0,0,105,C,0,1,0,0,U,1,0,1,0,9,4T1SK12EXP,17,0,4,,3053,TOYT,CLE,,4D,1,3,,7,Y,N,M,F,G,,P,,N,93,N,N,0,3,4,1
1,50,0,168,0,1,0,0,0,43,4,0,"  3K",3,0,144,0,1,98,0,2,1,2,48505,1,1,8,-43,43,1038,0,998,3,5,1,22,2,20,90,75.167042502,1,1,3,1,2,1,12,1,1,1,2,0,0,0,0,0,0,0,0,56,K,0,1,0,0,U,0,0,1,0,9,1G2WJ54T0L,17,7,4,,3186,PONT,GFL,,4D,1,3,,5,Y,N,P,F,G,,P,,N,90,122,4,0,1,0,1
1,51,C,0,168,0,0,0,0,51,4,0,"  3K",3,0,122,0,0,U,0,2,1,1,48504,1,1,17,-48,51,1249,0,998,3,5,1,18,7,7,87,75.167042502,1,1,54,1,1,1,12,1,1,4,2,0,0,0,0,0,0,0,0,56,K,0,1,0,0,U,0,0,2,0,9,1G4AH51R7H,17,7,4,,2696,BUIC,CCU,,4D,1,2,,1,Y,N,A,F,G,,P,,N,87,144,4,1,1,3,3
1,88,C,180,90,0,0,0,0,16,21,0,"  4K",4,0,184,0,0,2,0,8,1,1,48532,3,4,-6,-16,17,210,0,998,3,2,1,20,U,461,85,298.35301431,1,1,17,1,1,1,12,1,1,1,4,2,0,0,0,0,0,0,0,40,K,0,1,2,2,U,0,0,1,0,9,1GBEG25H0F,17,7,4,,,CHEV,S/V,SV2,IC,1,,,1,,,A,,G,2,T,42,N,85,147,14,0,1,0,1
