ACCSEQ,CASEID,CASENO,CLASS2,CLASS1,GADEV1,GADEV2,OBJCONT,RATWGT,PSU,STRATIF,VEHNUM,VERSION
1," 65D",65,21,2,F,L,2,22.755273283,74,D,1,9
2," 65D",65,21,2,R,L,2,22.755273283,74,D,1,9
3," 65D",65,0,21,F,0,60,22.755273283,74,D,2,9
1," 66F",66,1,3,L,F,2,181.80866763,74,F,1,9
2," 66F",66,1,3,L,R,2,181.80866763,74,F,1,9
3," 66F",66,14,3,L,F,3,181.80866763,74,F,1,9
4," 66F",66,14,1,B,F,3,181.80866763,74,F,2,9
1," 67D",67,1,2,F,L,2,18.595324886,74,D,1,9
1," 68D",68,0,4,L,0,51,18.595324886,74,D,1,9
1," 69E",69,1,3,L,F,2,96.375655042,74,E,1,9
1," 70F",70,3,3,R,F,2,148.57177058,74,F,1,9
2," 70F",70,2,3,R,F,3,148.57177058,74,F,2,9
1," 71G",71,0,2,L,0,51,494.51008197,74,G,1,9
2," 71G",71,0,2,L,0,42,494.51008197,74,G,1,9
3," 71G",71,0,2,N,N,33,494.51008197,74,G,1,9
1," 72E",72,3,3,F,R,2,110.87192948,74,E,1,9
2," 72E",72,0,3,B,0,58,110.87192948,74,E,2,9
1," 73F",73,4,2,F,F,2,170.91908598,74,F,1,9
1," 74G",74,3,2,F,B,2,568.89145821,74,G,1,9
1," 75B",75,68,2,F,R,2,21.162105542,74,B,1,9
2," 75B",75,68,2,L,R,2,21.162105542,74,B,1,9
1," 76D",76,0,3,F,0,51,30.51813995,74,D,1,9
2," 76D",76,0,3,R,0,51,30.51813995,74,D,1,9
1," 77F",77,2,3,F,F,2,243.83193706,74,F,1,9
2," 77F",77,2,3,R,L,2,243.83193706,74,F,1,9
1," 78H",78,4,5,R,F,3,1028.2920513,74,H,2,9
2," 78H",78,5,68,B,F,2,1028.2920513,74,H,1,9
1," 79B",79,1,1,L,F,2,21.162105542,74,B,1,9
1," 80J",80,0,2,L,0,43,9.1837262354,74,J,1,9
2," 80J",80,0,2,L,0,42,9.1837262354,74,J,1,9
1," 81C",81,3,3,F,B,2,26.118517414,74,C,1,9
2," 81C",81,30,3,F,B,3,26.118517414,74,C,2,9
1," 82F",82,4,3,F,L,2,504.94516675,74,F,1,9
2," 82F",82,0,4,F,0,50,504.94516675,74,F,2,9
3," 82F",82,0,4,F,0,68,504.94516675,74,F,2,9
1," 83C",83,0,1,F,0,60,9.1837262354,74,C,1,9
2," 83C",83,0,1,T,N,31,9.1837262354,74,C,1,9
1," 84D",84,1,2,F,F,2,18.355327863,74,D,1,9
1," 85D",85,2,1,R,F,2,18.355327863,74,D,1,9
2," 85D",85,2,1,R,L,2,18.355327863,74,D,1,9
3," 85D",85,0,1,F,0,59,18.355327863,74,D,1,9
1," 86E",86,4,68,R,L,2,95.131800985,74,E,1,9
2," 86E",86,0,4,F,0,63,95.131800985,74,E,2,9
3," 86E",86,0,4,F,0,51,95.131800985,74,E,2,9
1," 87G",87,0,1,R,0,63,488.12778167,74,G,1,9
2," 87G",87,0,1,R,0,63,488.12778167,74,G,1,9
3," 87G",87,0,1,R,0,51,488.12778167,74,G,1,9
4," 87G",87,0,1,T,0,51,488.12778167,74,G,1,9
1," 88B",88,2,58,F,R,2,21.162105542,74,B,1,9
1," 89K",89,0,2,F,0,42,18.29954594,74,K,1,9
2," 89K",89,0,2,R,0,57,18.29954594,74,K,1,9
3," 89K",89,0,2,F,0,57,18.29954594,74,K,1,9
4," 89K",89,0,2,F,0,42,18.29954594,74,K,1,9
1," 90C",90,0,1,F,0,54,18.367452471,74,C,1,9
2," 90C",90,0,1,T,N,31,18.367452471,74,C,1,9
1," 91F",91,0,2,F,0,60,642.01185758,74,F,1,9
1," 92J",92,0,2,F,0,63,9.1837262354,74,J,1,9
2," 92J",92,0,2,9,0,50,9.1837262354,74,J,1,9
3," 92J",92,0,2,9,0,50,9.1837262354,74,J,1,9
4," 92J",92,0,2,L,0,50,9.1837262354,74,J,1,9
5," 92J",92,0,2,T,N,31,9.1837262354,74,J,1,9
6," 92J",92,0,2,L,0,57,9.1837262354,74,J,1,9
1," 93D",93,3,2,R,F,2,25.718199492,74,D,1,9
1," 94F",94,2,3,F,L,2,205.48167123,74,F,1,9
2," 94F",94,0,2,R,0,51,205.48167123,74,F,2,9
3," 94F",94,0,2,B,0,72,205.48167123,74,F,2,9
4," 94F",94,2,3,B,F,2,205.48167123,74,F,1,9
1," 95H",95,1,2,F,R,2,866.56068017,74,H,1,9
2," 95H",95,1,2,L,R,2,866.56068017,74,H,1,9
3," 95H",95,0,1,F,0,45,866.56068017,74,H,2,9
1," 96B",96,3,2,R,F,2,12.498868586,74,B,1,9
2," 96B",96,3,2,L,F,3,12.498868586,74,B,1,9
1," 97C",97,2,1,F,F,2,24.796060836,74,C,1,9
1," 98K",98,0,1,F,0,51,14.410892428,74,K,1,9
1," 99K",99,0,1,F,0,68,14.410892428,74,K,1,9
2," 99K",99,0,1,L,0,51,14.410892428,74,K,1,9
1,100J,100,2,2,F,R,2,9.1837262354,74,J,1,9
2,100J,100,0,2,T,N,31,9.1837262354,74,J,1,9
3,100J,100,0,2,T,0,51,9.1837262354,74,J,1,9
4,100J,100,0,2,T,0,50,9.1837262354,74,J,1,9
1,101K,101,3,58,B,F,2,9.1497729702,74,K,1,9
1,102K,102,0,1,F,0,60,9.1497729702,74,K,1,9
1,103H,103,31,31,B,F,2,1665.2341181,74,H,1,9
1,104B,104,60,31,R,F,2,26.135200345,74,B,1,9
1,105J,105,3,20,R,F,2,22.683803802,74,J,1,9
2,105J,105,0,20,B,0,51,22.683803802,74,J,1,9
1,106K,106,5,5,F,R,2,9.1497729702,74,K,1,9
2,106K,106,0,5,F,0,51,9.1497729702,74,K,2,9
1,107K,107,4,15,F,F,2,9.1497729702,74,K,1,9
2,107K,107,4,15,L,R,2,9.1497729702,74,K,1,9
1,108C,108,0,2,T,N,31,9.1837262354,74,C,1,9
1,109H,109,2,1,F,L,2,2084.537673,74,H,1,9
1,110B,110,2,80,F,R,2,10.581052771,74,B,1,9
1,111C,111,20,3,F,R,2,9.1837262354,74,C,1,9
2,111C,111,0,20,L,0,50,9.1837262354,74,C,2,9
1,112G,112,0,1,F,0,60,378.21038774,74,G,1,9
1,113H,113,20,1,F,B,2,383.36325021,74,H,1,9
1,114A,114,60,5,R,F,2,10.143174582,74,A,1,9
2,114A,114,3,5,F,F,3,10.143174582,74,A,1,9
3,114A,114,0,5,L,0,61,10.143174582,74,A,1,9
1,115C,115,3,1,F,F,2,20.833938946,74,C,1,9
1,116K,116,3,30,F,R,2,12.108199564,74,K,1,9
2,116K,116,0,3,L,0,88,12.108199564,74,K,2,9
1,117K,117,0,5,F,0,70,12.108199564,74,K,1,9
1,118C,118,0,2,F,0,70,27.9841258,74,C,1,9
1,119D,119,4,2,R,F,2,189.5976481,74,D,1,9
2,119D,119,4,2,R,L,2,189.5976481,74,D,1,9
1,120J,120,3,3,R,F,2,12.243055038,74,J,1,9
2,120J,120,3,3,R,R,2,12.243055038,74,J,1,9
3,120J,120,2,3,L,F,4,12.243055038,74,J,1,9
4,120J,120,3,3,L,F,3,12.243055038,74,J,1,9
5,120J,120,5,2,B,F,5,12.243055038,74,J,4,9
1,121K,121,0,2,R,0,63,16.263721455,74,K,1,9
2,121K,121,0,2,F,0,50,16.263721455,74,K,1,9
3,121K,121,0,2,R,0,43,16.263721455,74,K,1,9
4,121K,121,0,2,R,0,42,16.263721455,74,K,1,9
1,122J,122,2,30,F,L,2,9.1837262354,74,J,1,9
1,123K,123,3,2,L,F,2,9.1497729702,74,K,1,9
1,124K,124,0,2,9,N,31,9.1497729702,74,K,1,9
2,124K,124,0,2,L,0,51,9.1497729702,74,K,1,9
1,125D,125,30,3,F,L,2,67.199166413,74,D,1,9
2,125D,125,30,3,R,L,2,67.199166413,74,D,1,9
1,126E,126,3,3,B,F,2,69.103003137,74,E,1,9
1,127F,127,0,2,F,0,60,99.426615112,74,F,1,9
1,128G,128,31,4,F,R,2,413.66761158,74,G,1,9
2,128G,128,0,31,T,N,31,413.66761158,74,G,2,9
3,128G,128,31,31,B,F,3,413.66761158,74,G,2,9
1,129H,129,U,2,B,F,2,419.30355492,74,H,1,9
1,130A,130,0,16,F,0,50,15.347891039,74,A,1,9
2,130A,130,0,16,F,0,45,15.347891039,74,A,1,9
3,130A,130,0,16,T,0,45,15.347891039,74,A,1,9
4,130A,130,0,16,F,0,50,15.347891039,74,A,1,9
5,130A,130,0,16,F,0,45,15.347891039,74,A,1,9
6,130A,130,0,16,F,0,70,15.347891039,74,A,1,9
1,131B,131,0,5,F,0,50,16.010455474,74,B,1,9
2,131B,131,0,5,F,0,60,16.010455474,74,B,1,9
1,132D,132,1,2,B,F,3,215.19733054,74,D,2,9
2,132D,132,2,20,B,F,2,215.19733054,74,D,1,9
1,133K,133,45,31,F,R,2,18.459666967,74,K,1,9
2,133K,133,0,45,L,0,63,18.459666967,74,K,2,9
3,133K,133,0,45,L,0,50,18.459666967,74,K,2,9
4,133K,133,0,45,L,N,31,18.459666967,74,K,2,9
1,134K,134,0,30,F,0,63,9.1497729702,74,K,1,9
2,134K,134,0,30,F,0,59,9.1497729702,74,K,1,9
3,134K,134,0,30,L,0,59,9.1497729702,74,K,1,9
1,135K,135,30,3,F,F,2,9.1497729702,74,K,1,9
2,135K,135,0,3,F,0,68,9.1497729702,74,K,1,9
1,136K,136,1,3,F,B,2,9.1497729702,74,K,1,9
1,137D,137,2,2,F,F,2,96.354360308,74,D,1,9
1,138B,138,0,14,R,0,63,10.581052771,74,B,1,9
2,138B,138,0,14,F,0,50,10.581052771,74,B,1,9
3,138B,138,0,14,F,0,42,10.581052771,74,B,1,9
4,138B,138,0,14,F,0,42,10.581052771,74,B,1,9
1,139C,139,14,31,F,B,2,15.778516313,74,C,1,9
2,139C,139,3,14,F,B,3,15.778516313,74,C,2,9
3,139C,139,14,3,F,B,4,15.778516313,74,C,3,9
4,139C,139,3,31,R,R,3,15.778516313,74,C,1,9
5,139C,139,14,3,L,B,4,15.778516313,74,C,3,9
6,139C,139,2,14,F,B,5,15.778516313,74,C,4,9
7,139C,139,5,2,F,B,6,15.778516313,74,C,5,9
1,140F,140,2,20,F,F,2,854.12196982,74,F,1,9
1,141K,141,58,5,L,F,2,9.1701057991,74,K,1,9
1,142D,142,2,1,F,B,2,147.19817405,74,D,1,9
1,143J,143,1,1,F,R,2,9.5051566537,74,J,1,9
2,143J,143,0,1,F,0,57,9.5051566537,74,J,1,9
1,144B,144,0,30,F,0,57,10.581052771,74,B,1,9
2,144B,144,0,30,F,0,42,10.581052771,74,B,1,9
1,145K,145,68,31,L,R,2,9.1497729702,74,K,1,9
2,145K,145,68,31,B,R,2,9.1497729702,74,K,1,9
3,145K,145,0,31,T,N,31,9.1497729702,74,K,1,9
1,146C,146,2,30,F,L,2,11.545255839,74,C,1,9
2,146C,146,2,30,L,L,2,11.545255839,74,C,1,9
1,147G,147,3,1,F,R,2,2600.1964157,74,G,1,9
2,147G,147,2,3,B,L,3,2600.1964157,74,G,2,9
1,148F,148,2,21,F,F,2,1078.778774,74,F,1,9
2,148F,148,2,21,F,L,2,1078.778774,74,F,1,9
3,148F,148,0,2,F,0,68,1078.778774,74,F,2,9
4,148F,148,0,2,F,0,51,1078.778774,74,F,2,9
5,148F,148,0,2,F,0,70,1078.778774,74,F,2,9
6,148F,148,0,2,N,N,33,1078.778774,74,F,2,9
1,149K,149,20,3,F,F,2,11.582087618,74,K,1,9
1,150K,150,2,1,F,F,2,11.582087618,74,K,1,9
1,151K,151,0,3,F,0,52,11.582087618,74,K,1,9
1,152K,152,1,4,F,L,2,9.1497729702,74,K,1,9
1,153K,153,3,4,F,F,2,9.1497729702,74,K,1,9
2,153K,153,3,4,R,L,2,9.1497729702,74,K,1,9
1,154C,154,2,31,F,F,2,9.1837262354,74,C,1,9
1,155F,155,5,2,F,L,2,485.77003383,74,F,1,9
1,156A,156,1,68,F,L,2,10.143174582,74,A,1,9
1,157D,157,0,2,L,0,63,32.236637151,74,D,1,9
2,157D,157,0,2,T,N,31,32.236637151,74,D,1,9
3,157D,157,0,2,9,0,57,32.236637151,74,D,1,9
1,158E,158,21,2,F,F,2,179.00968432,74,E,1,9
1,159F,159,5,1,R,F,2,257.56227915,74,F,1,9
1,160J,160,5,3,F,B,2,9.1837262354,74,J,1,9
2,160J,160,1,3,R,L,3,9.1837262354,74,J,1,9
3,160J,160,0,3,R,0,68,9.1837262354,74,J,1,9
4,160J,160,0,3,R,N,31,9.1837262354,74,J,1,9
5,160J,160,0,3,T,0,42,9.1837262354,74,J,1,9
6,160J,160,0,3,B,0,61,9.1837262354,74,J,1,9
7,160J,160,0,3,B,0,42,9.1837262354,74,J,1,9
1,161C,161,2,5,F,R,2,9.1837262354,74,C,1,9
2,161C,161,2,5,L,R,2,9.1837262354,74,C,1,9
3,161C,161,4,2,F,B,3,9.1837262354,74,C,2,9
1,162D,162,4,14,F,R,2,32.532929772,74,D,1,9
2,162D,162,4,14,L,R,2,32.532929772,74,D,1,9
3,162D,162,0,4,F,0,68,32.532929772,74,D,2,9
1,163F,163,0,1,T,N,31,259.92957951,74,F,1,9
2,163F,163,0,1,F,0,50,259.92957951,74,F,1,9
1,164C,164,2,1,F,L,3,55.049878977,74,C,1,9
2,164C,164,2,1,R,F,2,55.049878977,74,C,1,9
1,165K,165,1,3,F,B,2,31.993706153,74,K,1,9
2,165K,165,1,1,F,B,3,31.993706153,74,K,2,9
1,166J,166,0,31,L,0,50,18.711842205,74,J,1,9
2,166J,166,0,31,L,0,56,18.711842205,74,J,1,9
3,166J,166,0,31,U,0,43,18.711842205,74,J,1,9
4,166J,166,0,31,F,0,60,18.711842205,74,J,1,9
1,167K,167,14,2,F,L,2,24.856883236,74,K,1,9
2,167K,167,14,2,B,L,2,24.856883236,74,K,1,9
3,167K,167,0,14,L,0,51,24.856883236,74,K,2,9
1,168C,168,20,3,B,F,2,16.150238565,74,C,1,9
1,169K,169,0,3,F,0,51,9.3861421053,74,K,1,9
2,169K,169,0,3,T,0,51,9.3861421053,74,K,1,9
1,170K,170,0,31,F,0,42,9.3861421053,74,K,1,9
1,171K,171,2,31,F,R,2,9.3861421053,74,K,1,9
2,171K,171,0,2,R,0,63,9.3861421053,74,K,2,9
3,171K,171,0,31,T,N,31,9.3861421053,74,K,1,9
4,171K,171,0,31,T,0,57,9.3861421053,74,K,1,9
1,176D,176,2,14,F,R,2,109.3319771,74,D,1,9
2,176D,176,2,14,L,R,2,109.3319771,74,D,1,9
3,176D,176,2,14,F,L,3,109.3319771,74,D,1,9
1,177K,177,0,2,L,0,64,9.3785172945,74,K,1,9
1,178B,178,30,14,R,F,2,10.581052771,74,B,1,9
2,178B,178,0,14,L,0,56,10.581052771,74,B,1,9
1,179K,179,0,3,R,0,51,9.1497729702,74,K,1,9
2,179K,179,0,3,R,0,68,9.1497729702,74,K,1,9
1,180F,180,4,3,B,F,2,367.87847592,74,F,1,9
1,181H,181,2,14,L,F,2,1551.4231532,74,H,1,9
1,182J,182,0,2,F,0,59,9.1837262354,74,J,1,9
2,182J,182,0,2,L,0,59,9.1837262354,74,J,1,9
3,182J,182,0,2,L,0,70,9.1837262354,74,J,1,9
4,182J,182,0,2,B,0,70,9.1837262354,74,J,1,9
1,183C,183,0,3,F,0,68,17.020505956,74,C,1,9
2,183C,183,0,3,F,0,51,17.020505956,74,C,1,9
3,183C,183,0,3,F,0,59,17.020505956,74,C,1,9
4,183C,183,0,3,R,0,59,17.020505956,74,C,1,9
5,183C,183,0,3,T,0,88,17.020505956,74,C,1,9
6,183C,183,0,3,N,N,33,17.020505956,74,C,1,9
1,184K,184,5,1,B,F,2,9.8919212223,74,K,1,9
2,184K,184,0,15,F,0,79,9.8919212223,74,K,3,9
3,184K,184,0,1,F,0,56,9.8919212223,74,K,1,9
1,185K,185,31,60,F,L,2,9.8919212223,74,K,1,9
2,185K,185,31,60,R,L,2,9.8919212223,74,K,1,9
1,186J,186,31,4,L,F,2,9.1837262354,74,J,1,9
2,186J,186,0,4,U,0,61,9.1837262354,74,J,1,9
1,187K,187,30,31,F,R,2,9.1497729702,74,K,1,9
2,187K,187,30,31,R,R,2,9.1497729702,74,K,1,9
1,188E,188,5,1,F,F,2,476.81072164,74,E,1,9
1,190J,190,31,4,R,F,2,9.1837262354,74,J,1,9
2,190J,190,31,4,R,R,2,9.1837262354,74,J,1,9
1,191C,191,2,31,F,L,2,9.1837262354,74,C,1,9
2,191C,191,0,31,F,0,54,9.1837262354,74,C,1,9
3,191C,191,0,31,L,0,54,9.1837262354,74,C,1,9
4,191C,191,0,31,F,0,54,9.1837262354,74,C,1,9
5,191C,191,0,31,T,N,31,9.1837262354,74,C,1,9
1,192F,192,0,1,F,0,54,237.20349605,74,F,1,9
2,192F,192,0,1,L,0,54,237.20349605,74,F,1,9
1,193H,193,3,2,F,F,2,1000.338481,74,H,1,9
2,193H,193,0,2,R,0,70,1000.338481,74,H,1,9
1,194J,194,5,31,F,F,2,9.1837262354,74,J,1,9
2,194J,194,5,31,B,R,2,9.1837262354,74,J,1,9
1,195J,195,1,20,F,L,2,9.1837262354,74,J,1,9
1,196C,196,0,3,F,0,60,9.6035537205,74,C,1,9
2,196C,196,0,3,R,0,42,9.6035537205,74,C,1,9
1,197D,197,1,58,R,F,2,65.065859543,74,D,1,9
1,198E,198,2,2,L,F,2,94.769832874,74,E,1,9
2,198E,198,0,2,F,0,50,94.769832874,74,E,1,9
1,199F,199,39,3,F,F,2,136.35650072,74,F,1,9
1,200H,200,0,1,F,0,51,575.04487532,74,H,1,9
2,200H,200,0,1,F,0,51,575.04487532,74,H,1,9
3,200H,200,0,1,T,N,31,575.04487532,74,H,1,9
1,201C,201,2,1,L,F,2,14.431569799,74,C,1,9
2,201C,201,0,1,R,0,45,14.431569799,74,C,1,9
3,201C,201,0,1,R,0,52,14.431569799,74,C,1,9
1,202H,202,31,3,F,R,2,3294.5279315,74,H,1,9
1,"  1E",1,0,2,F,0,52,36.731121541,75,E,1,9
1,"  2G",2,0,14,R,0,64,102.51046456,75,G,1,9
2,"  2G",2,0,14,R,0,63,102.51046456,75,G,1,9
3,"  2G",2,0,14,L,N,31,102.51046456,75,G,1,9
1,"  3J",3,31,3,F,L,2,37.576277905,75,J,1,9
2,"  3J",3,30,3,F,F,3,37.576277905,75,J,1,9
3,"  3J",3,0,31,F,0,57,37.576277905,75,J,2,9
1,"  4H",4,0,20,F,0,54,6475.7356073,75,H,1,9
2,"  4H",4,0,20,R,0,54,6475.7356073,75,H,1,9
1,"  5K",5,20,14,F,F,2,40.215441285,75,K,1,9
1,"  6J",6,31,1,R,F,2,37.576277905,75,J,1,9
2,"  6J",6,4,1,L,F,3,37.576277905,75,J,1,9
1,"  7K",7,30,3,F,R,2,36.636094821,75,K,1,9
2,"  7K",7,0,30,R,0,50,36.636094821,75,K,2,9
3,"  7K",7,0,3,L,0,51,36.636094821,75,K,1,9
4,"  7K",7,0,30,R,N,31,36.636094821,75,K,2,9
1,"  8E",8,0,20,F,0,54,456.6826255,75,E,1,9
2,"  8E",8,0,20,T,N,31,456.6826255,75,E,1,9
1,"  9F",9,0,14,F,0,54,2303.9798686,75,F,1,9
2,"  9F",9,0,14,F,0,54,2303.9798686,75,F,1,9
3,"  9F",9,0,14,T,N,31,2303.9798686,75,F,1,9
1," 10K",10,0,1,F,0,70,36.636094821,75,K,1,9
2," 10K",10,0,1,L,N,31,36.636094821,75,K,1,9
1," 11C",11,14,2,F,B,2,41.716101603,75,C,1,9
2," 11C",11,0,14,F,0,52,41.716101603,75,C,2,9
1," 12D",12,0,15,F,0,50,102.54828099,75,D,1,9
2," 12D",12,0,15,F,0,52,102.54828099,75,D,1,9
1," 13E",13,3,1,F,B,2,330.55254553,75,E,1,9
2," 13E",13,3,1,B,F,3,330.55254553,75,E,1,9
3," 13E",13,20,3,B,F,4,330.55254553,75,E,3,9
4," 13E",13,2,20,B,F,5,330.55254553,75,E,4,9
1," 14G",14,0,31,T,N,31,922.51729821,75,G,1,9
2," 14G",14,0,31,T,0,50,922.51729821,75,G,1,9
3," 14G",14,0,31,9,0,57,922.51729821,75,G,1,9
1," 15H",15,15,31,F,B,2,2831.4603827,75,H,1,9
2," 15H",15,3,31,B,F,3,2831.4603827,75,H,1,9
3," 15H",15,3,3,B,F,5,2831.4603827,75,H,3,9
4," 15H",15,3,1,F,B,5,2831.4603827,75,H,4,9
1," 17D",17,5,4,F,F,2,86.557962314,75,D,1,9
2," 17D",17,0,5,R,0,64,86.557962314,75,D,2,9
1," 18E",18,14,1,L,F,2,279.00959922,75,E,1,9
2," 18E",18,14,1,L,R,2,279.00959922,75,E,1,9
1," 19F",19,3,30,F,B,2,1407.6132172,75,F,1,9
1," 20G",20,31,21,F,L,2,778.66948882,75,G,1,9
1," 21H",21,0,30,L,N,31,2389.9517256,75,H,1,9
2," 21H",21,0,30,B,0,57,2389.9517256,75,H,1,9
1," 22J",22,0,14,L,0,63,37.576277905,75,J,1,9
2," 22J",22,0,14,R,0,51,37.576277905,75,J,1,9
3," 22J",22,0,14,T,N,31,37.576277905,75,J,1,9
4," 22J",22,0,14,R,0,43,37.576277905,75,J,1,9
5," 22J",22,0,14,T,0,43,37.576277905,75,J,1,9
6," 22J",22,0,14,L,0,43,37.576277905,75,J,1,9
7," 22J",22,0,14,L,0,68,37.576277905,75,J,1,9
8," 22J",22,0,14,L,0,68,37.576277905,75,J,1,9
9," 22J",22,0,14,T,0,68,37.576277905,75,J,1,9
1," 23K",23,3,1,R,F,2,36.636094821,75,K,1,9
2," 23K",23,4,1,B,R,3,36.636094821,75,K,1,9
1," 24K",24,0,1,F,0,56,36.636094821,75,K,1,9
1," 25K",25,0,2,B,0,44,36.636094821,75,K,1,9
2," 25K",25,0,2,T,N,31,36.636094821,75,K,1,9
1," 26D",26,30,1,F,L,2,168.08636689,75,D,1,9
1," 27G",27,0,30,F,0,70,1512.0934213,75,G,1,9
1," 28K",28,0,1,T,N,31,63.746804988,75,K,1,9
1," 29E",29,1,3,R,F,2,197.00124853,75,E,1,9
1," 30F",30,0,1,F,0,70,993.87821071,75,F,1,9
1," 31G",31,0,1,F,0,63,549.7977916,75,G,1,9
2," 31G",31,0,1,L,0,51,549.7977916,75,G,1,9
1," 32J",32,0,30,T,N,31,37.576277905,75,J,1,9
2," 32J",32,0,30,U,0,57,37.576277905,75,J,1,9
1," 33J",33,30,1,F,F,2,37.576277905,75,J,1,9
2," 33J",33,30,1,R,L,2,37.576277905,75,J,1,9
3," 33J",33,0,30,F,0,57,37.576277905,75,J,2,9
4," 33J",33,0,30,F,0,52,37.576277905,75,J,2,9
1," 34K",34,0,2,T,N,31,36.636094821,75,K,1,9
1," 35K",35,0,31,T,N,31,36.636094821,75,K,1,9
2," 35K",35,0,31,T,0,44,36.636094821,75,K,1,9
1," 36E",36,3,2,F,F,2,643.32263683,75,E,1,9
2," 36E",36,3,2,R,F,2,643.32263683,75,E,1,9
1," 37G",37,0,2,U,0,41,1795.4067178,75,G,1,9
2," 37G",37,0,2,U,0,41,1795.4067178,75,G,1,9
3," 37G",37,0,2,F,0,42,1795.4067178,75,G,1,9
4," 37G",37,0,2,F,0,42,1795.4067178,75,G,1,9
5," 37G",37,0,2,L,0,41,1795.4067178,75,G,1,9
6," 37G",37,0,2,L,0,42,1795.4067178,75,G,1,9
1," 38B",38,21,2,R,F,2,49.203745146,75,B,1,9
1," 39K",39,3,31,F,L,2,36.636094821,75,K,1,9
1," 40K",40,0,1,L,0,56,36.636094821,75,K,1,9
2," 40K",40,0,1,T,N,31,36.636094821,75,K,1,9
1," 41C",41,4,58,F,B,2,54.291946967,75,C,1,9
2," 41C",41,1,4,F,B,3,54.291946967,75,C,2,9
3," 41C",41,2,1,F,B,4,54.291946967,75,C,3,9
4," 41C",41,2,4,F,L,4,54.291946967,75,C,2,9
1," 42D",42,3,3,R,F,2,133.46275464,75,D,1,9
2," 42D",42,5,3,B,F,3,133.46275464,75,D,1,9
1," 43E",43,3,1,F,F,2,430.20178257,75,E,1,9
2," 43E",43,3,1,R,L,2,430.20178257,75,E,1,9
1," 44G",44,2,1,L,F,2,1200.6217817,75,G,1,9
1," 45E",45,2,5,F,B,2,245.82303091,75,E,1,9
2," 45E",45,2,2,F,B,3,245.82303091,75,E,2,9
1," 46E",46,14,31,F,B,2,245.82303091,75,E,1,9
2," 46E",46,4,14,F,B,3,245.82303091,75,E,2,9
1," 47G",47,0,30,F,0,72,686.05128408,75,G,1,9
1," 48H",48,31,30,F,F,2,2105.6808746,75,H,1,9
1," 49G",49,3,2,F,B,2,2924.4527032,75,G,1,9
1," 50K",50,30,1,R,F,2,55.742225338,75,K,1,9
2," 50K",50,30,1,R,L,2,55.742225338,75,K,1,9
3," 50K",50,0,30,F,0,57,55.742225338,75,K,2,9
4," 50K",50,0,1,U,0,60,55.742225338,75,K,1,9
5," 50K",50,0,1,F,0,57,55.742225338,75,K,1,9
1," 51K",51,0,1,U,0,88,55.742225338,75,K,1,9
2," 51K",51,0,1,F,0,56,55.742225338,75,K,1,9
1," 52K",52,0,1,T,N,31,36.636094821,75,K,1,9
1," 53D",53,1,3,F,F,2,73.575027647,75,D,1,9
1," 54F",54,0,2,F,0,61,1196.4835887,75,F,1,9
2," 54F",54,0,2,T,N,32,1196.4835887,75,F,1,9
3," 54F",54,0,2,B,0,42,1196.4835887,75,F,1,9
1," 55G",55,0,14,L,0,57,661.87589952,75,G,1,9
2," 55G",55,0,14,T,N,31,661.87589952,75,G,1,9
1," 56E",56,1,1,F,L,2,689.44315132,75,E,1,9
1," 57G",57,30,2,F,F,2,1924.1214198,75,G,1,9
1," 58K",58,2,21,F,F,2,36.675173322,75,K,1,9
1," 59K",59,1,20,F,F,2,36.675173322,75,K,1,9
1," 60K",60,2,3,F,R,2,82.588748555,75,K,1,9
1," 61K",61,30,1,F,F,2,82.588748555,75,K,1,9
1," 62E",62,2,15,F,F,2,516.99053568,75,E,1,9
1," 63H",63,14,3,R,F,2,4428.45847,75,H,1,9
1," 64J",64,60,30,F,F,2,37.576277905,75,J,1,9
1," 65K",65,5,1,F,R,2,36.636094821,75,K,1,9
2," 65K",65,5,1,L,R,2,36.636094821,75,K,1,9
1," 66D",66,20,21,F,B,2,172.29547001,75,D,1,9
1," 67F",67,31,20,R,F,2,2801.8841291,75,F,1,9
1," 68K",68,1,30,F,R,2,63.746804988,75,K,1,9
2," 68K",68,1,30,L,R,2,63.746804988,75,K,1,9
3," 68K",68,0,30,T,N,31,63.746804988,75,K,1,9
4," 68K",68,0,30,L,0,50,63.746804988,75,K,1,9
5," 68K",68,0,1,F,0,63,63.746804988,75,K,2,9
1," 69H",69,0,1,F,0,64,9124.4860264,75,H,1,9
2," 69H",69,0,1,F,0,64,9124.4860264,75,H,1,9
1," 70K",70,0,3,F,0,51,56.664640792,75,K,1,9
1," 71K",71,1,5,F,F,2,56.664640792,75,K,1,9
1," 72J",72,0,14,R,0,68,37.576277905,75,J,1,9
2," 72J",72,0,14,U,0,68,37.576277905,75,J,1,9
3," 72J",72,0,14,U,0,68,37.576277905,75,J,1,9
4," 72J",72,0,14,R,0,44,37.576277905,75,J,1,9
5," 72J",72,0,14,F,0,60,37.576277905,75,J,1,9
6," 72J",72,0,14,U,0,68,37.576277905,75,J,1,9
7," 72J",72,0,14,L,0,44,37.576277905,75,J,1,9
1," 73C",73,4,1,F,F,2,61.308465384,75,C,1,9
2," 73C",73,4,1,R,F,2,61.308465384,75,C,1,9
1," 74E",74,0,14,F,0,56,485.79969164,75,E,1,9
1," 75F",75,1,16,R,F,2,2450.8764888,75,F,1,9
1," 76D",76,0,1,F,0,54,79.264320167,75,D,1,9
