PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,VEHNO,OCUPANTS,DRPRES,MONDRIVE,MILEVEH,MILETOT,TYPEOP,BMCSREG,DRCLASS,DRTRAIN,FREQDRIV,PRIORLAT,PRIORMID,PRIOREAR,AVOIDMAN,ACC12MO,VIOLSP,VIOLDWI,VIOLRECK,VIOLSUSP,VIOLROW,VIOLCLOS,VIOLSIGN,VIOLOTH,VIOLUNK,DRINKING,ALCTEST,LSOURCE,LCOMPL,LSTATUS,LTYPCOMP,LREST,LRESTADD,PREVSPD,PREVOTH,PREVDWI,PREVSUS,PREVACC,LANES,MEDIANT,MEDIANW,ACCESS,TRAFFLOW,SHOULDLT,SHOULDRT,ALIGNMNT,GRADE,SURTYPE,SURCOND,TRAFCONT,TRCTLFCT,SPLIMIT,DRIRF1,DRIRF2,DRIRF3,ENVRF1,ENVRF2,ENVRF3,PSUWGT,NATWGT,RATWGT
80,252M,252,M,4,6,2,2,1,12,100,150,8,1,1,0,4,32,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,U,2,0,0,3,0,3,5,1,1,2,4,0,0,30,0,0,0,0,0,0,17.714,210.959,226.759
80,253R,253,R,4,6,1,1,1,61,30,120,0,0,0,2,4,22,21,16,0,0,0,0,0,0,1,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,U,2,0,0,3,0,0,0,1,3,2,4,20,3,30,0,0,0,22,0,0,62.000,738.358,600.968
80,253R,253,R,4,6,2,3,1,16,30,200,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,1,0,0,U,2,1,12,3,1,0,0,1,1,2,1,28,3,35,0,0,0,0,0,0,62.000,738.358,600.968
80,254M,254,M,4,6,1,1,1,61,997,150,0,0,0,2,1,17,16,2,8,0,1,0,0,0,0,0,0,0,0,0,C,1,1,2,2,1,0,0,1,0,0,U,2,0,0,3,0,0,0,1,1,2,4,20,3,30,0,0,0,22,0,0,10.476,124.755,134.098
80,254M,254,M,4,6,2,1,1,48,U,U,0,0,0,0,3,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,2,1,0,0,U,2,0,0,3,0,0,0,1,1,2,4,0,0,30,0,0,0,0,0,0,10.476,124.755,134.098
80,255R,255,R,4,6,1,1,1,61,30,105,0,0,0,2,3,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,C,1,1,2,2,1,0,0,0,0,0,U,4,0,0,3,0,0,1,1,3,2,4,0,0,35,0,0,0,22,35,0,36.665,436.643,355.395
80,255R,255,R,4,6,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,3,0,0,1,1,1,2,4,1,3,35,,,,,,,36.665,436.643,355.395
80,256W,256,W,4,6,1,2,1,6,20,70,0,0,0,0,2,19,15,2,0,1,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,1,0,0,U,3,1,12,3,1,0,0,1,1,2,4,0,0,35,0,0,0,22,0,0,36.665,436.643,430.041
80,257W,257,W,4,6,1,1,1,61,100,80,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,C,1,0,2,2,0,0,1,2,0,0,U,6,0,0,3,0,0,0,1,3,2,3,0,0,40,20,0,0,0,0,0,33.500,398.951,392.919
80,257W,257,W,4,6,2,1,1,61,910,250,0,0,0,0,2,21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,1,0,0,0,6,0,0,3,0,0,0,1,3,2,3,0,0,40,0,0,0,0,0,0,33.500,398.951,392.919
80,258Z,258,Z,4,6,1,3,1,61,380,100,0,0,0,2,2,2,0,0,7,0,0,0,0,0,0,1,0,0,0,0,C,1,U,2,2,0,0,1,0,0,0,0,2,3,10,3,1,2,1,1,1,2,4,0,0,40,0,0,0,22,0,0,560.000,6669.039,6616.609
80,258Z,258,Z,4,6,2,2,1,61,30,U,0,0,0,2,4,38,23,16,0,3,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,1,3,0,0,0,2,3,10,3,1,2,1,1,1,2,4,0,0,40,0,0,0,0,0,0,560.000,6669.039,6616.609
80,259M,259,M,4,6,1,1,1,U,U,U,U,U,U,U,U,19,12,2,0,U,0,0,0,0,0,0,0,0,0,U,C,1,0,2,2,0,0,0,1,0,0,U,2,0,0,3,0,0,0,2,1,2,3,0,0,20,20,27,0,22,0,0,13.810,164.463,176.780
80,260T,260,T,4,6,1,1,1,U,U,U,0,0,0,U,U,2,0,0,7,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,1,0,0,U,2,2,9,1,2,1,2,1,3,2,4,0,0,55,0,0,0,22,0,0,13.810,164.463,166.376
80,260T,260,T,4,6,2,1,1,U,U,U,0,0,0,U,U,19,17,2,2,U,0,0,0,0,0,0,0,1,0,0,C,1,1,2,4,1,0,0,0,0,0,U,2,2,9,1,2,1,2,1,3,2,4,0,0,55,0,0,0,22,0,0,13.810,164.463,166.376
80,261W,261,W,4,6,1,2,1,61,315,315,0,0,0,0,1,12,19,17,0,0,1,0,0,0,0,0,0,0,0,1,C,1,1,2,2,1,0,0,0,0,0,U,2,0,0,3,0,6,6,3,1,2,4,0,0,35,27,0,0,22,0,0,48.335,575.622,566.918
80,261W,261,W,4,6,2,2,1,61,50,120,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C,1,1,2,2,1,0,0,0,0,0,U,2,0,0,3,0,6,6,2,3,2,4,40,3,35,0,0,0,0,0,0,48.335,575.622,566.918
80,262M,262,M,4,6,1,1,1,61,628,U,4,3,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,8,C,1,0,2,2,0,0,0,1,0,0,U,2,0,0,3,0,0,0,3,1,2,4,0,0,25,0,0,0,22,0,0,3.953,47.075,50.600
80,262M,262,M,4,6,2,1,1,61,900,100,0,0,0,0,1,17,67,2,1,0,0,0,0,0,0,0,0,0,0,8,C,1,1,2,2,1,0,0,0,0,0,U,2,0,0,3,0,5,5,2,3,2,4,21,3,25,29,0,0,22,0,0,3.953,47.075,50.600
80,263M,263,M,4,6,1,1,1,U,U,U,U,U,U,U,U,12,19,17,2,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,1,0,0,U,2,0,0,3,0,0,0,2,2,2,4,0,0,30,27,0,0,22,0,0,3.953,47.075,50.600
80,264T,264,T,4,6,1,3,1,61,U,U,0,0,0,2,1,14,2,0,7,0,0,0,0,0,0,0,0,0,0,0,C,1,1,2,2,1,0,0,0,0,0,U,2,0,0,3,0,6,6,1,3,2,2,0,0,55,0,0,0,25,0,0,3.953,47.075,47.622
80,265R,265,R,4,6,1,1,1,U,U,U,0,0,0,U,U,2,0,0,8,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,2,0,0,0,U,2,0,0,3,0,0,0,2,1,5,3,0,0,20,27,0,0,0,0,0,6.000,71.454,58.158
80,265R,265,R,4,6,2,1,1,U,U,U,0,0,0,U,U,2,0,0,8,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,2,0,0,U,2,0,0,3,0,0,0,1,1,5,3,0,0,20,0,0,0,0,0,0,6.000,71.454,58.158
80,266W,266,W,4,6,1,1,1,20,1,6,0,0,0,2,4,12,19,17,6,0,1,0,0,0,0,0,0,0,0,0,C,1,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,4,1,1,2,2,0,0,30,27,0,0,0,0,0,6.000,71.454,70.374
81,001W,1,W,4,6,1,1,1,U,U,U,0,0,0,U,U,64,1,0,5,U,0,1,0,0,0,0,0,0,0,1,U,1,1,4,1,1,0,3,2,1,1,U,2,3,97,1,1,2,2,1,1,2,1,0,0,55,0,0,0,0,0,0,28.000,1711.976,1583.995
81,002V,2,V,4,6,1,6,1,61,U,U,0,0,0,0,5,18,16,2,7,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,2,0,0,3,0,1,1,3,1,2,1,40,3,35,U,U,U,0,0,0,9.875,603.777,591.061
81,003F,3,F,4,6,1,1,1,26,30,U,0,0,0,0,2,1,U,U,2,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,1,2,1,0,0,35,0,0,0,0,0,0,4.625,282.782,271.512
81,003F,3,F,4,6,2,2,1,24,U,U,0,0,0,2,2,38,4,1,0,0,0,0,0,0,0,0,0,1,0,0,C,1,0,2,2,0,0,1,0,0,0,U,2,0,0,3,0,0,0,1,1,2,1,0,0,35,0,0,0,0,0,0,4.625,282.782,271.512
81,004M,4,M,4,6,1,1,1,61,35,875,1,2,1,4,1,2,4,8,0,1,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,U,2,3,97,1,1,2,2,1,1,2,1,0,0,55,4,0,0,0,0,0,5.286,323.179,335.653
81,005R,5,R,4,6,1,1,1,61,U,50,0,0,0,2,2,23,22,21,7,0,1,0,0,0,0,0,0,0,0,0,C,1,1,2,2,1,0,0,1,0,0,U,5,0,0,3,0,0,0,1,1,2,1,0,0,35,0,0,0,0,0,0,11.500,703.133,542.421
81,005R,5,R,4,6,2,2,1,61,997,70,0,0,0,0,2,21,16,1,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,2,2,1,0,0,0,0,0,0,5,0,0,3,0,0,0,1,1,2,1,0,0,35,0,0,0,0,0,0,11.500,703.133,542.421
81,006D,6,D,4,6,1,1,1,36,997,U,0,0,0,2,2,23,32,22,2,0,0,0,0,0,0,0,0,1,0,0,C,1,0,5,1,0,0,3,1,0,0,U,3,0,0,3,0,0,0,1,1,2,1,20,3,25,0,0,0,U,U,U,4.800,293.482,242.326
81,007P,7,P,4,6,1,1,1,61,80,200,0,0,0,8,1,1,23,38,0,0,1,0,0,0,0,0,0,0,0,1,C,1,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,6,6,1,1,2,1,0,0,45,20,0,0,0,0,0,3.000,183.426,161.709
81,007P,7,P,4,6,2,2,1,61,50,100,0,0,0,0,1,21,16,1,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,1,0,0,0,0,2,0,0,3,0,6,6,1,1,2,1,0,0,45,0,0,0,0,0,0,3.000,183.426,161.709
81,008R,8,R,4,6,1,U,1,U,U,U,0,0,0,U,U,38,57,23,5,U,0,0,0,0,0,0,0,0,0,U,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,3,0,1,1,4,1,0,0,55,20,0,0,0,0,0,23.000,1406.266,1084.842
81,009Y,9,Y,4,6,1,2,1,U,U,U,0,0,0,U,U,8,1,U,0,U,0,0,0,0,0,0,0,0,0,0,C,1,1,2,2,1,0,0,0,0,0,0,2,3,13,3,1,0,0,1,1,2,1,0,0,35,U,U,U,0,0,0,176.000,10760.988,11265.875
81,009Y,9,Y,4,6,2,1,1,61,440,60,0,0,0,0,1,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,C,1,1,2,2,1,0,1,1,0,0,U,2,3,13,3,1,0,0,1,1,2,1,0,0,35,U,U,U,0,0,0,176.000,10760.988,11265.875
81,010G,10,G,4,6,1,1,1,48,34,175,0,0,0,0,1,19,23,22,0,0,0,0,0,0,0,0,0,0,0,1,C,1,0,3,1,0,0,0,0,1,1,U,2,0,0,3,0,0,0,1,3,2,1,20,3,25,0,0,0,0,0,0,5.250,320.995,300.713
81,011R,11,R,4,6,1,1,1,61,200,240,0,0,0,0,1,60,1,0,5,0,1,1,0,0,0,0,0,0,0,1,16,1,1,2,4,1,0,2,0,0,0,U,5,0,0,3,0,0,0,1,2,2,1,0,0,35,0,0,0,0,0,0,15.750,962.986,742.881
81,012H,12,H,4,6,1,1,1,61,40,200,0,0,0,0,2,16,2,23,6,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,2,0,0,3,0,6,6,1,1,2,1,0,0,25,0,0,0,0,0,0,12.600,770.389,804.704
81,012H,12,H,4,6,2,1,1,U,U,U,0,0,0,U,U,23,16,30,1,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,2,0,0,3,0,0,4,1,1,2,1,20,3,25,0,0,0,0,0,0,12.600,770.389,804.704
81,013M,13,M,4,6,1,2,1,36,30,170,2,2,1,0,4,64,18,1,6,0,0,0,0,0,0,0,0,0,0,0,C,1,1,2,4,1,0,0,0,0,0,U,2,0,0,3,0,1,1,1,1,2,2,0,0,55,0,0,0,20,22,0,11.429,698.766,725.736
81,014R,14,R,4,6,1,1,1,U,U,U,0,0,0,U,U,41,16,2,0,U,0,0,0,0,0,0,0,0,0,U,C,1,U,2,U,U,U,U,U,U,U,U,2,0,0,3,0,0,6,1,1,2,2,40,3,25,U,U,U,U,U,U,17.250,1054.699,813.632
81,015M,15,M,4,6,1,1,1,U,U,U,3,3,1,U,U,15,16,1,8,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,1,2,1,28,3,35,20,0,0,0,0,0,5.500,336.281,349.261
81,015M,15,M,4,6,2,1,1,U,U,U,0,0,0,U,U,21,16,1,0,U,0,0,0,0,0,0,0,0,0,0,C,1,1,2,2,1,5,0,0,0,0,U,2,0,0,3,0,0,0,1,1,2,1,28,3,35,0,0,0,0,0,0,5.500,336.281,349.261
81,016V,16,V,4,6,1,1,1,U,U,U,0,0,0,U,U,15,64,2,U,U,0,0,0,0,0,0,0,0,0,1,14,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,4,4,3,1,2,1,0,0,50,0,0,0,0,0,0,9.625,588.492,576.097
81,017W,17,W,4,6,1,2,1,61,50,50,0,0,0,0,5,1,U,U,1,0,1,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,1,1,26,3,1,0,0,2,1,2,1,0,0,35,0,0,0,0,0,0,34.000,2078.828,1923.422
81,018D,18,D,4,6,1,1,1,U,U,U,0,0,0,U,U,2,0,0,2,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,5,0,0,3,0,0,0,1,1,2,1,28,3,35,0,0,0,0,0,0,4.500,275.139,227.181
81,019M,19,M,4,6,1,3,1,U,U,U,U,U,U,U,U,84,57,82,0,U,0,0,0,0,0,0,0,1,0,1,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,1,2,1,0,0,25,20,0,0,0,0,0,3.214,196.528,204.113
81,020M,20,M,4,6,1,1,1,61,997,997,1,2,1,U,4,16,62,38,2,U,1,0,0,0,0,0,0,0,0,0,C,2,U,U,U,U,U,U,U,U,U,U,1,2,97,1,2,0,0,1,2,2,1,40,3,55,2,20,0,0,0,0,6.286,384.321,399.155
81,020M,20,M,4,6,2,1,1,61,U,U,1,2,1,U,2,21,16,62,0,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,1,2,97,1,3,0,0,1,2,2,1,20,3,55,0,0,0,0,0,0,6.286,384.321,399.155
81,021Y,21,Y,4,6,1,1,1,61,630,55,0,0,0,0,2,57,22,88,0,0,0,0,0,0,1,0,0,1,0,0,C,1,1,5,1,8,0,0,0,0,0,U,2,0,0,3,0,0,0,1,1,2,1,0,0,35,0,0,0,0,0,0,96.000,5869.629,6145.023
81,021Y,21,Y,4,6,2,4,1,18,120,150,0,0,0,2,2,23,32,22,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,2,4,1,0,0,0,0,0,U,2,0,0,3,0,0,0,1,1,2,1,28,3,35,0,0,0,0,0,0,96.000,5869.629,6145.023
81,022P,22,P,4,6,1,1,1,U,U,U,3,1,1,U,U,16,2,23,0,U,0,0,0,0,0,0,0,1,0,0,C,1,0,2,4,0,0,0,1,0,1,U,2,0,0,3,0,4,3,1,1,2,1,40,3,50,0,0,0,0,0,0,4.063,248.389,218.981
81,022P,22,P,4,6,2,4,1,61,80,200,0,0,0,2,1,23,2,16,6,1,0,0,0,0,0,0,0,0,0,0,C,1,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,3,4,1,1,2,1,0,0,50,0,0,0,0,0,0,4.063,248.389,218.981
81,023V,23,V,4,6,1,1,1,U,U,U,0,0,0,U,U,1,U,U,U,U,1,1,0,0,0,0,0,0,0,1,13,1,0,2,2,0,0,0,3,1,1,0,5,0,0,3,0,0,0,1,1,2,1,1,3,35,0,0,0,0,0,0,8.125,496.779,486.316
81,023V,23,V,4,6,2,4,1,61,997,U,0,0,0,2,1,21,16,1,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,2,2,1,0,0,0,0,0,U,5,0,0,3,0,0,0,1,1,2,1,1,3,35,0,0,0,0,0,0,8.125,496.779,486.316
81,024V,24,V,4,6,1,2,1,12,200,200,0,0,0,2,3,2,23,32,8,0,0,0,0,0,0,0,0,0,0,0,C,1,1,2,2,1,0,0,0,0,0,U,2,0,0,3,0,0,0,1,1,2,1,0,0,25,0,0,0,0,0,0,8.250,504.421,493.798
81,024V,24,V,4,6,2,1,1,61,525,80,0,0,0,0,2,22,32,21,0,0,0,0,0,0,1,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,1,2,1,40,3,25,0,0,0,0,0,0,8.250,504.421,493.798
81,024V,24,V,4,6,3,1,1,61,4,120,0,0,0,2,1,21,16,8,0,0,0,0,0,0,0,0,0,1,0,0,C,1,1,2,2,1,0,0,0,0,0,U,3,0,0,3,0,0,0,1,1,2,1,20,3,25,0,0,0,0,0,0,8.250,504.421,493.798
81,025R,25,R,4,6,1,1,1,48,125,200,0,0,0,2,2,2,U,U,0,1,0,1,0,0,0,0,1,0,0,1,18,1,0,2,2,0,0,1,0,0,0,0,5,0,0,3,0,0,0,2,1,2,1,2,3,30,0,0,0,0,0,0,69.500,4249.367,3278.111
81,025R,25,R,4,6,2,U,1,U,U,U,0,0,0,U,U,23,31,22,U,U,0,0,0,0,0,0,0,0,0,U,C,U,U,U,U,U,U,U,U,U,U,U,5,0,0,3,0,0,0,3,1,2,1,2,3,30,0,0,0,0,0,0,69.500,4249.367,3278.111
81,026P,26,P,4,6,1,2,1,61,U,U,0,0,0,2,2,2,U,U,6,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,1,0,0,0,0,0,U,2,0,0,3,0,4,3,1,1,2,2,0,0,50,20,0,0,24,28,32,7.375,450.922,397.536
81,028R,28,R,4,6,1,3,1,12,10,120,0,0,0,2,1,2,16,2,U,0,0,0,0,0,0,0,0,0,0,1,C,1,0,2,2,0,0,0,1,0,0,U,2,0,0,3,0,3,3,2,1,2,1,40,3,35,20,0,0,0,0,0,17.500,1069.985,825.424
81,028R,28,R,4,6,2,5,1,36,110,150,0,0,0,2,1,16,2,8,6,0,0,0,0,0,0,0,0,0,0,1,C,1,0,2,4,0,0,0,0,0,0,1,2,0,0,3,0,3,3,3,1,2,1,40,3,35,0,0,0,0,0,0,17.500,1069.985,825.424
81,029Q,29,Q,4,6,1,1,1,U,U,U,0,0,0,U,U,2,0,0,U,U,1,1,0,0,0,0,0,0,0,1,B,1,0,5,1,0,0,0,0,0,0,U,5,0,0,3,0,0,0,1,1,2,1,28,3,35,0,0,0,0,0,0,16.750,1024.128,1228.914
81,029Q,29,Q,4,6,2,2,1,61,1,150,0,0,0,0,2,68,38,16,0,0,0,0,0,0,0,0,0,1,0,0,C,0,0,1,1,0,0,U,U,U,U,U,5,0,0,3,0,0,0,1,1,2,1,28,3,35,0,0,0,0,0,0,16.750,1024.128,1228.914
81,030Y,30,Y,4,6,1,5,1,61,650,155,0,0,0,2,1,2,23,57,8,0,0,0,0,0,0,0,0,0,0,U,U,1,0,2,4,0,0,0,0,0,0,U,2,0,0,3,0,6,6,1,2,2,1,0,0,50,0,0,0,0,0,0,160.000,9782.719,10241.703
81,030Y,30,Y,4,6,2,1,1,61,300,110,0,0,0,U,3,2,23,54,9,0,0,0,0,0,0,0,1,0,0,U,C,1,0,2,4,0,0,0,0,0,0,0,2,0,0,3,0,6,6,1,4,2,1,20,3,50,20,0,0,0,0,0,160.000,9782.719,10241.703
81,031M,31,M,4,6,1,1,1,61,550,997,1,2,1,0,4,23,22,21,2,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,1,0,1,1,0,0,0,5,0,0,3,0,0,0,1,1,2,1,28,3,35,0,0,0,0,0,0,17.571,1074.352,1115.820
81,031M,31,M,4,6,2,1,1,61,225,997,1,2,1,8,2,23,22,21,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,1,2,0,0,0,5,0,0,3,0,0,0,1,1,2,1,28,3,35,0,0,0,0,0,0,17.571,1074.352,1115.820
81,032F,32,F,4,6,1,2,1,61,460,550,0,0,0,0,2,16,2,16,8,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,U,2,0,0,3,0,4,3,2,1,2,1,0,0,30,20,0,0,0,0,0,14.500,886.559,851.227
81,033F,33,F,4,6,1,1,1,U,U,U,0,0,0,U,U,2,0,0,5,U,0,0,0,0,0,0,0,0,0,0,C,1,0,1,1,0,0,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,1,0,0,35,20,0,0,2,0,0,14.625,894.202,858.565
81,033F,33,F,4,6,2,1,1,61,55,135,0,0,0,0,1,32,23,16,0,1,0,0,0,0,0,0,0,0,0,0,C,1,1,2,2,1,0,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,1,0,0,35,0,0,0,0,0,0,14.625,894.202,858.565
81,034G,34,G,4,6,1,1,1,61,40,150,0,0,0,0,3,64,38,2,5,0,0,0,0,0,0,0,0,0,0,0,C,1,0,1,3,0,0,1,1,0,0,U,2,0,0,3,0,4,3,1,1,2,1,0,0,50,20,0,0,0,0,0,13.333,815.227,763.715
81,035Y,35,Y,4,6,1,4,1,6,55,180,0,0,0,0,2,2,16,2,1,2,1,0,0,0,0,0,0,1,0,0,C,1,0,2,4,0,0,2,0,1,1,U,2,0,0,3,0,0,0,1,1,2,1,20,3,15,0,0,0,0,0,0,96.000,5869.629,6145.023
81,035Y,35,Y,4,6,2,3,1,24,50,30,0,0,0,2,2,21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,U,2,0,0,3,0,0,0,1,1,2,1,20,3,15,0,0,0,0,0,0,96.000,5869.629,6145.023
81,036W,36,W,4,6,1,1,1,U,U,U,0,0,0,U,U,2,U,U,2,U,1,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,1,0,0,U,2,0,0,3,0,0,0,1,1,2,1,28,3,35,20,0,0,0,0,0,26.000,1589.692,1470.852
81,036W,36,W,4,6,2,1,1,U,U,U,0,0,0,U,U,68,38,16,0,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,1,0,0,U,2,0,0,3,0,0,0,1,1,2,1,28,3,35,0,0,0,0,0,0,26.000,1589.692,1470.852
81,037D,37,D,4,6,1,2,1,U,U,U,3,1,1,U,U,36,58,68,U,U,0,0,0,0,1,0,0,0,0,0,C,1,0,2,4,0,0,2,0,0,0,U,2,0,0,3,0,0,0,1,1,2,1,0,0,25,0,0,0,0,0,0,21.000,1283.982,1060.178
81,038H,38,H,4,6,1,1,1,U,U,U,0,0,0,U,U,2,U,U,7,U,1,0,0,0,0,0,0,1,0,0,C,1,0,1,1,0,0,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,1,28,3,35,0,0,0,0,0,0,5.200,317.938,332.100
81,038H,38,H,4,6,2,1,1,61,997,997,4,2,1,0,4,2,8,23,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,1,4,0,0,2,4,0,0,3,0,0,0,1,1,2,1,28,3,35,0,0,0,0,0,0,5.200,317.938,332.100
81,039G,39,G,4,6,1,1,1,61,U,U,0,0,0,U,U,2,U,U,1,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,U,2,0,0,3,0,0,6,1,1,2,1,40,3,25,0,0,0,0,0,0,11.500,703.133,658.704
81,040T,40,T,4,6,1,4,1,U,U,U,0,0,0,U,U,2,U,U,7,U,1,1,0,0,0,0,0,0,0,1,15,1,0,2,4,0,0,0,2,1,1,U,1,0,0,3,0,6,6,3,1,5,1,0,0,50,0,0,0,0,0,0,8.571,524.074,529.478
81,041R,41,R,4,6,1,1,1,U,U,U,0,0,0,U,U,2,U,U,0,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,2,0,0,0,U,2,0,0,3,0,6,6,1,1,2,1,0,0,50,2,20,0,0,0,0,53.000,3240.526,2499.854
81,042Z,42,Z,4,6,1,1,1,3,9,10,0,0,0,2,2,3,2,23,10,0,1,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,U,2,0,0,3,0,6,3,1,1,2,1,0,0,35,20,35,0,0,0,0,128.000,7826.176,7947.566
81,043R,43,R,4,6,1,2,1,U,U,U,0,0,0,U,U,2,23,30,0,U,0,0,0,0,0,0,0,0,1,0,C,1,0,2,2,0,0,1,1,0,0,U,2,0,0,3,0,0,0,1,1,2,1,1,3,25,4,0,0,0,0,0,47.500,2904.245,2240.435
81,043R,43,R,4,6,2,1,1,U,U,U,0,0,0,U,U,21,16,2,0,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,U,2,0,0,3,0,0,0,1,1,2,1,1,3,25,0,0,0,0,0,0,47.500,2904.245,2240.435
81,044K,44,K,4,6,1,2,1,U,U,U,2,2,1,U,U,2,U,U,7,U,0,0,0,0,0,0,0,1,0,1,U,1,0,3,1,0,0,0,5,0,1,1,2,3,97,1,1,2,2,1,1,2,1,0,0,55,2,20,0,0,0,0,4.625,282.782,369.184
81,044K,44,K,4,6,2,1,1,U,U,U,0,0,0,U,U,2,U,U,0,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,3,97,1,1,2,2,1,1,2,1,0,0,55,0,0,0,0,0,0,4.625,282.782,369.184
81,045R,45,R,4,6,1,1,1,U,U,U,0,0,0,U,U,1,U,U,U,U,1,0,0,0,0,0,0,1,0,0,C,1,0,2,2,0,0,2,1,0,0,U,2,0,0,3,0,3,3,3,1,2,1,0,0,55,0,0,0,0,0,0,20.500,1253.411,966.925
81,046P,46,P,4,6,1,2,1,U,U,U,0,0,0,U,U,15,14,2,0,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,1,0,0,0,0,2,3,9,2,1,1,1,1,1,2,1,0,0,55,20,0,0,0,0,0,7.000,427.994,377.322
81,047P,47,P,4,6,1,2,1,U,U,U,0,0,0,U,U,1,0,0,U,U,1,1,0,0,0,0,0,0,0,1,18,1,U,2,U,U,U,U,U,U,U,U,2,0,0,3,0,0,5,3,4,2,1,20,3,25,0,0,0,0,0,0,4.375,267.496,235.826
81,048Y,48,Y,4,6,1,2,1,61,997,90,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,U,1,U,0,0,0,0,0,2,3,97,1,1,1,2,1,1,2,1,0,0,55,2,20,0,0,0,0,112.000,6847.902,7169.191
81,049M,49,M,4,6,1,1,1,U,U,U,U,U,U,U,U,1,0,0,U,U,U,U,U,U,U,U,U,U,U,8,C,1,0,2,4,0,0,0,0,0,0,0,U,U,U,3,U,U,U,1,1,2,1,0,0,35,0,0,0,0,0,0,16.286,995.741,1034.174
