PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,VEHNO,OCCFORMS,VEHROLE,TOWAWAY,MODELYR,MAKE,MODEL,BODYTYPE,TOWHITCH,CABCONF,SEATCAP,DROMEDRY,AXLESP,AXLEST1,AXLEST2,AXLEST3,BRAKETY,GVWR,VEHSEQ1,VEHSEQ2,VEHSEQ3,VEHSEQ4,OBJCONT1,OBJCONT2,OBJCONT3,OBJCONT4,DOF1,DOF2,DOF3,DOF4,GAD1,GAD2,GAD3,GAD4,SHL1,SHL2,SHL3,SHL4,SVL1,SVL2,SVL3,SVL4,TDD1,TDD2,TDD3,TDD4,EXTENT1,EXTENT2,EXTENT3,EXTENT4,ACCSEQ1,ACCSEQ2,ACCSEQ3,ACCSEQ4,VIN,REGISTRA,SPECUSE,ODOMETER,PCINTEG,PCINTRU,MAGINTRU,FIRE,IMPTYPE,OTHROLE,ROLLOVER,JACKNIFE,SAFETYB,HAZCARGO,CURBWGT,CARGOWGT,SOURCWGT,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,TRAVELSP,VEHRF1,VEHRF2,VEHRF3,DRIVE,VAIS,OTVEHWGT,OTBDYTYP,SHORT,VINJSER,VINJURED,VINLNGTH,VTREAT,PSUWGT,NATWGT,RATWGT,WHEELSHT,WHEELLNG
55,075V,75,V,3,6,2,1,2,1,75,12,9,2,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,5T10Y16640,1,0,U,U,U,U,0,3,1,0,0,0,0,26,0,0,3,20,-10,-17,259,,,,,,,,,10,0,0,0,1,1,19,3,0,0,1,11,4,9.875,391.168,382.930,94.5,94.8
55,076Z,76,Z,3,6,1,1,1,1,70,18,2,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,N,98,1,0,0,N,6,216.000,8556.191,8688.906,N,N
55,076Z,76,Z,3,6,2,3,2,1,82,20,15,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,0,N,98,1,0,0,N,6,216.000,8556.191,8688.906,N,N
55,077M,77,M,3,6,1,1,1,1,81,84,81,71,0,4,40,1,2,8,8,8,2,3,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1HTAA18E1B,1,0,U,U,U,U,0,1,3,0,0,0,0,U,U,U,6,U,U,U,U,,,,,,,,,15,0,0,0,8,0,32,2,0,0,0,17,6,9.096,360.299,374.206,U,U
55,077M,77,M,3,6,2,2,2,1,78,7,6,2,0,0,5,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,NL29D8B101,1,0,U,U,U,U,0,4,1,0,0,0,0,32,0,0,6,U,U,U,U,,,,,,,,,0,0,0,0,1,0,U,71,0,0,0,13,6,9.096,360.299,374.206,108.7,112.7
55,078T,78,T,3,6,1,1,1,2,76,21,5,2,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,Z,,,,E,,,,W,,,,01,,,,1,,,,3Z57S6M703,1,0,86,1,1,0,0,1,2,0,0,0,0,48,0,0,1,10,-10,-2,244,191,1,3,5,7,19,15,0,35,0,0,0,1,7,40,4,0,0,1,13,U,9.096,360.299,364.014,122.0,U
55,078T,78,T,3,6,2,2,2,2,72,9,3,4,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,10,,,,L,,,,F,,,,E,,,,W,,,,03,,,,1,,,,PH41K2F141,1,0,100,1,1,0,0,2,1,0,0,0,0,40,0,0,1,12,-4,11,59,170,0,0,0,0,5,21,159,5,0,0,0,1,7,48,2,0,0,1,13,U,9.096,360.299,364.014,120.0,U
55,079V,79,V,3,6,1,1,1,2,73,43,31,1,0,0,2,0,0,0,0,0,0,0,1,,,,2,,,,1,,,,F,,,,Y,,,,E,,,,W,,,,01,,,,1,,,,GAN5UD1359,1,0,97,1,1,0,0,1,2,0,0,0,0,15,0,0,1,15,-14,-5,255,127,22,28,18,13,10,0,0,25,0,0,0,1,0,22,2,0,0,0,12,6,15.917,630.524,617.244,U,U
55,079V,79,V,3,6,2,1,2,1,78,49,32,2,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,10,,,,L,,,,B,,,,E,,,,W,,,,03,,,,1,,,,TE51661555,1,0,70,1,1,0,0,2,1,0,0,0,0,22,0,0,1,18,-6,17,96,150,23,25,18,13,3,0,-132,7,0,0,0,1,1,15,1,0,0,1,10,4,15.917,630.524,617.244,93.3,U
55,080P,80,P,3,6,1,1,1,2,73,20,73,50,0,4,30,0,0,0,0,0,0,0,1,2,,,33,32,,,12,1,,,F,R,,,Y,B,,,E,E,,,W,S,,,02,02,,,1,2,,,CCY243F415,1,0,48,1,1,0,0,1,6,0,0,0,0,43,0,0,1,35,-35,0,986,183,36,57,43,18,4,0,0,55,0,0,0,8,7,998,98,0,0,1,13,U,3.791,150.179,132.399,U,U
55,081T,81,T,3,6,1,1,1,2,79,49,33,3,0,0,4,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,Y,,,,E,,,,W,,,,02,,,,1,,,,RA42232525,1,0,28,1,1,0,0,1,2,0,0,0,0,25,0,0,3,22,-22,0,182,117,15,20,27,22,5,0,0,25,0,0,0,1,1,51,2,0,0,1,10,3,4.333,171.633,173.403,98.4,U
55,081T,81,T,3,6,2,2,2,1,77,19,5,2,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,6L47S7Q333,1,0,26,1,1,0,0,3,1,0,0,0,0,51,0,0,3,11,8,-8,210,,,,,,,,,2,0,0,0,2,0,25,3,0,0,0,13,6,4.333,171.633,173.403,126.3,U
55,082W,82,W,3,6,1,4,1,2,80,42,31,4,0,0,5,0,0,0,0,0,0,0,1,,,,70,,,,12,,,,F,,,,Y,,,,E,,,,W,,,,01,,,,1,,,,1231231019,1,0,63,1,1,0,0,1,6,0,0,0,0,31,0,0,6,U,U,U,U,,,,,,,,,55,0,0,0,1,0,998,98,0,0,0,14,6,15.165,600.716,555.809,110.0,U
55,083M,83,M,3,6,1,2,1,1,76,23,81,71,0,4,44,1,2,8,8,8,2,4,1,,,,2,,,,1,,,,R,,,,B,,,,L,,,,S,,,,01,,,,1,,,,TCE676V596,1,0,U,1,1,0,0,3,2,0,0,0,0,U,18,2,6,U,U,U,U,,,,,,,,,5,0,0,0,8,0,24,2,0,0,0,13,6,2.239,88.674,92.097,U,U
55,083M,83,M,3,6,2,1,1,1,76,34,31,2,0,0,5,0,0,0,0,0,0,0,1,,,,1,,,,7,,,,L,,,,F,,,,L,,,,S,,,,01,,,,1,,,,TCE676V596,1,0,U,1,1,0,0,2,2,0,0,0,0,24,0,0,6,U,U,U,U,,,,,,,,,5,0,0,0,1,0,U,71,0,0,0,13,6,2.239,88.674,92.097,U,U
55,084M,84,M,3,6,1,1,1,1,77,23,81,75,0,4,32,1,3,2,8,8,1,6,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,2,0,U,U,U,U,0,1,2,0,1,0,0,212,0,0,6,U,U,U,U,,,,,,,,,25,3,0,0,8,0,51,6,0,0,0,0,6,2.239,88.674,92.097,U,U
55,084M,84,M,3,6,2,1,2,1,76,21,2,6,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,10,,,,L,,,,B,,,,E,,,,W,,,,02,,,,1,,,,3Q35T6X185,1,0,87,1,1,0,0,2,1,0,0,0,0,51,0,0,6,U,U,U,U,,,,,,,,,20,0,0,0,1,0,212,75,0,0,0,13,6,2.239,88.674,92.097,116.0,U
55,085V,85,V,3,6,1,3,1,2,79,12,4,2,0,0,5,0,0,0,0,0,0,0,1,,,,2,,,,2,,,,F,,,,D,,,,E,,,,S,,,,01,,,,1,,,,9G87F26204,1,0,54,1,1,0,0,1,2,0,0,0,0,40,0,0,7,U,U,U,U,,,,,,,,,10,0,0,0,1,2,38,4,0,0,1,11,4,3.917,155.180,151.912,113.9,U
55,085V,85,V,3,6,2,1,2,2,69,20,2,4,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,164699S108,1,0,101,1,1,0,0,2,1,0,0,0,0,38,0,0,7,U,U,U,U,,,,,,,,,5,0,0,0,1,0,40,2,0,0,0,13,6,3.917,155.180,151.912,119.0,U
55,086N,86,N,3,6,1,1,1,2,75,20,73,50,0,4,30,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,D,,,,E,,,,W,,,,01,,,,1,,,,CKY145F301,1,0,89,1,1,0,0,1,2,0,0,0,0,39,0,0,3,23,-22,4,346,180,28,4,3,3,4,23,0,45,0,0,0,8,2,43,2,0,0,1,13,4,4.250,168.351,374.611,U,U
55,086N,86,N,3,6,2,1,2,2,76,12,10,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,6G21H14990,2,0,U,U,U,U,0,3,1,0,0,0,0,43,0,0,3,20,-4,-20,343,U,U,U,U,U,U,U,U,65,0,0,0,1,6,39,50,0,1,1,11,1,4.250,168.351,374.611,114.0,U
55,087T,87,T,3,6,1,1,1,2,75,20,10,2,0,0,6,0,0,0,0,0,0,0,3,5,1,4,54,54,43,69,1,U,U,U,F,9,9,9,D,9,9,9,E,9,9,9,W,9,9,9,01,99,99,99,3,5,1,4,1H57U5D442,1,0,48,1,1,0,0,1,6,0,0,0,0,40,U,U,7,U,U,U,U,,,,,,,,,35,U,U,U,1,7,998,98,0,0,1,13,3,4.857,192.401,194.385,116.0,U
55,088W,88,W,3,6,1,1,1,2,78,35,33,2,0,0,4,0,0,0,0,0,0,0,1,2,,,2,2,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,HLB2102707,1,0,U,U,U,U,0,3,3,0,0,0,0,20,0,0,7,U,U,U,U,,,,,,,,,30,0,0,0,1,0,24,3,0,0,0,12,6,17.000,673.404,623.063,92.1,U
55,088W,88,W,3,6,2,1,2,1,74,12,9,3,0,0,4,0,0,0,0,0,0,0,1,2,,,1,1,,,6,5,,,B,R,,,R,Z,,,E,E,,,E,S,,,01,02,,,1,2,,,4T11Y15698,1,0,80,1,1,0,0,4,2,0,0,0,0,24,0,0,7,U,U,U,U,,,,,,,,,35,0,0,0,1,0,20,2,0,0,0,11,6,17.000,673.404,623.063,94.2,U
55,089Z,89,Z,3,6,1,1,1,1,79,18,3,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,N,98,1,0,0,N,6,186.000,7367.828,7482.113,N,N
55,089Z,89,Z,3,6,2,3,2,1,76,22,10,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,N,98,1,0,0,N,6,186.000,7367.828,7482.113,N,N
55,090M,90,M,3,6,1,1,1,1,76,20,81,72,0,4,32,1,3,8,8,8,2,5,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,CCE666V126,1,0,U,U,U,U,0,1,2,0,0,0,0,U,U,U,6,U,U,U,U,,,,,,,,,10,0,0,0,8,0,U,40,0,0,0,13,6,6.524,258.440,268.415,U,U
55,090M,90,M,3,6,2,1,2,1,78,7,74,40,0,8,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,B36BF8X131,1,0,U,U,U,U,0,3,1,0,0,0,0,U,U,U,6,U,U,U,U,,,,,,,,,10,0,0,0,8,0,U,72,0,0,0,13,6,6.524,258.440,268.415,U,U
55,091R,91,R,3,6,1,3,1,2,71,20,1,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,133371R190,1,0,U,U,U,U,0,1,2,0,0,0,0,33,U,U,8,U,U,U,U,,,,,,,,,5,0,0,0,1,0,31,56,0,0,0,13,6,22.835,904.540,697.794,112.0,116.0
55,091R,91,R,3,6,2,1,2,2,83,20,77,56,0,4,5,0,0,0,0,0,0,0,1,,,,1,,,,10,,,,L,,,,Y,,,,E,,,,W,,,,02,,,,1,,,,1G8CT18BXD,1,0,3,0,0,0,0,2,1,0,0,0,0,31,0,0,8,U,U,U,U,,,,,,,,,45,0,0,0,8,0,33,2,0,0,0,17,6,22.835,904.540,697.794,U,U
55,092T,92,T,3,6,1,2,1,2,76,30,32,2,0,0,4,0,0,0,0,0,0,0,1,,,,66,,,,0,,,,T,,,,D,,,,D,,,,O,,,,03,,,,1,,,,1162081170,2,0,55,1,7,2,0,5,6,2,0,0,0,20,0,0,7,U,U,U,U,,,,,,,,,45,0,0,0,1,7,998,98,0,0,1,10,U,6.524,258.440,261.105,94.5,95.3
55,093P,93,P,3,6,1,1,1,1,67,12,73,50,0,4,30,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,F10YCB5116,1,0,U,U,U,U,0,1,2,0,0,0,0,U,0,0,3,18,-15,-10,549,,,,,,,,,35,0,0,0,8,0,18,1,0,0,0,11,6,3.875,153.496,135.323,U,U
55,093P,93,P,3,6,2,3,2,2,76,50,31,1,0,0,2,0,0,0,0,0,0,0,1,,,,1,,,,10,,,,L,,,,Y,,,,A,,,,W,,,,05,,,,1,,,,9999999999,1,0,58,1,1,0,0,2,1,0,0,0,0,18,0,0,3,42,-28,32,619,122,0,24,38,56,64,36,97,15,0,0,0,1,2,U,50,0,0,3,0,3,3.875,153.496,135.323,U,U
55,094V,94,V,3,6,1,1,1,2,74,12,9,3,0,0,4,0,0,0,0,0,0,0,1,2,,,47,66,,,2,0,,,R,T,,,F,Y,,,W,D,,,W,O,,,02,03,,,1,2,,,4T10X28662,1,0,68,1,7,2,0,3,6,1,0,0,0,24,0,0,7,U,U,U,U,,,,,,,,,25,0,0,0,1,1,998,98,0,0,1,11,4,7.750,306.993,300.527,94.2,U
55,095W,95,W,3,6,1,1,1,2,82,18,2,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,R,,,,E,,,,E,,,,06,,,,1,,,,1G4AP6948C,1,0,12,1,1,0,0,1,3,0,0,0,0,37,0,0,7,U,U,U,U,,,,,,,,,18,U,U,U,1,0,34,2,0,0,0,17,6,15.500,613.986,568.087,U,U
55,095W,95,W,3,6,2,0,2,3,75,20,8,2,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,6,,,,B,,,,L,,,,E,,,,E,,,,04,,,,1,,,,1X17D5W125,1,0,131,1,1,0,0,4,1,0,0,0,0,34,0,0,7,U,U,U,U,,,,,,,,,0,U,U,U,1,0,37,4,0,0,0,13,,15.500,613.986,568.087,111.0,U
55,096M,96,M,3,6,1,1,1,2,78,84,83,75,0,1,42,1,3,2,8,8,1,6,2,1,,,66,52,,,0,12,,,T,F,,,Z,Z,,,L,L,,,O,W,,,05,05,,,2,1,,,E2327HGA20,2,0,604,6,7,3,0,5,6,1,1,0,0,U,U,U,6,U,U,U,U,,,,,,,,,55,4,0,0,8,7,998,98,0,0,1,13,U,2.524,99.992,103.851,U,U
55,097T,97,T,3,6,1,1,1,2,82,20,73,50,2,4,30,0,0,0,0,0,0,0,1,,,,52,,,,0,,,,R,,,,D,,,,A,,,,O,,,,02,,,,1,,,,1GCCC14D8C,2,0,14,1,6,2,0,3,6,1,1,0,0,35,4,2,7,U,U,U,U,,,,,,,,,60,0,0,0,8,1,998,98,0,0,1,17,3,2.524,99.992,101.023,U,U
55,098W,98,W,3,6,1,1,1,2,74,12,9,3,0,0,4,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,Z,,,,E,,,,W,,,,02,,,,1,,,,4X10X15106,1,0,75,1,1,0,0,1,2,0,0,0,0,24,0,0,1,18,-18,-3,211,160,0,0,6,11,18,32,0,55,0,0,0,1,1,21,3,0,0,1,11,6,8.835,349.972,323.809,94.2,U
55,098W,98,W,3,6,2,1,2,2,81,12,13,3,0,0,4,0,0,0,0,0,0,0,1,2,,,1,31,,,8,12,,,L,F,,,P,L,,,E,E,,,W,E,,,03,01,,,1,2,,,1FABP0527B,1,0,43,3,4,3,0,2,1,0,0,0,0,21,0,0,1,20,7,18,88,229,0,8,24,11,4,0,-5,10,0,0,0,2,1,24,3,0,0,1,17,6,8.835,349.972,323.809,U,U
55,099B,99,B,3,6,1,1,1,1,74,49,33,3,0,0,4,0,0,0,0,0,0,0,1,,,,81,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,RA21176227,1,0,U,U,U,U,0,3,7,0,0,0,0,24,0,0,6,U,U,U,U,,,,,,,,,35,U,U,U,1,0,998,98,0,0,0,10,6,3.209,127.105,149.502,95.5,U
55,100T,100,T,3,6,1,2,1,2,74,6,10,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,CH43T4C132,1,0,104,1,1,0,0,1,2,0,0,0,0,47,0,0,3,10,-9,3,189,U,U,U,U,U,U,U,U,40,0,0,0,1,0,17,3,0,0,0,13,6,3.667,145.263,146.761,124.0,U
55,100T,100,T,3,6,2,2,2,2,75,37,31,3,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,2,,,,R,,,,Y,,,,E,,,,W,,,,03,,,,1,,,,SBC3351704,1,0,0,1,3,3,0,3,1,0,0,0,0,17,0,0,3,25,-9,-23,123,218,0,14,25,20,4,0,9,30,0,0,0,1,1,47,4,0,0,2,10,4,3.667,145.263,146.761,86.6,U
55,101W,101,W,3,6,1,2,1,2,80,20,13,5,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1B689AA268,1,0,U,U,U,U,0,1,2,0,0,0,0,21,U,U,3,8,-8,1,46,U,U,U,U,U,U,U,U,10,0,0,0,1,7,33,2,0,0,1,13,U,12.835,508.420,470.412,94.3,97.3
55,101W,101,W,3,6,2,1,2,1,79,21,1,2,0,0,5,0,0,0,0,0,0,0,1,,,,1,,,,2,,,,R,,,,Z,,,,E,,,,W,,,,02,,,,1,,,,3M47F92411,2,0,70,1,1,0,0,3,1,0,0,0,0,33,0,0,3,6,-3,-5,31,140,0,3,9,12,4,0,-164,10,0,0,0,1,0,21,5,0,0,0,13,6,12.835,508.420,470.412,108.1,U
55,102G,102,G,3,6,1,1,1,1,78,37,65,20,0,0,2,0,0,0,0,0,0,0,1,2,,,2,66,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,CB550K2101,1,0,17,0,0,0,0,1,2,0,0,0,0,U,0,0,6,U,U,U,U,,,,,,,,,20,0,0,0,8,7,38,2,0,0,1,13,6,2.167,85.826,80.403,U,U
55,102G,102,G,3,6,2,1,2,1,78,20,2,2,0,0,5,0,0,0,0,0,0,0,1,2,,,1,96,,,2,0,,,R,T,,,B,B,,,E,Z,,,W,W,,,02,01,,,1,2,,,1N47L8J213,1,0,56,1,1,0,0,3,8,0,0,0,0,38,0,0,6,U,U,U,U,,,,,,,,,10,0,0,0,1,0,U,20,0,0,0,13,6,2.167,85.826,80.403,116.0,U
55,103P,103,P,3,6,1,1,1,1,69,12,73,53,0,4,53,0,0,0,0,0,0,0,1,,,,2,,,,10,,,,F,,,,D,,,,E,,,,W,,,,01,,,,1,,,,F35YEF9542,1,0,77,1,1,0,0,1,2,0,0,0,0,U,U,U,1,25,-16,19,1145,198,U,U,U,U,U,U,0,5,0,0,0,8,0,33,2,0,0,0,11,6,1.625,64.369,56.749,U,U
55,103P,103,P,3,6,2,1,2,2,79,21,1,2,0,0,5,0,0,0,0,0,0,0,1,2,,,1,52,,,1,0,,,R,F,,,D,Y,,,E,L,,,W,W,,,03,01,,,1,2,,,3R47F9D466,1,0,37,1,3,2,0,3,1,0,0,0,0,33,0,0,1,43,-33,-27,1526,356,U,U,U,U,U,U,61,35,0,0,0,1,2,U,53,0,0,1,13,3,1.625,64.369,56.749,108.1,U
55,104T,104,T,3,6,1,1,1,2,80,22,15,5,0,0,5,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,D,,,,E,,,,W,,,,01,,,,1,,,,2Y687A6154,1,0,8,1,1,0,0,1,3,0,0,0,0,26,0,0,1,28,-28,0,437,157,27,27,24,20,18,14,0,40,0,0,0,2,1,43,2,0,0,1,13,3,1.857,73.565,74.324,104.9,U
55,104T,104,T,3,6,2,1,2,2,78,19,3,2,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,6,,,,B,,,,Z,,,,E,,,,W,,,,01,,,,1,,,,6D47S8E626,1,0,59,1,1,0,0,4,1,0,0,0,0,43,0,0,1,18,18,0,185,178,3,4,8,11,14,18,0,0,0,0,0,1,1,26,5,0,0,1,13,4,1.857,73.565,74.324,121.5,U
55,105M,105,M,3,6,1,1,1,1,81,82,83,75,0,3,40,1,3,2,8,8,1,6,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1FUEYSYB9B,2,0,U,U,U,U,0,3,2,0,1,1,U,U,300,2,6,U,U,U,U,,,,,,,,,58,0,0,0,8,0,34,4,0,0,0,17,6,6.071,240.501,249.784,U,U
55,105M,105,M,3,6,2,1,1,1,76,12,11,4,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,6E81L19843,2,0,U,U,U,U,0,2,2,0,0,0,0,34,U,U,6,U,U,U,U,,,,,,,,,55,0,0,0,1,0,U,75,0,0,0,11,6,6.071,240.501,249.784,109.9,U
55,106T,106,T,3,6,1,1,1,1,74,20,1,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,Z,,,,E,,,,W,,,,01,,,,1,,,,1L69H45168,1,0,37,1,1,0,0,1,3,0,0,0,0,43,0,0,1,13,13,0,160,,,,,,,,,25,0,0,0,1,7,42,4,0,0,1,13,4,6.071,240.501,242.981,U,U
55,106T,106,T,3,6,2,1,2,1,72,20,1,4,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,6,,,,B,,,,Y,,,,E,,,,W,,,,01,,,,1,,,,1N69R2T247,1,0,118,1,1,0,0,4,1,0,0,0,0,42,0,0,1,13,-13,0,99,,,,,,,,,5,0,0,0,1,0,43,4,0,0,0,13,6,6.071,240.501,242.981,121.5,125.0
55,107Z,107,Z,3,6,1,1,1,1,80,37,33,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,N,98,1,0,0,N,6,210.000,8318.520,8447.547,N,N
55,107Z,107,Z,3,6,2,1,2,1,81,35,35,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,N,98,1,0,0,N,6,210.000,8318.520,8447.547,N,N
55,108F,108,F,3,6,1,1,1,2,78,67,63,20,0,0,2,0,0,0,0,0,0,0,1,2,,,2,66,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2A6021282,1,0,12,0,0,0,0,1,3,0,0,0,0,2,0,0,6,U,U,U,U,,,,,,,,,25,1,0,0,8,1,28,3,0,0,1,9,3,3.416,135.324,129.931,U,U
55,108F,108,F,3,6,2,1,2,1,80,22,12,3,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,2M07A97523,1,0,U,U,U,U,0,3,1,0,0,0,0,28,U,U,6,U,U,U,U,,,,,,,,,10,0,0,0,1,0,2,20,0,0,0,13,6,3.416,135.324,129.931,U,U
55,109P,109,P,3,6,1,1,1,2,72,3,75,41,0,8,40,0,0,0,0,0,0,0,1,,,,31,,,,12,,,,F,,,,C,,,,E,,,,W,,,,02,,,,1,,,,9999999999,1,0,37,1,1,0,0,1,6,0,0,0,0,U,0,0,6,U,U,U,U,,,,,,,,,U,0,0,0,8,1,998,98,0,0,1,0,4,3.416,135.324,119.303,U,U
55,110T,110,T,3,6,1,1,1,2,78,22,10,2,0,0,5,0,0,0,0,0,0,0,1,,,,40,,,,12,,,,F,,,,C,,,,E,,,,N,,,,03,,,,1,,,,2H37W8A229,1,0,52,1,1,0,0,1,6,0,0,0,0,33,0,0,4,46,-46,0,386,168,0,10,25,64,31,0,0,40,0,0,0,1,2,998,98,0,0,1,13,4,3.904,154.657,156.251,108.1,U
55,111D,111,D,3,6,1,5,1,1,78,2,2,12,0,0,4,0,0,0,0,0,0,0,1,,,,81,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,J8F93EH106,1,0,U,U,U,U,0,1,7,0,0,0,0,28,0,0,6,U,U,U,U,,,,,,,,,5,0,0,0,U,0,998,98,0,0,0,13,6,4.200,166.370,137.371,U,U
55,112P,112,P,3,6,1,1,1,2,78,12,73,50,0,4,30,0,0,0,0,0,0,0,2,1,,,54,66,,,12,U,,,F,9,,,D,9,,,E,9,,,W,9,,,02,99,,,2,1,,,F10BNAE551,1,0,120,1,1,0,0,1,6,0,0,0,0,37,5,2,1,30,-30,0,628,188,42,11,10,15,22,30,0,40,0,0,0,8,1,998,98,0,0,1,11,4,2.625,103.981,91.671,U,U
55,113T,113,T,3,6,1,2,1,2,74,7,1,2,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,L,,,,E,,,,W,,,,01,,,,1,,,,LL29C4G195,1,0,63,1,1,0,0,1,2,0,0,0,0,31,0,0,1,16,-16,-3,128,165,20,10,1,0,0,0,0,15,0,0,0,1,0,21,4,0,0,0,13,6,3.000,118.836,120.061,108.0,U
55,113T,113,T,3,6,2,2,2,2,80,49,32,4,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,11,,,,L,,,,D,,,,E,,,,W,,,,03,,,,1,,,,TE72066525,1,0,50,1,4,2,0,2,1,0,0,0,0,21,0,0,1,23,-22,8,371,411,0,5,27,17,9,0,-13,40,0,0,0,1,2,31,2,0,0,2,10,4,3.000,118.836,120.061,94.5,U
55,115P,115,P,3,6,1,1,1,2,77,49,31,4,0,0,4,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,Y,,,,E,,,,W,,,,02,,,,1,,,,RT10505823,1,0,64,1,1,0,0,1,3,0,0,0,0,26,0,0,1,22,-22,0,167,150,15,20,18,10,0,0,0,U,0,0,0,1,1,24,50,0,0,1,11,6,4.959,196.426,173.170,98.4,U
