PSUWGT,NATWGT,RATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKING,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,DRUGS,OBSTEST,SPECTEST,OBSNARC,SPECNARC,OBSDEPR,SPECDEPR,OBSSTIM,SPECSTIM,OBSHLUC,SPECHLUC,OBSCNAB,SPECCNAB,OBSPCP,SPECPCP,OBSINHL,SPECINHL,OBSOTH,SPECOTH
1.483,160.47886667,173.7759929,76,0,96D,96,D,4,2,85,12,474,21,1FDDE14D4F,1,0,8,E,45,97,32,0,2,2,37,2,0,0,0,0,0,0,180,180,4,U,U,U,U,0,1,17,0,0,8,0,U,31,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1.000,108.188,141.27976758,76,1,98A,98,A,4,1,91,35,43,2,1N4EB32A1M,1,55,0,C,50,U,64,1,3,3,23,U,0,1,0,0,0,0,347,274,4,U,U,U,U,0,1,17,3,3,2,1,N,64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,141.27976758,76,,98A,98,A,4,2,77,84,883,64,E2327GGA00,1,50,0,C,50,3,65,,,,,,,,,,,,,,,,,,,,,13,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.500,162.282,307.97898922,76,0,99F,99,F,4,1,85,35,477,30,JN6ND06Y4F,1,35,0,C,35,98,6,1,5,5,27,U,1,0,0,1,0,0,997,997,4,U,U,U,U,0,1,17,0,4,8,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.500,162.282,307.97898922,76,0,100F,100,F,4,1,86,12,471,14,1FMDU15Y6G,1,U,0,C,55,4,20,1,5,5,45,0,0,0,0,0,U,0,180,180,6,U,U,U,U,0,2,17,0,5,8,4,U,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.500,162.282,307.97898922,76,0,100F,100,F,4,2,78,12,473,31,F15GRCF100,1,0,0,C,55,1,21,1,3,3,U,U,0,0,0,0,U,U,180,180,6,U,U,U,U,0,0,11,0,3,8,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.500,162.282,307.97898922,76,0,100F,100,F,4,3,77,20,2,4,1L69U7C100,0,0,0,C,55,1,98,1,1,0,38,1,0,0,0,0,0,1,180,180,3,14,14,0,384,4,2,13,N,N,1,N,U,31,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.500,162.282,307.97898922,76,0,101F,101,F,4,1,72,35,33,3,LB11091900,1,25,0,C,25,2,86,1,2,2,16,0,0,0,0,0,0,0,90,180,6,U,U,U,U,0,1,11,0,2,1,4,36,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.500,162.282,307.97898922,76,0,101F,101,F,4,2,79,21,2,4,3N69N9X100,0,25,0,C,25,2,87,1,3,0,36,0,0,0,0,0,0,0,180,90,6,U,U,U,U,0,2,13,N,N,1,N,16,3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,125.15500372,76,0,102B,102,B,4,1,86,20,471,14,1G8EK18HXG,1,U,0,D,55,U,98,1,1,1,45,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,1,1,8,1,998,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,205.31932615,76,0,103F,103,F,4,1,82,20,13,5,1G1AJ68C4E,1,73,0,C,55,6,1,1,4,4,21,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,2,17,0,4,1,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,152.32276911,76,0,104H,104,H,4,1,84,20,470,14,1G8CT18B7E,1,53,0,C,50,1,13,1,3,3,33,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,8,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,125.15500372,76,0,105B,105,B,4,1,86,19,3,4,1G6CD6988G,1,50,1,17,45,1,1,1,1,1,33,1,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,1,1,2,1,998,98,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,117.15235477,76,0,106D,106,D,4,1,86,12,477,30,1FTBR10A6G,1,55,1,11,55,7,50,1,1,1,27,0,0,1,0,0,0,0,82,261,1,29,-29,0,786,1,1,17,1,1,8,3,29,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,117.15235477,76,1,106D,106,D,4,2,91,18,7,4,3G4AH54N6M,1,60,0,C,55,6,51,1,2,2,29,1,0,1,0,0,0,0,261,82,1,26,-26,0,824,1,1,17,0,2,2,3,27,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,117.15235477,76,0,107D,107,D,4,1,76,12,473,31,F35MRC0200,1,50,0,C,45,6,2,1,3,3,45,U,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,11,0,3,8,3,998,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.000,432.752,389.92950689,76,0,108G,108,G,4,1,88,21,1,2,1G3GR11Y3J,1,55,0,C,45,U,6,1,1,1,32,0,0,0,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,1,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.470,267.22436,250.17510357,76,0,109C,109,C,4,1,88,7,17,3,1B3BS44K2J,1,40,1,34,25,U,2,1,2,2,25,U,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,1,2,2,3,998,98,3,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
1.642,177.62502545,231.95569113,76,1,110A,110,A,4,1,88,12,15,4,2FAPP36X1J,1,45,0,C,35,6,1,1,2,2,26,U,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,1,2,U,1,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.642,177.62502545,205.48176065,76,0,111B,111,B,4,1,78,49,33,2,RA42071900,1,55,0,C,55,1,1,1,1,1,24,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,10,1,1,1,1,998,98,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.010,325.64588,352.62858784,76,0,112D,112,D,4,1,80,12,12,4,0K92D12400,1,55,0,C,0,4,7,1,3,3,27,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,2,11,0,3,1,3,998,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,117.15235477,76,0,114D,114,D,4,1,81,20,13,5,1G1AB689XB,1,55,1,17,55,7,7,1,1,1,20,1,0,1,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,3,998,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,117.15235477,76,0,115D,115,D,4,1,86,20,10,2,1G1GZ37G7G,1,40,1,34,45,U,2,1,1,1,32,U,0,0,0,0,0,0,998,998,1,20,-18,-10,574,1,1,17,0,1,1,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.250,351.611,667.28780998,76,0,116F,116,F,4,1,69,30,472,20,229096690,1,30,0,C,25,1,11,1,1,1,29,0,0,1,0,0,1,0,10,0,6,U,U,U,U,0,1,9,0,1,8,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.500,703.222,633.63544869,76,1,117G,117,G,4,1,91,20,19,2,1G1LV13G9M,1,60,0,C,35,3,2,1,2,2,26,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,0,17,0,0,2,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,117.15235477,76,0,118D,118,D,4,1,81,35,477,30,JN6MD06H00,1,5,0,C,35,1,68,1,2,2,27,U,0,0,0,0,U,0,160,0,3,19,-18,-5,383,4,0,16,0,0,8,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,117.15235477,76,0,118D,118,D,4,2,84,12,473,31,1FTDF15F9E,1,35,0,C,35,1,69,1,3,3,35,U,0,0,0,0,U,0,0,160,3,15,-15,1,396,4,1,17,0,3,8,4,27,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.286,355.47485714,498.17831237,76,0,119E,119,E,4,1,91,20,473,31,2GCEK19K0M,0,0,0,C,45,1,21,1,2,0,U,0,0,1,0,0,0,U,0,0,3,8,8,0,166,4,0,17,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.286,355.47485714,498.17831237,76,0,119E,119,E,4,2,87,12,3,1,1FABP44AXH,1,40,0,C,45,8,20,1,3,3,29,0,0,1,0,0,4,0,0,0,3,12,-12,0,90,4,1,17,0,3,1,4,U,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,117.15235477,76,0,120K,120,K,4,1,80,35,36,6,WHLA101200,1,40,1,29,45,1,50,1,3,3,26,0,0,1,0,0,0,0,80,283,1,18,-17,-3,520,4,1,12,0,3,1,3,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,117.15235477,76,0,120K,120,K,4,2,80,12,4,2,0C87F14900,1,37,0,C,45,9,51,1,3,3,33,U,0,1,0,0,0,0,283,80,1,14,-14,2,91,4,1,11,0,2,1,3,26,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,205.31932615,76,0,121F,121,F,4,1,82,20,473,31,1GCGK24M2C,1,65,1,C,35,1,6,1,1,1,45,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,8,6,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,97.482376722,76,0,122G,122,G,4,1,78,12,473,31,F25JKCF300,0,7,0,C,55,1,76,1,1,0,U,0,0,0,0,0,0,0,331,269,6,U,U,U,U,0,0,11,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,97.482376722,76,0,122G,122,G,4,2,87,20,8,4,1Y1SK5146H,1,25,0,C,55,1,77,1,1,1,22,0,0,0,0,0,0,0,269,331,6,U,U,U,U,0,2,17,0,0,1,0,U,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,152.32276911,76,0,123H,123,H,4,1,80,49,32,4,TE72048500,1,25,0,C,25,1,24,1,1,1,21,U,0,0,0,0,U,0,270,270,6,U,U,U,U,0,0,11,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,152.32276911,76,0,123H,123,H,4,2,76,20,9,2,1S87Q6N500,0,25,0,C,25,1,25,1,5,0,36,0,0,0,0,0,0,U,270,270,6,U,U,U,U,0,2,13,N,N,1,N,21,4,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,117.15235477,76,0,124K,124,K,4,1,73,7,33,2,JH23G3B200,1,57,1,D,55,U,2,1,2,2,32,U,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,13,0,2,1,3,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,117.15235477,76,0,125K,125,K,4,1,81,1,7,4,1AMCA0555B,1,U,0,C,45,1,1,1,1,1,28,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,3,998,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.000,216.376,410.63865229,76,0,126F,126,F,4,1,80,49,32,2,TE72005300,1,55,1,13,45,U,2,1,1,1,U,U,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,11,0,1,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.000,432.752,389.92950689,76,0,127G,127,G,4,1,88,12,473,31,1FTHX25H1J,1,25,0,C,25,1,1,1,2,2,U,U,0,0,0,1,0,0,997,997,5,U,U,U,U,0,0,17,0,1,8,0,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,205.31932615,76,0,128F,128,F,4,1,77,7,474,21,B21BE7X100,1,15,1,23,55,1,6,1,1,1,37,U,0,1,0,1,0,0,997,997,5,U,U,U,U,0,1,13,0,1,8,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,152.32276911,76,0,129H,129,H,4,1,80,20,1,2,1T27KAZ400,1,20,0,C,25,2,20,1,2,2,30,0,0,1,0,0,0,0,180,180,3,10,-10,0,104,4,2,13,0,2,1,0,30,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,152.32276911,76,0,129H,129,H,4,2,87,14,15,4,1MEBM37S1H,0,0,0,C,25,1,21,1,1,0,30,0,0,1,0,0,0,0,180,180,3,12,12,0,143,4,2,17,N,N,U,N,30,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,152.32276911,76,0,129H,129,H,4,3,83,12,12,4,1FABP36X6D,0,0,0,C,25,1,98,1,1,0,29,0,0,1,0,0,0,0,180,180,6,U,U,U,U,0,2,17,N,N,1,N,30,4,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,125.15500372,76,0,131B,131,B,4,1,84,19,3,4,1G6AB6987D,1,45,0,D,45,1,64,1,1,1,40,1,0,1,0,0,0,0,341,185,5,U,U,U,U,0,2,17,1,1,1,1,N,65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,125.15500372,76,,131B,131,B,4,2,84,84,881,65,2HSVDJXR1E,0,45,0,C,45,9,65,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,101.28546703,76,1,132J,132,J,4,1,87,22,18,4,1G2NV54L2H,1,55,0,C,55,U,2,1,3,3,26,U,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,3,2,3,998,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.000,4002.956,5635.9424571,76,0,133H,133,H,4,1,72,1,6,2,A2E797E300,1,38,0,C,35,1,1,1,2,2,32,0,0,1,7,0,0,0,998,998,5,U,U,U,U,0,2,13,0,2,1,0,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,101.28546703,76,1,134J,134,J,4,1,91,12,15,4,1FAPP36X1M,1,15,0,C,45,1,68,1,1,1,26,U,0,1,0,0,1,0,75,289,1,22,-19,-11,313,1,1,17,0,1,U,4,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,101.28546703,76,0,134J,134,J,4,2,80,21,15,4,3E695AW100,1,40,0,C,45,1,69,1,3,3,25,U,0,1,0,0,4,0,289,75,1,21,-21,4,652,1,1,13,0,2,2,3,26,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,151.61948638,76,0,135E,135,E,4,1,90,20,477,30,1GCCT14Z4L,1,50,0,C,50,7,28,1,2,2,31,0,0,1,0,0,0,0,180,180,6,U,U,U,U,0,2,17,0,2,8,4,47,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,151.61948638,76,0,135E,135,E,4,2,80,20,473,31,CKX24AF300,1,5,0,C,50,1,29,1,1,1,47,0,0,1,0,0,0,0,180,180,6,U,U,U,U,0,2,13,0,1,8,4,31,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,151.61948638,76,1,136E,136,E,4,1,91,20,34,5,2C1MR6469M,1,50,0,C,55,U,6,1,1,1,17,U,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,3,998,98,1,1,3,1,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
4.000,432.752,609.29107645,76,0,137H,137,H,4,1,86,20,473,31,1GCEK14H1G,1,U,0,C,35,7,2,1,2,2,35,0,0,0,0,1,0,0,997,997,5,U,U,U,U,0,2,17,0,1,8,0,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.125,121.7115,109.66767381,76,0,138G,138,G,4,1,91,35,477,30,1N6SD16Y2M,1,20,0,C,25,1,6,1,2,2,34,0,0,0,0,1,0,0,997,997,5,U,U,U,U,0,2,17,0,0,8,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.250,243.423,342.7262305,76,0,140H,140,H,4,1,70,20,473,31,CF14051100,1,35,0,C,45,1,64,1,3,3,39,0,0,0,0,0,0,0,345,180,5,U,U,U,U,0,2,12,0,0,8,0,U,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.250,243.423,342.7262305,76,0,140H,140,H,4,2,91,20,473,31,1GCEC14H1M,0,40,0,C,45,1,65,1,2,0,U,U,0,0,0,0,0,0,180,345,5,U,U,U,U,0,0,17,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.250,243.423,342.7262305,76,0,141H,141,H,4,1,83,12,3,3,1FABP2831D,1,55,0,C,55,U,3,1,3,3,27,U,0,1,0,2,0,0,997,997,5,U,U,U,U,0,0,17,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.333,144.25066667,273.75910153,76,0,143F,143,F,4,1,84,12,473,31,1FTEF14G7E,1,40,U,C,30,U,6,1,1,1,U,U,0,0,0,2,0,0,997,997,5,U,U,U,U,0,0,17,0,1,8,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.333,144.25066667,273.75910153,76,0,144F,144,F,4,1,85,35,477,30,JN6ND01S6F,1,34,0,C,25,3,2,1,1,1,U,0,0,0,0,2,0,0,997,997,5,U,U,U,U,0,0,17,0,1,8,3,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.333,577.00266666,812.38810193,76,0,145H,145,H,4,1,78,20,473,31,CCS3482100,1,45,0,C,45,8,13,1,1,1,38,26,1,1,0,0,0,0,998,998,4,U,U,U,U,0,2,13,0,0,8,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.610,390.55868,351.91137997,76,0,146G,146,G,4,1,89,20,16,2,1G1JC1115K,1,U,0,C,35,8,12,1,1,1,24,0,0,1,2,0,0,0,998,998,5,U,U,U,U,0,2,17,0,1,2,0,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.935,209.34378,188.62839896,76,1,147G,147,G,4,1,89,20,19,4,1G1LT5412K,1,U,1,C,50,U,2,1,1,1,28,U,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,0,998,98,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.870,418.68756,589.48911646,76,0,148H,148,H,4,1,71,12,473,31,F10YKK1000,1,25,1,C,25,3,1,1,1,1,U,U,0,0,8,0,0,0,998,998,5,U,U,U,U,0,0,11,0,1,8,0,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.870,418.68756,589.48911646,76,0,149H,149,H,4,1,78,35,33,3,HLB2103800,1,U,1,D,45,1,20,1,1,1,20,U,0,0,0,0,U,0,270,270,6,U,U,U,U,0,0,12,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.870,418.68756,589.48911646,76,0,149H,149,H,4,2,89,20,2,4,1G1BN51E7K,0,0,0,C,45,1,21,1,1,0,35,0,0,0,0,0,0,U,270,270,6,U,U,U,U,0,2,17,N,N,1,N,20,3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,151.61948638,76,0,150E,150,E,4,1,87,20,31,4,J81RG5173H,1,35,0,C,35,9,1,1,1,1,20,0,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.000,649.128,913.93661467,76,0,151H,151,H,4,1,82,49,38,2,JT2AL21D8C,1,30,0,C,35,4,7,1,2,2,19,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,17,0,0,2,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,117.15235477,76,0,152K,152,K,4,1,85,12,477,30,1FTBR10C9F,1,53,1,C,55,U,6,1,7,7,26,1,0,1,0,4,0,0,998,998,1,15,-14,5,288,1,1,17,1,7,8,3,998,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.610,390.55868,741.20276739,76,0,153F,153,F,4,1,62,20,2,2,21111L1600,1,U,0,C,U,1,1,1,1,1,35,0,0,0,0,1,0,0,997,997,5,U,U,U,U,0,0,12,0,1,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.643,177.73742857,249.08915619,76,0,154E,154,E,4,1,89,20,473,31,2GCEC14K2K,1,50,0,C,55,8,1,1,2,2,37,U,0,0,7,4,0,0,998,998,5,U,U,U,U,0,1,17,0,2,8,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.643,177.73742857,249.08915619,76,0,155E,155,E,4,1,89,35,477,30,1N6ND11S2K,1,55,1,5,55,1,6,1,1,1,32,1,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,8,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,205.31932615,76,0,156F,156,F,4,1,71,84,472,31,113108H100,1,45,0,C,45,1,83,1,2,2,37,U,0,0,0,0,0,0,197,80,4,U,U,U,U,0,1,13,0,2,8,4,N,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,205.31932615,76,,156F,156,F,4,2,89,86,881,65,1M AY04 XK,0,5,0,C,45,1,82,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,97.482376722,76,0,157G,157,G,4,1,89,12,473,31,1FTHF25M3K,1,65,0,C,55,3,2,1,3,3,40,U,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,0,8,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,152.32276911,76,0,158H,158,H,4,1,81,12,474,21,1FTDE04E00,1,60,1,C,45,U,2,1,2,2,U,U,0,1,0,2,0,0,997,997,6,U,U,U,U,0,0,16,0,0,8,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,152.32276911,76,0,159H,159,H,4,1,63,30,32,2,5633169,1,35,0,C,45,8,28,1,2,2,17,0,0,0,0,0,U,0,90,90,4,U,U,U,U,0,0,7,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,152.32276911,76,0,159H,159,H,4,2,88,20,473,31,2GCGK39N9J,0,U,0,C,45,1,29,1,1,0,50,U,0,0,0,0,0,U,90,90,4,U,U,U,U,0,2,17,N,N,8,N,17,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,205.31932615,76,0,160F,160,F,4,1,76,12,11,4,F6W81F2700,1,40,0,C,45,1,12,1,1,1,35,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,13,0,1,1,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.610,390.55868,549.8851965,76,0,161H,161,H,4,1,75,20,1,6,1C35H55R00,1,U,0,C,U,1,11,1,1,1,41,U,0,0,0,0,0,0,275,225,6,U,U,U,U,0,0,14,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,97.482376722,76,1,162G,162,G,4,1,90,18,7,4,3G4AL54N9L,1,55,0,C,55,2,12,1,2,2,28,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,2,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,97.482376722,76,0,163G,163,G,4,1,92,12,475,28,1FDKE37H8N,0,10,0,C,45,1,47,1,1,0,U,U,0,0,0,0,0,0,260,270,5,U,U,U,U,0,0,17,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,108.188,97.482376722,76,0,163G,163,G,4,2,87,30,40,4,WVWGA0163H,1,40,0,C,45,4,45,1,1,1,23,0,0,0,0,0,1,0,270,260,5,U,U,U,U,0,1,17,0,1,2,0,U,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.500,1676.914,1510.9768392,76,0,164G,164,G,4,1,72,20,1,4,1C69D2R500,1,U,0,C,35,1,86,1,1,1,33,U,0,1,0,0,0,0,187,269,1,10,-9,3,265,1,1,13,0,0,1,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.500,1676.914,1510.9768392,76,1,164G,164,G,4,2,89,49,35,4,JT2MX83E6K,1,10,0,C,40,1,87,1,1,1,34,0,0,1,0,0,0,0,269,187,1,10,-2,-10,48,1,1,17,0,0,1,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.033,111.79426667,121.05743326,76,0,165K,165,K,4,1,78,12,3,2,8F02Y18200,1,45,0,C,55,1,50,1,1,1,27,U,0,1,0,0,U,0,353,178,6,U,U,U,U,0,0,11,0,1,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.033,111.79426667,121.05743326,76,0,165K,165,K,4,2,80,12,473,31,F14GPGP200,1,53,1,45,55,7,51,1,2,2,40,1,0,1,0,4,U,0,178,353,4,U,U,U,U,0,1,11,0,2,8,3,27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
