H01,H02,H02A,H02B,H03,H05,H06,H07,H08,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
8,031L,31,L,3,2,1,2.92,421.11,1,1,2,77,111,8,1,1,42,12,F,Y,E,W,1,A,A,8,8,8,8,A,2,13,4B27C7T,2,1,16,1,1,A,1,8,2,2,2,32,0,1,8,-8,0,35,U
8,032M,32,M,3,2,1,14.60,2105.55,3,1,2,75,113,15,13,1,40,12,F,D,L,W,1,37,12,F,C,L,N,1,2,13,CCY265F,2,1,81,1,1,A,1,8,2,2,2,51,5,3,U,U,U,U,U
8,033I,33,I,3,2,1,4.83,697.10,1,1,2,72,116,12,11,1,33,11,F,L,E,E,5,33,1,R,Y,E,W,3,2,12,TKF242B,2,1,109,5,2,3,1,8,2,2,2,49,0,1,54,-47,27,3523,U
8,034M,34,M,3,2,1,7.73,1115.37,1,1,2,75,651,8,2,1,2,2,F,D,E,W,2,2,5,R,F,E,S,1,2,14,1151171,2,1,45,1,1,A,1,4,2,2,2,32,0,1,22,-22,0,344,U
8,034M,34,M,3,2,2,7.73,1115.37,2,3,2,79,115,1,2,1,1,11,L,Y,E,W,1,1,11,L,Z,E,S,1,1,13,2N69Y9P,2,1,1,1,1,A,1,5,2,2,2,38,0,1,U,U,U,U,U
8,035N,35,N,3,2,1,38.67,5576.83,1,1,1,77,122,5,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,036I,36,I,3,2,1,6.63,955.43,1,1,2,73,121,12,11,1,33,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,1,8,2,2,2,U,0,1,U,U,U,U,U
8,037L,37,L,3,2,1,2.12,305.74,3,1,2,73,134,8,1,1,34,12,F,Z,E,N,2,34,0,T,Z,H,W,6,1,13,VL29C3B,2,1,73,1,1,A,1,8,2,2,2,30,0,1,30,-30,0,534,U
8,038L,38,L,3,2,1,2.12,305.74,4,3,2,73,112,20,9,1,2,U,9,9,9,9,U,44,U,9,9,9,9,U,2,U,9999999,2,1,U,U,U,U,1,6,2,2,2,U,0,1,U,U,U,U,U
8,038L,38,L,3,2,2,2.12,305.74,1,1,2,76,113,18,1,1,1,11,F,L,E,W,3,A,A,8,8,8,8,A,2,13,1B08I6Y,2,1,36,1,6,1,1,4,2,2,2,19,U,U,U,U,U,U,U
8,039M,39,M,3,2,1,10.60,1528.69,1,1,2,74,121,2,2,1,2,U,9,9,9,9,U,A,A,8,8,8,8,A,2,11,4U63S18,2,1,61,1,1,A,1,7,2,2,2,43,0,1,U,U,U,U,U
8,039M,39,M,3,2,2,10.60,1528.69,1,1,2,76,114,20,9,1,1,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,U,7,2,2,2,U,U,U,U,U,U,U,U
8,040L,40,L,3,2,1,2.61,376.87,1,1,2,78,113,8,1,1,34,U,9,9,9,9,U,A,A,8,8,8,8,A,U,13,1X27D8T,2,1,6,1,1,A,1,8,2,2,2,34,0,1,U,U,U,U,U
8,041M,41,M,3,2,1,13.07,1884.33,3,1,2,78,152,14,5,1,2,12,F,D,E,W,2,A,A,8,8,8,8,A,2,13,J8A93EH,2,1,12,2,1,A,1,1,2,2,2,27,0,1,38,-38,0,381,U
8,041M,41,M,3,2,2,13.07,1884.33,1,1,2,73,113,15,13,1,1,12,F,D,E,W,2,A,A,8,8,8,8,A,2,13,CKY163F,2,1,94,1,1,A,1,1,2,2,2,44,0,1,18,-18,0,144,U
8,042N,42,N,3,2,1,65.33,9421.63,1,1,1,U,113,12,11,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,042N,42,N,3,2,2,65.33,9421.63,1,2,1,73,121,18,3,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,043I,43,I,3,2,1,2.81,405.61,1,1,2,72,681,9,1,1,2,U,9,9,9,9,U,A,A,8,8,8,8,A,2,10,8027963,3,1,U,U,U,U,1,2,2,2,2,24,U,U,U,U,U,U,U
8,043I,43,I,3,2,2,2.81,405.61,0,2,1,71,153,12,11,1,1,6,B,L,E,N,1,A,A,8,8,8,8,A,2,13,143108H,2,3,19,1,1,A,1,3,2,2,2,U,0,1,U,U,U,U,0
8,044M,44,M,3,2,1,4.50,648.97,1,1,2,67,115,20,9,1,31,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,U,8,2,2,2,U,U,U,U,U,U,U,U
8,045M,45,M,3,2,1,4.50,648.97,1,1,2,70,116,41,31,1,2,A,8,8,8,8,A,43,A,8,8,8,8,A,A,12,SM502Z1,2,2,72,1,1,A,1,4,2,2,2,U,0,1,U,U,U,U,U
8,045M,45,M,3,2,2,4.50,648.97,2,2,1,73,113,8,1,1,1,10,L,Z,A,W,1,A,A,8,8,8,8,A,2,13,1X2703W,2,1,40,1,1,A,1,5,2,2,2,32,0,1,U,U,U,U,U
8,046N,46,N,3,2,1,22.50,3244.86,1,1,1,76,113,20,9,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,047I,47,I,3,2,1,8.54,1231.78,2,1,1,78,134,2,2,1,2,12,R,F,E,S,1,A,A,8,8,8,8,A,2,13,RL4168A,2,3,31,1,1,A,U,7,2,2,2,39,0,1,U,U,U,U,40
8,047I,47,I,3,2,2,8.54,1231.78,1,1,2,66,113,12,11,1,1,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,1,U,2,2,2,U,U,U,U,U,U,U,U
8,048M,48,M,3,2,1,13.67,1970.86,2,1,2,67,456,19,1,1,44,12,F,R,L,N,2,44,12,R,D,E,S,1,1,8,KC57936,2,1,57,1,1,A,1,8,2,2,2,18,0,1,U,U,U,U,U
8,049N,49,N,3,2,1,68.33,9854.28,2,1,1,66,661,9,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,049N,49,N,3,2,2,68.33,9854.28,2,1,1,72,661,9,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,051M,51,M,3,2,1,6.85,987.88,1,1,2,69,134,8,1,1,37,12,F,C,E,N,2,37,12,L,D,E,W,1,1,13,VL21A9B,2,1,200,1,1,A,1,8,2,2,2,29,0,1,U,U,U,U,U
8,052M,52,M,3,2,1,6.85,987.88,1,1,2,73,111,1,2,1,35,12,F,Z,E,N,1,A,A,8,8,8,8,A,2,13,4H29J3G,2,1,100,1,1,A,1,8,2,2,2,39,0,1,U,U,U,U,U
8,053N,53,N,3,2,1,34.25,4939.40,1,1,1,67,661,20,9,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,053N,53,N,3,2,2,34.25,4939.40,1,2,1,75,114,4,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,054L,54,L,3,2,1,3.20,461.49,1,1,2,74,121,20,9,1,35,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,1,8,2,2,2,U,U,U,U,U,U,U,U
8,055M,55,M,3,2,1,16.00,2307.46,1,1,2,71,113,1,2,1,44,12,F,L,E,E,2,A,A,8,8,8,8,A,2,13,1363918,2,1,96,1,1,A,1,8,2,2,2,32,0,1,U,U,U,U,U
8,056M,56,M,3,2,1,16.00,2307.46,1,1,2,69,122,20,9,U,32,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,U,8,2,2,2,U,U,U,U,U,U,U,U
8,057L,57,L,3,2,1,2.76,398.04,1,1,2,77,113,1,1,1,2,12,F,D,E,W,2,A,A,8,8,8,8,A,2,13,ID37U7B,2,1,35,1,1,A,1,1,2,2,2,37,0,1,42,-42,0,1060,U
8,057L,57,L,3,2,2,2.76,398.04,1,1,2,78,111,1,2,1,1,12,F,D,E,W,2,A,A,8,8,8,8,A,2,12,4N69A8H,2,1,59,1,1,A,1,1,2,2,2,35,0,1,44,-44,0,1423,35
8,058M,58,M,3,2,1,13.80,1990.18,2,1,2,72,111,20,9,1,2,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,U,1,2,2,2,U,U,U,U,U,U,U,U
8,058M,58,M,3,2,2,13.80,1990.18,1,1,2,64,121,8,1,1,1,12,F,D,E,W,2,A,A,8,8,8,8,A,2,11,4T17U16,2,1,115,1,1,A,1,1,2,2,2,27,0,1,U,U,U,U,U
8,059M,59,M,3,2,1,13.80,1990.18,1,1,2,72,113,2,3,1,33,12,F,C,E,N,2,A,A,8,8,8,8,A,2,13,1D36F28,2,1,28,1,1,A,1,8,2,2,2,40,2,3,30,-30,5,666,U
8,060N,60,N,3,2,1,69.00,9950.90,1,1,1,76,121,4,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,060N,60,N,3,2,2,69.00,9950.90,1,1,1,78,832,9,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,061I,61,I,3,2,1,6.50,937.40,1,1,1,77,651,34,14,1,2,A,8,8,8,8,A,A,A,8,8,8,8,A,A,13,344BT42,2,1,19,1,1,A,1,4,2,2,2,U,U,U,U,U,U,U,U
8,061I,61,I,3,2,2,6.50,937.40,1,2,2,77,131,7,1,1,1,U,9,9,9,9,U,A,A,8,8,8,8,A,2,13,SS22N7R,2,1,24,U,U,U,1,5,2,2,2,42,0,1,U,U,U,U,U
8,062L,62,L,3,2,1,2.08,299.97,1,1,2,72,871,9,1,1,39,12,F,Z,E,W,3,44,U,9,9,9,9,U,1,10,RA21034,2,1,17,1,1,A,1,8,2,2,2,23,0,1,26,-26,0,349,U
8,063M,63,M,3,2,1,10.40,1499.85,1,1,2,77,661,9,1,1,40,12,R,F,M,S,1,44,0,U,L,X,W,1,1,10,1773076,2,1,15,1,1,A,1,7,2,2,2,19,0,1,U,U,U,U,U
8,064I,64,I,3,2,1,5.47,788.68,1,1,2,72,121,18,1,1,2,12,F,D,E,W,2,A,A,8,8,8,8,A,2,11,2T10X25,2,1,69,1,1,A,1,4,2,2,2,21,1,3,U,U,U,U,U
8,064I,64,I,3,2,2,5.47,788.68,6,2,1,66,132,31,57,1,1,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,3,1,54,1,U,U,1,5,2,2,2,51,0,1,U,U,U,U,U
8,065J,65,J,3,2,1,21.88,3154.73,1,1,1,76,113,11,12,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,065J,65,J,3,2,2,21.88,3154.73,2,2,1,66,113,1,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,066M,66,M,3,2,1,8.75,1261.89,1,1,2,73,121,5,1,1,33,12,F,R,E,W,2,32,10,L,P,M,W,1,2,11,3Y87N14,2,1,71,1,1,A,1,8,2,2,2,47,0,1,25,-25,0,546,U
8,067M,67,M,3,2,1,8.75,1261.89,2,1,2,71,113,6,1,1,51,12,F,D,E,W,1,A,A,8,8,8,8,A,2,13,123871N,2,1,87,1,1,A,1,8,2,2,2,33,0,1,U,U,U,U,U
8,068L,68,L,3,2,1,2.69,388.40,3,1,2,77,121,20,9,1,2,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,3,1,U,U,U,U,U,1,2,2,2,U,U,U,U,U,U,U,U
8,068L,68,L,3,2,2,2.69,388.40,3,1,2,74,121,4,1,1,1,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,U,1,2,2,2,U,0,1,U,U,U,U,U
8,069M,69,M,3,2,1,13.47,1942.01,2,1,2,70,115,6,1,1,2,12,F,L,E,S,5,40,0,U,Y,X,W,1,2,13,224870N,2,1,130,1,1,A,1,7,2,2,2,35,0,1,U,U,U,U,U
8,069M,69,M,3,2,2,13.47,1942.01,1,1,1,78,122,8,1,1,1,U,9,9,9,9,U,A,A,8,8,8,8,A,U,11,8E35T00,2,1,11,1,1,A,1,7,2,2,2,30,0,1,U,U,U,U,U
8,070N,70,N,3,2,1,67.33,9710.06,1,1,1,U,U,U,U,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,072L,72,L,3,2,1,1.84,265.36,34,1,2,70,153,41,31,1,2,A,8,8,8,8,A,2,A,8,8,8,8,A,A,11,416380H,2,2,85,1,1,A,1,4,2,2,2,140,0,1,5,-5,1,0,U
8,072L,72,L,3,2,2,1.84,265.36,2,2,2,71,121,18,1,1,1,3,R,F,E,W,3,1,3,R,Z,A,W,1,2,11,1T10X25,2,1,43,2,6,1,2,6,2,2,2,20,0,1,32,-3,-32,853,U
8,073M,73,M,3,2,1,9.20,1326.79,1,4,2,72,661,9,1,1,46,0,T,D,H,O,1,A,A,8,8,8,8,A,2,10,1122351,2,1,63,2,1,A,1,A,1,2,2,18,0,1,U,U,U,U,U
8,074M,74,M,3,2,1,9.20,1326.79,1,1,2,79,113,1,3,1,33,12,F,D,E,W,2,A,A,8,8,8,8,A,2,13,1N35L91,2,1,26,1,1,A,1,8,2,2,2,42,0,1,46,-46,0,1569,U
8,075F,75,F,3,2,1,4.56,657.02,1,3,2,76,155,56,41,1,2,A,8,8,8,8,A,46,A,8,8,8,8,A,A,9,3A36949,2,1,13,A,A,A,1,12,2,2,2,5,0,1,U,U,U,U,U
8,075F,75,F,3,2,2,4.56,657.02,1,1,2,76,141,4,1,1,1,12,F,Y,L,W,2,A,A,8,8,8,8,A,2,13,A6A667E,2,1,46,1,1,A,1,4,2,2,2,32,0,1,U,U,U,U,U
8,076K,76,K,3,2,1,2.19,315.37,1,1,2,67,115,6,1,1,46,0,T,D,H,O,4,49,0,U,L,X,N,1,1,13,223377U,2,1,103,1,7,3,1,12,1,2,2,33,0,1,U,U,U,U,U
8,077M,77,M,3,2,1,10.93,1576.86,4,1,1,73,121,2,2,1,2,12,F,R,E,E,1,A,A,8,8,8,8,A,2,11,3E63S00,2,1,58,1,1,A,1,2,2,2,2,43,0,1,U,U,U,U,U
8,077M,77,M,3,2,2,10.93,1576.86,1,2,2,73,861,20,9,1,1,U,9,9,9,9,U,37,U,9,9,9,9,U,2,U,9999999,2,1,U,U,U,U,1,3,2,2,2,U,0,1,U,U,U,U,0
8,078M,78,M,3,2,1,1.69,243.44,1,1,2,69,111,2,1,1,2,1,F,D,E,W,1,A,A,8,8,8,8,A,2,13,466379Y,2,1,105,1,1,A,1,1,2,2,2,43,0,1,45,-39,-22,2020,U
8,078M,78,M,3,2,2,1.69,243.44,2,1,2,70,115,1,1,1,1,11,F,D,E,W,1,A,A,8,8,8,8,A,2,13,2373701,2,1,47,1,1,A,1,1,2,2,2,34,0,1,47,-41,24,2118,U
8,079J,79,J,3,2,1,5.83,840.78,1,1,1,U,U,11,12,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,079J,79,J,3,2,2,5.83,840.78,2,2,1,74,116,11,12,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,080M,80,M,3,2,1,2.33,336.31,1,1,2,75,661,9,1,1,40,12,F,L,E,W,2,A,A,8,8,8,8,A,2,10,1753427,2,1,86,1,2,1,1,8,2,2,2,18,0,1,36,-35,9,465,U
8,081N,81,N,3,2,1,11.25,1622.43,1,1,1,78,122,8,2,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,081N,81,N,3,2,2,11.25,1622.43,1,1,1,78,114,2,2,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,082C,82,C,3,2,1,5.53,797.80,1,1,1,76,111,4,1,1,71,U,9,9,9,9,U,A,A,8,8,8,8,A,U,13,4S07C62,2,1,26,1,1,A,1,11,2,2,2,30,8,1,U,U,U,U,U
8,083M,83,M,3,2,1,5.53,797.80,3,1,1,76,121,7,1,1,40,U,9,9,9,9,U,A,A,8,8,8,8,A,2,11,6C21S00,2,1,U,1,1,A,1,8,2,2,2,43,0,1,U,U,U,U,U
8,084M,84,M,3,2,1,5.53,797.80,2,1,2,67,111,20,9,1,31,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,U,8,2,2,2,U,0,1,U,U,U,U,U
8,085B,85,B,3,2,1,2.93,423.03,1,1,1,74,113,14,5,1,71,12,F,Z,E,N,1,A,A,8,8,8,8,A,2,13,CKV184F,2,1,63,1,1,A,1,11,2,2,2,49,0,1,U,U,U,U,U
8,086B,86,B,3,2,1,2.93,423.03,1,1,1,74,113,2,2,1,71,12,F,Z,E,W,1,A,A,8,8,8,8,A,2,13,1L39H4T,2,1,82,1,1,A,1,11,2,2,2,43,0,1,U,U,U,U,U
8,087J,87,J,3,2,1,22.00,3172.75,2,1,1,79,121,18,3,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,087J,87,J,3,2,2,22.00,3172.75,1,1,1,70,121,34,14,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,088M,88,M,3,2,1,8.80,1269.10,1,1,2,75,122,3,1,1,44,12,F,D,E,W,1,46,0,T,D,A,O,3,2,11,5Y81A85,2,1,41,2,7,3,1,8,1,2,2,53,0,1,U,U,U,U,U
8,089B,89,B,3,2,1,4.47,644.16,5,1,1,77,121,8,1,1,71,12,R,Y,G,N,1,A,A,8,8,8,8,A,2,11,7K91L15,2,1,17,1,1,A,1,11,2,2,2,30,0,1,U,U,U,U,U
8,090I,90,I,3,2,1,8.38,1207.81,1,1,2,74,153,30,29,1,2,A,8,8,8,8,A,3,A,8,8,8,8,A,A,U,9999999,2,1,U,U,U,U,1,U,1,2,2,U,U,U,U,U,U,U,U
8,090I,90,I,3,2,2,8.38,1207.81,1,1,2,72,116,12,11,1,1,12,F,L,E,E,6,A,A,8,8,8,8,A,2,U,9999999,2,1,69,1,4,1,1,1,2,2,2,U,0,1,U,U,U,U,U
8,090I,90,I,3,2,3,8.38,1207.81,1,2,1,74,132,8,1,1,1,11,L,Z,E,W,3,A,A,8,8,8,8,A,2,13,LH23C4B,2,1,53,1,4,1,1,5,2,2,2,31,0,1,U,U,U,U,U
8,091M,91,M,3,2,1,13.40,1932.49,3,4,2,70,113,14,5,1,46,0,T,D,H,O,1,A,A,8,8,8,8,A,2,12,KE180S1,2,1,62,1,1,A,1,A,1,2,2,40,2,3,U,U,U,U,U
8,093L,93,L,3,2,1,2.88,415.34,1,1,2,70,112,3,2,1,34,12,F,L,E,N,2,A,A,8,8,8,8,A,2,8,B014071,2,1,89,1,1,A,1,8,2,2,2,48,0,1,U,U,U,U,U
8,094M,94,M,3,2,1,14.40,2076.71,2,1,2,74,141,1,1,1,33,12,F,L,E,N,1,A,A,8,8,8,8,A,2,13,A4A169N,2,1,94,1,1,A,1,8,2,2,2,39,0,1,11,-11,0,88,U
8,095J,95,J,3,2,1,18.34,2644.20,2,1,1,67,113,12,11,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,095J,95,J,3,2,2,18.34,2644.20,3,3,1,76,871,9,2,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,096M,96,M,3,2,1,7.33,1057.68,1,4,2,71,132,7,1,1,46,0,T,D,H,O,1,A,A,8,8,8,8,A,2,13,WP23G1A,2,1,100,2,7,1,1,A,1,2,2,38,0,1,U,U,U,U,U
8,097N,97,N,3,2,1,36.67,5288.40,1,1,1,78,113,8,2,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,098I,98,I,3,2,1,8.83,1273.97,2,1,2,67,153,14,5,1,44,0,U,D,X,W,2,A,A,8,8,8,8,A,2,U,9999999,2,1,73,3,1,A,1,12,2,2,2,U,0,1,U,U,U,U,U
8,099M,99,M,3,2,1,14.13,2038.35,3,1,2,66,113,2,3,1,2,11,F,Z,E,W,1,A,A,8,8,8,8,A,2,13,166356T,1,1,997,1,1,A,1,4,2,2,2,37,0,1,18,-16,9,432,U
8,099M,99,M,3,2,2,14.13,2038.35,2,2,1,66,121,6,1,1,1,2,R,Y,E,W,3,A,A,8,8,8,8,A,2,11,6T07T27,2,1,997,1,4,1,1,6,2,2,2,26,0,1,26,-13,-22,290,U
8,100N,100,N,3,2,1,70.67,10191.74,1,1,1,73,113,17,6,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,101E,101,E,3,2,1,2.08,300.45,1,1,2,U,U,50,49,1,46,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,2,1,U,A,A,A,1,12,2,2,2,U,0,1,U,U,U,U,U
8,102L,102,L,3,2,1,1.50,216.32,1,4,2,72,453,19,4,1,46,0,T,D,H,O,1,A,A,8,8,8,8,A,2,13,GANSUC1,2,1,47,1,1,A,1,A,1,2,2,15,0,1,U,U,U,U,U
8,103M,103,M,3,2,1,7.50,1081.62,1,1,2,74,113,12,11,1,40,12,F,Z,E,W,1,A,A,8,8,8,8,A,2,13,CCS244T,2,1,71,1,1,A,1,8,2,2,2,37,0,1,9,-9,0,62,U
8,104M,104,M,3,2,1,7.50,1081.62,2,1,2,67,661,9,1,1,2,12,F,D,E,W,1,A,A,8,8,8,8,A,2,7,E739935,2,1,90,1,1,A,1,2,2,2,2,18,0,1,15,-15,1,102,U
8,104M,104,M,3,2,2,7.50,1081.62,1,2,1,68,132,8,2,1,1,6,B,D,E,W,1,A,A,8,8,8,8,A,2,13,LH41B8B,2,1,63,1,1,A,1,3,2,2,2,29,0,1,9,9,0,20,U
8,105I,105,I,3,2,1,9.29,1339.95,3,1,1,77,113,60,55,1,2,A,8,8,8,8,A,2,A,8,8,8,8,A,A,13,CCS337B,2,3,16,1,1,A,1,4,2,2,2,U,5,3,U,U,U,U,U
8,105I,105,I,3,2,2,9.29,1339.95,1,2,2,76,113,18,3,1,1,10,L,F,E,W,2,1,9,L,B,E,W,1,1,13,1V15B6U,2,1,33,1,1,A,1,5,2,2,2,27,0,1,U,U,U,U,U
8,106L,106,L,3,2,1,2.97,428.78,1,1,2,79,661,4,1,1,2,11,F,Z,E,W,2,A,A,8,8,8,8,A,2,10,5392009,2,1,17,1,2,1,1,4,2,2,2,22,0,1,25,-22,-13,300,U
8,106L,106,L,3,2,2,2.97,428.78,2,2,2,76,122,6,2,1,1,2,R,P,E,W,3,A,A,8,8,8,8,A,2,11,6E34F50,2,1,37,1,3,2,1,6,2,2,2,40,0,1,14,-7,-12,407,U
8,107M,107,M,3,2,1,14.87,2143.92,1,1,2,75,121,6,1,1,2,U,9,9,9,9,U,A,A,8,8,8,8,A,U,11,5E82L18,2,1,12,1,1,A,1,4,2,2,2,32,0,1,U,U,U,U,U
8,107M,107,M,3,2,2,14.87,2143.92,3,2,1,68,132,8,4,1,1,10,L,B,E,W,1,A,A,8,8,8,8,A,2,13,LP27D8B,3,1,98,1,1,A,1,5,2,2,2,30,0,1,U,U,U,U,U
8,108B,108,B,3,2,1,2.27,326.89,1,1,2,76,885,54,41,1,46,A,8,8,8,8,A,71,A,8,8,8,8,A,A,9,1L90016,2,1,1,A,A,A,1,12,2,2,2,4,0,1,U,U,U,U,U
8,109L,109,L,3,2,1,1.36,196.13,1,1,2,76,113,18,1,1,34,12,F,C,L,W,2,40,9,L,Z,E,W,2,1,13,1B08I6Y,2,1,69,1,1,A,1,8,1,2,2,19,0,1,U,U,U,U,U
8,110M,110,M,3,2,1,6.80,980.67,1,1,2,73,122,2,3,1,34,12,F,L,E,N,3,A,A,8,8,8,8,A,2,11,3Z76S00,2,1,49,1,6,1,1,8,2,2,2,49,0,1,U,U,U,U,U
8,111C,111,C,3,2,1,6.00,865.30,2,2,1,76,882,9,1,1,71,12,R,Y,M,S,1,A,A,8,8,8,8,A,2,10,A22L926,2,1,52,1,1,A,1,11,2,2,2,20,0,1,U,U,U,U,U
8,112J,112,J,3,2,1,15.00,2163.24,1,1,1,71,121,2,2,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,112J,112,J,3,2,2,15.00,2163.24,1,2,1,75,116,11,12,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,113K,113,K,3,2,1,1.00,144.22,2,1,2,77,882,9,1,1,33,2,R,P,A,W,8,A,A,8,8,8,8,A,2,10,A26L907,2,1,22,8,8,3,1,9,2,2,2,19,0,1,U,U,U,U,80
8,114L,114,L,3,2,1,1.00,144.22,1,1,2,72,122,8,1,1,2,12,F,Y,E,W,3,A,A,8,8,8,8,A,2,11,2K31L00,2,1,48,1,6,1,1,2,2,2,2,27,0,1,30,-30,0,931,U
8,114L,114,L,3,2,2,1.00,144.22,2,2,2,76,111,1,3,1,1,7,B,D,E,W,1,A,A,8,8,8,8,A,2,13,4K45J6G,2,1,32,1,5,1,1,3,2,2,2,45,0,1,18,16,9,109,0
8,115L,115,L,3,2,1,1.81,261.49,1,1,2,73,121,20,9,1,31,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,1,8,2,2,2,U,0,1,U,U,U,U,U
8,116M,116,M,3,2,1,9.07,1307.46,4,1,2,70,121,8,1,1,33,12,F,R,E,E,4,32,11,L,Z,E,W,1,2,11,OX91T00,2,1,76,1,6,2,1,8,2,2,2,25,0,1,23,-23,0,363,U
8,117N,117,N,3,2,1,45.33,6537.31,1,1,1,68,113,20,9,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
8,117N,117,N,3,2,2,45.33,6537.31,1,2,1,73,113,20,9,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
