PSU,CASE_ID,CASE_NO,STRATIF,REC_NO,VERSION,VEH_NO,PSUWGT,NATWT,OCCFORMS,VEH_ROLE,TOWAWAY,MOD_YEAR,MAKE,MODEL,BODY_TYP,TOW_VEH,GVWR,CAB_CONF,TRAC_DRO,BODY_CON,AXLES_P,AXLES_T1,AXLES_T2,AXLES_T3,BRAKE_TY,OBJ_CNPR,CLOCK_PR,INCRE_PR,DFORCEPR,DEFLOCPR,LONGITPR,VERTICPR,DISTRIPR,EXTENTPR,OBJ_CNSE,CLOCK_SE,INCRE_SE,DFORCESE,DEFLOCSE,LONGITSE,VERTICSE,DISTRISE,EXTENTSE,MORE_CDC,VIN,REGISTRA,SPEC_USE,ODOMETER,PC_INTEG,PC_INTRU,MAG_INTR,FIRE,IMP_TYPE,OTH_ROLE,ROLLOVER,J_KNIFE,SAFETY_B,HAZCARGO,CURB_WT,CARGO_WT,WT_SOURC,DV_SOURC,DV_TOTAL,DV_LONG,DV_LAT,ENERGY,DV_L,DV_C1,DV_C2,DV_C3,DV_C4,DV_C5,DV_C6,DV_D,VDEATHS,VINJ_SER,VINJURY
76,718I,718,I,3,4,1,2.63,287.42,2,1,2,70,35,0,50,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,Z,E,W,02,,,,,,,,,,0,PL52137012,2,0,89,1,1,0,0,1,3,0,0,0,0,23,0,0,1,16,-16,0,124,U,U,U,U,U,U,U,U,0,0,2
76,718I,718,I,3,4,2,2.63,287.42,2,2,1,79,49,0,41,0,0,0,0,0,0,0,0,0,0,1,6,0,6,B,Y,E,W,01,,,,,,,,,,0,RN28155802,1,0,1,1,1,0,0,4,1,0,0,0,U,39,U,U,1,9,9,0,42,U,U,U,U,U,U,U,U,0,0,0
76,719I,719,I,3,4,1,2.63,287.42,1,1,2,72,35,0,50,0,0,0,0,0,0,0,0,0,0,34,12,0,12,F,C,E,N,02,,,,,,,,,,0,PL52171885,1,0,119,1,1,0,0,1,6,0,0,0,0,23,0,0,0,96,96,96,U,,,,,,,,,0,0,0
76,720E,720,E,3,4,1,3.80,415.28,1,0,3,71,65,0,15,0,0,0,0,0,0,0,0,0,0,46,,,,,,,,,,,,,,,,,,0,143846,1,0,11,0,0,0,0,3,6,0,0,0,0,4,0,0,0,96,96,96,U,,,,,,,,,0,0,1
77,001L,1,L,3,4,1,5.01,88.88,4,1,2,72,21,1,3,0,0,0,0,0,0,0,0,0,0,46,12,20,32,F,Z,E,W,03,,,,,,,,,,0,3G69H2R105,1,0,125,1,6,2,0,1,6,0,0,0,0,35,0,0,0,U,U,U,U,,,,,,,,,0,0,3
77,002I,2,I,3,4,1,36.31,644.16,2,1,2,76,20,73,50,0,0,0,0,0,0,0,0,0,0,2,11,60,71,F,D,E,W,01,,,,,,,,,,0,CCL146S166,1,0,58,1,1,0,0,1,2,0,0,0,0,39,1,2,1,18,-16,9,581,193,23,18,10,5,6,13,,0,0,0
77,002I,2,I,3,4,2,36.31,644.16,1,2,2,69,30,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,2,R,Y,A,W,03,,,,,,,,,,0,119542538,1,0,157,5,3,3,0,3,1,0,0,0,0,18,0,2,1,40,-20,-35,342,267,0,15,3,34,39,14,13,0,0,1
77,003M,3,M,3,4,1,58.10,1030.72,1,1,2,72,9,2,2,0,0,0,0,0,0,0,0,0,0,2,10,0,10,F,D,E,W,01,,,,,,,,,,0,RL21G2G168,1,0,44,1,1,0,0,1,2,0,0,0,0,35,0,0,1,19,-11,15,650,173,3,3,8,6,7,10,0,0,0,0
77,003M,3,M,3,4,2,58.10,1030.72,2,3,2,74,20,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,R,Z,E,W,02,3,9,0,9,L,Z,E,W,01,0,1N47R4S153,1,0,58,1,3,1,0,3,1,0,0,0,0,44,0,0,1,15,-14,-6,358,244,0,12,10,6,23,8,-187,0,0,1
77,003M,3,M,3,4,3,58.10,1030.72,2,2,1,74,20,10,2,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,D,L,W,01,,,,,,,,,,0,1H57H4R501,1,0,112,1,1,0,0,1,2,0,0,0,0,40,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
77,004H,4,H,3,4,1,6.92,122.76,1,0,2,77,7,74,51,0,0,0,0,0,0,0,0,0,0,46,0,0,0,T,D,D,O,03,,,,,,,,,,0,B21BE7X216,1,0,38,5,7,2,0,5,6,1,0,0,0,37,1,2,0,96,96,96,9996,,,,,,,,,0,1,1
77,005J,5,J,3,4,1,86.50,1534.55,1,1,1,U,U,89,57,0,U,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,006N,6,N,3,4,1,173.00,3069.11,1,1,1,78,22,9,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,006N,6,N,3,4,2,173.00,3069.11,1,2,1,74,19,5,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,007J,7,J,3,4,1,116.34,2063.93,1,1,1,71,20,73,50,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,008L,8,L,3,4,1,9.31,165.16,1,1,2,71,20,2,3,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,164691S159,1,0,U,U,U,U,0,1,2,0,0,0,0,40,1,2,0,U,U,U,U,,,,,,,,,0,0,1
77,008L,8,L,3,4,2,9.31,165.16,3,2,2,69,20,2,6,0,0,0,0,0,0,0,0,0,0,1,8,80,88,L,P,A,W,04,44,12,0,12,U,F,D,S,01,1,164369R051,1,0,173,3,4,3,0,2,1,0,0,0,0,44,0,0,0,U,U,U,U,,,,,,,,,0,2,3
77,009N,9,N,3,4,1,232.67,4127.68,1,1,1,79,37,2,4,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,009N,9,N,3,4,2,232.67,4127.68,1,1,1,80,35,6,6,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,010J,10,J,3,4,1,40.17,712.64,1,1,1,78,12,74,51,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,010J,10,J,3,4,2,40.17,712.64,1,3,1,75,20,8,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,010J,10,J,3,4,3,40.17,712.64,2,2,1,74,14,5,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,2
77,011M,11,M,3,4,1,16.07,285.09,4,1,2,76,19,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,2,F,D,E,W,01,,,,,,,,,,0,6D49S6Q219,1,0,50,1,1,0,0,1,2,0,0,0,0,53,0,2,1,13,-9,-9,283,193,10,10,11,13,14,9,0,0,0,2
77,011M,11,M,3,4,2,16.07,285.09,3,2,2,71,21,1,2,0,0,0,0,0,0,0,0,0,0,1,11,0,11,L,Y,A,W,03,,,,,,,,,,0,342571R100,1,0,101,3,4,3,0,2,1,0,0,0,0,36,0,2,1,17,-12,12,331,338,0,7,17,15,5,0,-8,0,1,2
77,012N,12,N,3,4,1,80.33,1425.09,1,1,1,75,21,1,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,012N,12,N,3,4,2,80.33,1425.09,1,2,1,77,22,9,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,013H,13,H,3,4,1,12.12,215.01,1,1,2,80,20,73,50,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,D,E,W,02,,,,,,,,,,0,CCL44AS135,1,0,11,1,1,0,0,1,2,0,0,0,0,40,5,2,1,31,-31,0,499,193,38,7,15,22,4,0,0,0,0,1
77,013H,13,H,3,4,2,12.12,215.01,2,2,2,68,12,73,50,0,0,0,0,0,0,0,0,0,0,1,3,0,3,R,Z,E,W,04,,,,,,,,,,0,F104KC5781,1,0,158,1,1,0,0,3,1,0,0,0,0,37,1,2,1,36,0,-36,1339,371,4,22,50,51,50,0,-76,0,0,2
77,014L,14,L,3,4,1,12.12,215.01,3,0,1,78,12,12,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,8K92T21738,1,0,120,1,1,0,0,0,0,0,0,0,0,28,1,2,0,96,96,96,9996,,,,,,,,,1,1,1
77,015I,15,I,3,4,1,38.17,677.15,1,1,2,76,12,6,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,F,L,E,W,01,,,,,,,,,,0,6J66S15540,1,0,43,1,1,0,0,1,1,0,0,0,0,45,0,2,1,9,-7,-4,72,51,15,10,8,5,2,0,-66,0,0,0
77,015I,15,I,3,4,2,38.17,677.15,1,1,2,76,12,73,50,0,0,0,0,0,0,0,0,0,0,1,12,0,12,F,L,E,E,02,,,,,,,,,,0,F10YLA3303,1,0,29,1,1,0,0,1,1,0,0,0,0,37,0,0,1,10,-10,-2,135,28,51,33,18,0,0,0,-83,0,0,0
77,016K,16,K,3,4,1,12.21,216.61,1,1,2,73,12,9,2,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,D,E,W,04,,,,,,,,,,0,3R11W17710,1,0,96,5,6,3,0,1,1,0,0,0,0,22,1,2,1,67,-67,0,2745,163,95,95,89,84,76,71,,1,1,1
77,016K,16,K,3,4,2,12.21,216.61,1,1,2,77,12,3,2,0,0,0,,0,0,0,0,0,0,1,12,0,12,F,D,E,W,02,,,,,,,,,,0,7F04F20191,2,0,25,1,1,0,0,1,1,0,0,0,0,30,2,2,1,50,-50,0,637,163,23,33,43,38,38,30,,0,0,1
77,017M,17,M,3,4,1,61.07,1083.41,1,1,2,78,12,3,2,0,0,0,0,0,0,0,0,0,0,49,0,0,0,T,Y,D,O,03,38,12,0,12,U,Y,D,S,01,0,8F04Y25436,1,0,27,1,7,2,0,5,6,1,0,0,0,27,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
77,018C,18,C,3,4,1,36.73,651.61,1,1,1,76,7,34,2,0,0,0,0,0,0,0,0,0,0,71,U,U,U,9,9,9,9,99,,,,,,,,,,0,6P23U67004,1,0,U,1,1,0,0,1,7,0,0,0,0,22,U,U,0,U,U,U,U,,,,,,,,,0,0,0
77,019J,19,J,3,4,1,91.84,1629.29,1,1,1,77,20,73,50,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,019J,19,J,3,4,2,91.84,1629.29,1,3,1,64,20,1,6,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,019J,19,J,3,4,3,91.84,1629.29,1,1,1,76,12,6,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,020L,20,L,3,4,1,7.35,130.39,1,1,2,78,30,6,4,0,0,0,0,0,0,0,0,0,0,34,12,0,12,F,L,E,E,05,,,,,,,,,,0,1783148942,1,0,32,1,6,3,0,1,6,0,0,0,0,18,0,0,1,39,-39,0,590,140,86,47,30,18,9,0,0,0,0,1
77,021E,21,E,3,4,1,14.28,253.33,1,1,1,78,37,66,15,0,0,0,0,0,0,0,0,0,0,46,,,,,,,,,51,,,,,,,,,0,CB750K2810,1,0,11,0,0,0,0,3,6,0,0,0,0,5,0,0,0,96,96,96,9996,,,,,,,,,0,1,1
77,022L,22,L,3,4,1,10.28,182.37,2,1,2,77,22,9,2,0,0,0,0,0,0,0,0,0,0,34,12,0,12,F,Z,E,N,02,,,,,,,,,,0,2W87Z7N127,1,0,48,1,1,0,0,1,6,0,0,0,0,36,0,0,1,39,-39,0,1039,152,13,20,36,58,64,55,0,0,0,2
77,023H,23,H,3,4,1,9.93,176.16,1,1,1,74,6,10,2,0,0,0,0,0,0,0,0,0,0,2,7,0,7,L,F,E,S,01,2,9,0,9,L,Z,M,W,01,0,CS23T4C149,2,0,83,1,1,0,0,2,2,0,0,0,0,47,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
77,023H,23,H,3,4,2,9.93,176.16,1,1,2,76,20,73,50,0,0,0,0,0,0,0,0,0,0,34,12,0,12,F,C,E,N,02,1,3,0,3,R,B,M,U,01,0,CCL146F379,1,0,115,1,1,0,0,1,6,0,0,0,0,39,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
77,024K,24,K,3,4,1,9.93,176.16,1,1,2,78,12,5,3,0,0,0,0,0,0,0,0,0,0,46,0,60,60,T,D,D,O,05,44,U,U,U,9,9,9,9,99,0,8A31H25506,1,0,38,2,7,3,0,5,6,1,0,0,0,41,0,0,0,96,96,96,9996,,,,,,,,,1,1,1
77,025M,25,M,3,4,1,49.67,881.17,1,1,2,77,49,3,4,0,0,0,0,0,0,0,0,0,0,2,10,60,70,F,D,E,W,02,,,,,,,,,,0,RA29058015,1,0,76,1,6,2,0,1,2,0,0,0,0,26,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
77,025M,25,M,3,4,2,49.67,881.17,4,2,2,75,18,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,2,R,Y,E,W,04,3,U,U,U,9,9,9,9,99,0,4J57C5Z124,1,0,22,1,3,3,0,3,1,0,0,0,0,39,0,0,0,96,96,96,9996,,,,,,,,,0,0,3
77,025M,25,M,3,4,3,49.67,881.17,1,1,1,79,12,6,3,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,9A63F15554,1,0,24,1,1,0,0,1,2,0,0,0,0,36,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
77,027I,27,I,3,4,1,21.04,373.26,1,1,1,71,12,73,50,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,R,M,E,01,2,1,0,1,R,F,M,W,01,0,F10YKK0838,1,0,119,1,1,0,0,1,2,0,0,0,0,32,3,2,0,96,96,96,9996,,,,,,,,,0,0,0
77,027I,27,I,3,4,2,21.04,373.26,1,2,1,76,13,2,2,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,1,U,U,U,9,9,9,9,99,0,6Y89A80460,1,0,67,1,1,0,0,2,1,0,0,0,0,52,0,0,0,U,U,U,U,,,,,,,,,0,0,0
77,028M,28,M,3,4,1,33.67,597.32,1,1,2,80,21,12,4,0,0,0,0,0,0,0,0,0,0,32,1,0,1,R,F,E,E,03,32,5,0,5,B,R,E,E,01,0,3T07AA7301,1,0,13,1,1,0,0,3,6,0,0,0,0,28,0,0,1,17,-12,-12,150,91,0,2,4,5,22,37,79,0,0,1
77,029I,29,I,3,4,1,25.21,447.24,1,1,2,71,42,1,3,0,0,0,0,0,0,0,0,0,0,2,12,20,32,F,D,E,W,02,,,,,,,,,,0,1140111200,1,0,89,1,1,0,1,1,3,0,0,0,0,32,0,0,1,22,-22,-4,243,152,0,3,3,15,23,32,9,0,0,1
77,029I,29,I,3,4,2,25.21,447.24,1,2,2,60,20,73,50,0,0,0,0,0,0,0,0,0,0,1,6,0,6,B,D,E,W,01,,,,,,,,,,0,0C154S1487,1,0,106,1,1,0,0,4,1,0,0,0,0,36,10,2,1,15,15,-3,300,170,15,10,13,8,8,0,-5,0,0,1
77,030M,30,M,3,4,1,40.33,715.47,2,1,2,74,12,10,2,0,0,0,0,0,0,0,0,0,0,34,12,0,12,F,Z,E,W,02,,,,,,,,,,0,4G21Q23267,1,0,89,1,1,0,0,1,6,0,0,0,0,43,0,2,1,27,-27,0,589,196,10,13,19,32,40,14,0,0,0,2
77,031M,31,M,3,4,1,40.33,715.47,2,1,2,74,20,2,2,0,0,0,0,0,0,0,0,0,0,37,12,0,12,F,D,E,W,01,37,1,0,1,R,D,E,S,01,1,1L57H4S167,1,0,91,1,1,0,0,1,6,0,0,0,0,43,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
77,032I,32,I,3,4,1,29.83,529.20,1,1,1,79,23,73,50,0,0,0,0,0,0,0,0,0,0,31,U,U,U,9,9,9,9,99,,,,,,,,,,0,TC1449S528,1,0,29,1,1,0,0,1,6,0,0,0,0,36,0,0,0,U,U,U,U,,,,,,,,,0,0,1
77,033L,33,L,3,4,1,9.55,169.42,4,1,2,78,12,3,2,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,8F02Y15845,1,0,42,1,1,0,0,1,2,0,0,0,0,27,0,0,0,U,U,U,U,,,,,,,,,0,0,2
77,033L,33,L,3,4,2,9.55,169.42,1,1,1,73,20,10,2,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,1H57K3R470,1,0,U,U,U,U,0,3,1,0,0,0,0,38,U,U,0,U,U,U,U,,,,,,,,,0,0,0
77,034M,34,M,3,4,1,47.73,846.75,1,1,2,78,20,1,2,0,0,0,0,0,0,0,0,0,0,31,U,U,U,9,9,9,9,99,37,U,U,U,9,9,9,9,99,0,1W27U8R411,1,0,34,U,U,U,0,1,6,0,0,0,0,31,U,U,0,U,U,U,U,,,,,,,,,0,0,1
77,035H,35,H,3,4,1,15.96,283.14,1,1,2,79,21,2,3,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,D,M,W,02,,,,,,,,,,0,3N69R9X189,1,0,45,1,1,0,0,1,3,0,0,0,0,36,0,2,0,96,96,96,9996,,,,,,,,,0,0,1
77,035H,35,H,3,4,2,15.96,283.14,1,2,1,75,12,82,55,0,4,1,0,1,2,8,8,8,1,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,C70EVW4889,1,0,97,1,1,0,0,4,1,0,0,0,0,U,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
77,036M,36,M,3,4,1,79.80,1415.69,2,1,2,80,41,4,4,0,0,0,0,0,0,0,0,0,0,32,12,0,12,F,R,E,E,04,32,U,U,U,9,9,9,9,99,1,SA22C57305,1,0,13,1,2,3,0,1,6,0,0,0,0,24,0,0,0,U,U,U,U,,,,,,,,,0,1,2
77,037G,37,G,3,4,1,8.75,155.23,6,1,2,78,20,73,50,0,0,0,0,0,0,0,0,0,0,49,0,0,0,T,D,D,O,03,37,U,U,U,9,9,9,9,99,0,CCL448A127,1,0,48,2,7,2,0,5,6,1,0,0,0,42,0,0,0,96,96,96,9996,,,,,,,,,1,1,4
77,038J,38,J,3,4,1,109.34,1939.75,1,1,1,78,37,1,6,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,038J,38,J,3,4,2,109.34,1939.75,1,1,1,79,20,73,50,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,1
77,039N,39,N,3,4,1,218.67,3879.32,1,1,1,77,7,6,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,1
77,039N,39,N,3,4,2,218.67,3879.32,2,2,1,71,20,2,3,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,2
77,040I,40,I,3,4,1,15.88,281.72,1,1,3,67,20,73,50,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,D,E,W,01,,,,,,,,,,0,CS147S1017,1,0,334,1,1,0,0,1,3,0,0,0,0,36,0,0,0,U,U,U,U,,,,,,,,,0,0,0
77,040I,40,I,3,4,2,15.88,281.72,4,2,2,78,20,10,2,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,1Z37U8K487,1,0,18,1,1,0,0,4,1,0,0,0,0,32,0,0,0,U,U,U,U,,,,,,,,,0,0,0
77,042N,42,N,3,4,1,127.00,2253.04,1,1,1,76,20,10,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,042N,42,N,3,4,2,127.00,2253.04,1,2,1,74,14,5,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,043I,43,I,3,4,1,13.38,237.37,1,1,2,78,14,5,2,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,8H93H69624,1,0,34,1,1,0,0,1,2,0,0,0,0,42,0,0,0,U,U,U,U,,,,,,,,,0,0,0
77,043I,43,I,3,4,2,13.38,237.37,1,2,1,79,20,73,50,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,CCL149A117,1,0,U,U,U,U,0,3,1,0,0,0,0,43,U,U,0,U,U,U,U,,,,,,,,,0,0,0
77,044J,44,J,3,4,1,53.50,949.12,1,1,1,71,20,1,3,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,044J,44,J,3,4,2,53.50,949.12,3,2,1,78,20,73,50,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,3
77,045M,45,M,3,4,1,21.40,379.65,1,0,2,74,7,1,3,0,0,0,0,0,0,0,0,0,0,46,0,0,0,T,P,D,O,04,,,,,,,,,,0,LH41C4R290,1,0,56,2,7,3,0,5,6,2,0,0,0,31,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
77,046J,46,J,3,4,1,176.25,3126.76,1,1,1,80,18,15,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,046J,46,J,3,4,2,176.25,3126.76,1,2,1,69,7,78,50,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,047N,47,N,3,4,1,352.50,6253.53,1,1,1,77,20,10,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,047N,47,N,3,4,2,352.50,6253.53,1,2,1,76,12,10,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
77,048I,48,I,3,4,1,22.92,406.61,5,1,2,65,12,6,3,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,D,E,W,01,,,,,,,,,,0,5G64C11893,1,0,132,1,1,0,0,1,3,0,0,0,0,35,0,0,1,19,-19,0,213,183,0,3,5,6,6,8,0,0,0,1
77,048I,48,I,3,4,2,22.92,406.61,2,2,1,69,20,73,50,0,0,0,0,0,0,0,0,0,0,1,6,0,6,B,D,E,W,01,,,,,,,,,,0,CE149B8489,1,0,94,1,1,0,0,4,1,0,0,0,0,38,2,2,1,17,17,0,240,180,5,3,5,6,5,0,-6,0,0,0
77,049L,49,L,3,4,1,7.33,130.04,4,1,2,73,12,6,2,0,0,0,0,0,0,0,0,0,0,2,1,80,81,F,D,E,W,02,2,3,0,3,R,D,E,W,01,0,3G62S28901,1,0,107,1,6,2,0,1,2,0,0,0,0,43,0,0,1,17,-15,-8,504,183,0,0,8,15,22,32,0,0,0,3
77,049L,49,L,3,4,2,7.33,130.04,2,3,2,67,20,2,3,0,0,0,0,0,0,0,0,0,0,1,10,0,10,L,F,E,W,02,3,3,0,3,R,Y,E,W,01,0,164697R121,1,0,146,1,4,2,0,2,1,0,0,0,0,37,0,0,1,19,-9,17,189,163,0,11,11,21,0,0,0,0,0,2
77,049L,49,L,3,4,3,7.33,130.04,3,2,2,77,22,9,2,0,0,0,0,0,0,0,0,0,0,2,9,0,9,L,F,E,W,02,,,,,,,,,,0,2U87Z7N194,1,0,22,1,1,0,0,2,2,0,0,0,0,35,0,0,1,7,0,7,79,163,0,1,2,10,10,22,142,0,0,1
77,050M,50,M,3,4,1,36.67,650.54,1,1,1,74,20,2,3,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,R,E,W,01,2,3,0,3,R,Z,E,W,02,0,1L69H4D145,1,0,174,1,1,0,0,1,2,0,0,0,0,43,0,0,1,8,-8,0,60,90,0,0,0,0,0,3,44,0,0,0
77,050M,50,M,3,4,2,36.67,650.54,1,2,2,76,20,8,3,0,0,0,0,0,0,0,0,0,0,1,9,0,9,L,F,E,W,03,1,9,0,9,L,Z,E,W,01,0,1Y69L6W133,2,0,68,1,1,0,0,2,1,0,0,0,0,34,0,0,1,9,0,9,109,117,0,0,3,11,34,27,13,0,0,0
77,051H,51,H,3,4,1,10.52,186.63,2,1,2,66,12,74,51,0,0,0,0,0,0,0,0,0,0,46,0,60,60,T,D,D,O,03,44,2,0,2,F,D,E,W,05,0,E14AH89120,2,0,112,5,7,2,0,5,6,2,0,0,0,U,U,U,0,96,96,96,9996,,,,,,,,,0,1,2
