PSU,CASE_ID,CASE_NO,STRATIF,REC_NO,VERSION,VEH_NO,PSUWGT,NATWT,OCCFORMS,VEH_ROLE,TOWAWAY,MOD_YEAR,MAKE,MODEL,BODY_TYP,TOW_VEH,GVWR,CAB_CONF,TRAC_DRO,BODY_CON,AXLES_P,AXLES_T1,AXLES_T2,AXLES_T3,BRAKE_TY,OBJ_CNPR,CLOCK_PR,INCRE_PR,DFORCEPR,DEFLOCPR,LONGITPR,VERTICPR,DISTRIPR,EXTENTPR,OBJ_CNSE,CLOCK_SE,INCRE_SE,DFORCESE,DEFLOCSE,LONGITSE,VERTICSE,DISTRISE,EXTENTSE,MORE_CDC,VIN,REGISTRA,SPEC_USE,ODOMETER,PC_INTEG,PC_INTRU,MAG_INTR,FIRE,IMP_TYPE,OTH_ROLE,ROLLOVER,J_KNIFE,SAFETY_B,HAZCARGO,CURB_WT,CARGO_WT,WT_SOURC,DV_SOURC,DV_TOTAL,DV_LONG,DV_LAT,ENERGY,DV_L,DV_C1,DV_C2,DV_C3,DV_C4,DV_C5,DV_C6,DV_D,VDEATHS,VINJ_SER,VINJURY
4,083L,83,L,3,4,1,5.84,139.98,1,1,2,78,18,15,2,0,0,0,0,0,0,0,0,0,0,2,11,60,71,F,D,E,W,02,,,,,,,,,,0,4C27A8W000,1,0,U,1,U,U,0,1,2,0,0,0,0,33,0,0,1,36,-30,17,618,173,5,11,18,24,29,36,0,0,0,1
4,083L,83,L,3,4,2,5.84,139.98,2,2,2,76,20,8,2,0,0,0,0,0,0,0,0,0,0,1,2,60,62,R,D,A,W,04,,,,,,,,,,0,1X27O6H000,1,0,94,5,8,3,0,3,1,0,0,0,0,32,0,0,1,36,-19,-31,1551,455,7,8,52,46,24,7,0,0,2,2
4,084M,84,M,3,4,1,29.20,699.92,1,1,3,70,20,1,2,0,0,0,0,0,0,0,0,0,0,37,12,0,12,F,R,L,E,01,,,,,,,,,,0,136370F000,1,0,40,1,1,0,0,1,6,0,0,0,0,34,U,U,0,96,96,96,9996,,,,,,,,,0,0,0
4,085I,85,I,3,4,1,26.38,632.33,2,1,2,71,20,2,2,0,0,0,0,0,0,0,0,0,0,2,8,0,8,L,D,E,W,02,34,12,0,12,F,C,E,N,01,1,1645711000,1,0,133,2,4,3,0,2,2,0,0,0,0,40,1,2,0,96,96,96,9996,198,7,6,20,11,3,0,0,0,0,1
4,085I,85,I,3,4,2,26.38,632.33,1,2,1,74,81,81,57,0,6,2,0,10,3,3,5,8,1,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,DRE20HC000,1,0,U,U,1,0,0,3,2,0,1,0,0,U,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
4,086L,86,L,3,4,1,8.44,202.31,2,1,2,80,30,6,4,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,17A0000000,1,0,60,1,6,1,0,1,3,0,0,0,0,22,0,0,0,U,U,U,U,,,,,,,,,0,0,2
4,086L,86,L,3,4,2,8.44,202.31,2,2,1,72,18,2,3,0,0,0,0,0,0,0,0,0,0,1,7,0,7,B,D,E,W,03,,,,,,,,,,0,4N69H2X000,1,0,102,1,1,0,0,4,1,0,0,0,0,44,0,0,0,U,U,U,U,,,,,,,,,0,0,0
4,087M,87,M,3,4,1,42.20,1011.53,1,1,2,70,22,1,2,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,237370B000,1,0,54,1,1,0,0,1,3,0,0,0,0,40,0,0,0,U,U,U,U,,,,,,,,,0,0,0
4,087M,87,M,3,4,2,42.20,1011.53,3,2,1,77,18,3,3,0,0,0,0,0,0,0,0,0,0,1,6,0,6,B,D,E,W,01,,,,,,,,,,0,4X69K7H000,1,0,70,1,1,0,0,4,1,0,0,0,0,39,0,0,0,U,U,U,U,,,,,,,,,0,0,2
4,088K,88,K,3,4,1,5.94,142.38,1,1,3,80,18,2,2,0,0,0,0,0,0,0,0,0,0,31,12,0,12,F,Z,E,W,01,37,12,0,12,R,F,E,S,01,0,4P374AH000,1,0,14,1,1,0,0,1,6,0,0,0,0,35,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
4,089N,89,N,3,4,1,148.50,3559.55,2,1,1,76,12,10,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,2
4,090I,90,I,3,4,1,38.13,913.98,3,1,2,71,18,2,2,0,0,0,0,0,0,0,0,0,0,41,12,0,12,F,R,E,E,02,3,12,0,12,F,L,E,E,02,0,454571X000,1,0,59,1,1,0,0,1,6,0,0,0,0,43,0,0,1,16,-16,0,234,75,6,11,17,26,38,58,66,0,0,2
4,090I,90,I,3,4,2,38.13,913.98,3,2,1,74,20,73,50,0,0,0,0,0,0,0,0,0,0,1,12,0,12,L,B,E,S,01,,,,,,,,,,0,CCV144F000,1,0,86,1,1,0,0,2,U,0,0,0,0,49,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
4,090I,90,I,3,4,3,38.13,913.98,1,2,2,79,18,12,2,0,0,0,0,0,0,0,0,0,0,1,12,0,12,F,L,E,E,01,,,,,,,,,,0,4T07A97000,1,0,11,1,1,0,0,1,1,0,0,0,0,29,0,0,1,19,-19,3,131,162,22,13,9,3,0,0,0,0,0,1
4,091L,91,L,3,4,1,12.20,292.43,1,1,2,80,20,12,4,0,0,0,0,0,0,0,0,0,0,49,2,80,82,F,D,E,W,02,49,4,0,4,R,Z,E,W,03,1,1R07VA7000,1,0,22,1,3,2,0,1,6,0,0,0,0,28,0,0,1,18,-8,-16,434,160,34,26,18,13,14,14,0,0,1,1
4,092N,92,N,3,4,1,305.00,7310.85,1,1,1,U,20,U,9,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,092N,92,N,3,4,2,305.00,7310.85,4,2,1,73,20,2,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,1
4,093I,93,I,3,4,1,10.44,250.25,1,1,2,79,20,74,51,0,0,0,0,0,0,0,0,0,0,33,12,0,12,F,L,E,S,03,37,12,0,12,L,Z,E,S,02,0,CGL349O000,1,0,69,1,1,0,0,1,6,0,0,0,0,54,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
4,094L,94,L,3,4,1,3.00,71.91,3,1,2,77,22,10,2,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,2K57YP0000,1,0,U,U,U,U,0,1,2,0,0,0,0,39,0,0,0,U,U,U,U,,,,,,,,,0,0,3
4,094L,94,L,3,4,2,3.00,71.91,1,1,2,74,12,3,2,0,0,0,0,0,0,0,0,0,0,1,10,60,70,L,F,E,W,03,,,,,,,,,,0,4F04Z00000,1,0,59,1,1,0,0,2,1,0,0,0,0,29,0,0,0,U,U,U,U,,,,,,,,,0,0,1
4,095N,95,N,3,4,1,83.50,2001.50,1,1,1,77,20,2,3,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,095N,95,N,3,4,2,83.50,2001.50,1,2,1,75,18,8,3,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,096E,96,E,3,4,1,8.43,202.07,1,1,3,80,63,65,15,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,46,,,,,,,,,0,KZ650F0000,1,0,1,0,0,0,0,3,2,0,0,0,0,5,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
4,096E,96,E,3,4,2,8.43,202.07,1,2,1,75,20,74,51,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,CGV155H000,1,0,U,U,U,U,0,2,8,0,0,0,0,U,U,U,0,96,96,96,9996,,,,,,,,,0,0,0
4,097M,97,M,3,4,1,30.33,727.01,1,1,2,80,1,9,6,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,A0C385C 00,1,0,20,1,1,0,0,1,2,0,0,0,0,34,U,U,0,U,U,U,U,,,,,,,,,0,0,0
4,097M,97,M,3,4,2,30.33,727.01,3,2,2,69,20,2,3,0,0,0,0,0,0,0,0,0,0,1,10,0,10,L,F,E,E,01,,,,,,,,,,0,166399F000,1,0,147,1,1,0,0,2,1,0,0,0,0,38,0,0,0,U,U,U,U,,,,,,,,,0,0,1
4,098N,98,N,3,4,1,151.67,3635.53,7,1,1,76,20,1,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,098N,98,N,3,4,2,151.67,3635.53,0,2,1,75,18,2,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,099C,99,C,3,4,1,35.20,843.74,2,2,1,74,20,10,2,0,0,0,0,0,0,0,0,0,0,71,2,0,2,R,Z,E,U,01,,,,,,,,,,0,1H57H41000,0,0,94,1,1,0,0,3,7,0,0,0,0,40,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
4,100I,100,I,3,4,1,22.00,527.34,1,1,2,79,12,73,50,0,0,0,0,0,0,0,0,0,0,33,U,U,U,9,9,9,9,99,,,,,,,,,,0,F14SC00000,1,0,29,1,1,0,0,1,6,0,0,0,0,36,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
4,101C,101,C,3,4,1,38.53,923.56,1,1,1,U,U,U,9,0,0,0,0,0,0,0,0,0,0,71,U,U,U,9,9,9,9,99,,,,,,,,,,0,9999999999,U,0,U,U,U,U,0,1,7,0,0,0,U,U,U,U,0,96,96,96,9996,,,,,,,,,0,0,0
4,102M,102,M,3,4,1,38.53,923.56,1,1,2,74,22,1,2,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,2F37M4P000,1,0,91,1,1,0,0,1,3,0,0,0,0,38,0,0,0,U,U,U,U,,,,,,,,,0,0,0
4,102M,102,M,3,4,2,38.53,923.56,2,2,1,78,21,3,2,0,0,0,0,0,0,0,0,0,0,1,6,0,6,B,R,E,E,01,,,,,,,,,,0,3X37R8E000,1,0,37,1,1,0,0,4,1,0,0,0,0,40,0,0,0,U,U,U,U,,,,,,,,,0,0,0
4,103M,103,M,3,4,1,38.53,923.56,1,1,2,79,20,9,2,0,0,0,0,0,0,0,0,0,0,33,12,0,12,F,L,E,E,02,33,12,0,12,R,F,E,W,02,1,1Q87L9N000,1,0,32,1,1,0,0,1,6,0,0,0,0,35,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
4,104I,104,I,3,4,1,11.71,280.69,2,1,2,76,20,74,51,0,0,0,0,0,0,0,0,0,0,44,U,U,U,9,9,9,9,99,2,U,U,U,9,9,9,9,99,0,CGL2564000,1,0,U,U,U,U,0,1,6,1,0,0,0,42,0,0,0,U,U,U,U,,,,,,,,,0,0,1
4,104I,104,I,3,4,2,11.71,280.69,2,1,2,79,20,71,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,F,D,E,W,01,,,,,,,,,,0,CKL189F000,1,0,21,1,1,0,0,1,2,0,0,0,0,44,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
4,105M,105,M,3,4,1,18.73,448.96,1,1,2,69,20,8,2,0,0,0,0,0,0,0,0,0,0,2,11,0,11,F,D,E,W,01,,,,,,,,,,0,113279W000,1,0,63,1,1,0,0,1,2,0,0,0,0,30,0,0,1,16,-13,8,277,164,0,2,4,7,10,11,0,0,0,1
4,105M,105,M,3,4,2,18.73,448.96,5,2,1,79,21,12,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,R,Z,E,W,02,,,,,,,,,,0,3T07A97000,1,0,21,1,3,2,0,3,1,0,0,0,0,28,0,0,1,15,-13,-7,184,255,0,1,3,18,8,0,-71,0,0,5
4,106N,106,N,3,4,1,93.67,2245.27,5,1,1,78,18,1,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,106N,106,N,3,4,2,93.67,2245.27,1,2,1,80,22,12,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,107E,107,E,3,4,1,11.85,284.04,1,1,2,72,37,64,15,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,46,,,,,,,,,0,9999999999,1,0,U,0,0,0,0,1,2,0,0,0,0,4,0,0,0,96,96,96,9996,,,,,,,,,0,1,1
4,107E,107,E,3,4,2,11.85,284.04,1,2,1,81,18,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,R,B,E,W,01,,,,,,,,,,0,1G4AJ47A6B,1,0,1,1,1,0,0,3,8,0,0,0,0,33,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
4,108I,108,I,3,4,1,26.67,639.28,1,1,2,71,18,U,9,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,9999999999,1,0,U,U,U,U,0,1,3,0,0,0,U,U,U,U,0,U,U,U,U,,,,,,,,,0,0,0
4,108I,108,I,3,4,2,26.67,639.28,1,3,1,73,12,73,50,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,3,U,U,U,9,9,9,9,99,0,F10GL00000,1,0,61,1,1,0,0,4,1,0,0,0,0,37,5,2,0,U,U,U,U,,,,,,,,,0,0,0
4,108I,108,I,3,4,3,26.67,639.28,3,2,1,79,12,73,50,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,F15HC00000,1,0,22,1,1,0,0,4,1,0,0,0,0,37,2,2,0,U,U,U,U,,,,,,,,,0,0,0
4,109L,109,L,3,4,1,8.53,204.46,1,1,2,75,20,12,4,0,0,0,0,0,0,0,0,0,0,2,11,60,71,F,D,A,W,07,2,12,0,12,R,P,M,S,01,0,1R07G52000,1,0,67,1,6,3,0,1,3,0,0,0,0,30,0,0,1,95,-89,33,963,145,6,17,30,46,69,93,0,0,0,1
4,109L,109,L,3,4,2,8.53,204.46,0,2,2,68,18,2,3,0,0,0,0,0,0,0,0,0,0,1,6,0,6,B,D,E,W,07,1,U,U,U,9,9,9,9,99,0,454698H000,1,0,71,1,5,3,0,4,1,0,0,0,0,41,0,0,1,73,72,13,9786,202,218,163,137,98,73,39,0,0,0,0
4,110E,110,E,3,4,1,4.89,117.21,1,1,2,74,66,66,15,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,46,,,,,,,,,0,GT75000000,1,0,9,0,0,0,0,1,2,0,0,0,0,5,0,0,0,96,96,96,9996,,,,,,,,,0,1,1
4,110E,110,E,3,4,2,4.89,117.21,1,2,1,77,12,74,51,0,0,0,0,0,0,0,0,0,0,1,2,0,2,R,B,E,W,03,,,,,,,,,,0,E34HHY0000,1,0,55,1,1,0,0,3,8,0,0,0,0,38,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
4,111J,111,J,3,4,1,44.00,1054.68,1,1,1,80,2,73,50,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,111J,111,J,3,4,2,44.00,1054.68,1,2,1,78,20,8,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,112I,112,I,3,4,1,31.50,755.06,1,1,1,77,20,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,F,D,E,W,01,2,4,0,4,R,F,M,N,01,0,1N47U7J000,1,0,46,1,1,0,0,1,1,0,0,0,0,37,0,0,1,9,-4,-9,109,171,0,1,1,2,3,10,-7,0,0,1
4,112I,112,I,3,4,2,31.50,755.06,2,1,2,78,20,13,4,0,0,0,0,0,0,0,0,0,0,1,12,0,12,F,L,E,E,09,3,12,0,12,F,R,E,W,01,1,1B68E8Y000,1,0,42,1,1,0,0,1,1,0,0,0,0,21,0,0,1,16,-15,3,160,104,43,15,10,9,3,0,-23,0,0,2
4,112I,112,I,3,4,3,31.50,755.06,1,2,1,77,12,73,50,0,0,0,0,0,0,0,0,0,0,2,10,0,10,L,F,E,W,01,,,,,,,,,,0,F26SL00000,1,0,36,1,1,0,0,2,1,0,0,0,0,45,0,0,1,6,-3,5,16,46,0,1,3,6,1,0,213,0,0,0
4,113M,113,M,3,4,1,50.40,1208.09,1,1,2,80,20,15,4,0,0,0,0,0,0,0,0,0,0,34,12,0,12,F,L,E,E,02,44,12,0,12,L,D,E,S,01,0,1X685AW000,1,0,18,1,1,0,0,1,6,0,0,0,0,25,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
4,114N,114,N,3,4,1,252.00,6040.44,1,1,1,73,9,1,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,114N,114,N,3,4,2,252.00,6040.44,1,2,1,79,9,8,4,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,1
4,115C,115,C,3,4,1,26.47,634.49,2,1,1,78,20,13,4,0,0,0,0,0,0,0,0,0,0,71,12,0,12,F,R,L,U,01,,,,,,,,,,0,1B08J8Y000,1,0,35,1,1,0,0,1,7,0,0,0,0,20,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
4,116J,116,J,3,4,1,66.17,1586.09,1,1,1,81,35,4,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,116J,116,J,3,4,2,66.17,1586.09,2,2,1,73,12,73,50,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,117M,117,M,3,4,1,26.47,634.49,3,1,2,75,18,2,3,0,0,0,0,0,0,0,0,0,0,34,12,0,12,F,L,E,E,03,34,12,0,12,R,D,E,S,02,0,4N69J5X000,1,0,92,1,1,0,0,1,6,0,0,0,0,45,0,0,1,26,-26,0,643,188,71,55,23,3,0,0,0,0,0,1
4,118I,118,I,3,4,1,17.25,413.48,2,1,2,74,12,10,3,0,0,0,0,0,0,0,0,0,0,2,10,60,70,F,D,E,W,02,,,,,,,,,,0,4B31H00000,1,0,22,1,1,0,0,1,2,0,0,0,0,40,0,2,1,19,-12,15,526,185,3,3,22,14,9,9,0,0,0,0
4,118I,118,I,3,4,2,17.25,413.48,3,2,2,78,23,74,51,0,0,0,0,0,0,0,0,0,0,1,2,0,2,R,D,E,W,03,37,11,0,11,L,D,A,S,01,0,TGL2580000,1,0,27,1,3,3,0,3,1,0,0,0,0,40,4,2,1,17,-11,-12,444,434,1,6,10,22,2,0,-29,0,0,3
4,119M,119,M,3,4,1,27.60,661.57,2,2,1,79,22,2,3,0,0,0,0,0,0,0,0,0,0,2,3,0,3,R,B,E,E,01,,,,,,,,,,0,2N69Y9P000,1,0,28,1,1,0,0,3,2,0,0,0,0,38,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
4,119M,119,M,3,4,2,27.60,661.57,1,1,2,77,12,9,6,0,0,0,0,0,0,0,0,0,0,1,12,0,12,R,D,E,W,02,,,,,,,,,,0,7X12Y00000,1,0,60,1,3,1,0,3,2,0,0,0,0,26,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
4,120N,120,N,3,4,1,138.00,3307.86,4,1,1,70,22,2,3,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,120N,120,N,3,4,2,138.00,3307.86,1,2,1,72,9,3,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,121C,121,C,3,4,1,17.00,407.49,1,1,1,81,18,15,2,0,0,0,0,0,0,0,0,0,0,71,6,0,6,B,L,E,U,01,,,,,,,,,,0,1G4AB37X5B,1,0,20,1,1,0,0,4,7,0,0,0,0,25,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
4,122M,122,M,3,4,1,17.00,407.49,1,1,2,78,18,1,2,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,D,E,W,03,,,,,,,,,,0,4J47A8H000,1,0,32,1,8,2,0,1,1,0,0,0,0,31,0,0,1,61,-60,-10,2037,170,80,69,77,55,51,41,0,0,1,1
4,122M,122,M,3,4,2,17.00,407.49,1,1,2,69,20,2,3,0,0,0,0,0,0,0,0,0,0,1,12,0,12,F,D,E,W,03,,,,,,,,,,0,164399F000,1,0,96,1,8,3,0,1,1,0,0,0,0,38,0,0,1,52,-51,9,2368,192,24,56,74,81,94,91,0,0,1,1
4,123H,123,H,3,4,1,9.31,223.16,1,1,2,77,7,74,51,0,0,0,0,0,0,0,0,0,0,2,2,0,2,F,Z,E,W,06,,,,,,,,,,0,B21BE7K000,1,0,67,1,6,2,0,1,1,0,0,0,0,36,0,0,0,U,U,U,U,,,,,,,,,0,0,1
4,123H,123,H,3,4,2,9.31,223.16,1,1,2,66,22,2,2,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,262376P000,1,0,32,1,7,U,0,1,1,0,0,0,0,43,1,2,0,U,U,U,U,,,,,,,,,0,0,1
4,124M,124,M,3,4,1,46.53,1115.32,2,1,2,79,21,1,2,0,0,0,0,0,0,0,0,0,0,2,2,80,82,F,D,E,W,02,34,6,0,6,B,C,E,N,02,0,3R47F92000,1,0,35,1,1,0,0,1,2,0,0,0,0,33,0,0,1,22,-11,-19,1035,178,18,20,22,25,28,34,0,0,0,2
4,124M,124,M,3,4,2,46.53,1115.32,1,3,2,78,12,4,2,0,0,0,0,0,0,0,0,0,0,1,11,0,11,L,Z,E,W,02,33,11,0,11,F,Z,E,N,01,1,8G87H00000,1,0,45,1,4,1,0,2,1,0,0,0,0,40,0,0,1,19,-17,10,203,251,0,17,13,12,7,0,-55,0,0,0
4,125M,125,M,3,4,1,46.53,1115.32,2,1,1,73,18,1,2,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,D,E,W,01,,,,,,,,,,0,4J57H3H000,1,0,13,1,1,0,0,1,3,0,0,0,0,39,0,0,1,29,-29,0,247,188,7,9,4,6,8,8,0,0,0,1
4,125M,125,M,3,4,2,46.53,1115.32,4,3,2,72,12,6,2,0,0,0,0,0,0,0,0,0,0,1,5,0,5,B,D,E,W,02,49,12,0,12,F,Z,E,W,01,0,2W58S00000,1,0,64,1,1,0,0,4,1,0,0,0,0,43,1,1,1,27,24,-14,1537,189,30,46,46,43,42,3,0,0,0,3
4,126F,126,F,3,4,1,26.36,631.85,1,1,2,76,37,64,15,0,0,0,0,0,0,0,0,0,0,44,,,,,,,,,46,,,,,,,,,0,CB360E0000,1,0,7,0,0,0,0,3,6,0,0,0,0,4,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
4,127L,127,L,3,4,1,12.65,303.22,4,1,2,77,20,2,6,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,Y,E,W,01,,,,,,,,,,0,1L35U7J000,1,0,54,1,1,0,0,1,3,0,0,0,0,42,0,0,0,U,U,U,U,,,,,,,,,0,0,4
4,127L,127,L,3,4,2,12.65,303.22,2,2,2,70,20,8,2,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,113270W000,1,0,79,1,5,3,0,4,1,0,0,0,0,30,0,0,0,U,U,U,U,,,,,,,,,0,0,2
4,128M,128,M,3,4,1,63.27,1516.58,1,1,1,72,23,74,51,0,0,0,0,0,0,0,0,0,0,31,12,0,12,F,L,E,W,02,,,,,,,,,,0,TGE262U000,1,0,86,1,1,0,0,1,6,0,0,0,0,43,0,0,0,U,U,U,U,,,,,,,,,0,0,0
4,129I,129,I,3,4,1,15.29,366.50,2,1,2,77,9,6,6,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,D,E,W,01,,,,,,,,,,0,HL45G7B000,2,0,101,1,1,0,0,1,3,0,0,0,0,36,0,0,1,15,-15,0,187,171,1,6,3,5,4,4,0,0,0,0
4,129I,129,I,3,4,2,15.29,366.50,1,2,1,79,12,74,51,0,0,0,0,0,0,0,0,0,0,1,6,0,6,B,D,E,W,01,,,,,,,,,,0,E04BH00000,1,0,49,1,1,0,0,4,1,0,0,0,0,39,3,2,1,13,13,0,89,182,3,2,1,1,3,4,0,0,0,0
4,130J,130,J,3,4,1,61.17,1466.24,1,1,1,77,18,2,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,130J,130,J,3,4,2,61.17,1466.24,1,2,1,79,7,73,50,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,131N,131,N,3,4,1,122.33,2932.25,1,1,1,75,20,2,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,131N,131,N,3,4,2,122.33,2932.25,2,2,1,74,20,1,6,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
4,132L,132,L,3,4,1,7.82,187.45,2,1,2,73,20,8,4,0,0,0,0,0,0,0,0,0,0,34,3,0,3,R,F,E,N,03,46,0,0,0,T,Z,L,O,02,0,1Y17F3W000,1,0,83,1,7,2,0,3,6,2,0,0,0,33,0,0,0,96,96,96,9996,,,,,,,,,0,1,2
